schema,generated_local
FASTENER_ANALYTIC_CHECKS_V1,2026-08-22T01:29:31+08:00
joint_id,case_id,case_variant,check_id,demand,capacity,demand_over_capacity,unit,basis,status,notes
STAGE_B_TO_SPACECRAFT_4XM6_140MM,LC-013_CAPTURE_22KG,SHEAR_TORSION,BOLT_SHEAR,0.51624,377.935,0.00136595,MPa,Q_max/A_shank vs 0.577*S_proof; SHANK_IN_SHEAR_PLANE_ASSUMPTION; shear allowable ASSUMPTION_NO_SOURCE,DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=10ms; F_peak=pi*J/(2tc)=56.6N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_B_TO_SPACECRAFT_4XM6_140MM,LC-013_CAPTURE_22KG,SHEAR_TORSION,BEARING_PLATE_6061T6,0.2263,310,0.000729999,MPa,p=Q/(d*t_plate) vs 6061-T6 Ftu TYPICAL 310MPa reference level; INDICATIVE_NOT_AN_ALLOWABLE,INDICATIVE_REFERENCE_DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=10ms; F_peak=pi*J/(2tc)=56.6N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_B_TO_SPACECRAFT_4XM6_140MM,LC-013_CAPTURE_22KG,SHEAR_TORSION,NET_SECTION_PLATE_6061T6,0,310,0,MPa,sigma_net=N_max/((tributary-hole)*t_plate) conservative tributary model vs Ftu typical; INDICATIVE,INDICATIVE_REFERENCE_DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=10ms; F_peak=pi*J/(2tc)=56.6N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_B_TO_SPACECRAFT_4XM6_140MM,LC-013_CAPTURE_22KG,SHEAR_TORSION,HEAD_PULL_THROUGH,283.143,276,1.02588,MPa,head bearing pressure vs 6061-T6 Fty TYPICAL 276MPa reference; INDICATIVE,INDICATIVE_REFERENCE_DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=10ms; F_peak=pi*J/(2tc)=56.6N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_B_TO_SPACECRAFT_4XM6_140MM,LC-013_CAPTURE_22KG,SHEAR_TORSION,THREAD_SHEAR_EXTERNAL_BOLT,191.476,377.935,0.506637,MPa,tau=F_b_max/(pi*d2*L_e*0.75) vs 0.577*S_proof A286; L_e candidate declared,DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=10ms; F_peak=pi*J/(2tc)=56.6N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_B_TO_SPACECRAFT_4XM6_140MM,LC-013_CAPTURE_22KG,SHEAR_TORSION,THREAD_SHEAR_INTERNAL_MEMBER,170.733,377.935,0.451751,MPa,through-bolt + A286-class nut candidate; nut thread shear vs 0.577*S_proof A286 ASSUMPTION,DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=10ms; F_peak=pi*J/(2tc)=56.6N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
B601_TO_STAGE_A_4XM4_HM4_75_64MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,SLIP_FRICTION,0,356.76,0,N,"Q_max vs mu_min*(Fp_min-(1-PHI)*N_max); mu candidate band [0.15,0.30] ASSUMPTION",DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
B601_TO_STAGE_A_4XM4_HM4_75_64MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,SEPARATION,63.7195,1668.06,0.0381998,N,N_max vs Fp_min*(1-PHI); separation predicted when ratio>=1,DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
B601_TO_STAGE_A_4XM4_HM4_75_64MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,BOLT_ADDITIONAL_TENSION_PROOF,5502.36,5750.9,0.956783,N,"Fp_max+PHI*N_max vs S_proof*As (candidate material proof, A286 655MPa MIN distributor ref)",DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
B601_TO_STAGE_A_4XM4_HM4_75_64MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,BOLT_TENSION_ULTIMATE,5502.36,8472.7,0.649423,N,Fp_max+PHI*N_max vs S_u*As (candidate A286 965MPa MIN distributor ref),DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
B601_TO_STAGE_A_4XM4_HM4_75_64MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,BOLT_SHEAR,0,377.935,0,MPa,Q_max/A_shank vs 0.577*S_proof; SHANK_IN_SHEAR_PLANE_ASSUMPTION; shear allowable ASSUMPTION_NO_SOURCE,DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
B601_TO_STAGE_A_4XM4_HM4_75_64MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,BEARING_PLATE_6061T6,0,310,0,MPa,p=Q/(d*t_plate) vs 6061-T6 Ftu TYPICAL 310MPa reference level; INDICATIVE_NOT_AN_ALLOWABLE,INDICATIVE_REFERENCE_DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
B601_TO_STAGE_A_4XM4_HM4_75_64MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,NET_SECTION_PLATE_6061T6,0.178787,310,0.000576731,MPa,sigma_net=N_max/((tributary-hole)*t_plate) conservative tributary model vs Ftu typical; INDICATIVE,INDICATIVE_REFERENCE_DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
B601_TO_STAGE_A_4XM4_HM4_75_64MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,HEAD_PULL_THROUGH,251.646,276,0.911761,MPa,head bearing pressure vs 6061-T6 Fty TYPICAL 276MPa reference; INDICATIVE,INDICATIVE_REFERENCE_DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
B601_TO_STAGE_A_4XM4_HM4_75_64MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,THREAD_SHEAR_EXTERNAL_BOLT,,,,MPa,engagement length as-built unknown,HOLD_AS_BUILT_ENGAGEMENT_UNKNOWN,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
B601_TO_STAGE_A_4XM4_HM4_75_64MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,THREAD_SHEAR_INTERNAL_MEMBER,,,,MPa,B601 vendor tapped holes; material and engagement unknown,HOLD_NO_B601_MATERIAL_OR_ENGAGEMENT_AUTHORITY,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_A_TO_B_8XM5_R62P5MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,SLIP_FRICTION,0,583.201,0,N,"Q_max vs mu_min*(Fp_min-(1-PHI)*N_max); mu candidate band [0.15,0.30] ASSUMPTION",DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_A_TO_B_8XM5_R62P5MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,SEPARATION,35.3718,2660.6,0.0132947,N,N_max vs Fp_min*(1-PHI); separation predicted when ratio>=1,DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_A_TO_B_8XM5_R62P5MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,BOLT_ADDITIONAL_TENSION_PROOF,8865.78,9287.9,0.954552,N,"Fp_max+PHI*N_max vs S_proof*As (candidate material proof, A286 655MPa MIN distributor ref)",DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_A_TO_B_8XM5_R62P5MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,BOLT_TENSION_ULTIMATE,8865.78,13683.7,0.647908,N,Fp_max+PHI*N_max vs S_u*As (candidate A286 965MPa MIN distributor ref),DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_A_TO_B_8XM5_R62P5MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,BOLT_SHEAR,0,377.935,0,MPa,Q_max/A_shank vs 0.577*S_proof; SHANK_IN_SHEAR_PLANE_ASSUMPTION; shear allowable ASSUMPTION_NO_SOURCE,DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_A_TO_B_8XM5_R62P5MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,BEARING_PLATE_6061T6,0,310,0,MPa,p=Q/(d*t_plate) vs 6061-T6 Ftu TYPICAL 310MPa reference level; INDICATIVE_NOT_AN_ALLOWABLE,INDICATIVE_REFERENCE_DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_A_TO_B_8XM5_R62P5MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,NET_SECTION_PLATE_6061T6,0.101439,310,0.000327223,MPa,sigma_net=N_max/((tributary-hole)*t_plate) conservative tributary model vs Ftu typical; INDICATIVE,INDICATIVE_REFERENCE_DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_A_TO_B_8XM5_R62P5MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,HEAD_PULL_THROUGH,268.768,276,0.973798,MPa,head bearing pressure vs 6061-T6 Fty TYPICAL 276MPa reference; INDICATIVE,INDICATIVE_REFERENCE_DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_A_TO_B_8XM5_R62P5MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,THREAD_SHEAR_EXTERNAL_BOLT,111.987,377.935,0.296312,MPa,tau=F_b_max/(pi*d2*L_e*0.75) vs 0.577*S_proof A286; L_e candidate declared,DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_A_TO_B_8XM5_R62P5MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,THREAD_SHEAR_INTERNAL_MEMBER,100.34,159.252,0.630071,MPa,Stage A 6061-T6 candidate; wire-thread-insert candidate L_e=1.5d; tau_allow=0.577*Fty_typ ASSUMPTION on typical,DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_B_TO_SPACECRAFT_4XM6_140MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,SLIP_FRICTION,0,828.12,0,N,"Q_max vs mu_min*(Fp_min-(1-PHI)*N_max); mu candidate band [0.15,0.30] ASSUMPTION",DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_B_TO_SPACECRAFT_4XM6_140MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,SEPARATION,36.5132,3722.55,0.00980866,N,N_max vs Fp_min*(1-PHI); separation predicted when ratio>=1,DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_B_TO_SPACECRAFT_4XM6_140MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,BOLT_ADDITIONAL_TENSION_PROOF,12563.1,13165.5,0.954245,N,"Fp_max+PHI*N_max vs S_proof*As (candidate material proof, A286 655MPa MIN distributor ref)",DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_B_TO_SPACECRAFT_4XM6_140MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,BOLT_TENSION_ULTIMATE,12563.1,19396.5,0.6477,N,Fp_max+PHI*N_max vs S_u*As (candidate A286 965MPa MIN distributor ref),DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_B_TO_SPACECRAFT_4XM6_140MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,BOLT_SHEAR,0,377.935,0,MPa,Q_max/A_shank vs 0.577*S_proof; SHANK_IN_SHEAR_PLANE_ASSUMPTION; shear allowable ASSUMPTION_NO_SOURCE,DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_B_TO_SPACECRAFT_4XM6_140MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,BEARING_PLATE_6061T6,0,310,0,MPa,p=Q/(d*t_plate) vs 6061-T6 Ftu TYPICAL 310MPa reference level; INDICATIVE_NOT_AN_ALLOWABLE,INDICATIVE_REFERENCE_DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_B_TO_SPACECRAFT_4XM6_140MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,NET_SECTION_PLATE_6061T6,0.0535738,310,0.000172819,MPa,sigma_net=N_max/((tributary-hole)*t_plate) conservative tributary model vs Ftu typical; INDICATIVE,INDICATIVE_REFERENCE_DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_B_TO_SPACECRAFT_4XM6_140MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,HEAD_PULL_THROUGH,283.413,276,1.02686,MPa,head bearing pressure vs 6061-T6 Fty TYPICAL 276MPa reference; INDICATIVE,INDICATIVE_REFERENCE_DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_B_TO_SPACECRAFT_4XM6_140MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,THREAD_SHEAR_EXTERNAL_BOLT,191.659,377.935,0.507121,MPa,tau=F_b_max/(pi*d2*L_e*0.75) vs 0.577*S_proof A286; L_e candidate declared,DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_B_TO_SPACECRAFT_4XM6_140MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,THREAD_SHEAR_INTERNAL_MEMBER,170.896,377.935,0.452183,MPa,through-bolt + A286-class nut candidate; nut thread shear vs 0.577*S_proof A286 ASSUMPTION,DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
B601_TO_STAGE_A_4XM4_HM4_75_64MM,LC-013_CAPTURE_22KG,SHEAR_TORSION,SLIP_FRICTION,7.56394,363.342,0.0208177,N,"Q_max vs mu_min*(Fp_min-(1-PHI)*N_max); mu candidate band [0.15,0.30] ASSUMPTION",DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
B601_TO_STAGE_A_4XM4_HM4_75_64MM,LC-013_CAPTURE_22KG,SHEAR_TORSION,SEPARATION,0,1668.06,0,N,N_max vs Fp_min*(1-PHI); separation predicted when ratio>=1,DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
B601_TO_STAGE_A_4XM4_HM4_75_64MM,LC-013_CAPTURE_22KG,SHEAR_TORSION,BOLT_ADDITIONAL_TENSION_PROOF,5482.52,5750.9,0.953333,N,"Fp_max+PHI*N_max vs S_proof*As (candidate material proof, A286 655MPa MIN distributor ref)",DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
B601_TO_STAGE_A_4XM4_HM4_75_64MM,LC-013_CAPTURE_22KG,SHEAR_TORSION,BOLT_TENSION_ULTIMATE,5482.52,8472.7,0.647081,N,Fp_max+PHI*N_max vs S_u*As (candidate A286 965MPa MIN distributor ref),DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
B601_TO_STAGE_A_4XM4_HM4_75_64MM,LC-013_CAPTURE_22KG,SHEAR_TORSION,BOLT_SHEAR,0.601919,377.935,0.00159265,MPa,Q_max/A_shank vs 0.577*S_proof; SHANK_IN_SHEAR_PLANE_ASSUMPTION; shear allowable ASSUMPTION_NO_SOURCE,DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
B601_TO_STAGE_A_4XM4_HM4_75_64MM,LC-013_CAPTURE_22KG,SHEAR_TORSION,BEARING_PLATE_6061T6,0.315164,310,0.00101666,MPa,p=Q/(d*t_plate) vs 6061-T6 Ftu TYPICAL 310MPa reference level; INDICATIVE_NOT_AN_ALLOWABLE,INDICATIVE_REFERENCE_DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
B601_TO_STAGE_A_4XM4_HM4_75_64MM,LC-013_CAPTURE_22KG,SHEAR_TORSION,NET_SECTION_PLATE_6061T6,0,310,0,MPa,sigma_net=N_max/((tributary-hole)*t_plate) conservative tributary model vs Ftu typical; INDICATIVE,INDICATIVE_REFERENCE_DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
B601_TO_STAGE_A_4XM4_HM4_75_64MM,LC-013_CAPTURE_22KG,SHEAR_TORSION,HEAD_PULL_THROUGH,250.739,276,0.908474,MPa,head bearing pressure vs 6061-T6 Fty TYPICAL 276MPa reference; INDICATIVE,INDICATIVE_REFERENCE_DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
B601_TO_STAGE_A_4XM4_HM4_75_64MM,LC-013_CAPTURE_22KG,SHEAR_TORSION,THREAD_SHEAR_EXTERNAL_BOLT,,,,MPa,engagement length as-built unknown,HOLD_AS_BUILT_ENGAGEMENT_UNKNOWN,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
B601_TO_STAGE_A_4XM4_HM4_75_64MM,LC-013_CAPTURE_22KG,SHEAR_TORSION,THREAD_SHEAR_INTERNAL_MEMBER,,,,MPa,B601 vendor tapped holes; material and engagement unknown,HOLD_NO_B601_MATERIAL_OR_ENGAGEMENT_AUTHORITY,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_A_TO_B_8XM5_R62P5MM,LC-013_CAPTURE_22KG,SHEAR_TORSION,SLIP_FRICTION,3.78033,586.81,0.00644217,N,"Q_max vs mu_min*(Fp_min-(1-PHI)*N_max); mu candidate band [0.15,0.30] ASSUMPTION",DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_A_TO_B_8XM5_R62P5MM,LC-013_CAPTURE_22KG,SHEAR_TORSION,SEPARATION,0,2660.6,0,N,N_max vs Fp_min*(1-PHI); separation predicted when ratio>=1,DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_A_TO_B_8XM5_R62P5MM,LC-013_CAPTURE_22KG,SHEAR_TORSION,BOLT_ADDITIONAL_TENSION_PROOF,8854.46,9287.9,0.953333,N,"Fp_max+PHI*N_max vs S_proof*As (candidate material proof, A286 655MPa MIN distributor ref)",DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_A_TO_B_8XM5_R62P5MM,LC-013_CAPTURE_22KG,SHEAR_TORSION,BOLT_TENSION_ULTIMATE,8854.46,13683.7,0.647081,N,Fp_max+PHI*N_max vs S_u*As (candidate A286 965MPa MIN distributor ref),DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_A_TO_B_8XM5_R62P5MM,LC-013_CAPTURE_22KG,SHEAR_TORSION,BOLT_SHEAR,0.192531,377.935,0.000509428,MPa,Q_max/A_shank vs 0.577*S_proof; SHANK_IN_SHEAR_PLANE_ASSUMPTION; shear allowable ASSUMPTION_NO_SOURCE,DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_A_TO_B_8XM5_R62P5MM,LC-013_CAPTURE_22KG,SHEAR_TORSION,BEARING_PLATE_6061T6,0.0945082,310,0.000304865,MPa,p=Q/(d*t_plate) vs 6061-T6 Ftu TYPICAL 310MPa reference level; INDICATIVE_NOT_AN_ALLOWABLE,INDICATIVE_REFERENCE_DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_A_TO_B_8XM5_R62P5MM,LC-013_CAPTURE_22KG,SHEAR_TORSION,NET_SECTION_PLATE_6061T6,0,310,0,MPa,sigma_net=N_max/((tributary-hole)*t_plate) conservative tributary model vs Ftu typical; INDICATIVE,INDICATIVE_REFERENCE_DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_A_TO_B_8XM5_R62P5MM,LC-013_CAPTURE_22KG,SHEAR_TORSION,HEAD_PULL_THROUGH,268.425,276,0.972555,MPa,head bearing pressure vs 6061-T6 Fty TYPICAL 276MPa reference; INDICATIVE,INDICATIVE_REFERENCE_DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=20ms; F_peak=pi*J/(2tc)=28.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
