t_s,base_dev_angle_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,wb_x_dps,wb_y_dps,wb_z_dps,tip_L_mm,tip_R_mm,eta_L1,eta_L2,eta_L3,eta_L4,eta_R1,eta_R2,eta_R3,eta_R4,L_base_Nms,L_arm_Nms,L_panels_Nms,L_target_Nms,E_damp_J,abs_dP,abs_dL
0.7300,19.601873,1.664834,19.500842,1.426033,1.597919,0.427494,1.836128,2.013790,-1.402060,6.03702532e-04,1.41618732e-05,4.11986408e-06,-6.57812413e-07,-4.19107433e-04,-8.06480059e-06,-2.37209565e-06,3.67154331e-07,6.32202029e-01,9.32150975e-02,2.03066015e-02,2.99913643e+00,1.17518124e-06,5.343e-16,2.220e-15
0.7400,19.608346,1.687359,19.504576,1.445636,1.598035,0.427175,1.836115,1.977704,-1.385795,6.06287782e-04,2.32677458e-05,3.34731172e-07,-3.13591495e-07,-4.22339343e-04,-1.37470242e-05,-2.04239529e-07,1.85056067e-07,6.32217494e-01,9.32166054e-02,2.02419973e-02,2.99918146e+00,1.18255474e-06,1.067e-15,2.665e-15
0.7500,19.614845,1.709886,19.508300,1.465241,1.598154,0.426858,1.836101,1.941413,-1.368364,6.06522256e-04,2.88072382e-05,-3.76083093e-06,9.96125979e-07,-4.23847983e-04,-1.72776346e-05,2.17795648e-06,-5.55126243e-07,6.32233901e-01,9.32183371e-02,2.01726112e-02,2.99922996e+00,1.18762795e-06,6.835e-16,9.992e-16
0.7600,19.621369,1.732416,19.512014,1.484847,1.598266,0.426537,1.836091,1.936639,-1.368134,6.04406568e-04,2.99478860e-05,-3.69223115e-06,-7.82745111e-07,-4.23628436e-04,-1.81255321e-05,2.17149260e-06,4.38050698e-07,6.32248250e-01,9.32195932e-02,2.01136436e-02,2.99927103e+00,1.18911405e-06,8.171e-16,8.882e-16
0.7700,19.627919,1.754949,19.515717,1.504456,1.598376,0.426215,1.836081,1.944755,-1.374912,5.99951450e-04,2.65331290e-05,4.20205064e-07,-1.05780178e-07,-4.21682080e-04,-1.61713413e-05,-1.90193835e-07,6.89864326e-08,6.32262246e-01,9.32207704e-02,2.00564626e-02,2.99931086e+00,1.19300778e-06,8.049e-16,4.441e-16
0.7800,19.634495,1.777485,19.519410,1.524066,1.598506,0.425903,1.836060,1.955872,-1.382807,5.93174723e-04,1.91020758e-05,4.04221747e-06,8.89549037e-07,-4.18018447e-04,-1.17251750e-05,-2.30324851e-06,-4.96737048e-07,6.32281613e-01,9.32232006e-02,1.99721766e-02,2.99937013e+00,1.19903651e-06,1.568e-15,4.441e-16
0.7900,19.641096,1.800024,19.523092,1.543678,1.598628,0.425588,1.836044,1.963213,-1.387646,5.84103613e-04,8.80559325e-06,3.22474287e-06,-8.68944765e-07,-4.12653702e-04,-5.47664645e-06,-1.86375687e-06,4.87213145e-07,6.32298929e-01,9.32251490e-02,1.98984572e-02,2.99942183e+00,1.20678678e-06,1.329e-15,8.882e-16
0.8000,19.647722,1.822566,19.526764,1.563291,1.598728,0.425263,1.836040,1.946177,-1.377585,5.72777243e-04,-2.77066214e-06,-1.09059776e-06,9.33830943e-08,-4.05608986e-04,1.61297763e-06,6.20857271e-07,-4.23247169e-08,6.32310270e-01,9.32256888e-02,1.98553549e-02,2.99945150e+00,1.21847756e-06,5.204e-16,8.882e-16
0.8100,19.654374,1.845111,19.530425,1.582907,1.598818,0.424934,1.836043,1.925244,-1.363940,5.59243088e-04,-1.38519674e-05,-4.15398909e-06,7.54928592e-07,-3.96912447e-04,8.45745316e-06,2.41594061e-06,-4.22069923e-07,6.32318935e-01,9.32255843e-02,1.98262793e-02,2.99947099e+00,1.22881851e-06,2.220e-16,1.332e-15
0.8200,19.661051,1.867658,19.534076,1.602524,1.598890,0.424598,1.836056,1.913038,-1.353856,5.43557109e-04,-2.27463109e-05,-2.63452581e-06,-9.15043231e-07,-3.86598845e-04,1.40121954e-05,1.56955858e-06,5.14370268e-07,6.32322944e-01,9.32243799e-02,1.98210747e-02,2.99947326e+00,1.23684970e-06,1.665e-16,7.772e-16
0.8300,19.667754,1.890208,19.537716,1.622143,1.598963,0.424263,1.836069,1.881814,-1.331518,5.25783628e-04,-2.81025761e-05,1.75898917e-06,2.76357251e-07,-3.74709322e-04,1.74337970e-05,-9.65119149e-07,-1.44948739e-07,6.32327191e-01,9.32232238e-02,1.98148646e-02,2.99947621e+00,1.24484002e-06,9.281e-16,2.220e-15
0.8400,19.674482,1.912761,19.541345,1.641765,1.599054,0.423937,1.836072,1.825364,-1.292903,5.05992638e-04,-2.91168996e-05,4.19820491e-06,5.98681788e-07,-3.61292750e-04,1.82071935e-05,-2.40275299e-06,-3.35598246e-07,6.32336359e-01,9.32232133e-02,1.97838774e-02,2.99949691e+00,1.25006980e-06,1.435e-15,8.882e-16
0.8500,19.681235,1.935316,19.544964,1.661388,1.599136,0.423608,1.836079,1.737838,-1.234508,4.84262832e-04,-2.56516909e-05,2.04145816e-06,-9.22224672e-07,-3.46403483e-04,1.62243407e-05,-1.18603816e-06,5.19463077e-07,6.32343363e-01,9.32226982e-02,1.97638607e-02,2.99950974e+00,1.25678529e-06,5.950e-16,4.441e-16
0.8600,19.688013,1.957874,19.548572,1.681013,1.599210,0.423274,1.836091,1.613534,-1.153199,4.60682452e-04,-1.82534611e-05,-2.30597924e-06,4.37048245e-07,-3.30100455e-04,1.17995490e-05,1.32786433e-06,-2.35283037e-07,6.32347951e-01,9.32216157e-02,1.97561655e-02,2.99951370e+00,1.26836995e-06,8.396e-16,6.661e-16
0.8700,19.694816,1.980434,19.552170,1.700640,1.599288,0.422943,1.836101,1.487208,-1.068859,4.35345730e-04,-8.06822949e-06,-4.07393936e-06,4.28860558e-07,-3.12448932e-04,5.61857612e-06,2.38027174e-06,-2.41069537e-07,6.32353639e-01,9.32207889e-02,1.97429694e-02,2.99952160e+00,1.28102647e-06,5.551e-16,1.776e-15
0.8800,19.701645,2.002997,19.555757,1.720269,1.599364,0.422610,1.836111,1.370775,-0.988797,4.08353683e-04,3.33655318e-06,-1.36063525e-06,-8.92352631e-07,-2.93519475e-04,-1.36716126e-06,8.38272012e-07,5.03902576e-07,6.32359053e-01,9.32199063e-02,1.97310106e-02,2.99952865e+00,1.29677599e-06,1.067e-15,4.441e-16
0.8900,19.708498,2.025563,19.559333,1.739900,1.599460,0.422287,1.836110,1.246433,-0.903268,3.79813251e-04,1.42129587e-05,2.82247554e-06,5.70247168e-07,-2.73387946e-04,-8.08719866e-06,-1.58639002e-06,-3.10737275e-07,6.32369615e-01,9.32202365e-02,1.96928235e-02,2.99955458e+00,1.31416137e-06,4.788e-16,2.220e-16
0.9000,19.715377,2.048131,19.562900,1.759532,1.599576,0.421973,1.836097,1.120122,-0.815636,3.49835574e-04,2.28997466e-05,3.89188303e-06,2.52539594e-07,-2.52136040e-04,-1.35165777e-05,-2.23750027e-06,-1.43096562e-07,6.32386024e-01,9.32219421e-02,1.96249345e-02,2.99960192e+00,1.32759248e-06,4.025e-16,1.332e-15
0.9100,19.722281,2.070702,19.566455,1.779167,1.599683,0.421655,1.836089,0.989430,-0.724817,3.18539379e-04,2.80778113e-05,7.14124409e-07,-8.29058155e-07,-2.29848605e-04,-1.68308527e-05,-4.23779174e-07,4.69501314e-07,6.32399795e-01,9.32230360e-02,1.95703598e-02,2.99963973e+00,1.34053924e-06,9.524e-16,2.220e-15
0.9200,19.729210,2.093276,19.570000,1.798803,1.599781,0.421333,1.836086,0.857986,-0.633175,2.86050259e-04,2.89702830e-05,-3.19470814e-06,6.72877091e-07,-2.06613508e-04,-1.75314062e-05,1.84793076e-06,-3.68917104e-07,6.32411341e-01,9.32236029e-02,1.95272435e-02,2.99966926e+00,1.35367900e-06,3.487e-16,8.882e-16
0.9300,19.736165,2.115853,19.573535,1.818440,1.599876,0.421010,1.836085,0.756979,-0.558625,2.52497456e-04,2.54577503e-05,-3.55921586e-06,7.77346323e-08,-1.82522959e-04,-1.55213878e-05,2.09260060e-06,-4.52728667e-08,6.32421900e-01,9.32239291e-02,1.94893881e-02,2.99969495e+00,1.36577624e-06,5.100e-16,1.332e-15
0.9400,19.743144,2.138432,19.577059,1.838080,1.599961,0.420683,1.836091,0.679838,-0.497781,2.18014807e-04,1.80946617e-05,-2.01424248e-08,-7.36733619e-07,-1.57672184e-04,-1.11183596e-05,6.54887377e-08,4.18950727e-07,6.32429794e-01,9.32236241e-02,1.94652116e-02,2.99971074e+00,1.38239808e-06,2.776e-16,9.992e-16
0.9500,19.750149,2.161014,19.580572,1.857721,1.600053,0.420361,1.836091,0.601412,-0.436229,1.82739042e-04,8.02135572e-06,3.51606528e-06,7.42431859e-07,-1.32159786e-04,-5.00458933e-06,-1.99548035e-06,-4.08901830e-07,6.32439914e-01,9.32238278e-02,1.94300988e-02,2.99973432e+00,1.40236512e-06,7.529e-16,2.220e-15
0.9600,19.757178,2.183599,19.584075,1.877365,1.600144,0.420039,1.836093,0.519440,-0.372231,1.46808873e-04,-3.21268451e-06,3.18865850e-06,-8.92295549e-08,-1.06087591e-04,1.87850189e-06,-1.84017802e-06,4.81759921e-08,6.32450024e-01,9.32240150e-02,1.93954017e-02,2.99975753e+00,1.42225543e-06,6.731e-16,4.441e-16
0.9700,19.764233,2.206186,19.587568,1.897009,1.600210,0.419707,1.836109,0.421084,-0.298356,1.10367888e-04,-1.38854937e-05,-6.02204666e-07,-6.20919872e-07,-7.95581167e-05,8.47652269e-06,3.37799006e-07,3.55207543e-07,6.32453182e-01,9.32225584e-02,1.93962030e-02,2.99975503e+00,1.44370592e-06,2.220e-16,3.331e-16
0.9800,19.771312,2.228776,19.591050,1.916656,1.600261,0.419369,1.836134,0.309942,-0.216483,7.35622673e-05,-2.23673065e-05,-3.67949082e-06,7.78631670e-07,-5.26752506e-05,1.37830251e-05,2.13893172e-06,-4.29950143e-07,6.32452553e-01,9.32201925e-02,1.94166545e-02,2.99973823e+00,1.46284777e-06,3.331e-16,5.551e-16
0.9900,19.778416,2.251367,19.594521,1.936305,1.600305,0.419029,1.836165,0.208248,-0.139163,3.65381406e-05,-2.73702843e-05,-2.69135879e-06,-2.41887494e-07,-2.55450712e-05,1.69923513e-05,1.60114010e-06,1.34118177e-07,6.32449871e-01,9.32173291e-02,1.94478762e-02,2.99971357e+00,1.47836091e-06,5.794e-16,5.551e-16
1.0000,19.785545,2.273961,19.597981,1.955957,1.600344,0.418688,1.836197,0.099323,-0.057065,-5.57558899e-07,-2.81432464e-05,1.23901964e-06,-4.87826367e-07,1.72551082e-06,1.76225259e-05,-6.62697969e-07,2.81494246e-07,6.32446044e-01,9.32141902e-02,1.94850800e-02,2.99968456e+00,1.49436306e-06,1.358e-15,2.220e-15
