root,path,size_bytes,mtime,ext,ephemeral,sha256
A,80_third_party/vendor/basilisk/src/simulation/environment/magneticFieldWMM/_Documentation/Basilisk-magFieldWMM-20190618.bbl,564,1784566076,.bbl,False,43D5F9D4500B6334D62FBBD2A9D015752047E81BC41FB3FC09675F479A98CC94
A,80_third_party/vendor/basilisk/src/simulation/environment/magneticFieldWMM/_Documentation/Basilisk-magFieldWMM-20190618.pdf,551269,1784566076,.pdf,False,649C886992472D4AD0B8ACE2D2466A158F07C7C20B7BF00B998D7105FC7BABB8
A,80_third_party/vendor/basilisk/src/simulation/environment/magneticFieldWMM/_Documentation/Basilisk-magFieldWMM-20190618.tex,3374,1784566076,.tex,False,E1977B11053B7B924D690A40A6F0C2A1C91685D083EE242862792E857B0EAC1E
A,80_third_party/vendor/basilisk/src/simulation/environment/magneticFieldWMM/_Documentation/BasiliskReportMemo.cls,2633,1784566076,.cls,False,81064F929DF1B15139DD18FA620737F3592FFB108B06480DC7F9462A8C12A5F2
A,80_third_party/vendor/basilisk/src/simulation/environment/magneticFieldWMM/_Documentation/bibliography.bib,4396,1784566076,.bib,False,F4466D0B917A2111FFC5BBC3BB6142BAA8ADC79EB1EFF71C5D1237E766CE4511
A,80_third_party/vendor/basilisk/src/simulation/environment/magneticFieldWMM/_Documentation/Figures,-1,,(dir),False,
A,80_third_party/vendor/basilisk/src/simulation/environment/magneticFieldWMM/_Documentation/secModuleDescription.tex,4051,1784566076,.tex,False,A77DA3726F1424CED1779D33D26950B8D0825A5AFE02D742D66211299F6B6EEA
A,80_third_party/vendor/basilisk/src/simulation/environment/magneticFieldWMM/_Documentation/secModuleFunctions.tex,1019,1784566076,.tex,False,D92433C251DAA977939275CA51DE5A5C3D16E1CC09E0E1A1AF5F12162DCD6719
A,80_third_party/vendor/basilisk/src/simulation/environment/magneticFieldWMM/_Documentation/secTest.tex,1744,1784566076,.tex,False,02392331A0806FDE3781739FB8E569541EAF44FAD8D9A921F7F765B92ECDBCEC
A,80_third_party/vendor/basilisk/src/simulation/environment/magneticFieldWMM/_Documentation/secUserGuide.tex,2763,1784566076,.tex,False,A4289214EC48F741D80A06DBC32DC3129C541AA5E55F0D4C14B0EB8536FB8FF5
A,80_third_party/vendor/basilisk/src/simulation/environment/magneticFieldWMM/_Documentation/Figures/Basilisk-Logo.pdf,372271,1784566076,.pdf,False,86000AB42CAC9128993FDBFEA14DB0EAEEF8C65BE8199B59277F578ED294D61D
A,80_third_party/vendor/basilisk/src/simulation/environment/magneticFieldCenteredDipole/magneticFieldCenteredDipole.cpp,2586,1784566076,.cpp,False,AD37158A5D50A8ADC43C49CE2792BBC7AE4746EF040ECEC197B1B80D45E0D968
A,80_third_party/vendor/basilisk/src/simulation/environment/magneticFieldCenteredDipole/magneticFieldCenteredDipole.h,1869,1784566076,.h,False,3FC25835C775C72EFC0A6014BEB67C4F71F59AC15CCE8228F33F3EDB25DCC017
A,80_third_party/vendor/basilisk/src/simulation/environment/magneticFieldCenteredDipole/magneticFieldCenteredDipole.i,1619,1784566076,.i,False,FAED7472B28079142EEE3495A2BFE753B93B9FCB56FF7A9060786C01C2A6FF60
A,80_third_party/vendor/basilisk/src/simulation/environment/magneticFieldCenteredDipole/magneticFieldCenteredDipole.rst,472,1784566076,.rst,False,B8C15900C2D0DADB726942E72BF8F0175393BBA18972F53008777870D2598972
A,80_third_party/vendor/basilisk/src/simulation/environment/magneticFieldCenteredDipole/_Documentation,-1,,(dir),False,
A,80_third_party/vendor/basilisk/src/simulation/environment/magneticFieldCenteredDipole/_UnitTest,-1,,(dir),False,
A,80_third_party/vendor/basilisk/src/simulation/environment/magneticFieldCenteredDipole/_UnitTest/Support,-1,,(dir),False,
A,80_third_party/vendor/basilisk/src/simulation/environment/magneticFieldCenteredDipole/_UnitTest/test_magneticFieldCenteredDipole.py,9876,1784566076,.py,False,5825EABB9B2F42672695C27D36ABE63896ED306A4EE91C84FB340CFBFD7B7EE4
A,80_third_party/vendor/basilisk/src/simulation/environment/magneticFieldCenteredDipole/_UnitTest/Support/magFieldModels.nb,53178,1784566076,.nb,False,10A0FA91358C743635C18D3B2C81C6AD9719B607AB094CFF900180339E748C9C
A,80_third_party/vendor/basilisk/src/simulation/environment/magneticFieldCenteredDipole/_Documentation/AVS.sty,3660,1784566076,.sty,False,6DE4253A35513B0EC97FF253407EF754BC4BDC94C7DF7420FF5F403E3777C531
A,80_third_party/vendor/basilisk/src/simulation/environment/magneticFieldCenteredDipole/_Documentation/Basilisk-magFieldDipole-20190309.bbl,564,1784566076,.bbl,False,43D5F9D4500B6334D62FBBD2A9D015752047E81BC41FB3FC09675F479A98CC94
A,80_third_party/vendor/basilisk/src/simulation/environment/magneticFieldCenteredDipole/_Documentation/Basilisk-magFieldDipole-20190309.pdf,554820,1784566076,.pdf,False,D8DDAA478BD5CD5F6FFD313DF3568AF23E5D5D6B81F5FEFD40FDD122AD4D3E0E
A,80_third_party/vendor/basilisk/src/simulation/environment/magneticFieldCenteredDipole/_Documentation/Basilisk-magFieldDipole-20190309.tex,3599,1784566076,.tex,False,CF33B5133432E3E4517777724CBC541DC752A2F3AB2993E459EA66DC3A1A5F52
A,80_third_party/vendor/basilisk/src/simulation/environment/magneticFieldCenteredDipole/_Documentation/BasiliskReportMemo.cls,2633,1784566076,.cls,False,81064F929DF1B15139DD18FA620737F3592FFB108B06480DC7F9462A8C12A5F2
A,80_third_party/vendor/basilisk/src/simulation/environment/magneticFieldCenteredDipole/_Documentation/bibliography.bib,4396,1784566076,.bib,False,F4466D0B917A2111FFC5BBC3BB6142BAA8ADC79EB1EFF71C5D1237E766CE4511
A,80_third_party/vendor/basilisk/src/simulation/environment/magneticFieldCenteredDipole/_Documentation/Figures,-1,,(dir),False,
A,80_third_party/vendor/basilisk/src/simulation/environment/magneticFieldCenteredDipole/_Documentation/secModuleDescription.tex,3680,1784566076,.tex,False,3802CB1CA7D1E156CEC07BB9AC05B7FF6FAE3747B06CD3411BAE7867E1CBC15F
A,80_third_party/vendor/basilisk/src/simulation/environment/magneticFieldCenteredDipole/_Documentation/secModuleFunctions.tex,1069,1784566076,.tex,False,C81C61BF5A731999B9016C551DCB6A75B1D0C61513BC28180FB1D62149B4A70F
A,80_third_party/vendor/basilisk/src/simulation/environment/magneticFieldCenteredDipole/_Documentation/secTest.tex,3283,1784566076,.tex,False,E30A84D46EB21D52A950A8B8910F7FF2179D908F5D056C46AF48566B8E406D01
A,80_third_party/vendor/basilisk/src/simulation/environment/magneticFieldCenteredDipole/_Documentation/secUserGuide.tex,2875,1784566076,.tex,False,8AEC17D77467D3718576F6068205712351B6050EB8F1C24DBD76EFF4ADB7E626
A,80_third_party/vendor/basilisk/src/simulation/environment/magneticFieldCenteredDipole/_Documentation/Figures/Basilisk-Logo.pdf,372271,1784566076,.pdf,False,86000AB42CAC9128993FDBFEA14DB0EAEEF8C65BE8199B59277F578ED294D61D
A,80_third_party/vendor/basilisk/src/simulation/environment/groundMapping/groundMapping.cpp,9527,1784566076,.cpp,False,0F3F4C4E564385852E781A9BEF5D9D08AD9220BC73CE59A7C4B5F38985BE0CD0
A,80_third_party/vendor/basilisk/src/simulation/environment/groundMapping/groundMapping.h,4957,1784566076,.h,False,F3073830D0F300D8A7C137D966AD59310A37E8AB664C0ED85464FEC78C9E9BCE
A,80_third_party/vendor/basilisk/src/simulation/environment/groundMapping/groundMapping.i,1598,1784566076,.i,False,1D93ACB4F350CE9DEB8CBCF3542DC8C5D05832D31820D3FA03DDD6DDC0BCD0C0
A,80_third_party/vendor/basilisk/src/simulation/environment/groundMapping/groundMapping.rst,4958,1784566076,.rst,False,E71B58C2BB8850771FF69C57B63F555654F92E1CCF06E14CD2056F66EC7FA8D2
A,80_third_party/vendor/basilisk/src/simulation/environment/groundMapping/_UnitTest,-1,,(dir),False,
A,80_third_party/vendor/basilisk/src/simulation/environment/groundMapping/_UnitTest/test_groundMapping.py,4832,1784566076,.py,False,9BE87B2979CC25867DE8E39EC672DF3B67C3BC6337E42D5C048A458224E3ACFE
A,80_third_party/vendor/basilisk/src/simulation/environment/groundLocation/groundLocation.cpp,8807,1784566076,.cpp,False,57BF807B8CC726B44F5EF36F55B41B576E08FC39CAFDFC08FBB5D620BFD744B8
A,80_third_party/vendor/basilisk/src/simulation/environment/groundLocation/groundLocation.h,4602,1784566076,.h,False,FFCDE7FE6CF522358E2D581CF5820C0D459D98040F41BB8EB317B5B3DCA818C0
A,80_third_party/vendor/basilisk/src/simulation/environment/groundLocation/groundLocation.i,1604,1784566076,.i,False,F0F5C92A0C002A7C8AFCEEA112766BA39B07FC025AA0335A147D4A6004192DFC
A,80_third_party/vendor/basilisk/src/simulation/environment/groundLocation/groundLocation.rst,6851,1784566076,.rst,False,1A9459BFB7C79DCB537F08110052BBCBEDBCC99924E4C891EC070BC290E3552F
A,80_third_party/vendor/basilisk/src/simulation/environment/groundLocation/_Documentation,-1,,(dir),False,
A,80_third_party/vendor/basilisk/src/simulation/environment/groundLocation/_UnitTest,-1,,(dir),False,
A,80_third_party/vendor/basilisk/src/simulation/environment/groundLocation/_UnitTest/test_unitGroundLocation.py,12267,1784566076,.py,False,36F1F610F5F0082B07D55B32B63946227D59B4BE06B4E4A5537D8DA75F4A2E35
A,80_third_party/vendor/basilisk/src/simulation/environment/groundLocation/_Documentation/Images,-1,,(dir),False,
A,80_third_party/vendor/basilisk/src/simulation/environment/groundLocation/_Documentation/Support,-1,,(dir),False,
A,80_third_party/vendor/basilisk/src/simulation/environment/groundLocation/_Documentation/Support/AzEl_diagram.graffle,376235,1784566076,.graffle,False,81A50B9713EDB2E933DBA45F53538A7680EE8D411DDE686038213AC35C12D42E
A,80_third_party/vendor/basilisk/src/simulation/environment/groundLocation/_Documentation/Images/AzEl_diagram,-1,,(dir),False,
A,80_third_party/vendor/basilisk/src/simulation/environment/groundLocation/_Documentation/Images/AzEl_diagram/AzEl_sketch.jpg,19084,1784566076,.jpg,False,36DBB67EF4D5D161E8F23E3A8056FD71FFE78ED2E36FF9AF2A87FD9F44177369
A,80_third_party/vendor/basilisk/src/simulation/environment/ExponentialAtmosphere/exponentialAtmosphere.cpp,1843,1784566076,.cpp,False,3979FFEDFF684E063AFE119DDFDA71B98941A0103ADF0363FEA2618816F0B689
A,80_third_party/vendor/basilisk/src/simulation/environment/ExponentialAtmosphere/exponentialAtmosphere.h,1734,1784566076,.h,False,7B21FAE6A3367531B8697870F06DE96D73C70A1D06112DF21083A71427D31D24
A,80_third_party/vendor/basilisk/src/simulation/environment/ExponentialAtmosphere/exponentialAtmosphere.i,1589,1784566076,.i,False,0CB633F66930DDC5FFBE81A9E04FC93E6C4434595429496493B44A8D8D5AFF7D
A,80_third_party/vendor/basilisk/src/simulation/environment/ExponentialAtmosphere/exponentialAtmosphere.rst,443,1784566076,.rst,False,C055E72A147E8B992EEAEBF190345A401D76D420A77076C5242E5E2931A4F363
A,80_third_party/vendor/basilisk/src/simulation/environment/ExponentialAtmosphere/_Documentation,-1,,(dir),False,
A,80_third_party/vendor/basilisk/src/simulation/environment/ExponentialAtmosphere/_UnitTest,-1,,(dir),False,
A,80_third_party/vendor/basilisk/src/simulation/environment/ExponentialAtmosphere/_UnitTest/test_integratedExponentialAtmosphere.py,8026,1784566076,.py,False,2CB88977084DD4D943CF2C98F9BDDDEC24D1113BF1B2C707ABFD0A0A7552355C
A,80_third_party/vendor/basilisk/src/simulation/environment/ExponentialAtmosphere/_UnitTest/test_unitTestExponentialAtmosphere.py,9679,1784566076,.py,False,0A7BD23E0C583289FEA15F0C3C0EE19E76F80CA682A138CACC3F649BCAA92C08
A,80_third_party/vendor/basilisk/src/simulation/environment/ExponentialAtmosphere/_Documentation/AVS.sty,3660,1784566076,.sty,False,6DE4253A35513B0EC97FF253407EF754BC4BDC94C7DF7420FF5F403E3777C531
A,80_third_party/vendor/basilisk/src/simulation/environment/ExponentialAtmosphere/_Documentation/Basilisk-atmosphere-20190221.bbl,196,1784566076,.bbl,False,6B217A98ABF615570DF590E262513890220F211F0C50610A80DB76ACA0858EE2
A,80_third_party/vendor/basilisk/src/simulation/environment/ExponentialAtmosphere/_Documentation/Basilisk-atmosphere-20190221.pdf,487360,1784566076,.pdf,False,4FBC9D94D6E58FB642AD53972E6C0E81E73FC43B50B3D5640AAD97D9B65F3985
A,80_third_party/vendor/basilisk/src/simulation/environment/ExponentialAtmosphere/_Documentation/Basilisk-atmosphere-20190221.tex,3564,1784566076,.tex,False,695FFFAC2D05F69C55033F7376D2CCAF9C4DB76AA146131A9FFD668FD1C4BC2C
A,80_third_party/vendor/basilisk/src/simulation/environment/ExponentialAtmosphere/_Documentation/BasiliskReportMemo.cls,2633,1784566076,.cls,False,81064F929DF1B15139DD18FA620737F3592FFB108B06480DC7F9462A8C12A5F2
A,80_third_party/vendor/basilisk/src/simulation/environment/ExponentialAtmosphere/_Documentation/bibliography.bib,859,1784566076,.bib,False,BB981081EE954549CE0B4D0276D801B826E0331EF22B80332805C1143068C695
A,80_third_party/vendor/basilisk/src/simulation/environment/ExponentialAtmosphere/_Documentation/Figures,-1,,(dir),False,
A,80_third_party/vendor/basilisk/src/simulation/environment/ExponentialAtmosphere/_Documentation/secModuleDescription.tex,1562,1784566076,.tex,False,AEB83C8E63B7B27CC393F2EC1A1E251C5225D51A338B49EFF40E716E69DB35C9
A,80_third_party/vendor/basilisk/src/simulation/environment/ExponentialAtmosphere/_Documentation/secModuleFunctions.tex,1452,1784566076,.tex,False,19BD235D337C4E608AC0A409585A2AF3DA68B8BB1A86AD937685E9161B5EC418
A,80_third_party/vendor/basilisk/src/simulation/environment/ExponentialAtmosphere/_Documentation/secTest.tex,4115,1784566076,.tex,False,5650DA690F09D2670B8AEBDC78FC09E2EEF05F6FAD83564880013A9D33ABBC99
A,80_third_party/vendor/basilisk/src/simulation/environment/ExponentialAtmosphere/_Documentation/secUserGuide.tex,2337,1784566076,.tex,False,17DCB0346F31872A9EECD53E82A38436FF4579ADD7DC6E987230A08B502FAF0F
A,80_third_party/vendor/basilisk/src/simulation/environment/ExponentialAtmosphere/_Documentation/Figures/Basilisk-Logo.pdf,372271,1784566076,.pdf,False,86000AB42CAC9128993FDBFEA14DB0EAEEF8C65BE8199B59277F578ED294D61D
A,80_third_party/vendor/basilisk/src/simulation/environment/ephemerisConverter/ephemerisConverter.cpp,4453,1784566076,.cpp,False,0C5D30278649CB571DFC2AB105A974A1271B3AE8184A271453F32A90EE77C0EC
A,80_third_party/vendor/basilisk/src/simulation/environment/ephemerisConverter/ephemerisConverter.h,2158,1784566076,.h,False,9C2385904E296116F109B8B153D6F4162CCF5FA749A05940B0838799F85ACD55
A,80_third_party/vendor/basilisk/src/simulation/environment/ephemerisConverter/ephemerisConverter.i,1472,1784566076,.i,False,944A6504BD485F5ADC628FC9323E7B850061DCDD7E1EE61A4773E77D2BD18293
A,80_third_party/vendor/basilisk/src/simulation/environment/ephemerisConverter/ephemerisConverter.rst,1126,1784566076,.rst,False,C82C5B264A48FDAD9A576A97C175659659E0033B6062ED993D95667AE2390700
A,80_third_party/vendor/basilisk/src/simulation/environment/ephemerisConverter/_Documentation,-1,,(dir),False,
A,80_third_party/vendor/basilisk/src/simulation/environment/ephemerisConverter/_UnitTest,-1,,(dir),False,
A,80_third_party/vendor/basilisk/src/simulation/environment/ephemerisConverter/_UnitTest/test_ephemconvert.py,6318,1784566076,.py,False,C065C1AEBA6402D401702DB162E15927EE50A3E471B4C6C30DABF2E013F34912
A,80_third_party/vendor/basilisk/src/simulation/environment/ephemerisConverter/_Documentation/AVS.sty,3660,1784566076,.sty,False,6DE4253A35513B0EC97FF253407EF754BC4BDC94C7DF7420FF5F403E3777C531
A,80_third_party/vendor/basilisk/src/simulation/environment/ephemerisConverter/_Documentation/Basilisk-EPHEMERIS_CONVERTER20170712.pdf,465865,1784566076,.pdf,False,7B7F670FE729E82B15EB3F22498E54D38CE52D911585F73B7CB1332D8D6305DA
A,80_third_party/vendor/basilisk/src/simulation/environment/ephemerisConverter/_Documentation/Basilisk-EPHEMERIS_CONVERTER20170712.tex,3148,1784566076,.tex,False,87D66D2A4AD9089727D92EB2CEA69A276CCCFAC901BA474AAB983FE6B758BBF0
A,80_third_party/vendor/basilisk/src/simulation/environment/ephemerisConverter/_Documentation/BasiliskReportMemo.cls,2228,1784566076,.cls,False,096E261ECDAADEEA4121A347B932AB7E7727BE0D745A2A3EC63064C8176970F6
A,80_third_party/vendor/basilisk/src/simulation/environment/ephemerisConverter/_Documentation/bibliography.bib,859,1784566076,.bib,False,BB981081EE954549CE0B4D0276D801B826E0331EF22B80332805C1143068C695
A,80_third_party/vendor/basilisk/src/simulation/environment/ephemerisConverter/_Documentation/Figures,-1,,(dir),False,
A,80_third_party/vendor/basilisk/src/simulation/environment/ephemerisConverter/_Documentation/secModelDescription.tex,1235,1784566076,.tex,False,40793BC1AF798F8E3012C5E33ECC1E8AD6ABE44B579E778C3AEB51F7D0195233
A,80_third_party/vendor/basilisk/src/simulation/environment/ephemerisConverter/_Documentation/secModelFunctions.tex,381,1784566076,.tex,False,2514D8AC3A1B81F255D9A0C0E630309E3DAD1BABE5F9F6ABAEA3AC5AD5FE6464
A,80_third_party/vendor/basilisk/src/simulation/environment/ephemerisConverter/_Documentation/secTest.tex,2349,1784566076,.tex,False,4C812217EDB2758F4A21D6A0412F5F528A54E4FE1AB6267FD94DA73F7A6E5A9E
A,80_third_party/vendor/basilisk/src/simulation/environment/ephemerisConverter/_Documentation/secUserGuide.tex,413,1784566076,.tex,False,3A71F326DF2B2E385DE20C9F2A5DDB06EAB6C29CF6DDFAB68CAE7E9ADB634FB5
A,80_third_party/vendor/basilisk/src/simulation/environment/ephemerisConverter/_Documentation/Figures/Basilisk-Logo.pdf,372271,1784566076,.pdf,False,86000AB42CAC9128993FDBFEA14DB0EAEEF8C65BE8199B59277F578ED294D61D
A,80_third_party/vendor/basilisk/src/simulation/environment/ephemerisConverter/_Documentation/Figures/class_diagram.pdf,26227,1784566076,.pdf,False,957D33CABAFB66A795D9CF58AC2D2A0EABE436797CAEADDD317C5BE45A483152
A,80_third_party/vendor/basilisk/src/simulation/environment/ephemerisConverter/_Documentation/Figures/Fig1.pdf,38366,1784566076,.pdf,False,A32F79CB40674CB006F6601376C4CB37A810E1DC506FC8C3B85C6A854E651D56
A,80_third_party/vendor/basilisk/src/simulation/environment/ephemerisConverter/_Documentation/Figures/spherical_harmonics.png,15856,1784566076,.png,False,89A867A6166BC7A4ED28F570A984498053F5869615F1B30019C8329F5FEFBE02
A,80_third_party/vendor/basilisk/src/simulation/environment/ephemerisConverter/_Documentation/Figures/usecase_diagram.pdf,8259,1784566076,.pdf,False,9DC82CAB9D4726E036222BD70EE03CAA906ACE1666232DB1044A8FD2A1D95152
A,80_third_party/vendor/basilisk/src/simulation/environment/eclipse/eclipse.cpp,10845,1784566076,.cpp,False,AF3C97126BA108B71E0EDFC926B9D1070F8BEF49D0716810EB07EB6972D97D49
A,80_third_party/vendor/basilisk/src/simulation/environment/eclipse/eclipse.h,3143,1784566076,.h,False,F16A8B932CA30D7F61E26399B22C17A1B0653ECCC1F09F2C8C6DCBAC054C1BB6
A,80_third_party/vendor/basilisk/src/simulation/environment/eclipse/eclipse.i,1469,1784566076,.i,False,9E79E09A0FC1097487EAA110FFE225E851DEB858D0EB203030E163ED525E9C85
A,80_third_party/vendor/basilisk/src/simulation/environment/eclipse/eclipse.rst,12572,1784566076,.rst,False,F698FD3962385BBFC9D64255091BAD1A5E6F06ABA8BF3A4FE5D2D6A5AA8993AA
A,80_third_party/vendor/basilisk/src/simulation/environment/eclipse/_Documentation,-1,,(dir),False,
A,80_third_party/vendor/basilisk/src/simulation/environment/eclipse/_UnitTest,-1,,(dir),False,
A,80_third_party/vendor/basilisk/src/simulation/environment/eclipse/_UnitTest/test_eclipse.py,19820,1784566076,.py,False,1359246C6A9CDCBF2D2B1A0973C4EA1D61E775821A2BC3B282B0E7B1B57D0587
A,80_third_party/vendor/basilisk/src/simulation/environment/eclipse/_Documentation/Images,-1,,(dir),False,
A,80_third_party/vendor/basilisk/src/simulation/environment/eclipse/_Documentation/Support,-1,,(dir),False,
A,80_third_party/vendor/basilisk/src/simulation/environment/eclipse/_Documentation/Support/conical_shadow.graffle,-1,,(dir),False,
A,80_third_party/vendor/basilisk/src/simulation/environment/eclipse/_Documentation/Support/diskModel.graffle,-1,,(dir),False,
A,80_third_party/vendor/basilisk/src/simulation/environment/eclipse/_Documentation/Support/diskModel.graffle/data.plist,6976,1784566076,.plist,False,9C5BD4E3FC0E2C45A8DC9B2D1696620BB0DA4C3A147A280EED6EC189E89860A3
A,80_third_party/vendor/basilisk/src/simulation/environment/eclipse/_Documentation/Support/diskModel.graffle/image1.png,36522,1784566076,.png,False,1D6E5FCAA14235EB7DBFFBD409E5CC21B6EE9A356DB2650F0C76F312EA59ADAF
A,80_third_party/vendor/basilisk/src/simulation/environment/eclipse/_Documentation/Support/diskModel.graffle/preview.jpeg,166146,1784566076,.jpeg,False,0BEC30AE35DC3A9893056C82D4BFE89A6DEE851D8212FE354FFF8790CCD9934B
A,80_third_party/vendor/basilisk/src/simulation/environment/eclipse/_Documentation/Support/conical_shadow.graffle/data.plist,11488,1784566076,.plist,False,D8450B941D714A955F692DE38B3F5A5E1106D6A81306A88254A8C2EB23E130B5
A,80_third_party/vendor/basilisk/src/simulation/environment/eclipse/_Documentation/Support/conical_shadow.graffle/en.strings,204,1784566076,.strings,False,98C9E6F76A7DBE150619A928E390C4B995ADFB2A43D9C1F7586C7E34F7092C64
A,80_third_party/vendor/basilisk/src/simulation/environment/eclipse/_Documentation/Support/conical_shadow.graffle/es.strings,202,1784566076,.strings,False,CEF7FB2BF982A377B3C1551A7590C20A16648AEEAD9C4AE31591F4CBB2578302
A,80_third_party/vendor/basilisk/src/simulation/environment/eclipse/_Documentation/Support/conical_shadow.graffle/fr.strings,208,1784566076,.strings,False,3C9190DFE23CBEA76A63EE89DCA5C1ABD7CB29440E752F7DECEF3EC8BFD7D2F8
A,80_third_party/vendor/basilisk/src/simulation/environment/eclipse/_Documentation/Support/conical_shadow.graffle/image2.png,57232,1784566076,.png,False,0B0A2BC14118E64F2CAC6B212BA8592F1382588A05EEDC72FCDF9907193B9CE6
A,80_third_party/vendor/basilisk/src/simulation/environment/eclipse/_Documentation/Support/conical_shadow.graffle/it.strings,222,1784566076,.strings,False,1E573ADE3CC9B6CA4107C1B4CEEC274A6B149DB462FC49F649D81EEC87B477BA
A,80_third_party/vendor/basilisk/src/simulation/environment/eclipse/_Documentation/Support/conical_shadow.graffle/ja.strings,200,1784566076,.strings,False,5BCD6D28FF2D794A9C981235699EAC5ED8B5676AD0AC3D1D1D63F4A192DECF9D
A,80_third_party/vendor/basilisk/src/simulation/environment/eclipse/_Documentation/Support/conical_shadow.graffle/ko.strings,194,1784566076,.strings,False,28EF4587D3CAECD21B0F04A66805CFA4EAB6D48C5A09AABE1A470A3E6061923F
A,80_third_party/vendor/basilisk/src/simulation/environment/eclipse/_Documentation/Support/conical_shadow.graffle/nl.strings,202,1784566076,.strings,False,160CDECB7A86A79BFC6DDE8B8CEBD7A77425C0607A5BAFF1F63C8F785263A723
A,80_third_party/vendor/basilisk/src/simulation/environment/eclipse/_Documentation/Support/conical_shadow.graffle/preview.jpeg,142125,1784566076,.jpeg,False,1414DF3EC4DF23759207B63F6C56E507A28F050CD1EE9B62B1BAB0A808F5E9D3
A,80_third_party/vendor/basilisk/src/simulation/environment/eclipse/_Documentation/Support/conical_shadow.graffle/pt-BR.strings,202,1784566076,.strings,False,1B2E6D19D6B36A60BCF8FA203C9969458E01E067172C395112C604EF71EA2451
A,80_third_party/vendor/basilisk/src/simulation/environment/eclipse/_Documentation/Support/conical_shadow.graffle/ru.strings,204,1784566076,.strings,False,4B9B7D331D194F7EA00138E3F2B550F8A5CFCD43530FDF1DD902F021ED647E5C
A,80_third_party/vendor/basilisk/src/simulation/environment/eclipse/_Documentation/Support/conical_shadow.graffle/zh-Hans.strings,190,1784566076,.strings,False,55210B0AF4B7132FC1738ACEDAF842FF50EE18F364AEF6F4BE96595B67723B8E
A,80_third_party/vendor/basilisk/src/simulation/environment/eclipse/_Documentation/Images/conical_shadow.svg,12786,1784566076,.svg,False,C5933D568CFE1C342EA8E6733C7FEB685D365EFA052BF40AA3439BF734B3CD60
A,80_third_party/vendor/basilisk/src/simulation/environment/eclipse/_Documentation/Images/diskModel.svg,4171,1784566076,.svg,False,DD5A49F77C5BEBBA3960A539626B39877B902CF6A611436E960210DEE1D49F9B
A,80_third_party/vendor/basilisk/src/simulation/environment/earthRadiationModel/earthRadiationModel.cpp,4425,1784566076,.cpp,False,1C6B5B49E15BD1DAF3F9C18A6D707F4033307D81F5EED61F26615660D52AAFC6
A,80_third_party/vendor/basilisk/src/simulation/environment/earthRadiationModel/earthRadiationModel.h,3898,1784566076,.h,False,599B85BA21E5A46896E6ACA60A7E9D92C9A4ACA7C9F83BFD4CEA53B422037C88
A,80_third_party/vendor/basilisk/src/simulation/environment/earthRadiationModel/earthRadiationModel.i,1617,1784566076,.i,False,68DB3A94C77172903CD8A80D0A69FED1B6397C8E1C8176FFF5A460449EACD475
A,80_third_party/vendor/basilisk/src/simulation/environment/earthRadiationModel/earthRadiationModel.rst,6413,1784566076,.rst,False,D679F9384EC835A23422A4191591B4187514061BFAE8A5CADD2473A162F41D14
A,80_third_party/vendor/basilisk/src/simulation/environment/earthRadiationModel/_UnitTest,-1,,(dir),False,
A,80_third_party/vendor/basilisk/src/simulation/environment/earthRadiationModel/_UnitTest/test_earthRadiationModel.py,26680,1784566076,.py,False,718D34213306FFEDC6F21DFA9E32825E45DC299C5147D65FDD85CD8121E22F94
A,80_third_party/vendor/basilisk/src/simulation/environment/dentonFluxModel/dentonFluxModel.cpp,13499,1784566076,.cpp,False,278AD60BBFE576D3B241BBDD29C7E52D357B8CF047F11FCB52E9C7BD31C8CB55
A,80_third_party/vendor/basilisk/src/simulation/environment/dentonFluxModel/dentonFluxModel.h,5005,1784566076,.h,False,2D6201DA33C242338AF605EB12DEE2343A68C6CE50CFFBC2584E752555C3EF6E
A,80_third_party/vendor/basilisk/src/simulation/environment/dentonFluxModel/dentonFluxModel.i,1500,1784566076,.i,False,DBCB08DBB1C0B882111A7B23DD3287B8B3FBC390A43D1573C768CAFD91EAA113
A,80_third_party/vendor/basilisk/src/simulation/environment/dentonFluxModel/dentonFluxModel.rst,3615,1784566076,.rst,False,C040AAE3EF1D5AA0E64F07FA9D929B7851E3B81EBA1A3332BDE092AA09E656D7
A,80_third_party/vendor/basilisk/src/simulation/environment/dentonFluxModel/_UnitTest,-1,,(dir),False,
A,80_third_party/vendor/basilisk/src/simulation/environment/dentonFluxModel/_UnitTest/Support,-1,,(dir),False,
A,80_third_party/vendor/basilisk/src/simulation/environment/dentonFluxModel/_UnitTest/test_dentonFluxModel.py,9746,1784566076,.py,False,1CCBAEF0A4BE3D05A5582FDE8407C8B65B6CDFD10A74B94D09270A3CBCADD605
A,80_third_party/vendor/basilisk/src/simulation/environment/dentonFluxModel/_UnitTest/Support/FluxData_12_0.00.txt,141,1784566076,.txt,False,465D3CF936DDE973D581B082CEF061BAF33B48A0DA270E4C74156B158A98928E
A,80_third_party/vendor/basilisk/src/simulation/environment/dentonFluxModel/_UnitTest/Support/FluxData_12_14.73.txt,141,1784566076,.txt,False,BFDE1F06F6E1D93D04D59EA8753999E72DB52848C1E1BF07D71CE537110474F2
A,80_third_party/vendor/basilisk/src/simulation/environment/dentonFluxModel/_UnitTest/Support/FluxData_17_0.00.txt,141,1784566076,.txt,False,E5ABDE0A3A8ADEB30AC3298956B8199C0C514AA1378325982B33ABC0106CC300
