native_path,native_sha256,quantity,instance_ids,representation_role,purchasing_ready
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp06_side_joint_20260907_0233\native\parts\shear_clip_1_150_-94.SLDPRT,bf11f45c589a11341d3767d3e8779e380a71053f0aba609265503734abd5d736,1,shear_clip_1_150_-94,PHYSICAL_GEOMETRY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_rail_screw_1_150_-94_27005628_service_solid.SLDPRT,067792c5d86401fc78ee752edd81445866be1ce51b12019dd20047fdee16637a,1,shear_rail_screw_1_150_-94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp06_side_joint_20260907_0233\native\parts\shear_clip_1_150_94.SLDPRT,0c9d49c6cc8f02d00e6c1dc9eaca7bf09a94d409bf6d7980b4a297db2962f48d,1,shear_clip_1_150_94,PHYSICAL_GEOMETRY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_rail_screw_1_150_94_313853d4_service_solid.SLDPRT,f401f6a7e90cc6b689e5c8b2244f64cf56d03fb85a2fd7cf30fe5687f5fddf83,1,shear_rail_screw_1_150_94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\lower_equipment_deck_d4d44654_service_solid.SLDPRT,f2e0ec5f6e0e95354fa534542a6a9768ba5abf18efd566e5d50f8273910c89c6,1,lower_equipment_deck,PHYSICAL_GEOMETRY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\lower_deck_angle_-1_0_6cf078c1_service_solid.SLDPRT,a73b0746853144866aa3b83eb8fd85dbb3a67fc138e586a54e07d5141a774a36,1,lower_deck_angle_-1_0,PHYSICAL_GEOMETRY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp06_side_joint_20260907_0233\native\parts\lower_deck_angle_-1_1.SLDPRT,be617106086df60566ec3149e46fb748cbc280a8e73be48b06e54adee4b1e414,1,lower_deck_angle_-1_1,PHYSICAL_GEOMETRY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\lower_deck_angle_1_0_7e6ce196_service_solid.SLDPRT,53776f8af8c6f02c946cd21b3b33d58c85eb8ae7c875334ce4054c54cf3d8fde,1,lower_deck_angle_1_0,PHYSICAL_GEOMETRY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp06_side_joint_20260907_0233\native\parts\lower_deck_angle_1_1.SLDPRT,c7bede9bdfdf9190096589bc59d71cdf108bfe7bea9d4b50d9baf8e02ad5d60b,1,lower_deck_angle_1_1,PHYSICAL_GEOMETRY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\upper_equipment_deck_5839cbba_service_solid.SLDPRT,f550dfa8932f7b312e85a84b162073213c3f96c56566837854ac8e6b764325c2,1,upper_equipment_deck,PHYSICAL_GEOMETRY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\upper_deck_angle_-1_0_0f17b361_service_solid.SLDPRT,c7ca57f6471609e0eeef32e515c42513e15a1fd8ead89927f6ff0534e3add975,1,upper_deck_angle_-1_0,PHYSICAL_GEOMETRY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\upper_deck_angle_-1_1_77d7474d_service_solid.SLDPRT,492d968a2f57da09e4435665a942d508466c8c66298a785788f072a26cb32404,1,upper_deck_angle_-1_1,PHYSICAL_GEOMETRY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\upper_deck_angle_1_0_b90c04c7_service_solid.SLDPRT,ff8cefd77b1bd7e7ec6468260730a97d361b86d804d1448f4a7c981af0736c9c,1,upper_deck_angle_1_0,PHYSICAL_GEOMETRY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\upper_deck_angle_1_1_4ba90f21_service_solid.SLDPRT,8ea87949793fb9b74964bccaa3c9e8669adf72cb0e634e977b96456b47ce191c,1,upper_deck_angle_1_1,PHYSICAL_GEOMETRY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_lower_-1_-150_screw_4c099ec7_service_solid.SLDPRT,f797b25487527d67917f72cf3bac1e2acb529dc8040540bd928a56f5c43a5163,1,R01_D_lower_-1_-150_screw,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_lower_-1_-150_washer_head_0a25672b_service_solid.SLDPRT,0b64cd044e7036b5d73fa6ed546777455a9f0575243af141fd6609a6de19be31,1,R01_D_lower_-1_-150_washer_head,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_lower_-1_-150_washer_nut_c28d3ce8_service_solid.SLDPRT,b2767ea2fef0e3b2dda141d223995afdcf970a35d06f7a08991a85bd514be525,1,R01_D_lower_-1_-150_washer_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_lower_-1_-150_nut_f1897381_service_solid.SLDPRT,4d7f350837d4554ca8c9f66bc8cbaa50b6a49e1a12c90ed9a9987749cce22f3b,1,R01_D_lower_-1_-150_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_lower_-1_-50_screw_a045e868_service_solid.SLDPRT,91af886cc6f8b3a28b4f7633da62d5595880c1932b48ac583ccd8f32bc06cbd7,1,R01_D_lower_-1_-50_screw,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_lower_-1_-50_washer_head_ef917c08_service_solid.SLDPRT,93b067e15e2116bcf718cf7335b2fcdf94267aa6c1c85f9ad7614dbbff5ca37e,1,R01_D_lower_-1_-50_washer_head,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_lower_-1_-50_washer_nut_d915e743_service_solid.SLDPRT,d3d8251bdd7f26a2260b9cd4c578ab0f4fd625ed631aa822f6581adf63384742,1,R01_D_lower_-1_-50_washer_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_lower_-1_-50_nut_627a25a4_service_solid.SLDPRT,003744482433636b99e2ac6b21e45777445d16464c0882a710d6c27e52320e0d,1,R01_D_lower_-1_-50_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_W_lower_-1_-130_screw_f90e8412_service_solid.SLDPRT,7aacadfa4ea7a93c8f2a954ef7dbe69de5ec2e0773c02176b0e41e2665e8e5f0,1,R01_W_lower_-1_-130_screw,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_W_lower_-1_-130_washer_head_46b69e27_service_solid.SLDPRT,246586d17fcecb24bf04af4dc0a0e3587e9b419c95e6fb513623fc3ad2b851c2,1,R01_W_lower_-1_-130_washer_head,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_W_lower_-1_-130_washer_nut_d7b3ea8a_service_solid.SLDPRT,a554f6a3ae179ece68e0e726ec6ac33159265d3c0f3b4fec90c642875de629be,1,R01_W_lower_-1_-130_washer_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_W_lower_-1_-130_nut_6188085c_service_solid.SLDPRT,c32b87dd800827897b2f80f387dfaa637ae19be52d8430b34bd30c0cafba03d3,1,R01_W_lower_-1_-130_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_W_lower_-1_-70_screw_874e20e0_service_solid.SLDPRT,d9e82cbcdb34f784f064f86163991b8bd40717dee2f5d43dbec3ba55db760fcf,1,R01_W_lower_-1_-70_screw,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_W_lower_-1_-70_washer_head_0355fe75_service_solid.SLDPRT,92ed124fc95173123bf95818243eb7f00d1b16f01f076fdcb839bb098de9ff7f,1,R01_W_lower_-1_-70_washer_head,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_W_lower_-1_-70_washer_nut_5e22ea5c_service_solid.SLDPRT,ffc7adfdcddd7f079b31682373dd57bd933b48240d90769ba52dc73e0727967c,1,R01_W_lower_-1_-70_washer_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_W_lower_-1_-70_nut_84f8d562_service_solid.SLDPRT,de12c8f5efccc2b6f7febf11eaa3f1c94993c9a94b1e5ad39b56fd0344ffe861,1,R01_W_lower_-1_-70_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_lower_-1_50_screw_1cf0f128_service_solid.SLDPRT,edc0021a0b823f2d5b9031a2447cb282271173b92cadf549c6910016110918a5,1,R01_D_lower_-1_50_screw,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_lower_-1_50_washer_head_4feb69ea_service_solid.SLDPRT,71442688873f387b284a48271908467c7866a20751a91690477592f0ab186cbe,1,R01_D_lower_-1_50_washer_head,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_lower_-1_50_washer_nut_7a9376a6_service_solid.SLDPRT,8fc5ca09d307e79d3a5f2f919cf2bb728fd2af9589eb005bce5571d4c4153026,1,R01_D_lower_-1_50_washer_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_lower_-1_50_nut_1941d21d_service_solid.SLDPRT,70fc03147a60aadfd762c7e76fe09628caae9102dc860be8f8666c9b4be203de,1,R01_D_lower_-1_50_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_lower_-1_140_screw_8e3b4653_service_solid.SLDPRT,21dc9a6dd022a6a97aa668c56d546073c41ecd2b1c7901b2a92c0ced01e1da56,1,R01_D_lower_-1_140_screw,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_lower_-1_140_washer_head_2c90315b_service_solid.SLDPRT,4c780c1b031fcd232efb7eda753ec3917f1ffc7e58bd0d5b694dd1242838d720,1,R01_D_lower_-1_140_washer_head,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_lower_-1_140_washer_nut_921b1229_service_solid.SLDPRT,624c09115b22c2e409371fa3e62cd1b7ce433bd7993940f055100316b0e0aaae,1,R01_D_lower_-1_140_washer_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_lower_-1_140_nut_73a39d46_service_solid.SLDPRT,d30fb03932760f9d34a3f244e4b29adae81e7afe55e6fcf34387affe2c7a36a0,1,R01_D_lower_-1_140_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_W_lower_-1_60_screw_45f0d210_service_solid.SLDPRT,692b9246965fc57e5728b1e240ba860d626f94e281702057d2019490412c6282,1,R01_W_lower_-1_60_screw,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_W_lower_-1_60_washer_head_003f1a86_service_solid.SLDPRT,17638ff9b9e3f61fd53e820816c1d486c9633549607786ea051583d5a0260cb0,1,R01_W_lower_-1_60_washer_head,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_W_lower_-1_60_washer_nut_9511f7f9_service_solid.SLDPRT,10f32e97cf34516153bd76daa6680940df239b74d5bc9887e098ac709f463f8f,1,R01_W_lower_-1_60_washer_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_W_lower_-1_60_nut_859ec066_service_solid.SLDPRT,f8084c43bf61d60834d0a7fd14ef2a72c96b93d868f3dbe5ab8c9bdf36478393,1,R01_W_lower_-1_60_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_W_lower_-1_130_screw_971f2895_service_solid.SLDPRT,df241b7c3d44fcc0602ab629eb7b8ab13fca385f4207fa7d046d8f8b547d7cab,1,R01_W_lower_-1_130_screw,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_W_lower_-1_130_washer_head_7a1fa712_service_solid.SLDPRT,66b76a98866d29f6ef1092b7742ec5927245be237b73164f14b8b04ab6eb0d5b,1,R01_W_lower_-1_130_washer_head,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_W_lower_-1_130_washer_nut_51f92d0b_service_solid.SLDPRT,4cba6a8befde75f5f1debeef28fdafbbfc99ad9a88b734a7fa62547f9a6e6a07,1,R01_W_lower_-1_130_washer_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_W_lower_-1_130_nut_4945e552_service_solid.SLDPRT,6c4c8b6b913d9f838c346c657315885a6c8a75988ab8786dc45b5a71e9c28865,1,R01_W_lower_-1_130_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_lower_1_-150_screw_7ba1ad4c_service_solid.SLDPRT,486a1ebc417ac9a6ef145b12cb59044c755507166f162813230621ab1bfeef0c,1,R01_D_lower_1_-150_screw,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_lower_1_-150_washer_head_ada05767_service_solid.SLDPRT,b3ea8f92f51d2dcbd16e06498e6aac5b7a322b7d192417a1b1a4ee4a7ae060de,1,R01_D_lower_1_-150_washer_head,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_lower_1_-150_washer_nut_09a9c567_service_solid.SLDPRT,bbd18c49711f72a4d16e14e090fba1291ff4ccde915ecc3687d5b75a8432f48f,1,R01_D_lower_1_-150_washer_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_lower_1_-150_nut_3e2b9dbf_service_solid.SLDPRT,2835f142fc37d58a2284109ae1b99eb0435a08a23a1f9ce26779858633fb5467,1,R01_D_lower_1_-150_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_lower_1_-50_screw_f96fe2c9_service_solid.SLDPRT,b6f89a74505c832493c1ae26ff3bad020221d6b5126ea76d9c655e48302d0f43,1,R01_D_lower_1_-50_screw,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_lower_1_-50_washer_head_a20b8ce6_service_solid.SLDPRT,a7cf8e92098aa117d3e83ae62daef3d13abcd5a2edf8a505e214f4ca31e19646,1,R01_D_lower_1_-50_washer_head,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_lower_1_-50_washer_nut_2a95fcc9_service_solid.SLDPRT,b5d56027d283c9edf851dcf22e203483e11b8f429e55627dd594377af3cc11bf,1,R01_D_lower_1_-50_washer_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_lower_1_-50_nut_1f6719e4_service_solid.SLDPRT,6a34b39c4802ca6a6369c006966f7e46565f0e9e54fce54d7135f3e220f352a8,1,R01_D_lower_1_-50_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_W_lower_1_-130_screw_38eb23be_service_solid.SLDPRT,b12e351e267049a7d14440f36284580a7b64c814d38cdd59fab86da4c839ff54,1,R01_W_lower_1_-130_screw,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_W_lower_1_-130_washer_head_0e060c52_service_solid.SLDPRT,90ee75e9dbd861798ac4ec36435ea96dcd25142f0824176404c9378454aaea0b,1,R01_W_lower_1_-130_washer_head,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_W_lower_1_-130_washer_nut_c5c3966f_service_solid.SLDPRT,586e92a118661fd9121dfcb43bed14ae35e17f4647d308983301183592e74aab,1,R01_W_lower_1_-130_washer_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_W_lower_1_-130_nut_25939c75_service_solid.SLDPRT,cde7cf72938463d2a4da7a05c2dc4f194ed65c0bb049b76cdb1e16dd84ed7cae,1,R01_W_lower_1_-130_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_W_lower_1_-70_screw_53e4c12d_service_solid.SLDPRT,877f90ee9ef863b1cbbb288acd2ee781bb77f119c34677ee0a5b713cb25478b3,1,R01_W_lower_1_-70_screw,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_W_lower_1_-70_washer_head_c1f4b3f4_service_solid.SLDPRT,bc7cf89e9940d3366e32465c77bd0e5ce818aa9b8808f9840b8d4b9402e92fcd,1,R01_W_lower_1_-70_washer_head,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_W_lower_1_-70_washer_nut_c77b8090_service_solid.SLDPRT,bb5ea47b440a68430c7e28e39bbc2f49f459f677eb6be54cf7dca13c4419feab,1,R01_W_lower_1_-70_washer_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_W_lower_1_-70_nut_e08e879b_service_solid.SLDPRT,66ab3025ddc166babe7888c88e53180d16957d9831040a8739742f46d8389dcc,1,R01_W_lower_1_-70_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_lower_1_50_screw_5b2b87ee_service_solid.SLDPRT,0cfeeff3a492c9a7879558f43c885c0e19c685ec14fa75c24ae512cfa5ccf586,1,R01_D_lower_1_50_screw,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_lower_1_50_washer_head_636cf66e_service_solid.SLDPRT,64413c021febf6f2126ba693a447c394a28def3475da9b45cc9666da074487db,1,R01_D_lower_1_50_washer_head,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_lower_1_50_washer_nut_7b78dbae_service_solid.SLDPRT,edfc919566eef5307a71c4dbf4fe3b72dd27a0cc1613bb0a521ca31422cce69c,1,R01_D_lower_1_50_washer_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_lower_1_50_nut_fae7fc03_service_solid.SLDPRT,96d7edaeb0e40e164aa3b13c6c1500012dca7804489aff2aff7a0edd789f6386,1,R01_D_lower_1_50_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_lower_1_140_screw_79739a32_service_solid.SLDPRT,7e3fcb9894c6f86a88a8a2ca3aab091c61d1a2d1db9381469a96b5d1e5ca0d23,1,R01_D_lower_1_140_screw,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_lower_1_140_washer_head_acc0e0eb_service_solid.SLDPRT,ebabe96778f3673181b07d7d53a9712dbeaed8a3a108238c3ad2d4609570e458,1,R01_D_lower_1_140_washer_head,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_lower_1_140_washer_nut_ccec623a_service_solid.SLDPRT,081185d32e134fdf417a4a57e3257343b8aa1ef190881e99f544938c9f37b2c8,1,R01_D_lower_1_140_washer_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_lower_1_140_nut_eef4e214_service_solid.SLDPRT,8a2535400f37167ed26eb4ac4df8a17f4c3abd172ed0c89a6f8637920879197c,1,R01_D_lower_1_140_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_W_lower_1_60_screw_83b7068f_service_solid.SLDPRT,157e43138ffeee8eda39203c007bca412ea078a802d098a7021a16b5d6c1630b,1,R01_W_lower_1_60_screw,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_W_lower_1_60_washer_head_b5bc9929_service_solid.SLDPRT,f146677ffc9e9777db0ab30423ff4b2db3d4261bccbba6ccf50da4e707929606,1,R01_W_lower_1_60_washer_head,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_W_lower_1_60_washer_nut_6a18f152_service_solid.SLDPRT,3c7eddaf1d50f86a98a5b17372680b1fa9ec7ee7413335988b2a2f8cd062011a,1,R01_W_lower_1_60_washer_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_W_lower_1_60_nut_63239536_service_solid.SLDPRT,97df63c1f5411db8f3ecea287b33aae3a6ab811cb8c01ebede509d82c5aeed5d,1,R01_W_lower_1_60_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_W_lower_1_130_screw_5e60330c_service_solid.SLDPRT,f2fd26bd3522422f0a095c056fdc0d3a049d394de39b4c93aa905c5505e83b29,1,R01_W_lower_1_130_screw,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_W_lower_1_130_washer_head_1ca2e725_service_solid.SLDPRT,5939bc16393de577f818143230c78a7a48a48bb5e04f5f8a688b23d30d3c9d48,1,R01_W_lower_1_130_washer_head,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_W_lower_1_130_washer_nut_8f1a7a4b_service_solid.SLDPRT,ed5d4a135bd830dcd7fa20184d5169ec33335986d072e51bc903b99fc16fdb17,1,R01_W_lower_1_130_washer_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_W_lower_1_130_nut_84756358_service_solid.SLDPRT,8e982901af520c9d201a261da39943e6a95569a873f00b0ec4e5ca970946cf3a,1,R01_W_lower_1_130_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_upper_-1_-150_screw_d969c465_service_solid.SLDPRT,63115939280c65f724d48ed267175e4e6c4ab64ae2dc1f07e0bb6d1fe51d0d93,1,R01_D_upper_-1_-150_screw,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_upper_-1_-150_washer_head_cf5d7d17_service_solid.SLDPRT,1c59d07781de0689db8c6700722f78690513b89d9d6d8b28cc123f7e1234d056,1,R01_D_upper_-1_-150_washer_head,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_upper_-1_-150_washer_nut_a5eb2f0e_service_solid.SLDPRT,abcf4c7fbc8912a0579cc78542d65f1d75b03483cbdf2c665e312c9ab55ff16e,1,R01_D_upper_-1_-150_washer_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_upper_-1_-150_nut_5f886e59_service_solid.SLDPRT,5f7daa866d1070fa7da318e030d650f3e693d77b8934c97b493e8974ecb6e5e9,1,R01_D_upper_-1_-150_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_upper_-1_-50_screw_c3840f9c_service_solid.SLDPRT,91baf3ae9259ce7b955e3bd884bbcd94788819cae58f511ab28528533b05af67,1,R01_D_upper_-1_-50_screw,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_upper_-1_-50_washer_head_4f7f8eea_service_solid.SLDPRT,9cc137af708d650297e0d1fb67a4af570dee6e3207cd84a64d7b8f23988f80ee,1,R01_D_upper_-1_-50_washer_head,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_upper_-1_-50_washer_nut_ef9a81f9_service_solid.SLDPRT,3180b0a12390456e0b09edb9bdedb88e2abdcb4da06ac223b267900e929e0512,1,R01_D_upper_-1_-50_washer_nut,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\R01_D_upper_-1_-50_nut_66da0dbf_service_solid.SLDPRT,480ca2f52da9329a89191356015aa9f8759bb95ece7f021e82e4fe7afba09ec4,1,R01_D_upper_-1_-50_nut,SIMPLIFIED_PROXY,False
