id,category,row_class,active_in_current_pair_universe,path,hash_algorithm,hash,bytes,units,frame,state_selector,closed,operational_authority,representation_debit,readiness,blocker
R::RC-BRK-J1-RISER,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J1_RISER_tris.npy,SHA256,FB4B48CA2046CBAAED1375730D64123E8B830C2E34F296E7D8FA4B30B99CD4A3,992,mm,base_link,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-BRK-J4-ANN-MAIN-SPINE,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_ANN_MAIN_SPINE_tris.npy,SHA256,40F7D397ABF5BE2AA024902FF9FA792D7A88EFF5C7351B6F8CA2D146A52A0FC3,992,mm,link3,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-BRK-J4-ANN-ROOT-NECK,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_ANN_ROOT_NECK_tris.npy,SHA256,59B444A30CD205729FC9ED706FC7438F085E8D461D767A3DCE434EE6FA7997F3,992,mm,link3,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-BRK-J4-ANN-SPINE-HUB,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_ANN_SPINE_HUB_tris.npy,SHA256,3FA47AEC1B2DA897F650646A7B80179DCAC3EDEDAB0F2A206410F9DEF1FCB0CE,992,mm,link3,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-BRK-J4-ANN-SUPPORT-LOWER-ARM,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_ANN_SUPPORT_LOWER_ARM_tris.npy,SHA256,536910A362129F18D8A4B86E4D87A13955A6E63478BBC726E92D858F873DFB96,992,mm,link3,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-BRK-J4-ANN-SUPPORT-LOWER-POST,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_ANN_SUPPORT_LOWER_POST_tris.npy,SHA256,74FF1201A3F5862793075143BD7E0D2F0C159734247503DB32BF29AA666AB0A7,992,mm,link3,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-BRK-J4-ANN-SUPPORT-LOWER-SADDLE,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_ANN_SUPPORT_LOWER_SADDLE_tris.npy,SHA256,51978F25010C4573F18538B5B82471D2C1D9DCD06FD0779B85152DAF1370F7D8,992,mm,link3,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-BRK-J4-ANN-SUPPORT-MID-ARM,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_ANN_SUPPORT_MID_ARM_tris.npy,SHA256,74E64467F9523A1780FBAA16F5CC42E99D360BBCEA4923DEB553EB38D4554D1B,992,mm,link3,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-BRK-J4-ANN-SUPPORT-MID-POST,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_ANN_SUPPORT_MID_POST_tris.npy,SHA256,817C1F9B3479E695DF2EB0BFE6206EAC504ECBB31F674D6E7077D12994DC9AAC,992,mm,link3,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-BRK-J4-ANN-SUPPORT-MID-SADDLE,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_ANN_SUPPORT_MID_SADDLE_tris.npy,SHA256,7960FE67A52B358E07AD34544324AAD6CC8EF0B69F8C22720A7FF1D7C7399549,992,mm,link3,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-BRK-J4-ANN-SUPPORT-UPPER-ARM,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_ANN_SUPPORT_UPPER_ARM_tris.npy,SHA256,88C8F4C4EE372714CE10E9F7B0F190C5F06415924CCAADF6B541BE50DB7524DA,992,mm,link3,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-BRK-J4-ANN-SUPPORT-UPPER-POST,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_ANN_SUPPORT_UPPER_POST_tris.npy,SHA256,7423EECBDD95CCD53DC53CADC0A611256BDC9B5453EB4CA45CAA56CE1C1B5949,992,mm,link3,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-BRK-J4-ANN-SUPPORT-UPPER-SADDLE,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_ANN_SUPPORT_UPPER_SADDLE_tris.npy,SHA256,7FED6E4E0806FBE656651316D3A18E8C2FADF2248C055FBC4BD4372911623E37,992,mm,link3,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-BRK-J4-RAIL-PAD-1,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_RAIL_PAD_1_tris.npy,SHA256,FB60FF7284AA3CE34135CA44D931F7BAD60B5BB138458DB0AF6FCEFD8B62C507,992,mm,link3,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-BRK-J4-RAIL-PAD-2,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_RAIL_PAD_2_tris.npy,SHA256,DB896CCCDA94CCC5C216F91D605FDC68E0CE464528482DCC5A3DE7DA75B09C89,992,mm,link3,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-BRK-J4-RAIL-PAD-3,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_RAIL_PAD_3_tris.npy,SHA256,32370145B6B074D113FF28758C090F4E9800E28243B571340548328EA6866E97,992,mm,link3,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-BRK-J4-RAIL-SPINE,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_RAIL_SPINE_tris.npy,SHA256,658C37649818119F90EF543491861F9C49BB7582CE3BBE3EBB15E92E32745C1D,992,mm,link3,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-BRK-J6-GUIDE-A,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J6_GUIDE_A_tris.npy,SHA256,905C5C02766D5BB1F1A8172076C9A7AF68CF760D6B0960CF628281080D62E696,992,mm,link6,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-BRK-J6-GUIDE-B,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J6_GUIDE_B_tris.npy,SHA256,1D2D5DB9B687ED698477BC56455D247A2DC28BECD8EC68D2D4634DE87BBF0BC0,992,mm,link6,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-BRK-L1-01,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_L1_01_tris.npy,SHA256,EA81E5A332BB13DE7DF390BBEF2F2E29C7A6C9E9523FE725437D023D37B551B1,992,mm,link1,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CAR-J3-CARRIAGE,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CAR_J3_CARRIAGE_tris.npy,SHA256,5E7702F0AD607E1CA66B3ED1F22E9FE6DA6C52702874DC2645EF055D3B347DA4,992,mm,link2,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CAR-J4-FOLLOWER-TROLLEY,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CAR_J4_FOLLOWER_TROLLEY_tris.npy,SHA256,320EC1471860E9253029A360F9F2012990DB7C10411746FD4816AADBDD8B1A21,992,mm,link4,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CAR-J4-TROMBONE,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CAR_J4_TROMBONE_tris.npy,SHA256,9AED3B7D0D1BE043BC98367BAE43712C21B83116403060B89100A962B8ADC726,992,mm,link3,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CHN-BUS-FT-BASE,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CHN_BUS_FT_BASE_tris.npy,SHA256,B3BE6D245E27C0FA22D6FDFF58A8208C73F313478BF4B0BE22FFE715C6E9CD79,992,mm,bus,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CHN-BUS-FT-LINER,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CHN_BUS_FT_LINER_tris.npy,SHA256,AC6EB39B4506AFA44F877D12E5599DF879BC595F4D88703B058EF102C261CA0C,992,mm,bus,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CHN-BUS-FT-WALL-A,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CHN_BUS_FT_WALL_A_tris.npy,SHA256,937AA663A767D5F2E2D05B877088F59E3E38AF4597C48B2529E05F540D6D0BC3,992,mm,bus,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CHN-BUS-FT-WALL-B,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CHN_BUS_FT_WALL_B_tris.npy,SHA256,EFD5CFBB24FE21C739025B26C8D570ED129F67300C907D5721D0DA5BD2391FB1,992,mm,bus,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CHN-E210-LINK-00,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CHN_E210_LINK_00_tris.npy,SHA256,8110787E2A073C5345A0830DFE8E69F8B15A9DEED266260B1BA5A0FEF092FE95,992,mm,link2,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
