sample_index,t_s,base_x_m,base_y_m,base_z_m,base_q_w,base_q_x,base_q_y,base_q_z,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,base_attitude_deviation_deg,base_vx_m_s,base_vy_m_s,base_vz_m_s,base_wx_rad_s,base_wy_rad_s,base_wz_rad_s,momentum_residual_norm_S,authority_class,attached_target_propagated,released_for_mission_gate
105,1.05,0.00035941122498072005,-8.950963040420147e-05,-1.8799288256378718e-05,0.9996762234655646,0.006696967912750759,-0.024118696391752174,0.004570267253079411,0.7554391559168224,-2.767487458021393,0.5056316854596177,2.9160974263025503,0.001341215958889571,-0.00016521444280676736,-0.00013145568436277025,0.038669277303846915,-0.11604906638639322,0.0366575619933993,7.196489415735149e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
106,1.06,0.00037309033920303547,-9.101749757025094e-05,-1.949795581070104e-05,0.9996597807041331,0.006890482951404078,-0.02470248796116205,0.0047572235379017835,0.776830581676971,-2.834646048413438,0.5260984381180056,2.989230537735146,0.0013818276523497055,-0.00016458544771154709,-0.00013732590718327784,0.039494538927815674,-0.11740125595354904,0.037831667576448555,1.951563910473908e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
107,1.07,0.00038718358414934476,-9.250841792251017e-05,-2.0220294856373092e-05,0.9996426956720648,0.007088039278370609,-0.025293014348620104,0.004950163011113921,0.7986423073502497,-2.90259239962048,0.5472108284622793,3.063371703149797,0.001423287932180063,-0.00016386026539601646,-0.0001434329978761372,0.040333354734230414,-0.11873952202657681,0.03902987516742769,7.905848798607396e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
108,1.08,0.0004016996606458733,-9.398079241851667e-05,-2.096709094179752e-05,0.9996249512843182,0.007289699271057023,-0.025890204675305038,0.005149209282303477,0.8208796725319759,-2.9713192123008216,0.5689818218469579,3.138521019675007,0.001465601386431535,-0.00016303956642860372,-0.00014978431502087264,0.04118591424601013,-0.12006326067655114,0.040252192029951894,5.0701726656261364e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
109,1.09,0.000416647321618391,-9.543299611398724e-05,-2.1739153782917654e-05,0.9996065302532714,0.007495526049879055,-0.026493985032692,0.0053544860947385324,0.8435480548026064,-3.0408188731220847,0.5914243804049779,3.214678457925153,0.0015087722131646478,-0.00016212419827914759,-0.00015638731674029024,0.04205240489294561,-0.12137186684025819,0.04149860819454764,6.088854689467823e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
110,1.1,0.00043203536841156546,-9.68633786568861e-05,-2.253731778232459e-05,0.9995874150921465,0.007705583464430361,-0.027104278476199558,0.005566117242579007,0.866652868382343,-3.1110834549115602,0.6145514538875739,3.2918438630473448,0.0015528042116326095,-0.0001611151906326325,-0.00016324955598592597,0.04293301169003059,-0.12266473462095645,0.04276909616594779,3.127317220692751e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
111,1.11,0.0004478726470254741,-9.827026481020411e-05,-2.336244254747284e-05,0.9995675881185494,0.007919936078174507,-0.027721005020286033,0.005784226486663302,0.8901995627008408,-3.182104716974419,0.638375970370166,3.3700169557467654,0.001597700773660543,-0.0001600137606686195,-0.00017037867551869442,0.04382791690937435,-0.12394125760236442,0.044063610644466344,7.514702163991777e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
112,1.12,0.00046416804427110365,-9.965195500409185e-05,-2.4215413407322868e-05,0.9995470314581232,0.008138649151635226,-0.028344081635059342,0.00600893746893324,0.9141936208816691,-3.2538741055856004,0.6629108268321018,3.449197333292479,0.0016434648752283363,-0.00015882131829597043,-0.00017778240258163486,0.04473729974604805,-0.12520082917566602,0.04538208826204148,7.05981306231723e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
113,1.1300000000000001,0.00048093048384666506,-0.00010100672591798976,-2.5097141926728796e-05,0.9995257270483157,0.008361788624060142,-0.028973422244464756,0.0062403736255603765,0.9386405581410747,-3.3263827546618536,0.6881688796180623,3.529384470502862,0.0016900990682644785,-0.00015753947133210987,-0.00018546854326230577,0.04566133597824136,-0.12644284287929147,0.0467244473335274,8.254076070808801e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
114,1.1400000000000001,0.0004981689223365538,-0.00010233283109339783,-2.6008566417889655e-05,0.9995036566422593,0.008589421093533148,-0.02960893772611481,0.0064786580988367036,0.9635459201004825,-3.3996214866197847,0.7141629347889219,3.6105777207087666,0.0017376054726582634,-0.00015617003061567982,-0.00019344497654288754,0.04660019762213136,-0.12766669275120435,0.04809058762380754,4.24918736097037e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
115,1.1500000000000001,0.0005158923451347824,-0.00010362850157792814,-2.6950652448182413e-05,0.9994808018127639,0.008821613795510611,-0.03025053591282572,0.00672391364789286,0.9889152810120524,-3.4735808134259525,0.7409057383698332,3.692776316692865,0.0017859857684977198,-0.0001547150150410741,-0.00020171964803613782,0.04755405258188763,-0.12887177369338976,0.0494803901312929,5.341145691818931e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
116,1.16,0.0005341097622950505,-0.00010489194660081064,-2.7924393343471756e-05,0.9994571439564206,0.009058434579769339,-0.030898121595920182,0.006976262558322866,1.0147542418978917,-3.548250937844278,0.7684099665050657,3.775979371608958,0.0018352411885406053,-0.00015317665650298973,-0.00021030056340635365,0.0485230642952636,-0.13005748184821242,0.05089371688835746,1.2219954139219105e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
117,1.17,0.0005528302043121721,-0.00010612135427825514,-2.8930810684396714e-05,0.9994326642978183,0.009299951885847164,-0.031551596530298466,0.007235826550903344,1.041068428613678,-3.6236217548799687,0.7966882155413075,3.8601858798715716,0.0018853725109257908,-0.00015155740473879134,-0.0002191957814744852,0.0495073913752448,-0.13122321498627906,0.052330410779250526,8.269101292739867e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
118,1.18,0.0005720627178321275,-0.0001073148923554991,-2.9970954797876907e-05,0.9994073438938711,0.009546234716759189,-0.032210859441441135,0.007502726689266062,1.067863489814178,-3.6996828534364576,0.8257529920242446,3.945394718021534,0.0019363800521322828,-0.00014985993205617117,-0.0002284134070074524,0.05050718724824786,-0.13236837290541034,0.0537902953760113,8.073921892067124e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
119,1.19,0.0005918163612963251,-0.00010847070897990576,-3.104590524077443e-05,0.999381163638257,0.009797352611129387,-0.03287580603433744,0.007777083286760599,1.0951450948377046,-3.776423518183485,0.8556167026354824,4.0316046455640135,0.0019882636601931745,-0.00014808713793323429,-0.0002379615831919567,0.05152259978938771,-0.13349235784029745,0.055273174792895625,6.189341669360107e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
120,1.2,0.0006121002005226538,-0.00010958693350758592,-3.2156771274716804e-05,0.9993541042659672,0.010053375613736927,-0.033546329004351394,0.008059015812585143,1.122918931510816,-3.8538327316358574,0.886291644079067,4.118814305780051,0.002041022708171662,-0.0001462421534778969,-0.0002478484837938936,0.052553770955348036,-0.13459457488238644,0.0567788335598066,1.1264020518906844e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
121,1.21,0.0006329233042243911,-0.00011066167734433011,-3.3304692331782315e-05,0.9993261463579676,0.010314374244412571,-0.03422231805013666,0.008348642797226809,1.1511907038670839,-3.9318991764542472,0.9177899929227695,4.207022226502817,0.002094656087906322,-0.00014432834573315897,-0.00025808230500483267,0.05360083641541379,-0.13567443240950702,0.058307036515203386,7.473417450352271e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
122,1.22,0.0006542947394696426,-0.00011169303482099471,-3.4490838469864154e-05,0.9992972703459708,0.010580419465293837,-0.03490365988864011,0.008646081737308468,1.1799661297818602,-4.01061123796997,0.9501237954054399,4.296226820868309,0.002149162204032693,-0.00014234932181462443,-0.000268671256977778,0.05466392518124147,-0.1367313425247295,0.05985752871893998,4.45996022480856e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
123,1.23,0.0006762235670839745,-0.00011267908410359705,-3.5716410816547876e-05,0.9992674565173204,0.010851582646447495,-0.03559023827223178,0.008951448999937498,1.209250938524731,-4.089957006937371,0.983304957221509,4.386426388029138,0.0022045389682882046,-0.00014030893286627266,-0.00027962355505499307,0.055743159235962576,-0.13776472150390756,0.061430035385464786,1.6297401619798094e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
124,1.24,0.0006987188369989027,-0.00011361788813837451,-3.698264200033681e-05,0.9992366850199845,0.011127935529867846,-0.03628193400799872,0.009264859726651859,1.239050868231157,-4.169924282515136,1.0173452332936828,4.477619113842131,0.0022607837941073755,-0.00013821127782047863,-0.0002909474106913043,0.056838653163232535,-0.13877399025133758,0.06302426183778827,4.968249246596503e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
125,1.25,0.0007217895835488972,-0.00011450749563206228,-3.829079656805983e-05,0.9992049358676659,0.011409550191859373,-0.036978624979240794,0.009586427737058884,1.2693716632945626,-4.250500575479789,1.0522562175447918,4.5698030715095515,0.0023178935915141546,-0.00013606070694786943,-0.0003026510220768256,0.057950513776853035,-0.13975857476293316,0.06463989348259871,1.0794734123602722e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
126,1.26,0.0007454448207195664,-0.0001153459420676448,-3.964217138729621e-05,0.999172188945021,0.011696499003812165,-0.03768018616920591,0.009916265432262181,1.3002190716799245,-4.331673111673153,1.0880493326797491,4.6629762221942315,0.0023758647623181492,-0.00013386182518263222,-0.000314742564464056,0.0590788397516118,-0.14071790659629446,0.06627659580688261,1.4637869704192793e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
127,1.27,0.0007696935373496802,-0.00011613125075583589,-4.10380960326519e-05,0.9991384240129957,0.01198885459137872,-0.03838648968710258,0.01025448369817205,1.3315988421596632,-4.413428835686427,1.1247358199884823,4.75713641558908,0.0024346931956214343,-0.00013161949520861308,-0.00032723018020463325,0.060223721255996246,-0.14165142334702124,0.06793401439637398,1.8450152239763333e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
128,1.28,0.0007945446922896968,-0.00011686143392254222,-4.247993315472199e-05,0.9991036207142736,0.012286689792060572,-0.0390974047964274,0.010601191808794779,1.3635167214724204,-4.495754414782807,1.1623267291806825,4.85228139045135,0.00249437426364249,-0.0001293388402915567,-0.0003401219685018313,0.06138523958745059,-0.1425585691305964,0.06961177497613047,1.707447350086139e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
129,1.29,0.0008200072095194519,-0.00011753449383256527,-4.396907883057374e-05,0.9990677585788411,0.012590077611213266,-0.039812797945645295,0.010956497329596264,1.3959784514050406,-4.5786362430612035,1.2008329082631455,4.9484087750946575,0.0025549028178636773,-0.0001270252468426786,-0.0003534259748856527,0.06256346681085542,-0.14343879506914342,0.07130948347349987,1.5999239039250001e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
130,1.3,0.000846089973227678,-0.00011814842394977984,-4.55069628945861e-05,0.9990308170296668,0.012899091176478571,-0.0405325328012601,0.01132050602103549,1.428989765797877,-4.662060445862896,1.2402649934704608,5.0455160878430565,0.0026162731855086186,-0.00012468436669877013,-0.0003671501804183041,0.06375846540092034,-0.14429155978234198,0.07302672610371111,1.411962612463446e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
131,1.31,0.000872801822857545,-0.00011870121012996693,-4.709504924832608e-05,0.9989927753885006,0.013213803690777353,-0.04125647028322775,0.01169332174241065,1.4625563874874619,-4.746012884413639,1.2806333992646926,5.143600737437091,0.0026784791663556347,-0.00012232211910400973,-0.0003813024906379938,0.06497028788918603,-0.14511632988176051,0.07476306947828751,1.1029144854160346e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
132,1.32,0.0009001515481211675,-0.00011919083184985049,-4.873483614699837e-05,0.9989536128817947,0.013534288383844465,-0.04198446860269074,0.01207504635609794,1.4966840251831264,-4.8304791606969175,1.3219483084130772,5.242660023389214,0.002741514029893226,-0.00011994469237872598,-0.0003958907242502734,0.06619897651633672,-0.14591258046784922,0.07651806073644576,5.639852545747136e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
133,1.33,0.0009281478839825441,-0.00011961526347644578,-5.042785646294004e-05,0.9989133086467381,0.013860618462096552,-0.042716383302369175,0.012465779632246779,1.5313783702516561,-4.91544462259354,1.3642196621513107,5.342691136310275,0.0028053705128235646,-0.00011755854526035728,-0.0004109226015769273,0.06744456289053338,-0.14667979562882016,0.07829122769960851,8.485972208701487e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
134,1.34,0.000956799505616706,-0.00011997247556690195,-5.217567792381766e-05,0.9988718417374184,0.014192867057241206,-0.04345206729920986,0.0128656191540971,1.566645093455116,-5.000894369240916,1.4074571504496973,5.443691158175909,0.0028700408169196005,-0.00011517040790201659,-0.0004264057327726589,0.06870706765247547,-0.1474174689406235,0.0800820790491199,7.410741937918043e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
135,1.35,0.0009861150233459763,-0.00012026043620425728,-5.397990332420829e-05,0.9988291911311082,0.01453110717347433,-0.044191370929479654,0.013274660223990747,1.602489841621978,-5.086813256630008,1.4516702023904644,5.545657062543653,0.0029355166072413843,-0.00011278728251419368,-0.000442347605821166,0.06998650014790071,-0.1481251039672123,0.08189010452721644,1.2568068590484952e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
136,1.36,0.0010161029775563723,-0.00012047711236810085,-5.5842170709430334e-05,0.9987853357346764,0.014875411633305646,-0.044934141996336184,0.01369299577019266,1.6389182342535404,-5.173185903442264,1.4968679766688133,5.648585714723285,0.0030017890107169568,-0.00011041644363534062,-0.0004587555743226903,0.07128285810823498,-0.14880221476028344,0.0837147751612652,1.186860226979983e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
137,1.37,0.0010467718335974575,-0.00012062047133940466,-5.77641535302261e-05,0.9987402543911271,0.01522585302206741,-0.04568022581986076,0.014120716254626613,1.6759358600691991,-5.259996697121952,1.543059352228956,5.752473871895559,0.003068848615092853,-0.00010806543801724102,-0.0004756368450859207,0.07259612734009574,-0.1494483263576615,0.08555554351124184,1.0460612703343198e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
138,1.3800000000000001,0.0010781299766689455,-0.00012068848213879012,-5.9747560766897384e-05,0.9986939258862676,0.01558250363116134,-0.04642946528953779,0.014557909581630174,1.7135482734938619,-5.347229800180061,1.59025291904632,5.857318183182846,0.0031366854682592805,-0.00010574208411144623,-0.0004929984655380813,0.07392628142435259,-0.15006297527949328,0.08741184394038014,1.1488860242214326e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
139,1.3900000000000001,0.001110185706697364,-0.00012067911699749326,-6.179413702149586e-05,0.9986463289555095,0.015945435400098785,-0.047181700919165646,0.015004661007833663,1.751760991090521,-5.43486915672581,1.6384569690670323,5.963115189663325,0.0032052890779546523,-0.00010345447114332307,-0.0005108473109674785,0.0752732814254379,-0.15064571002140456,0.08928309290888488,7.877726738061655e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
140,1.4000000000000001,0.001142947233206081,-0.00012059035286029228,-6.390566257666986e-05,0.9985974422908056,0.016314719857389224,-0.047936770904183384,0.01546105305326786,1.790579487940745,-5.522898499221538,1.6876794873157526,6.069861324329864,0.0032746484118539045,-0.00010121095776055105,-0.0005291900716140758,0.07663707561159504,-0.15119609154377417,0.09116868929055498,7.140341825105078e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
141,1.41,0.0011764226701820016,-0.00012042017291966187,-6.608395341976903e-05,0.9985472445477224,0.016690428060332104,-0.04869451118139806,0.01592716541380511,1.83000919397557,-5.611301355456996,1.7379281431828397,6.177552911995675,0.0033447518980449435,-9.902017024350252e-05,-0.000548033239623884,0.07801759918673781,-0.15171369375627022,0.09306801471212522,1.4761467325919435e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
142,1.42,0.0012106200309422383,-0.00012016656818041805,-6.833086123080891e-05,0.9984957143526543,0.01707263053376702,-0.049454755491097284,0.016403074875038653,1.8700554902589988,-5.700061055739158,1.7892102819017985,6.286186169141073,0.0034155874258971473,-9.689100026515655e-05,-0.0005673830958841075,0.07941477403458455,-0.15219810399679742,0.09498043391509021,2.0009567207835299e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
143,1.43,0.0012455472230040571,-0.0001198275390541178,-7.064827333289601e-05,0.9984428303101788,0.017461397207837265,-0.05021733544153134,0.016888855227704794,1.9107237052260675,-5.7891607402935366,1.8415329162278828,6.395757203706333,0.0034871423473257185,-9.483260218896765e-05,-0.0005872456967566348,0.08082850847571385,-0.15264892350400083,0.09690529513973378,1.4947841523253463e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
144,1.44,0.0012812120429614125,-0.00011940109698247732,-7.303811260371635e-05,0.998388571010558,0.017856797354821895,-0.05098208057575,0.01738457718475273,1.9520191108771572,-5.878583366872783,1.8949027183286815,6.506262014824206,0.0035594034784553084,-9.28543898933341e-05,-0.000607626860728132,0.08225869703817483,-0.1530657678824806,0.09884193053104158,1.0574701291099616e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
145,1.45,0.0013176221713713681,-0.00011888526608907307,-7.550233734668802e-05,0.9983329150373843,0.018258899525091132,-0.051748818440778055,0.017890308300166663,1.9939469189299834,-5.968311718569054,1.9493260118974578,6.617696492502692,0.003632357101686108,-9.096603311223254e-05,-0.0006285321549958048,0.08370522024226294,-0.15344826755986946,0.10078965656613638,9.437916079723832e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
146,1.46,0.0013547851676537514,-0.00011827808485833041,-7.804294112053085e-05,0.9982758409753764,0.01866777148224766,-0.052517374659110896,0.018406112889644145,2.0365122769312793,-6.058328411825532,2.004808764499833,6.73005641724924,0.0037059889681653573,-8.91774532821455e-05,-0.0006499668820086585,0.08516794440005529,-0.15379606823493944,0.10274777450283167,1.0954885196095376e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
147,1.47,0.0013927084650087911,-0.00011757760783052951,-8.066195253119504e-05,0.9982173274183338,0.019083480137797,-0.05328757300227535,0.0189320519531422,2.0797202643632877,-6.148615904616308,2.0613565801524167,6.84333745962623,0.0037802843006667025,-8.749881888579773e-05,-0.0006719360659846322,0.08664672143027426,-0.15410883131590833,0.10471557084885423,1.8081111914363377e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
148,1.48,0.001431399365354502,-0.00011678190732754127,-8.336143497408444e-05,0.9981573529772501,0.019506091484983154,-0.054059235466610164,0.01946818309947187,2.1235758886968936,-6.239156504809728,2.1189746921549264,6.957535179744821,0.003855227796879886,-8.594054028448437e-05,-0.0006944444394247212,0.0881413886890285,-0.15438623434813067,0.1066923178512541,8.968704913952078e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
149,1.49,0.0014708650342877211,-0.00011588907520436426,-8.614348633057887e-05,0.9980958962885687,0.01993567053199666,-0.05483218235145989,0.020014560473183125,2.16808408140807,-6.32993237873601,2.177667956200866,7.072645026730253,0.003930803633112527,-8.45132640311535e-05,-0.0007174964296460083,0.08965176881694836,-0.15462797143037016,0.10867727400546928,6.049187461416408e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
150,1.5,0.0015111124960728015,-0.0001148972246144692,-8.901023862203485e-05,0.998032936022615,0.020372281234855853,-0.05560623233921567,0.02057123468350962,2.2132496939892783,-6.4209255598919475,2.2374408437381987,7.188662338101981,0.004006995468405692,-8.322786665735975e-05,-0.0007410961453558003,0.09117766960321269,-0.15483375361886562,0.11066968458348152,5.1019748043878786e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
151,1.51,0.0015521486286609698,-0.00011380449179588956,-9.196385761518617e-05,0.997968450892191,0.020815986429843565,-0.05638120257743017,0.02113825273564402,2.2590774939346145,-6.512117957807302,2.298297435610127,7.305582339099897,0.004083786449064537,-8.20954479281804e-05,-0.000765247363290003,0.0927188838669277,-0.1550033093184228,0.112668782180457,1.2256530327225745e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
152,1.52,0.0015939801587440557,-0.00011260903787494586,-9.500654237886124e-05,0.9979024196613359,0.021266847765625176,-0.05715690876295177,0.021715657964439947,2.3055721607068405,-6.6034913670645174,2.360241415985053,7.42340014195526,0.004161159213604871,-8.112732356000832e-05,-0.0007899535149391999,0.09427518935629522,-0.15513638465977858,0.11467378727922749,1.4654050252376534e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
153,1.53,0.00163661365684606,-0.00011130905068552503,-9.814052479118954e-05,0.9978348211542548,0.021724925635136904,-0.0579331652280024,0.022303489970612454,2.3527382816902316,-6.6950274764619335,2.42327606658217,7.542110745108905,0.00423909589811624,-8.033501739706764e-05,-0.0008152176733864785,0.0958463486659685,-0.1552327438625113,0.11668390883193423,6.639709341020816e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
154,1.54,0.001680055532456021,-0.00010990274660183643,-0.00010136806899646846,0.9977656342644199,0.02219027910733345,-0.058709785028123414,0.022901784559509118,2.400580348133011,-6.786707878310104,2.487404261199132,7.661709032373898,0.004317578142041648,-7.97302530437337e-05,-0.000841042540281595,0.09743210917296528,-0.15529216958278977,0.11869834485811849,7.010086036366141e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
155,1.55,0.0017243120292056437,-0.00010838837238256567,-0.00010469147081086247,0.9976948379638457,0.022662965858883832,-0.059486580031914135,0.0235105736825234,2.4491027510829957,-6.878514077851003,2.5526284605481586,7.782189772043067,0.004396587094373801,-7.932494495040073e-05,-0.0008674304329763245,0.09903220299147306,-0.1553144632452814,0.12071628305851129,8.019227179055663e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
156,1.56,0.0017693892200951553,-0.00010676420702434802,-0.0001081130570761066,0.9976224113125427,0.023143042105904548,-0.06026336101248737,0.024129885381222484,2.4983097773199794,-6.97042750279059,2.6189507074069365,7.903547615942573,0.004476103420267169,-7.913118895224774e-05,-0.0008943832718464936,0.10064634694684003,-0.15529944535856385,0.12273690144374158,1.9453668910313342e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
157,1.57,0.001815293002770849,-0.00010502856362248253,-0.00011163518496038556,0.9975483334681495,0.0236305625358189,-0.061039937740566395,0.02475974373426127,2.5482056052882136,-7.0624295129343055,2.6863726220905964,8.025777098432826,0.004556107308064891,-7.916125226082624e-05,-0.0009219025678263779,0.10227424256901715,-0.15524695581341774,0.12475936897715047,1.3279418682041632e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
158,1.58,0.0018620290948577808,-0.00010317979123680846,-0.00011526024120556071,0.9974725836957483,0.024125580239431565,-0.061816119079147865,0.025400168807154594,2.5987943010322896,-7.154501409916324,2.754895398251053,8.148872635356833,0.004636578476739215,-7.94275629100724e-05,-0.0009499894101812221,0.10391557610566904,-0.15515685416340047,0.12678284623087463,4.654751537338637e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
159,1.59,0.0019096030293510816,-0.00010121627676066536,-0.00011899064131991639,0.9973951413778624,0.02462814664330727,-0.0625917130796548,0.026051176604979447,2.6500798141395867,-7.246624447012576,2.824519799009902,8.272828522940038,0.004717496183743491,-7.994269865910732e-05,-0.000978644454544608,0.10557001855514217,-0.1550290198871428,0.12880648605432787,1.7759536059503102e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
160,1.6,0.001958020150069346,-9.913644679085835e-05,-0.00012282882871559743,0.9973159860246386,0.02513831144254259,-0.06336652707950437,0.026712779028079153,2.7020659736923998,-7.338779839028335,2.8952461534310934,8.397638936644018,0.004798839233273609,-8.071937535578236e-05,-0.0010078679112465933,0.10723722571943013,-0.15486335263183196,0.1308294342541923,1.156944817763202e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
161,1.61,0.0020072856071735633,-9.69387694965498e-05,-0.00012677727378990975,0.9972350972842134,0.0256561225340197,-0.0641403678010144,0.02738498383084129,2.754756484232756,-7.43094877225083,2.9670743533395325,8.523297929976662,0.004880585984936127,-8.177043476587715e-05,-0.001037659533959492,0.10891683827724276,-0.15465977243738815,0.13285083028500105,5.377642775528102e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
162,1.62,0.0020574043527550566,-9.462175648499922e-05,-0.0001308384729496556,0.9971524549532635,0.026181625950231054,-0.06491304145157292,0.028067794583621217,2.808154921742912,-7.523112414458023,3.04000385049173,8.649799433266264,0.004962714362820048,-8.310883187440086e-05,-0.001068018608687875,0.11060848187724123,-0.1544182199408717,0.134869807949379,1.0268625246604395e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
163,1.6300000000000001,0.002108381136495839,-9.2183964661578e-05,-0.00013501494757875594,0.9970680389877408,0.02671486579378072,-0.06568435382498657,0.02876121063786377,2.862264729646542,-7.615251924973172,3.114033654102296,8.777137252396583,0.005045201864968642,-8.474762166649109e-05,-0.0010989439431293648,0.11231176725146132,-0.15413865656069672,0.13688549610698322,2.1172156114957427e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
164,1.6400000000000001,0.0021602205014025584,-8.962399807176744e-05,-0.00013930924296857582,0.9969818295138098,0.02725588417289483,-0.06645411040370851,0.029465227094023116,2.917089214865953,-7.707348464730629,3.1891623286765673,8.905305067483901,0.005128025573247412,-8.669994539693624e-05,-0.001130433856432896,0.11402629034890632,-0.1538210646602642,0.13889701939117416,1.304738102036585e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
165,1.6500000000000001,0.0022129267796201792,-8.694050974057698e-05,-0.0001437239271670288,0.9968938068389666,0.02780472113742277,-0.067222116462151,0.030179834773115522,2.9726315438617372,-7.799383206376131,3.265387992247357,9.034296431530063,0.005211162163603615,-8.897901635868263e-05,-0.0011624861693808905,0.11575163248924669,-0.1534654476906641,0.14090349893242823,1.3642693045429034e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
166,1.6600000000000001,0.002266504088330284,-8.41322034974489e-05,-0.0001482615897758216,0.9968039514633287,0.028361414616003024,-0.06798817717092466,0.030905020191681336,3.028894738727644,-7.891337344385054,3.342708314983588,9.164104769067439,0.005294587916712688,-9.159810516170518e-05,-0.0011950981950217077,0.1174873605365293,-0.15307183031214144,0.14290405308749535,1.4866084256401728e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
167,1.67,0.002320956325731373,-8.11978357811335e-05,-0.00015292484069924614,0.9967122440911292,0.028926000354235804,-0.06875209770174222,0.03164076553976037,3.085881673319405,-7.983192105166835,3.421120518125174,9.294723374749491,0.005378278729005976,-9.45705245355121e-05,-0.0012282667297783038,0.11923302709274541,-0.15264025849405116,0.14489779817329168,1.180249557334732e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
