sample_index,t_s,target_x_m,target_y_m,target_z_m,target_q_x,target_q_y,target_q_z,target_q_w,target_wx_rad_s,target_wy_rad_s,target_wz_rad_s,analytic_phase_deg,quaternion_norm_error,analytic_quaternion_error,collision_detected_backend_field,collision_safety_interpretation,action,released_for_mission_gate
245,12.250000000000039,1.0,0.0,0.0,0.0,0.0,0.053425260726145944,0.998571850953322,0.0,0.0,0.008726646259971648,6.1250000000000195,0.0,1.6711069443220838e-16,false,PROHIBITED,ABORT,false
246,12.30000000000004,1.0,0.0,0.0,0.0,0.0,0.053643114035701656,0.9985601716053734,0.0,0.0,0.008726646259971648,6.15000000000002,0.0,1.457167719820518e-16,false,PROHIBITED,ABORT,false
247,12.35000000000004,1.0,0.0,0.0,0.0,0.0,0.053860964792034435,0.998548444729484,0.0,0.0,0.008726646259971648,6.17500000000002,0.0,1.8319205572553517e-16,false,PROHIBITED,ABORT,false
248,12.400000000000041,1.0,0.0,0.0,0.0,0.0,0.05407881298477533,0.9985366703262119,0.0,0.0,0.008726646259971648,6.200000000000021,0.0,1.8319205572553517e-16,false,PROHIBITED,ABORT,false
249,12.450000000000042,1.0,0.0,0.0,0.0,0.0,0.05429665860355553,0.9985248483961174,0.0,0.0,0.008726646259971648,6.225000000000021,0.0,2.618455766672135e-16,false,PROHIBITED,ABORT,false
250,12.500000000000043,1.0,0.0,0.0,0.0,0.0,0.05451450163800634,0.9985129789397631,0.0,0.0,0.008726646259971648,6.250000000000021,0.0,1.6653345369377348e-16,false,PROHIBITED,ABORT,false
251,12.550000000000043,1.0,0.0,0.0,0.0,0.0,0.05473234207775924,0.9985010619577143,0.0,0.0,0.008726646259971648,6.275000000000022,0.0,1.6653345369377348e-16,false,PROHIBITED,ABORT,false
252,12.600000000000044,1.0,0.0,0.0,0.0,0.0,0.05495017991244577,0.9984890974505379,0.0,0.0,0.008726646259971648,6.300000000000022,0.0,1.734723475976807e-16,false,PROHIBITED,ABORT,false
253,12.650000000000045,1.0,0.0,0.0,0.0,0.0,0.05516801513169762,0.9984770854188035,0.0,0.0,0.008726646259971648,6.325000000000022,0.0,1.734723475976807e-16,false,PROHIBITED,ABORT,false
254,12.700000000000045,1.0,0.0,0.0,0.0,0.0,0.055385847725146604,0.9984650258630829,0.0,0.0,0.008726646259971648,6.350000000000023,0.0,1.6653345369377348e-16,false,PROHIBITED,ABORT,false
255,12.750000000000046,1.0,0.0,0.0,0.0,0.0,0.05560367768242465,0.99845291878395,0.0,0.0,0.008726646259971648,6.375000000000023,0.0,2.0595777971499126e-16,false,PROHIBITED,ABORT,false
256,12.800000000000047,1.0,0.0,0.0,0.0,0.0,0.05582150499316383,0.998440764181981,0.0,0.0,0.008726646259971648,6.4000000000000234,0.0,1.734723475976807e-16,false,PROHIBITED,ABORT,false
257,12.850000000000048,1.0,0.0,0.0,0.0,0.0,0.05603932964699633,0.9984285620577545,0.0,0.0,0.008726646259971648,6.425000000000024,0.0,2.118352371637509e-16,false,PROHIBITED,ABORT,false
258,12.900000000000048,1.0,0.0,0.0,0.0,0.0,0.05625715163355447,0.9984163124118512,0.0,0.0,0.008726646259971648,6.450000000000024,0.0,2.0595777971499126e-16,false,PROHIBITED,ABORT,false
259,12.950000000000049,1.0,0.0,0.0,0.0,0.0,0.05647497094247068,0.9984040152448542,0.0,0.0,0.008726646259971648,6.4750000000000245,0.0,1.8041124150158794e-16,false,PROHIBITED,ABORT,false
260,13.00000000000005,1.0,0.0,0.0,0.0,0.0,0.05669278756337754,0.9983916705573489,0.0,0.0,0.008726646259971648,6.500000000000025,0.0,2.177751704867561e-16,false,PROHIBITED,ABORT,false
261,13.05000000000005,1.0,0.0,0.0,0.0,0.0,0.05691060148590774,0.9983792783499227,0.0,0.0,0.008726646259971648,6.525000000000025,0.0,2.177751704867561e-16,false,PROHIBITED,ABORT,false
262,13.100000000000051,1.0,0.0,0.0,0.0,0.0,0.05712841269969412,0.9983668386231654,0.0,0.0,0.008726646259971648,6.550000000000026,0.0,2.177751704867561e-16,false,PROHIBITED,ABORT,false
263,13.150000000000052,1.0,0.0,0.0,0.0,0.0,0.05734622119436961,0.9983543513776693,0.0,0.0,0.008726646259971648,6.575000000000026,0.0,2.177751704867561e-16,false,PROHIBITED,ABORT,false
264,13.200000000000053,1.0,0.0,0.0,0.0,0.0,0.057564026959567305,0.9983418166140283,0.0,0.0,0.008726646259971648,6.600000000000027,0.0,2.0816681711721685e-16,false,PROHIBITED,ABORT,false
265,13.250000000000053,1.0,0.0,0.0,0.0,0.0,0.05778182998492044,0.9983292343328396,0.0,0.0,0.008726646259971648,6.625000000000027,0.0,2.0816681711721685e-16,false,PROHIBITED,ABORT,false
266,13.300000000000054,1.0,0.0,0.0,0.0,0.0,0.057999630260062336,0.9983166045347018,0.0,0.0,0.008726646259971648,6.650000000000027,0.0,2.2982303784612184e-16,false,PROHIBITED,ABORT,false
267,13.350000000000055,1.0,0.0,0.0,0.0,0.0,0.058217427774626476,0.998303927220216,0.0,0.0,0.008726646259971648,6.675000000000027,0.0,2.3592239273284576e-16,false,PROHIBITED,ABORT,false
268,13.400000000000055,1.0,0.0,0.0,0.0,0.0,0.05843522251824646,0.9982912023899856,0.0,0.0,0.008726646259971648,6.700000000000028,0.0,2.3592239273284576e-16,false,PROHIBITED,ABORT,false
269,13.450000000000056,1.0,0.0,0.0,0.0,0.0,0.058653014480556036,0.9982784300446162,0.0,0.0,0.008726646259971648,6.725000000000029,0.0,2.420669712248692e-16,false,PROHIBITED,ABORT,false
270,13.500000000000057,1.0,0.0,0.0,0.0,0.0,0.05887080365118907,0.9982656101847159,0.0,0.0,0.008726646259971648,6.750000000000028,0.0,2.420669712248692e-16,false,PROHIBITED,ABORT,false
271,13.550000000000058,1.0,0.0,0.0,0.0,0.0,0.05908859001977956,0.9982527428108948,0.0,0.0,0.008726646259971648,6.775000000000029,0.0,2.420669712248692e-16,false,PROHIBITED,ABORT,false
272,13.600000000000058,1.0,0.0,0.0,0.0,0.0,0.059306373575961656,0.9982398279237653,0.0,0.0,0.008726646259971648,6.800000000000029,0.0,2.482534153247273e-16,false,PROHIBITED,ABORT,false
273,13.650000000000059,1.0,0.0,0.0,0.0,0.0,0.05952415430936962,0.9982268655239421,0.0,0.0,0.008726646259971648,6.8250000000000295,0.0,2.482534153247273e-16,false,PROHIBITED,ABORT,false
274,13.70000000000006,1.0,0.0,0.0,0.0,0.0,0.05974193220963787,0.9982138556120422,0.0,0.0,0.008726646259971648,6.850000000000031,0.0,2.2898349882893854e-16,false,PROHIBITED,ABORT,false
275,13.75000000000006,1.0,0.0,0.0,0.0,0.0,0.05995970726640093,0.9982007981886849,0.0,0.0,0.008726646259971648,6.87500000000003,0.0,2.5447867175859907e-16,false,PROHIBITED,ABORT,false
276,13.800000000000061,1.0,0.0,0.0,0.0,0.0,0.060177479469293485,0.9981876932544915,0.0,0.0,0.008726646259971648,6.9000000000000306,0.0,2.5447867175859907e-16,false,PROHIBITED,ABORT,false
277,13.850000000000062,1.0,0.0,0.0,0.0,0.0,0.060395248807950344,0.9981745408100859,0.0,0.0,0.008726646259971648,6.925000000000031,0.0,2.607399605677454e-16,false,PROHIBITED,ABORT,false
278,13.900000000000063,1.0,0.0,0.0,0.0,0.0,0.06061301527200645,0.9981613408560941,0.0,0.0,0.008726646259971648,6.950000000000031,0.0,2.607399605677454e-16,false,PROHIBITED,ABORT,false
279,13.950000000000063,1.0,0.0,0.0,0.0,0.0,0.060830778851096896,0.9981480933931444,0.0,0.0,0.008726646259971648,6.9750000000000325,0.0,2.7336071744532853e-16,false,PROHIBITED,ABORT,false
280,14.000000000000064,1.0,0.0,0.0,0.0,0.0,0.06104853953485689,0.9981347984218669,0.0,0.0,0.008726646259971648,7.000000000000032,1.1102230246251565e-16,2.636779683484747e-16,false,PROHIBITED,ABORT,false
281,14.050000000000065,1.0,0.0,0.0,0.0,0.0,0.06126629731292182,0.9981214559428951,0.0,0.0,0.008726646259971648,7.025000000000032,0.0,2.797157557069881e-16,false,PROHIBITED,ABORT,false
282,14.100000000000065,1.0,0.0,0.0,0.0,0.0,0.06148405217492715,0.9981080659568636,0.0,0.0,0.008726646259971648,7.050000000000033,0.0,2.706168622523819e-16,false,PROHIBITED,ABORT,false
283,14.150000000000066,1.0,0.0,0.0,0.0,0.0,0.061701804110508546,0.9980946284644099,0.0,0.0,0.008726646259971648,7.075000000000033,0.0,2.706168622523819e-16,false,PROHIBITED,ABORT,false
284,14.200000000000067,1.0,0.0,0.0,0.0,0.0,0.06191955310930177,0.9980811434661735,0.0,0.0,0.008726646259971648,7.100000000000034,0.0,2.7755575615628914e-16,false,PROHIBITED,ABORT,false
285,14.250000000000068,1.0,0.0,0.0,0.0,0.0,0.062137299160942745,0.9980676109627963,0.0,0.0,0.008726646259971648,7.125000000000034,0.0,2.92505449144803e-16,false,PROHIBITED,ABORT,false
286,14.300000000000068,1.0,0.0,0.0,0.0,0.0,0.062355042255067515,0.9980540309549223,0.0,0.0,0.008726646259971648,7.150000000000034,0.0,2.9893669801409083e-16,false,PROHIBITED,ABORT,false
287,14.350000000000069,1.0,0.0,0.0,0.0,0.0,0.0625727823813123,0.9980404034431979,0.0,0.0,0.008726646259971648,7.175000000000034,0.0,2.8609792490763985e-16,false,PROHIBITED,ABORT,false
288,14.40000000000007,1.0,0.0,0.0,0.0,0.0,0.0627905195293134,0.9980267284282717,0.0,0.0,0.008726646259971648,7.200000000000036,0.0,2.9893669801409083e-16,false,PROHIBITED,ABORT,false
289,14.45000000000007,1.0,0.0,0.0,0.0,0.0,0.06300825368870731,0.9980130059107944,0.0,0.0,0.008726646259971648,7.225000000000036,1.1102230246251565e-16,2.914335439641036e-16,false,PROHIBITED,ABORT,false
290,14.500000000000071,1.0,0.0,0.0,0.0,0.0,0.06322598484913068,0.9979992358914197,0.0,0.0,0.008726646259971648,7.2500000000000355,0.0,3.11864493316497e-16,false,PROHIBITED,ABORT,false
291,14.550000000000072,1.0,0.0,0.0,0.0,0.0,0.06344371300022025,0.9979854183708026,0.0,0.0,0.008726646259971648,7.275000000000036,0.0,3.11864493316497e-16,false,PROHIBITED,ABORT,false
292,14.600000000000072,1.0,0.0,0.0,0.0,0.0,0.06366143813161294,0.9979715533496007,0.0,0.0,0.008726646259971648,7.300000000000035,0.0,2.9893669801409083e-16,false,PROHIBITED,ABORT,false
293,14.650000000000073,1.0,0.0,0.0,0.0,0.0,0.06387916023294579,0.9979576408284742,0.0,0.0,0.008726646259971648,7.3250000000000375,0.0,3.11864493316497e-16,false,PROHIBITED,ABORT,false
294,14.700000000000074,1.0,0.0,0.0,0.0,0.0,0.064096879293856,0.997943680808085,0.0,0.0,0.008726646259971648,7.350000000000038,0.0,3.11864493316497e-16,false,PROHIBITED,ABORT,false
295,14.750000000000075,1.0,0.0,0.0,0.0,0.0,0.06431459530398091,0.9979296732890978,0.0,0.0,0.008726646259971648,7.375000000000037,0.0,3.11864493316497e-16,false,PROHIBITED,ABORT,false
296,14.800000000000075,1.0,0.0,0.0,0.0,0.0,0.06453230825295801,0.9979156182721791,0.0,0.0,0.008726646259971648,7.400000000000038,0.0,3.6638411145107034e-16,false,PROHIBITED,ABORT,false
297,14.850000000000076,1.0,0.0,0.0,0.0,0.0,0.06475001813042491,0.9979015157579978,0.0,0.0,0.008726646259971648,7.425000000000037,1.1102230246251565e-16,3.0531133177191805e-16,false,PROHIBITED,ABORT,false
298,14.900000000000077,1.0,0.0,0.0,0.0,0.0,0.06496772492601945,0.9978873657472256,0.0,0.0,0.008726646259971648,7.450000000000039,0.0,3.11864493316497e-16,false,PROHIBITED,ABORT,false
299,14.950000000000077,1.0,0.0,0.0,0.0,0.0,0.06518542862937948,0.9978731682405356,0.0,0.0,0.008726646259971648,7.475000000000039,0.0,3.11864493316497e-16,false,PROHIBITED,ABORT,false
300,15.000000000000078,1.0,0.0,0.0,0.0,0.0,0.06540312923014312,0.9978589232386036,0.0,0.0,0.008726646259971648,7.500000000000039,0.0,3.11864493316497e-16,false,PROHIBITED,ABORT,false
301,15.050000000000079,1.0,0.0,0.0,0.0,0.0,0.06562082671794855,0.9978446307421076,0.0,0.0,0.008726646259971648,7.525000000000039,0.0,3.11864493316497e-16,false,PROHIBITED,ABORT,false
302,15.10000000000008,1.0,0.0,0.0,0.0,0.0,0.06583852108243418,0.9978302907517279,0.0,0.0,0.008726646259971648,7.550000000000039,0.0,2.914335439641036e-16,false,PROHIBITED,ABORT,false
303,15.15000000000008,1.0,0.0,0.0,0.0,0.0,0.0660562123132385,0.9978159032681472,0.0,0.0,0.008726646259971648,7.575000000000041,0.0,3.379462171739212e-16,false,PROHIBITED,ABORT,false
304,15.200000000000081,1.0,0.0,0.0,0.0,0.0,0.06627390040000018,0.9978014682920501,0.0,0.0,0.008726646259971648,7.6000000000000405,0.0,3.379462171739212e-16,false,PROHIBITED,ABORT,false
305,15.250000000000082,1.0,0.0,0.0,0.0,0.0,0.06649158533235805,0.9977869858241236,0.0,0.0,0.008726646259971648,7.625000000000041,0.0,3.2487068343022356e-16,false,PROHIBITED,ABORT,false
306,15.300000000000082,1.0,0.0,0.0,0.0,0.0,0.06670926709995105,0.9977724558650573,0.0,0.0,0.008726646259971648,7.650000000000041,0.0,3.379462171739212e-16,false,PROHIBITED,ABORT,false
307,15.350000000000083,1.0,0.0,0.0,0.0,0.0,0.06692694569241832,0.9977578784155424,0.0,0.0,0.008726646259971648,7.675000000000041,0.0,3.379462171739212e-16,false,PROHIBITED,ABORT,false
308,15.400000000000084,1.0,0.0,0.0,0.0,0.0,0.0671446210993991,0.997743253476273,0.0,0.0,0.008726646259971648,7.700000000000043,0.0,3.510833468576701e-16,false,PROHIBITED,ABORT,false
309,15.450000000000085,1.0,0.0,0.0,0.0,0.0,0.06736229331053284,0.9977285810479452,0.0,0.0,0.008726646259971648,7.725000000000042,0.0,4.002966042486721e-16,false,PROHIBITED,ABORT,false
310,15.500000000000085,1.0,0.0,0.0,0.0,0.0,0.06757996231545908,0.9977138611312572,0.0,0.0,0.008726646259971648,7.750000000000043,0.0,4.1191555942998253e-16,false,PROHIBITED,ABORT,false
311,15.550000000000086,1.0,0.0,0.0,0.0,0.0,0.06779762810381758,0.9976990937269096,0.0,0.0,0.008726646259971648,7.775000000000043,0.0,3.64275408404521e-16,false,PROHIBITED,ABORT,false
312,15.600000000000087,1.0,0.0,0.0,0.0,0.0,0.06801529066524818,0.9976842788356054,0.0,0.0,0.008726646259971648,7.8000000000000425,0.0,3.775166431889533e-16,false,PROHIBITED,ABORT,false
313,15.650000000000087,1.0,0.0,0.0,0.0,0.0,0.06823294998939093,0.9976694164580497,0.0,0.0,0.008726646259971648,7.825000000000045,0.0,3.908020529499657e-16,false,PROHIBITED,ABORT,false
314,15.700000000000088,1.0,0.0,0.0,0.0,0.0,0.06845060606588602,0.9976545065949499,0.0,0.0,0.008726646259971648,7.850000000000044,0.0,3.908020529499657e-16,false,PROHIBITED,ABORT,false
315,15.750000000000089,1.0,0.0,0.0,0.0,0.0,0.06866825888437376,0.9976395492470157,0.0,0.0,0.008726646259971648,7.875000000000044,0.0,3.7470027081099033e-16,false,PROHIBITED,ABORT,false
316,15.80000000000009,1.0,0.0,0.0,0.0,0.0,0.06888590843449469,0.997624544414959,0.0,0.0,0.008726646259971648,7.900000000000045,0.0,3.7470027081099033e-16,false,PROHIBITED,ABORT,false
317,15.85000000000009,1.0,0.0,0.0,0.0,0.0,0.06910355470588941,0.9976094920994939,0.0,0.0,0.008726646259971648,7.925000000000044,0.0,3.7470027081099033e-16,false,PROHIBITED,ABORT,false
318,15.900000000000091,1.0,0.0,0.0,0.0,0.0,0.06932119768819876,0.997594392301337,0.0,0.0,0.008726646259971648,7.950000000000046,0.0,4.041272810440265e-16,false,PROHIBITED,ABORT,false
319,15.950000000000092,1.0,0.0,0.0,0.0,0.0,0.06953883737106369,0.9975792450212068,0.0,0.0,0.008726646259971648,7.975000000000046,0.0,4.041272810440265e-16,false,PROHIBITED,ABORT,false
320,16.000000000000092,1.0,0.0,0.0,0.0,0.0,0.06975647374412532,0.9975640502598243,0.0,0.0,0.008726646259971648,8.000000000000046,0.0,4.041272810440265e-16,false,PROHIBITED,ABORT,false
321,16.050000000000093,1.0,0.0,0.0,0.0,0.0,0.06997410679702491,0.9975488080179128,0.0,0.0,0.008726646259971648,8.025000000000047,0.0,4.041272810440265e-16,false,PROHIBITED,ABORT,false
322,16.100000000000094,1.0,0.0,0.0,0.0,0.0,0.07019173651940393,0.9975335182961977,0.0,0.0,0.008726646259971648,8.050000000000047,0.0,3.908020529499657e-16,false,PROHIBITED,ABORT,false
323,16.150000000000095,1.0,0.0,0.0,0.0,0.0,0.07040936290090394,0.9975181810954069,0.0,0.0,0.008726646259971648,8.075000000000047,0.0,4.041272810440265e-16,false,PROHIBITED,ABORT,false
324,16.200000000000095,1.0,0.0,0.0,0.0,0.0,0.0706269859311667,0.9975027964162702,0.0,0.0,0.008726646259971648,8.100000000000048,0.0,4.041272810440265e-16,false,PROHIBITED,ABORT,false
325,16.250000000000096,1.0,0.0,0.0,0.0,0.0,0.07084460559983413,0.9974873642595199,0.0,0.0,0.008726646259971648,8.125000000000048,0.0,4.1748851477261605e-16,false,PROHIBITED,ABORT,false
326,16.300000000000097,1.0,0.0,0.0,0.0,0.0,0.07106222189654829,0.9974718846258905,0.0,0.0,0.008726646259971648,8.150000000000048,0.0,4.1748851477261605e-16,false,PROHIBITED,ABORT,false
327,16.350000000000097,1.0,0.0,0.0,0.0,0.0,0.07127983481095142,0.9974563575161188,0.0,0.0,0.008726646259971648,8.175000000000049,0.0,4.163336342344337e-16,false,PROHIBITED,ABORT,false
328,16.400000000000098,1.0,0.0,0.0,0.0,0.0,0.07149744433268591,0.997440782930944,0.0,0.0,0.008726646259971648,8.200000000000049,0.0,4.440892098500626e-16,false,PROHIBITED,ABORT,false
329,16.4500000000001,1.0,0.0,0.0,0.0,0.0,0.07171505045139434,0.9974251608711072,0.0,0.0,0.008726646259971648,8.22500000000005,0.0,4.443059973708341e-16,false,PROHIBITED,ABORT,false
330,16.5000000000001,1.0,0.0,0.0,0.0,0.0,0.0719326531567194,0.997409491337352,0.0,0.0,0.008726646259971648,8.25000000000005,0.0,4.443059973708341e-16,false,PROHIBITED,ABORT,false
331,16.5500000000001,1.0,0.0,0.0,0.0,0.0,0.07215025243830396,0.9973937743304241,0.0,0.0,0.008726646259971648,8.27500000000005,1.1102230246251565e-16,4.3021142204224816e-16,false,PROHIBITED,ABORT,false
332,16.6000000000001,1.0,0.0,0.0,0.0,0.0,0.07236784828579108,0.9973780098510718,0.0,0.0,0.008726646259971648,8.30000000000005,0.0,4.3021142204224816e-16,false,PROHIBITED,ABORT,false
333,16.6500000000001,1.0,0.0,0.0,0.0,0.0,0.07258544068882396,0.9973621979000453,0.0,0.0,0.008726646259971648,8.32500000000005,0.0,4.579669976578771e-16,false,PROHIBITED,ABORT,false
334,16.700000000000102,1.0,0.0,0.0,0.0,0.0,0.07280302963704596,0.9973463384780973,0.0,0.0,0.008726646259971648,8.350000000000051,0.0,4.579669976578771e-16,false,PROHIBITED,ABORT,false
335,16.750000000000103,1.0,0.0,0.0,0.0,0.0,0.07302061512010063,0.9973304315859826,0.0,0.0,0.008726646259971648,8.375000000000052,0.0,4.712321323804737e-16,false,PROHIBITED,ABORT,false
336,16.800000000000104,1.0,0.0,0.0,0.0,0.0,0.07323819712763167,0.9973144772244582,0.0,0.0,0.008726646259971648,8.400000000000052,0.0,4.712321323804737e-16,false,PROHIBITED,ABORT,false
337,16.850000000000104,1.0,0.0,0.0,0.0,0.0,0.07345577564928293,0.9972984753942835,0.0,0.0,0.008726646259971648,8.425000000000052,0.0,4.847302891456678e-16,false,PROHIBITED,ABORT,false
338,16.900000000000105,1.0,0.0,0.0,0.0,0.0,0.07367335067469845,0.9972824260962203,0.0,0.0,0.008726646259971648,8.450000000000053,0.0,4.982493048981751e-16,false,PROHIBITED,ABORT,false
339,16.950000000000106,1.0,0.0,0.0,0.0,0.0,0.07389092219352242,0.9972663293310323,0.0,0.0,0.008726646259971648,8.475000000000053,0.0,4.982493048981751e-16,false,PROHIBITED,ABORT,false
340,17.000000000000107,1.0,0.0,0.0,0.0,0.0,0.07410849019539921,0.9972501850994857,0.0,0.0,0.008726646259971648,8.500000000000053,0.0,4.982493048981751e-16,false,PROHIBITED,ABORT,false
341,17.050000000000107,1.0,0.0,0.0,0.0,0.0,0.07432605466997336,0.997233993402349,0.0,0.0,0.008726646259971648,8.525000000000054,0.0,4.982493048981751e-16,false,PROHIBITED,ABORT,false
342,17.100000000000108,1.0,0.0,0.0,0.0,0.0,0.07454361560688955,0.9972177542403928,0.0,0.0,0.008726646259971648,8.550000000000054,0.0,4.847302891456678e-16,false,PROHIBITED,ABORT,false
343,17.15000000000011,1.0,0.0,0.0,0.0,0.0,0.07476117299579264,0.9972014676143901,0.0,0.0,0.008726646259971648,8.575000000000054,0.0,5.340694943204953e-16,false,PROHIBITED,ABORT,false
344,17.20000000000011,1.0,0.0,0.0,0.0,0.0,0.07497872682632768,0.9971851335251157,0.0,0.0,0.008726646259971648,8.600000000000055,1.1102230246251565e-16,4.996003610813204e-16,false,PROHIBITED,ABORT,false
345,17.25000000000011,1.0,0.0,0.0,0.0,0.0,0.07519627708813988,0.9971687519733476,0.0,0.0,0.008726646259971648,8.625000000000055,0.0,4.996003610813204e-16,false,PROHIBITED,ABORT,false
346,17.30000000000011,1.0,0.0,0.0,0.0,0.0,0.07541382377087462,0.9971523229598653,0.0,0.0,0.008726646259971648,8.650000000000055,0.0,4.982493048981751e-16,false,PROHIBITED,ABORT,false
347,17.35000000000011,1.0,0.0,0.0,0.0,0.0,0.07563136686417743,0.9971358464854507,0.0,0.0,0.008726646259971648,8.675000000000056,0.0,4.982493048981751e-16,false,PROHIBITED,ABORT,false
348,17.400000000000112,1.0,0.0,0.0,0.0,0.0,0.07584890635769402,0.9971193225508881,0.0,0.0,0.008726646259971648,8.700000000000056,0.0,5.117875266520903e-16,false,PROHIBITED,ABORT,false
349,17.450000000000113,1.0,0.0,0.0,0.0,0.0,0.07606644224107027,0.9971027511569637,0.0,0.0,0.008726646259971648,8.725000000000056,1.1102230246251565e-16,5.134781488891349e-16,false,PROHIBITED,ABORT,false
350,17.500000000000114,1.0,0.0,0.0,0.0,0.0,0.07628397450395229,0.9970861323044666,0.0,0.0,0.008726646259971648,8.750000000000057,0.0,5.134781488891349e-16,false,PROHIBITED,ABORT,false
351,17.550000000000114,1.0,0.0,0.0,0.0,0.0,0.07650150313598628,0.9970694659941878,0.0,0.0,0.008726646259971648,8.775000000000057,0.0,5.117875266520903e-16,false,PROHIBITED,ABORT,false
352,17.600000000000115,1.0,0.0,0.0,0.0,0.0,0.07671902812681863,0.9970527522269202,0.0,0.0,0.008726646259971648,8.800000000000058,0.0,4.996003610813204e-16,false,PROHIBITED,ABORT,false
353,17.650000000000116,1.0,0.0,0.0,0.0,0.0,0.07693654946609593,0.9970359910034597,0.0,0.0,0.008726646259971648,8.825000000000058,0.0,5.389157964038493e-16,false,PROHIBITED,ABORT,false
354,17.700000000000117,1.0,0.0,0.0,0.0,0.0,0.07715406714346494,0.9970191823246038,0.0,0.0,0.008726646259971648,8.850000000000058,0.0,5.273559366969494e-16,false,PROHIBITED,ABORT,false
355,17.750000000000117,1.0,0.0,0.0,0.0,0.0,0.0773715811485726,0.9970023261911528,0.0,0.0,0.008726646259971648,8.875000000000059,0.0,5.134781488891349e-16,false,PROHIBITED,ABORT,false
356,17.800000000000118,1.0,0.0,0.0,0.0,0.0,0.07758909147106596,0.9969854226039088,0.0,0.0,0.008726646259971648,8.900000000000059,0.0,5.273559366969494e-16,false,PROHIBITED,ABORT,false
357,17.85000000000012,1.0,0.0,0.0,0.0,0.0,0.07780659810059234,0.9969684715636763,0.0,0.0,0.008726646259971648,8.92500000000006,0.0,5.273559366969494e-16,false,PROHIBITED,ABORT,false
358,17.90000000000012,1.0,0.0,0.0,0.0,0.0,0.07802410102679919,0.9969514730712623,0.0,0.0,0.008726646259971648,8.95000000000006,0.0,5.412337245047638e-16,false,PROHIBITED,ABORT,false
359,17.95000000000012,1.0,0.0,0.0,0.0,0.0,0.0782416002393341,0.9969344271274757,0.0,0.0,0.008726646259971648,8.97500000000006,0.0,5.412337245047638e-16,false,PROHIBITED,ABORT,false
360,18.00000000000012,1.0,0.0,0.0,0.0,0.0,0.07845909572784492,0.996917333733128,0.0,0.0,0.008726646259971648,9.00000000000006,0.0,5.551115123125783e-16,false,PROHIBITED,ABORT,false
361,18.05000000000012,1.0,0.0,0.0,0.0,0.0,0.07867658748197963,0.9969001928890326,0.0,0.0,0.008726646259971648,9.02500000000006,0.0,5.389157964038493e-16,false,PROHIBITED,ABORT,false
362,18.100000000000122,1.0,0.0,0.0,0.0,0.0,0.07889407549138636,0.9968830045960055,0.0,0.0,0.008726646259971648,9.050000000000063,0.0,5.525032997054197e-16,false,PROHIBITED,ABORT,false
363,18.150000000000123,1.0,0.0,0.0,0.0,0.0,0.07911155974571345,0.9968657688548648,0.0,0.0,0.008726646259971648,9.075000000000061,0.0,5.978733960281817e-16,false,PROHIBITED,ABORT,false
364,18.200000000000124,1.0,0.0,0.0,0.0,0.0,0.07932904023460942,0.9968484856664305,0.0,0.0,0.008726646259971648,9.100000000000062,1.1102230246251565e-16,5.689893001203927e-16,false,PROHIBITED,ABORT,false
365,18.250000000000124,1.0,0.0,0.0,0.0,0.0,0.07954651694772301,0.9968311550315258,0.0,0.0,0.008726646259971648,9.125000000000062,0.0,5.661048867003676e-16,false,PROHIBITED,ABORT,false
366,18.300000000000125,1.0,0.0,0.0,0.0,0.0,0.07976398987470304,0.9968137769509751,0.0,0.0,0.008726646259971648,9.150000000000063,0.0,5.689893001203927e-16,false,PROHIBITED,ABORT,false
367,18.350000000000126,1.0,0.0,0.0,0.0,0.0,0.0799814590051986,0.9967963514256059,0.0,0.0,0.008726646259971648,9.175000000000065,0.0,5.797195660796456e-16,false,PROHIBITED,ABORT,false
368,18.400000000000126,1.0,0.0,0.0,0.0,0.0,0.08019892432885889,0.9967788784562471,0.0,0.0,0.008726646259971648,9.200000000000063,1.1102230246251565e-16,5.828670879282072e-16,false,PROHIBITED,ABORT,false
369,18.450000000000127,1.0,0.0,0.0,0.0,0.0,0.08041638583533339,0.996761358043731,0.0,0.0,0.008726646259971648,9.225000000000064,0.0,5.661048867003676e-16,false,PROHIBITED,ABORT,false
370,18.500000000000128,1.0,0.0,0.0,0.0,0.0,0.08063384351427162,0.9967437901888909,0.0,0.0,0.008726646259971648,9.250000000000064,1.1102230246251565e-16,5.828670879282072e-16,false,PROHIBITED,ABORT,false
371,18.55000000000013,1.0,0.0,0.0,0.0,0.0,0.08085129735532344,0.9967261748925635,0.0,0.0,0.008726646259971648,9.275000000000064,0.0,5.797195660796456e-16,false,PROHIBITED,ABORT,false
372,18.60000000000013,1.0,0.0,0.0,0.0,0.0,0.08106874734813876,0.9967085121555869,0.0,0.0,0.008726646259971648,9.300000000000066,0.0,5.689893001203927e-16,false,PROHIBITED,ABORT,false
373,18.65000000000013,1.0,0.0,0.0,0.0,0.0,0.08128619348236776,0.9966908019788019,0.0,0.0,0.008726646259971648,9.325000000000065,0.0,5.661048867003676e-16,false,PROHIBITED,ABORT,false
374,18.70000000000013,1.0,0.0,0.0,0.0,0.0,0.08150363574766074,0.9966730443630514,0.0,0.0,0.008726646259971648,9.350000000000065,0.0,5.978733960281817e-16,false,PROHIBITED,ABORT,false
