object_id,category,motion_class,active_when,frame_registration_present,frame_relationship_bound,operational_asset_ready,registration_runtime_pose_bound,accepted_urdf_q_domain_available,design_candidate_bound_emitted,preexisting_system_certificate_observed,batch_system_certificate_emitted,batch_system_motion_authority_credit,system_certificate_eligible_in_this_batch,readiness,blockers,disposition
R::RC-CHN-BUS-FT-WALL-A,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CHN-BUS-FT-WALL-B,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CHN-E210-LINK-00,R,J3_HIDDEN_TRANSLATION,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CHN-E210-LINK-01,R,J3_HIDDEN_TRANSLATION,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CHN-E210-LINK-02,R,J3_HIDDEN_TRANSLATION,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CHN-E210-LINK-03,R,J3_HIDDEN_TRANSLATION,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CHN-E210-LINK-04,R,J3_HIDDEN_TRANSLATION,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CHN-E210-LINK-05,R,J3_HIDDEN_TRANSLATION,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CHN-L2-BASE,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CHN-L2-LINER,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CHN-L2-WALL-A,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CHN-L2-WALL-B,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CHN-L3-BASE,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CHN-L3-LINER,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CHN-L3-WALL-A,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CHN-L3-WALL-B,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CLP-BUS-HN01,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CLP-BUS-HN02,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CLP-BUS-HN03,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CLP-BUS-RISER,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CLP-J1-MOV,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CLP-J1-RELIEF-A1,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CLP-J1-RELIEF-A2,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CLP-J1-RELIEF-B1,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CLP-J2-FIX,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CLP-J2-MOV,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CLP-J3-HOST-BOUNDARY,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CLP-J3-MOV,R,J3_HIDDEN_TRANSLATION,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CLP-J4-ANN-ENTRY,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CLP-J4-B,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CLP-J4-FIX,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CLP-J4-FOLLOWER,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CLP-J5-FIX,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CLP-J5-MOV,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CLP-J6-FIX,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CLP-J6-MOV,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CLP-L1-01,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CLP-L2-01,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CLP-L2-02,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CLP-L3-01,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CLP-L3-02,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CLP-L4-01,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CONN-WR-D1,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-CONN-WR-P1,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-GDE-J1-ANNULUS-LOW,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-GDE-J1-ANNULUS-UP,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-GDE-J1-ANNULUS-WALL,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
