document,object_name,object_type,label,source_path,shape_file
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_BRK_J4_ANN_SUPPORT_UPPER_SADDLE,Part::Feature,RC-BRK-J4-ANN-SUPPORT-UPPER-SADDLE,,RC_BRK_J4_ANN_SUPPORT_UPPER_SADDLE.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_BRK_J4_ANN_SUPPORT_MID_ARM,Part::Feature,RC-BRK-J4-ANN-SUPPORT-MID-ARM,,RC_BRK_J4_ANN_SUPPORT_MID_ARM.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_BRK_J4_ANN_SUPPORT_MID_POST,Part::Feature,RC-BRK-J4-ANN-SUPPORT-MID-POST,,RC_BRK_J4_ANN_SUPPORT_MID_POST.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_BRK_J4_ANN_SUPPORT_MID_SADDLE,Part::Feature,RC-BRK-J4-ANN-SUPPORT-MID-SADDLE,,RC_BRK_J4_ANN_SUPPORT_MID_SADDLE.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_BRK_J4_ANN_SUPPORT_LOWER_ARM,Part::Feature,RC-BRK-J4-ANN-SUPPORT-LOWER-ARM,,RC_BRK_J4_ANN_SUPPORT_LOWER_ARM.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_BRK_J4_ANN_SUPPORT_LOWER_POST,Part::Feature,RC-BRK-J4-ANN-SUPPORT-LOWER-POST,,RC_BRK_J4_ANN_SUPPORT_LOWER_POST.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_BRK_J4_ANN_SUPPORT_LOWER_SADDLE,Part::Feature,RC-BRK-J4-ANN-SUPPORT-LOWER-SADDLE,,RC_BRK_J4_ANN_SUPPORT_LOWER_SADDLE.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CAR_J4_FOLLOWER_TROLLEY,Part::Feature,RC-CAR-J4-FOLLOWER-TROLLEY,,RC_CAR_J4_FOLLOWER_TROLLEY.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CLP_J4_FOLLOWER,Part::Feature,RC-CLP-J4-FOLLOWER,,RC_CLP_J4_FOLLOWER.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CLP_L4_01,Part::Feature,RC-CLP-L4-01,,RC_CLP_L4_01.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_GDE_J5_HIGH_BYPASS,Part::Feature,RC-GDE-J5-HIGH-BYPASS,,RC_GDE_J5_HIGH_BYPASS.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_GDE_J5_HIGH_BYPASS_LINER,Part::Feature,RC-GDE-J5-HIGH-BYPASS-LINER,,RC_GDE_J5_HIGH_BYPASS_LINER.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_GSP_L4_HIGH_E1,Part::Feature,RC-GSP-L4-HIGH-E1,,RC_GSP_L4_HIGH_E1.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_GSP_L4_HIGH_E2,Part::Feature,RC-GSP-L4-HIGH-E2,,RC_GSP_L4_HIGH_E2.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CLP_J5_FIX,Part::Feature,RC-CLP-J5-FIX,,RC_CLP_J5_FIX.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_GDE_J5_WRAP,Part::Feature,RC-GDE-J5-WRAP,,RC_GDE_J5_WRAP.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_GDE_J5_WRAP_LINER,Part::Feature,RC-GDE-J5-WRAP-LINER,,RC_GDE_J5_WRAP_LINER.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CLP_J5_MOV,Part::Feature,RC-CLP-J5-MOV,,RC_CLP_J5_MOV.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_GDE_J5_HIGH_RETURN,Part::Feature,RC-GDE-J5-HIGH-RETURN,,RC_GDE_J5_HIGH_RETURN.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_GDE_J5_HIGH_RETURN_LINER,Part::Feature,RC-GDE-J5-HIGH-RETURN-LINER,,RC_GDE_J5_HIGH_RETURN_LINER.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_GSP_J5_HIGH_W2,Part::Feature,RC-GSP-J5-HIGH-W2,,RC_GSP_J5_HIGH_W2.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_GSP_J5_HIGH_W3,Part::Feature,RC-GSP-J5-HIGH-W3,,RC_GSP_J5_HIGH_W3.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_GSP_J5_HIGH_A6,Part::Feature,RC-GSP-J5-HIGH-A6,,RC_GSP_J5_HIGH_A6.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_GDE_J6_RING_0,Part::Feature,RC-GDE-J6-RING-0,,RC_GDE_J6_RING_0.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_GDE_J6_RING_1,Part::Feature,RC-GDE-J6-RING-1,,RC_GDE_J6_RING_1.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_GDE_J6_RING_2,Part::Feature,RC-GDE-J6-RING-2,,RC_GDE_J6_RING_2.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_GDE_J6_RING_3,Part::Feature,RC-GDE-J6-RING-3,,RC_GDE_J6_RING_3.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_BRK_J6_GUIDE_A,Part::Feature,RC-BRK-J6-GUIDE-A,,RC_BRK_J6_GUIDE_A.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_BRK_J6_GUIDE_B,Part::Feature,RC-BRK-J6-GUIDE-B,,RC_BRK_J6_GUIDE_B.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CLP_J6_FIX,Part::Feature,RC-CLP-J6-FIX,,RC_CLP_J6_FIX.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CLP_J6_MOV,Part::Feature,RC-CLP-J6-MOV,,RC_CLP_J6_MOV.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_SR_WRIST,Part::Feature,RC-SR-WRIST,,RC_SR_WRIST.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_SR_WRIST_BOOT,Part::Feature,RC-SR-WRIST-BOOT,,RC_SR_WRIST_BOOT.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_PLT_WRIST_SPLIT,Part::Feature,RC-PLT-WRIST-SPLIT,,RC_PLT_WRIST_SPLIT.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CONN_WR_D1,Part::Feature,RC-CONN-WR-D1,,RC_CONN_WR_D1.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CONN_WR_P1,Part::Feature,RC-CONN-WR-P1,,RC_CONN_WR_P1.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,REF_FROZEN_B601,App::DocumentObjectGroup,REF_FROZEN_B601,,
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,REF_base_link,Mesh::Feature,"REF_FROZEN_base_link (read-only reference, not exported)",,
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,REF_link1,Mesh::Feature,"REF_FROZEN_link1 (read-only reference, not exported)",,
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,REF_link2,Mesh::Feature,"REF_FROZEN_link2 (read-only reference, not exported)",,
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,REF_link3,Mesh::Feature,"REF_FROZEN_link3 (read-only reference, not exported)",,
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,REF_link4,Mesh::Feature,"REF_FROZEN_link4 (read-only reference, not exported)",,
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,REF_link5,Mesh::Feature,"REF_FROZEN_link5 (read-only reference, not exported)",,
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,REF_link6,Mesh::Feature,"REF_FROZEN_link6 (read-only reference, not exported)",,
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\CA_A_R1_INTERNAL_STRUCTURE_V2.FCStd,deck_front_mission,Part::Feature,deck_front_mission,,deck_front_mission.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\CA_A_R1_INTERNAL_STRUCTURE_V2.FCStd,deck_front_mission_rib_n,Part::Feature,deck_front_mission_rib_n,,deck_front_mission_rib_n.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\CA_A_R1_INTERNAL_STRUCTURE_V2.FCStd,deck_front_mission_rib_p,Part::Feature,deck_front_mission_rib_p,,deck_front_mission_rib_p.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\CA_A_R1_INTERNAL_STRUCTURE_V2.FCStd,deck_mid_avionics,Part::Feature,deck_mid_avionics,,deck_mid_avionics.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\CA_A_R1_INTERNAL_STRUCTURE_V2.FCStd,deck_mid_avionics_rib_n,Part::Feature,deck_mid_avionics_rib_n,,deck_mid_avionics_rib_n.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\CA_A_R1_INTERNAL_STRUCTURE_V2.FCStd,deck_mid_avionics_rib_p,Part::Feature,deck_mid_avionics_rib_p,,deck_mid_avionics_rib_p.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\CA_A_R1_INTERNAL_STRUCTURE_V2.FCStd,deck_rear_service,Part::Feature,deck_rear_service,,deck_rear_service.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\CA_A_R1_INTERNAL_STRUCTURE_V2.FCStd,deck_rear_service_rib_n,Part::Feature,deck_rear_service_rib_n,,deck_rear_service_rib_n.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\CA_A_R1_INTERNAL_STRUCTURE_V2.FCStd,deck_rear_service_rib_p,Part::Feature,deck_rear_service_rib_p,,deck_rear_service_rib_p.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\CA_A_R1_INTERNAL_STRUCTURE_V2.FCStd,stack_rail__48__45,Part::Feature,stack_rail__48__45,,stack_rail__48__45.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\CA_A_R1_INTERNAL_STRUCTURE_V2.FCStd,stack_rail__48__001,Part::Feature,stack_rail__48__001,,stack_rail__48__001.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\CA_A_R1_INTERNAL_STRUCTURE_V2.FCStd,stack_rail__48__002,Part::Feature,stack_rail__48__002,,stack_rail__48__002.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\CA_A_R1_INTERNAL_STRUCTURE_V2.FCStd,stack_rail__48__003,Part::Feature,stack_rail__48__003,,stack_rail__48__003.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\CA_A_R1_INTERNAL_STRUCTURE_V2.FCStd,stack_endplate__52,Part::Feature,stack_endplate__52,,stack_endplate__52.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\CA_A_R1_INTERNAL_STRUCTURE_V2.FCStd,stack_endplate__001,Part::Feature,stack_endplate__001,,stack_endplate__001.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\CA_A_R1_INTERNAL_STRUCTURE_V2.FCStd,arm_base_backer,Part::Feature,arm_base_backer,,arm_base_backer.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\CA_A_R1_INTERNAL_STRUCTURE_V2.FCStd,arm_base_gusset__70__70,Part::Feature,arm_base_gusset__70__70,,arm_base_gusset__70__70.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\CA_A_R1_INTERNAL_STRUCTURE_V2.FCStd,arm_base_gusset__70__001,Part::Feature,arm_base_gusset__70__001,,arm_base_gusset__70__001.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\CA_A_R1_INTERNAL_STRUCTURE_V2.FCStd,arm_base_gusset__70__002,Part::Feature,arm_base_gusset__70__002,,arm_base_gusset__70__002.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\CA_A_R1_INTERNAL_STRUCTURE_V2.FCStd,arm_base_gusset__70__003,Part::Feature,arm_base_gusset__70__003,,arm_base_gusset__70__003.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\CA_A_R1_INTERNAL_STRUCTURE_V2.FCStd,panel_root_bracket_n,Part::Feature,panel_root_bracket_n,,panel_root_bracket_n.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\CA_A_R1_INTERNAL_STRUCTURE_V2.FCStd,panel_root_bracket_p,Part::Feature,panel_root_bracket_p,,panel_root_bracket_p.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\CA_A_R1_INTERNAL_STRUCTURE_V2.FCStd,adapter_0_n_n,Part::Feature,adapter_0_n_n,,adapter_0_n_n.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\CA_A_R1_INTERNAL_STRUCTURE_V2.FCStd,adapter_0_p_n,Part::Feature,adapter_0_p_n,,adapter_0_p_n.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\CA_A_R1_INTERNAL_STRUCTURE_V2.FCStd,adapter_0_n_p,Part::Feature,adapter_0_n_p,,adapter_0_n_p.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\CA_A_R1_INTERNAL_STRUCTURE_V2.FCStd,adapter_0_p_p,Part::Feature,adapter_0_p_p,,adapter_0_p_p.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\CA_A_R1_INTERNAL_STRUCTURE_V2.FCStd,adapter_1_n_n,Part::Feature,adapter_1_n_n,,adapter_1_n_n.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\CA_A_R1_INTERNAL_STRUCTURE_V2.FCStd,adapter_1_p_n,Part::Feature,adapter_1_p_n,,adapter_1_p_n.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\CA_A_R1_INTERNAL_STRUCTURE_V2.FCStd,adapter_1_n_p,Part::Feature,adapter_1_n_p,,adapter_1_n_p.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\CA_A_R1_INTERNAL_STRUCTURE_V2.FCStd,adapter_1_p_p,Part::Feature,adapter_1_p_p,,adapter_1_p_p.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\CA_A_R1_INTERNAL_STRUCTURE_V2.FCStd,battery_plate,Part::Feature,battery_plate,,battery_plate.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\CA_A_R1_INTERNAL_STRUCTURE_V2.FCStd,rw_cluster_bracket,Part::Feature,rw_cluster_bracket,,rw_cluster_bracket.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE001,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE001,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE001.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE002,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE002,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE002.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE003,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE003,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE003.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE004,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE004,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE004.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE005,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE005,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE005.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE006,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE006,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE006.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE007,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE007,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE007.Shape.brp
