t_s,q2_deg,q3_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,base_dev_angle_deg,base_pos_x_m,base_pos_y_m,base_pos_z_m,Hbm_qdot_lin_kgmps,Hbm_qdot_ang_kgm2ps
4.0400,30.56246,-20.37498,0.011051,8.462325,-0.002051,8.462333,-0.0017900,0.0000044,0.0007281,0.1496930,0.0877897
4.0600,30.84362,-20.56242,0.011189,8.556644,-0.002049,8.556651,-0.0017705,0.0000045,0.0007291,0.1502931,0.0879683
4.0800,31.12470,-20.74980,0.011327,8.651163,-0.002047,8.651171,-0.0017502,0.0000045,0.0007301,0.1508779,0.0881345
4.1000,31.40566,-20.93711,0.011466,8.745871,-0.002044,8.745879,-0.0017291,0.0000046,0.0007310,0.1514472,0.0882881
4.1200,31.68649,-21.12433,0.011605,8.840756,-0.002040,8.840764,-0.0017072,0.0000046,0.0007319,0.1520007,0.0884291
4.1400,31.96714,-21.31143,0.011745,8.935806,-0.002036,8.935814,-0.0016846,0.0000047,0.0007328,0.1525382,0.0885574
4.1600,32.24760,-21.49840,0.011885,9.031010,-0.002031,9.031018,-0.0016612,0.0000047,0.0007337,0.1530593,0.0886730
4.1800,32.52783,-21.68522,0.012026,9.126354,-0.002026,9.126363,-0.0016370,0.0000047,0.0007345,0.1535640,0.0887758
4.2000,32.80782,-21.87188,0.012167,9.221828,-0.002021,9.221836,-0.0016120,0.0000048,0.0007353,0.1540518,0.0888657
4.2200,33.08752,-22.05834,0.012309,9.317419,-0.002014,9.317427,-0.0015863,0.0000048,0.0007361,0.1545226,0.0889427
4.2400,33.36691,-22.24461,0.012451,9.413114,-0.002008,9.413123,-0.0015598,0.0000049,0.0007369,0.1549762,0.0890068
4.2600,33.64596,-22.43064,0.012593,9.508902,-0.002001,9.508911,-0.0015326,0.0000049,0.0007377,0.1554122,0.0890579
4.2800,33.92466,-22.61644,0.012736,9.604770,-0.001993,9.604779,-0.0015045,0.0000050,0.0007385,0.1558305,0.0890960
4.3000,34.20296,-22.80197,0.012879,9.700706,-0.001985,9.700715,-0.0014758,0.0000050,0.0007392,0.1562309,0.0891210
4.3200,34.48084,-22.98722,0.013022,9.796698,-0.001976,9.796707,-0.0014462,0.0000051,0.0007400,0.1566131,0.0891330
4.3400,34.75827,-23.17218,0.013166,9.892732,-0.001967,9.892741,-0.0014160,0.0000051,0.0007408,0.1569769,0.0891319
4.3600,35.03523,-23.35682,0.013310,9.988797,-0.001958,9.988806,-0.0013849,0.0000051,0.0007415,0.1573221,0.0891178
4.3800,35.31169,-23.54112,0.013454,10.084880,-0.001947,10.084889,-0.0013532,0.0000052,0.0007423,0.1576484,0.0890905
4.4000,35.58761,-23.72508,0.013598,10.180968,-0.001937,10.180977,-0.0013207,0.0000052,0.0007430,0.1579558,0.0890502
4.4200,35.86298,-23.90866,0.013743,10.277049,-0.001926,10.277058,-0.0012875,0.0000053,0.0007438,0.1582439,0.0889968
4.4400,36.13777,-24.09185,0.013887,10.373110,-0.001914,10.373120,-0.0012536,0.0000053,0.0007446,0.1585126,0.0889304
4.4600,36.41194,-24.27463,0.014032,10.469139,-0.001902,10.469149,-0.0012189,0.0000054,0.0007453,0.1587617,0.0888509
4.4800,36.68548,-24.45699,0.014177,10.565123,-0.001890,10.565133,-0.0011836,0.0000054,0.0007461,0.1589910,0.0887584
4.5000,36.95835,-24.63890,0.014322,10.661050,-0.001876,10.661060,-0.0011476,0.0000054,0.0007469,0.1592003,0.0886529
4.5200,37.23053,-24.82035,0.014467,10.756906,-0.001863,10.756916,-0.0011108,0.0000055,0.0007477,0.1593895,0.0885345
4.5400,37.50199,-25.00133,0.014613,10.852680,-0.001849,10.852690,-0.0010734,0.0000055,0.0007485,0.1595583,0.0884032
4.5600,37.77271,-25.18180,0.014758,10.948358,-0.001834,10.948368,-0.0010353,0.0000056,0.0007494,0.1597067,0.0882590
4.5800,38.04265,-25.36177,0.014903,11.043928,-0.001820,11.043939,-0.0009966,0.0000056,0.0007502,0.1598344,0.0881020
4.6000,38.31179,-25.54119,0.015049,11.139378,-0.001804,11.139388,-0.0009572,0.0000057,0.0007511,0.1599413,0.0879323
4.6200,38.58011,-25.72007,0.015194,11.234694,-0.001788,11.234705,-0.0009171,0.0000057,0.0007520,0.1600273,0.0877499
4.6400,38.84758,-25.89839,0.015339,11.329865,-0.001772,11.329876,-0.0008764,0.0000057,0.0007530,0.1600921,0.0875548
4.6600,39.11417,-26.07611,0.015485,11.424877,-0.001755,11.424888,-0.0008351,0.0000058,0.0007539,0.1601358,0.0873472
4.6800,39.37986,-26.25324,0.015630,11.519719,-0.001738,11.519730,-0.0007932,0.0000058,0.0007549,0.1601580,0.0871271
4.7000,39.64462,-26.42975,0.015775,11.614377,-0.001721,11.614389,-0.0007507,0.0000059,0.0007559,0.1601588,0.0868947
4.7200,39.90843,-26.60562,0.015920,11.708840,-0.001702,11.708851,-0.0007075,0.0000059,0.0007569,0.1601380,0.0866499
4.7400,40.17125,-26.78083,0.016065,11.803095,-0.001684,11.803106,-0.0006638,0.0000060,0.0007580,0.1600955,0.0863929
4.7600,40.43307,-26.95538,0.016210,11.897129,-0.001665,11.897140,-0.0006196,0.0000060,0.0007590,0.1600312,0.0861238
4.7800,40.69386,-27.12924,0.016354,11.990930,-0.001646,11.990942,-0.0005747,0.0000060,0.0007602,0.1599450,0.0858426
4.8000,40.95360,-27.30240,0.016498,12.084487,-0.001626,12.084498,-0.0005293,0.0000061,0.0007613,0.1598367,0.0855496
4.8200,41.21226,-27.47484,0.016642,12.177786,-0.001606,12.177797,-0.0004834,0.0000061,0.0007625,0.1597064,0.0852447
4.8400,41.46981,-27.64654,0.016786,12.270815,-0.001586,12.270827,-0.0004370,0.0000062,0.0007637,0.1595539,0.0849281
4.8600,41.72623,-27.81749,0.016930,12.363563,-0.001565,12.363575,-0.0003900,0.0000062,0.0007650,0.1593792,0.0845999
4.8800,41.98150,-27.98767,0.017073,12.456018,-0.001544,12.456030,-0.0003426,0.0000062,0.0007663,0.1591821,0.0842602
4.9000,42.23559,-28.15706,0.017216,12.548167,-0.001522,12.548179,-0.0002946,0.0000063,0.0007676,0.1589627,0.0839092
4.9200,42.48848,-28.32565,0.017359,12.639999,-0.001500,12.640011,-0.0002462,0.0000063,0.0007690,0.1587209,0.0835470
4.9400,42.74014,-28.49343,0.017501,12.731501,-0.001478,12.731514,-0.0001973,0.0000064,0.0007704,0.1584567,0.0831737
4.9600,42.99056,-28.66037,0.017643,12.822663,-0.001455,12.822676,-0.0001480,0.0000064,0.0007719,0.1581699,0.0827895
4.9800,43.23970,-28.82647,0.017784,12.913472,-0.001432,12.913485,-0.0000983,0.0000064,0.0007734,0.1578607,0.0823944
5.0000,43.48755,-28.99170,0.017925,13.003917,-0.001409,13.003930,-0.0000482,0.0000065,0.0007749,0.1575288,0.0819886
5.0200,43.73408,-29.15605,0.018066,13.093987,-0.001386,13.093999,0.0000024,0.0000065,0.0007765,0.1571745,0.0815723
5.0400,43.97927,-29.31951,0.018206,13.183669,-0.001362,13.183682,0.0000533,0.0000065,0.0007781,0.1567976,0.0811456
5.0600,44.22309,-29.48206,0.018346,13.272953,-0.001338,13.272966,0.0001046,0.0000066,0.0007798,0.1563981,0.0807087
5.0800,44.46553,-29.64369,0.018485,13.361828,-0.001313,13.361841,0.0001563,0.0000066,0.0007815,0.1559761,0.0802617
5.1000,44.70656,-29.80437,0.018624,13.450282,-0.001289,13.450295,0.0002083,0.0000067,0.0007832,0.1555316,0.0798048
5.1200,44.94616,-29.96411,0.018762,13.538304,-0.001264,13.538317,0.0002606,0.0000067,0.0007850,0.1550645,0.0793380
5.1400,45.18431,-30.12287,0.018899,13.625884,-0.001239,13.625897,0.0003132,0.0000067,0.0007869,0.1545750,0.0788617
5.1600,45.42099,-30.28066,0.019036,13.713011,-0.001213,13.713024,0.0003661,0.0000068,0.0007888,0.1540631,0.0783759
5.1800,45.65617,-30.43745,0.019173,13.799674,-0.001187,13.799687,0.0004193,0.0000068,0.0007907,0.1535287,0.0778809
5.2000,45.88984,-30.59322,0.019308,13.885862,-0.001162,13.885876,0.0004728,0.0000068,0.0007927,0.1529721,0.0773767
5.2200,46.12197,-30.74798,0.019444,13.971566,-0.001135,13.971580,0.0005265,0.0000069,0.0007947,0.1523932,0.0768635
5.2400,46.35255,-30.90170,0.019578,14.056774,-0.001109,14.056788,0.0005804,0.0000069,0.0007968,0.1517920,0.0763416
5.2600,46.58155,-31.05436,0.019712,14.141478,-0.001083,14.141491,0.0006345,0.0000069,0.0007989,0.1511688,0.0758111
5.2800,46.80895,-31.20597,0.019845,14.225665,-0.001056,14.225679,0.0006889,0.0000070,0.0008010,0.1505236,0.0752721
5.3000,47.03474,-31.35649,0.019977,14.309328,-0.001029,14.309342,0.0007434,0.0000070,0.0008032,0.1498564,0.0747249
5.3200,47.25889,-31.50593,0.020109,14.392455,-0.001002,14.392469,0.0007980,0.0000071,0.0008055,0.1491674,0.0741696
5.3400,47.48139,-31.65426,0.020240,14.475038,-0.000975,14.475052,0.0008529,0.0000071,0.0008078,0.1484567,0.0736063
5.3600,47.70221,-31.80148,0.020370,14.557066,-0.000948,14.557081,0.0009078,0.0000071,0.0008101,0.1477244,0.0730354
5.3800,47.92135,-31.94757,0.020499,14.638531,-0.000920,14.638545,0.0009629,0.0000072,0.0008125,0.1469707,0.0724569
5.4000,48.13877,-32.09252,0.020628,14.719423,-0.000893,14.719437,0.0010180,0.0000072,0.0008149,0.1461956,0.0718710
5.4200,48.35447,-32.23631,0.020756,14.799733,-0.000865,14.799747,0.0010733,0.0000072,0.0008173,0.1453993,0.0712780
5.4400,48.56842,-32.37895,0.020882,14.879452,-0.000837,14.879467,0.0011286,0.0000072,0.0008198,0.1445820,0.0706779
5.4600,48.78061,-32.52041,0.021009,14.958571,-0.000809,14.958586,0.0011839,0.0000073,0.0008223,0.1437438,0.0700711
5.4800,48.99102,-32.66068,0.021134,15.037082,-0.000781,15.037097,0.0012393,0.0000073,0.0008249,0.1428850,0.0694576
5.5000,49.19964,-32.79976,0.021258,15.114976,-0.000753,15.114991,0.0012947,0.0000073,0.0008275,0.1420056,0.0688376
5.5200,49.40644,-32.93763,0.021381,15.192245,-0.000725,15.192260,0.0013500,0.0000074,0.0008302,0.1411058,0.0682114
5.5400,49.61141,-33.07427,0.021504,15.268880,-0.000697,15.268896,0.0014054,0.0000074,0.0008329,0.1401860,0.0675791
5.5600,49.81454,-33.20969,0.021625,15.344874,-0.000669,15.344890,0.0014607,0.0000074,0.0008356,0.1392461,0.0669410
5.5800,50.01581,-33.34387,0.021746,15.420219,-0.000641,15.420235,0.0015160,0.0000075,0.0008383,0.1382866,0.0662971
5.6000,50.21520,-33.47680,0.021865,15.494907,-0.000613,15.494923,0.0015712,0.0000075,0.0008411,0.1373075,0.0656477
5.6200,50.41270,-33.60847,0.021984,15.568931,-0.000585,15.568946,0.0016263,0.0000075,0.0008439,0.1363091,0.0649930
5.6400,50.60830,-33.73887,0.022102,15.642282,-0.000557,15.642298,0.0016813,0.0000076,0.0008468,0.1352917,0.0643332
5.6600,50.80198,-33.86799,0.022218,15.714955,-0.000529,15.714970,0.0017361,0.0000076,0.0008497,0.1342554,0.0636684
5.6800,50.99373,-33.99582,0.022334,15.786941,-0.000500,15.786957,0.0017909,0.0000076,0.0008526,0.1332005,0.0629988
5.7000,51.18353,-34.12235,0.022449,15.858235,-0.000472,15.858250,0.0018455,0.0000076,0.0008555,0.1321274,0.0623246
5.7200,51.37137,-34.24758,0.022562,15.928829,-0.000444,15.928844,0.0018999,0.0000077,0.0008585,0.1310362,0.0616461
5.7400,51.55724,-34.37150,0.022675,15.998716,-0.000416,15.998732,0.0019541,0.0000077,0.0008615,0.1299272,0.0609633
5.7600,51.74113,-34.49409,0.022786,16.067892,-0.000389,16.067908,0.0020081,0.0000077,0.0008645,0.1288007,0.0602765
5.7800,51.92302,-34.61535,0.022896,16.136348,-0.000361,16.136365,0.0020620,0.0000077,0.0008675,0.1276570,0.0595859
5.8000,52.10291,-34.73527,0.023005,16.204081,-0.000333,16.204097,0.0021155,0.0000078,0.0008706,0.1264963,0.0588916
5.8200,52.28077,-34.85385,0.023114,16.271082,-0.000305,16.271099,0.0021689,0.0000078,0.0008737,0.1253191,0.0581939
5.8400,52.45661,-34.97107,0.023221,16.337348,-0.000278,16.337365,0.0022219,0.0000078,0.0008768,0.1241256,0.0574928
5.8600,52.63040,-35.08694,0.023326,16.402873,-0.000251,16.402889,0.0022747,0.0000078,0.0008799,0.1229160,0.0567887
5.8800,52.80215,-35.20143,0.023431,16.467651,-0.000223,16.467667,0.0023272,0.0000079,0.0008830,0.1216908,0.0560816
5.9000,52.97184,-35.31456,0.023535,16.531677,-0.000196,16.531694,0.0023794,0.0000079,0.0008861,0.1204503,0.0553718
5.9200,53.13945,-35.42630,0.023637,16.594947,-0.000169,16.594963,0.0024313,0.0000079,0.0008893,0.1191948,0.0546594
5.9400,53.30499,-35.53666,0.023738,16.657455,-0.000142,16.657472,0.0024828,0.0000079,0.0008925,0.1179246,0.0539447
5.9600,53.46845,-35.64563,0.023838,16.719198,-0.000116,16.719215,0.0025340,0.0000080,0.0008956,0.1166401,0.0532278
5.9800,53.62981,-35.75320,0.023937,16.780171,-0.000089,16.780188,0.0025848,0.0000080,0.0008988,0.1153418,0.0525088
6.0000,53.78906,-35.85938,0.024035,16.840370,-0.000063,16.840387,0.0026352,0.0000080,0.0009020,0.1140298,0.0517880
6.0200,53.94621,-35.96414,0.024131,16.899790,-0.000037,16.899808,0.0026853,0.0000080,0.0009052,0.1127047,0.0510655
6.0400,54.10124,-36.06749,0.024227,16.958430,-0.000011,16.958447,0.0027349,0.0000081,0.0009084,0.1113668,0.0503416
6.0600,54.25415,-36.16943,0.024321,17.016284,0.000015,17.016301,0.0027841,0.0000081,0.0009116,0.1100164,0.0496163
6.0800,54.40493,-36.26995,0.024413,17.073349,0.000041,17.073366,0.0028329,0.0000081,0.0009148,0.1086541,0.0488899
6.1000,54.55358,-36.36905,0.024505,17.129623,0.000066,17.129640,0.0028812,0.0000081,0.0009180,0.1072801,0.0481625
6.1200,54.70008,-36.46672,0.024595,17.185102,0.000091,17.185120,0.0029291,0.0000081,0.0009212,0.1058950,0.0474344
6.1400,54.84445,-36.56296,0.024684,17.239785,0.000116,17.239802,0.0029765,0.0000082,0.0009244,0.1044990,0.0467056
6.1600,54.98666,-36.65777,0.024772,17.293667,0.000140,17.293685,0.0030235,0.0000082,0.0009275,0.1030927,0.0459764
6.1800,55.12672,-36.75115,0.024859,17.346747,0.000165,17.346765,0.0030699,0.0000082,0.0009307,0.1016764,0.0452469
6.2000,55.26463,-36.84309,0.024944,17.399024,0.000189,17.399041,0.0031159,0.0000082,0.0009339,0.1002506,0.0445173
6.2200,55.40038,-36.93359,0.025028,17.450494,0.000213,17.450512,0.0031613,0.0000082,0.0009370,0.0988158,0.0437878
6.2400,55.53397,-37.02265,0.025111,17.501157,0.000236,17.501174,0.0032062,0.0000083,0.0009402,0.0973723,0.0430586
6.2600,55.66540,-37.11027,0.025192,17.551010,0.000260,17.551028,0.0032506,0.0000083,0.0009433,0.0959207,0.0423297
6.2800,55.79467,-37.19644,0.025272,17.600053,0.000283,17.600071,0.0032944,0.0000083,0.0009464,0.0944614,0.0416014
6.3000,55.92177,-37.28118,0.025351,17.648284,0.000306,17.648302,0.0033377,0.0000083,0.0009495,0.0929948,0.0408739
6.3200,56.04670,-37.36447,0.025429,17.695703,0.000328,17.695721,0.0033804,0.0000083,0.0009525,0.0915215,0.0401473
6.3400,56.16947,-37.44631,0.025505,17.742309,0.000350,17.742327,0.0034225,0.0000083,0.0009556,0.0900419,0.0394217
6.3600,56.29008,-37.52672,0.025580,17.788102,0.000372,17.788120,0.0034641,0.0000084,0.0009586,0.0885564,0.0386974
6.3800,56.40852,-37.60568,0.025654,17.833081,0.000394,17.833099,0.0035051,0.0000084,0.0009616,0.0870657,0.0379745
6.4000,56.52480,-37.68320,0.025726,17.877246,0.000415,17.877264,0.0035454,0.0000084,0.0009646,0.0855700,0.0372532
6.4200,56.63892,-37.75928,0.025797,17.920597,0.000436,17.920616,0.0035852,0.0000084,0.0009675,0.0840701,0.0365336
6.4400,56.75088,-37.83392,0.025867,17.963136,0.000457,17.963155,0.0036244,0.0000084,0.0009705,0.0825663,0.0358160
6.4600,56.86069,-37.90713,0.025935,18.004862,0.000477,18.004881,0.0036629,0.0000084,0.0009733,0.0810591,0.0351004
6.4800,56.96835,-37.97890,0.026002,18.045777,0.000497,18.045796,0.0037008,0.0000084,0.0009762,0.0795492,0.0343870
6.5000,57.07386,-38.04924,0.026068,18.085882,0.000517,18.085900,0.0037381,0.0000085,0.0009790,0.0780369,0.0336760
6.5200,57.17723,-38.11815,0.026133,18.125177,0.000536,18.125195,0.0037747,0.0000085,0.0009818,0.0765229,0.0329676
6.5400,57.27846,-38.18564,0.026196,18.163664,0.000555,18.163683,0.0038107,0.0000085,0.0009846,0.0750075,0.0322619
6.5600,57.37756,-38.25171,0.026258,18.201346,0.000574,18.201365,0.0038461,0.0000085,0.0009873,0.0734915,0.0315591
6.5800,57.47453,-38.31636,0.026319,18.238224,0.000592,18.238243,0.0038808,0.0000085,0.0009900,0.0719752,0.0308593
6.6000,57.56939,-38.37959,0.026378,18.274300,0.000610,18.274319,0.0039148,0.0000085,0.0009927,0.0704593,0.0301628
6.6200,57.66213,-38.44142,0.026436,18.309577,0.000627,18.309596,0.0039482,0.0000085,0.0009953,0.0689443,0.0294696
6.6400,57.75277,-38.50185,0.026493,18.344057,0.000645,18.344076,0.0039809,0.0000085,0.0009978,0.0674307,0.0287799
6.6600,57.84132,-38.56088,0.026548,18.377744,0.000662,18.377763,0.0040129,0.0000086,0.0010004,0.0659190,0.0280940
6.6800,57.92778,-38.61852,0.026603,18.410640,0.000678,18.410659,0.0040443,0.0000086,0.0010029,0.0644099,0.0274119
6.7000,58.01216,-38.67477,0.026655,18.442748,0.000694,18.442767,0.0040750,0.0000086,0.0010053,0.0629038,0.0267339
6.7200,58.09448,-38.72965,0.026707,18.474073,0.000710,18.474092,0.0041050,0.0000086,0.0010077,0.0614014,0.0260600
6.7400,58.17473,-38.78316,0.026757,18.504617,0.000726,18.504636,0.0041343,0.0000086,0.0010101,0.0599032,0.0253906
6.7600,58.25295,-38.83530,0.026807,18.534386,0.000741,18.534405,0.0041630,0.0000086,0.0010124,0.0584098,0.0247256
6.7800,58.32913,-38.88609,0.026854,18.563383,0.000756,18.563402,0.0041910,0.0000086,0.0010146,0.0569217,0.0240653
6.8000,58.40329,-38.93553,0.026901,18.591613,0.000770,18.591632,0.0042183,0.0000086,0.0010169,0.0554395,0.0234099
6.8200,58.47544,-38.98363,0.026946,18.619080,0.000784,18.619099,0.0042449,0.0000086,0.0010190,0.0539638,0.0227595
6.8400,58.54560,-39.03040,0.026990,18.645789,0.000798,18.645808,0.0042708,0.0000087,0.0010211,0.0524952,0.0221143
6.8600,58.61377,-39.07585,0.027033,18.671746,0.000811,18.671766,0.0042961,0.0000087,0.0010232,0.0510342,0.0214745
6.8800,58.67998,-39.11999,0.027075,18.696957,0.000824,18.696976,0.0043207,0.0000087,0.0010252,0.0495815,0.0208402
6.9000,58.74424,-39.16283,0.027115,18.721426,0.000837,18.721445,0.0043446,0.0000087,0.0010272,0.0481375,0.0202116
6.9200,58.80657,-39.20438,0.027155,18.745159,0.000849,18.745179,0.0043678,0.0000087,0.0010291,0.0467029,0.0195888
6.9400,58.86698,-39.24465,0.027193,18.768164,0.000861,18.768183,0.0043903,0.0000087,0.0010310,0.0452784,0.0189721
6.9600,58.92548,-39.28365,0.027230,18.790446,0.000873,18.790465,0.0044122,0.0000087,0.0010328,0.0438644,0.0183616
6.9800,58.98211,-39.32140,0.027265,18.812011,0.000884,18.812030,0.0044334,0.0000087,0.0010346,0.0424616,0.0177575
7.0000,59.03687,-39.35791,0.027300,18.832867,0.000895,18.832887,0.0044540,0.0000087,0.0010363,0.0410705,0.0171600
7.0200,59.08978,-39.39319,0.027333,18.853021,0.000905,18.853041,0.0044738,0.0000087,0.0010380,0.0396918,0.0165692
7.0400,59.14087,-39.42724,0.027365,18.872481,0.000915,18.872500,0.0044931,0.0000087,0.0010396,0.0383261,0.0159854
7.0600,59.19015,-39.46010,0.027396,18.891253,0.000925,18.891273,0.0045116,0.0000087,0.0010412,0.0369740,0.0154086
7.0800,59.23764,-39.49176,0.027426,18.909346,0.000935,18.909366,0.0045296,0.0000087,0.0010427,0.0356360,0.0148391
7.1000,59.28338,-39.52225,0.027455,18.926768,0.000944,18.926788,0.0045469,0.0000087,0.0010442,0.0343128,0.0142771
7.1200,59.32737,-39.55158,0.027483,18.943528,0.000953,18.943547,0.0045635,0.0000088,0.0010456,0.0330050,0.0137227
7.1400,59.36965,-39.57976,0.027510,18.959633,0.000961,18.959653,0.0045795,0.0000088,0.0010470,0.0317131,0.0131762
7.1600,59.41023,-39.60682,0.027535,18.975093,0.000969,18.975113,0.0045949,0.0000088,0.0010483,0.0304379,0.0126377
7.1800,59.44914,-39.63276,0.027560,18.989918,0.000977,18.989937,0.0046097,0.0000088,0.0010496,0.0291798,0.0121074
7.2000,59.48640,-39.65760,0.027583,19.004115,0.000985,19.004135,0.0046239,0.0000088,0.0010508,0.0279396,0.0115854
7.2200,59.52204,-39.68136,0.027606,19.017696,0.000992,19.017716,0.0046374,0.0000088,0.0010519,0.0267177,0.0110721
7.2400,59.55609,-39.70406,0.027627,19.030670,0.000999,19.030690,0.0046504,0.0000088,0.0010531,0.0255149,0.0105675
7.2600,59.58858,-39.72572,0.027648,19.043048,0.001005,19.043067,0.0046628,0.0000088,0.0010541,0.0243318,0.0100719
7.2800,59.61952,-39.74635,0.027667,19.054838,0.001011,19.054858,0.0046746,0.0000088,0.0010551,0.0231688,0.0095855
7.3000,59.64896,-39.76597,0.027686,19.066054,0.001017,19.066074,0.0046858,0.0000088,0.0010561,0.0220268,0.0091085
7.3200,59.67691,-39.78461,0.027704,19.076705,0.001023,19.076724,0.0046965,0.0000088,0.0010570,0.0209062,0.0086410
7.3400,59.70341,-39.80227,0.027720,19.086802,0.001028,19.086822,0.0047067,0.0000088,0.0010579,0.0198078,0.0081833
7.3600,59.72848,-39.81899,0.027736,19.096358,0.001033,19.096378,0.0047163,0.0000088,0.0010588,0.0187320,0.0077355
7.3800,59.75217,-39.83478,0.027751,19.105384,0.001038,19.105404,0.0047253,0.0000088,0.0010595,0.0176796,0.0072980
7.4000,59.77450,-39.84966,0.027765,19.113892,0.001043,19.113912,0.0047339,0.0000088,0.0010603,0.0166511,0.0068708
7.4200,59.79550,-39.86366,0.027779,19.121895,0.001047,19.121915,0.0047419,0.0000088,0.0010610,0.0156471,0.0064542
7.4400,59.81520,-39.87680,0.027791,19.129405,0.001051,19.129425,0.0047495,0.0000088,0.0010616,0.0146684,0.0060485
7.4600,59.83365,-39.88910,0.027803,19.136435,0.001055,19.136455,0.0047566,0.0000088,0.0010623,0.0137154,0.0056537
7.4800,59.85087,-39.90058,0.027814,19.142998,0.001058,19.143018,0.0047632,0.0000088,0.0010628,0.0127888,0.0052702
7.5000,59.86691,-39.91127,0.027824,19.149108,0.001062,19.149128,0.0047694,0.0000088,0.0010634,0.0118893,0.0048982
7.5200,59.88178,-39.92119,0.027833,19.154778,0.001065,19.154798,0.0047751,0.0000088,0.0010639,0.0110174,0.0045378
7.5400,59.89555,-39.93036,0.027842,19.160023,0.001067,19.160043,0.0047804,0.0000088,0.0010643,0.0101737,0.0041894
7.5600,59.90823,-39.93882,0.027850,19.164857,0.001070,19.164876,0.0047853,0.0000088,0.0010648,0.0093590,0.0038530
7.5800,59.91987,-39.94658,0.027857,19.169294,0.001072,19.169313,0.0047898,0.0000088,0.0010652,0.0085737,0.0035290
7.6000,59.93051,-39.95368,0.027864,19.173349,0.001075,19.173369,0.0047939,0.0000088,0.0010655,0.0078186,0.0032176
7.6200,59.94019,-39.96013,0.027870,19.177038,0.001077,19.177057,0.0047976,0.0000088,0.0010659,0.0070941,0.0029190
7.6400,59.94895,-39.96597,0.027876,19.180375,0.001078,19.180395,0.0048010,0.0000088,0.0010662,0.0064011,0.0026334
7.6600,59.95683,-39.97122,0.027881,19.183378,0.001080,19.183397,0.0048040,0.0000088,0.0010664,0.0057400,0.0023612
7.6800,59.96387,-39.97591,0.027885,19.186061,0.001081,19.186081,0.0048067,0.0000088,0.0010667,0.0051115,0.0021024
7.7000,59.97011,-39.98007,0.027889,19.188441,0.001083,19.188461,0.0048091,0.0000088,0.0010669,0.0045163,0.0018574
7.7200,59.97561,-39.98374,0.027893,19.190535,0.001084,19.190555,0.0048112,0.0000088,0.0010671,0.0039549,0.0016263
7.7400,59.98039,-39.98693,0.027896,19.192360,0.001085,19.192379,0.0048131,0.0000088,0.0010672,0.0034279,0.0014095
7.7600,59.98452,-39.98968,0.027898,19.193932,0.001086,19.193952,0.0048147,0.0000088,0.0010674,0.0029361,0.0012072
7.7800,59.98803,-39.99202,0.027901,19.195270,0.001086,19.195290,0.0048160,0.0000088,0.0010675,0.0024799,0.0010196
7.8000,59.99097,-39.99398,0.027902,19.196391,0.001087,19.196411,0.0048172,0.0000088,0.0010676,0.0020602,0.0008470
7.8200,59.99339,-39.99560,0.027904,19.197314,0.001087,19.197334,0.0048181,0.0000088,0.0010677,0.0016773,0.0006895
7.8400,59.99534,-39.99690,0.027905,19.198057,0.001088,19.198077,0.0048189,0.0000088,0.0010677,0.0013321,0.0005476
7.8600,59.99687,-39.99791,0.027906,19.198638,0.001088,19.198658,0.0048194,0.0000088,0.0010678,0.0010251,0.0004214
7.8800,59.99802,-39.99868,0.027907,19.199077,0.001088,19.199097,0.0048199,0.0000088,0.0010678,0.0007570,0.0003112
7.9000,59.99885,-39.99923,0.027907,19.199393,0.001088,19.199413,0.0048202,0.0000088,0.0010678,0.0005284,0.0002172
7.9200,59.99941,-39.99961,0.027908,19.199607,0.001089,19.199626,0.0048204,0.0000088,0.0010679,0.0003399,0.0001397
7.9400,59.99975,-39.99983,0.027908,19.199736,0.001089,19.199756,0.0048206,0.0000088,0.0010679,0.0001921,0.0000790
7.9600,59.99993,-39.99995,0.027908,19.199803,0.001089,19.199823,0.0048206,0.0000088,0.0010679,0.0000858,0.0000353
7.9800,59.99999,-39.99999,0.027908,19.199828,0.001089,19.199848,0.0048207,0.0000088,0.0010679,0.0000216,0.0000089
8.0000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.0200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.0400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.0600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.0800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.1000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.1200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.1400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.1600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.1800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
