depth,parent,leaf_name,full_name,path,is_fixed,is_suppressed,referenced_config,solving_option,bbox_xmin,bbox_ymin,bbox_zmin,bbox_xmax,bbox_ymax,bbox_zmax,t00,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15
2,01_Primary_Structure_V2_2-1,Rear_End_Frame-1,Space_Embodied_Service_Spacecraft_V2_2-1/01_Primary_Structure_V2_2-1/Rear_End_Frame-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\01_Primary_Structure\parts\Rear_End_Frame.SLDPRT,True,False,默认,0,-183.0,-110.15,-110.15,-175.0,110.15,110.15,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,01_Primary_Structure_V2_2-1,Mid_Transverse_Frame_2-1,Space_Embodied_Service_Spacecraft_V2_2-1/01_Primary_Structure_V2_2-1/Mid_Transverse_Frame_2-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\01_Primary_Structure\parts\Mid_Transverse_Frame_2.SLDPRT,True,False,默认,0,-64.0,-110.15,-110.15,-58.0,110.15,110.15,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,01_Primary_Structure_V2_2-1,Longerons_4X-1,Space_Embodied_Service_Spacecraft_V2_2-1/01_Primary_Structure_V2_2-1/Longerons_4X-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\01_Primary_Structure\parts\Longerons_4X.SLDPRT,True,False,默认,0,-183.0,-110.15,-110.15,183.0,110.15,110.15,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,Space_Embodied_Service_Spacecraft_V2_2-1,Removable_Panels-1,Space_Embodied_Service_Spacecraft_V2_2-1/Removable_Panels-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\01_Primary_Structure\Removable_Panels\Removable_Panels.SLDASM,True,True,默认,0,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,Space_Embodied_Service_Spacecraft_V2_2-1,02_B601_Mount_and_Load_Path-1,Space_Embodied_Service_Spacecraft_V2_2-1/02_B601_Mount_and_Load_Path-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\02_B601_Mount_and_Load_Path\02_B601_Mount_and_Load_Path.SLDASM,True,False,默认,0,64.0,-93.15,-110.15,208.0,93.15,93.15,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,02_B601_Mount_and_Load_Path-1,Adapter_Plate-1,Space_Embodied_Service_Spacecraft_V2_2-1/02_B601_Mount_and_Load_Path-1/Adapter_Plate-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\02_B601_Mount_and_Load_Path\parts\Adapter_Plate.SLDPRT,True,False,默认,0,186.0,-80.0,-80.0,198.0,80.0,80.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,02_B601_Mount_and_Load_Path-1,Harness_Passage-1,Space_Embodied_Service_Spacecraft_V2_2-1/02_B601_Mount_and_Load_Path-1/Harness_Passage-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\02_B601_Mount_and_Load_Path\parts\Harness_Passage.SLDPRT,True,False,默认,0,64.0,-30.0,-82.0,171.0,30.0,-58.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,02_B601_Mount_and_Load_Path-1,Central_Boss-1,Space_Embodied_Service_Spacecraft_V2_2-1/02_B601_Mount_and_Load_Path-1/Central_Boss-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\02_B601_Mount_and_Load_Path\parts\Central_Boss.SLDPRT,True,False,默认,0,198.0,-55.0,-55.0,208.0,55.0,55.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,02_B601_Mount_and_Load_Path-1,Load_Bridge_Right-1,Space_Embodied_Service_Spacecraft_V2_2-1/02_B601_Mount_and_Load_Path-1/Load_Bridge_Right-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\02_B601_Mount_and_Load_Path\parts\Load_Bridge_Right.SLDPRT,True,False,默认,0,64.0,-92.0,-15.0,171.0,-68.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,02_B601_Mount_and_Load_Path-1,Load_Spreading_Frame-1,Space_Embodied_Service_Spacecraft_V2_2-1/02_B601_Mount_and_Load_Path-1/Load_Spreading_Frame-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\02_B601_Mount_and_Load_Path\parts\Load_Spreading_Frame.SLDPRT,True,False,默认,0,171.0,-93.15,-93.15,175.0,93.15,93.15,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,02_B601_Mount_and_Load_Path-1,Spacecraft_Flange-1,Space_Embodied_Service_Spacecraft_V2_2-1/02_B601_Mount_and_Load_Path-1/Spacecraft_Flange-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\02_B601_Mount_and_Load_Path\parts\Spacecraft_Flange.SLDPRT,True,False,默认,0,183.0,-75.0,-75.0,186.0,75.0,75.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,02_B601_Mount_and_Load_Path-1,Load_Bridge_Left-1,Space_Embodied_Service_Spacecraft_V2_2-1/02_B601_Mount_and_Load_Path-1/Load_Bridge_Left-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\02_B601_Mount_and_Load_Path\parts\Load_Bridge_Left.SLDPRT,True,False,默认,0,64.0,68.0,-15.0,171.0,92.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,02_B601_Mount_and_Load_Path-1,Maintenance_Access_Cover-1,Space_Embodied_Service_Spacecraft_V2_2-1/02_B601_Mount_and_Load_Path-1/Maintenance_Access_Cover-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\02_B601_Mount_and_Load_Path\parts\Maintenance_Access_Cover.SLDPRT,True,False,默认,0,126.0,-60.0,-110.15,170.0,60.0,-107.15,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,<root>,WING_L_STOWED-1,WING_L_STOWED-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\WING_PANEL_DONORS\WING_L_STOWED.SLDPRT,True,False,默认,0,-174.5,113.15,-200.0,52.5,119.15,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,<root>,WING_L_DEPLOYED-1,WING_L_DEPLOYED-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\WING_PANEL_DONORS\WING_L_DEPLOYED.SLDPRT,True,False,默认,0,-174.5,113.15,-3.0,52.5,313.15,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,<root>,B51_B601_ARTICULATED_ENGINEERING_ARM-1,B51_B601_ARTICULATED_ENGINEERING_ARM-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\B601_ARM_B51_COPY\assembly\B51_B601_ARTICULATED_ENGINEERING_ARM.SLDASM,True,False,STOWED_O13V3,0,-100.2467,-203.3305,-70.8857,436.8038,238.5842,433.1179,0.0,0.42261826174069944,-0.9063077870366499,0.0,0.9063077870366499,0.42261826174069944,1.0,0.0,0.0,0.20800000000000002,0.0,0.0,1.0,0.0,0.0,0.0
1,B51_B601_ARTICULATED_ENGINEERING_ARM-1,B51_REF_link2_LINKLOCAL-1,B51_B601_ARTICULATED_ENGINEERING_ARM-1/B51_REF_link2_LINKLOCAL-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\B601_ARM_B51_COPY\inputs\vendor_link_parts\B51_REF_link2_LINKLOCAL.SLDPRT,True,False,默认,0,314.3095,-36.1293,-19.2191,436.8038,84.3268,313.3549,-0.20791169081635666,-0.16022772003358965,-0.9649351307495864,0.978147600727207,-0.0340611577959697,-0.2051026784837458,-3.6732051033465735e-06,-0.9864922276746206,0.16380807282936904,0.34820000000000007,-0.027943462918601197,0.02506941506737148,1.0,0.0,0.0,0.0
1,B51_B601_ARTICULATED_ENGINEERING_ARM-1,B51_REF_link4_LINKLOCAL-1,B51_B601_ARTICULATED_ENGINEERING_ARM-1/B51_REF_link4_LINKLOCAL-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\B601_ARM_B51_COPY\inputs\vendor_link_parts\B51_REF_link4_LINKLOCAL.SLDPRT,True,False,默认,0,37.8015,0.4064,195.6341,214.7249,92.3322,363.5531,-0.9388360739393911,0.05641306740545679,0.3397122195270254,-0.34436438006358616,-0.15378768014204436,-0.9261546972185317,-3.6732051033465735e-06,-0.9864922276746206,0.16380807282936904,0.1572502116024676,0.00997722399722177,0.24351262665486112,1.0,0.0,0.0,0.0
1,B51_B601_ARTICULATED_ENGINEERING_ARM-1,B51_REF_link6_LINKLOCAL-1,B51_B601_ARTICULATED_ENGINEERING_ARM-1/B51_REF_link6_LINKLOCAL-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\B601_ARM_B51_COPY\inputs\vendor_link_parts\B51_REF_link6_LINKLOCAL.SLDPRT,True,False,默认,0,-12.375,-14.9394,234.0563,89.5558,71.8532,329.596,0.3614669493054021,0.10430385446597074,0.926532433594954,-0.31725742827293735,0.9481865395187311,0.017029694099882975,-0.8767493192272737,-0.3001049686676901,0.37582926843911046,0.06209906073126753,0.036495160752195804,0.2717892245746017,1.0,0.0,0.0,0.0
1,B51_B601_ARTICULATED_ENGINEERING_ARM-1,B51_REV_DATUM_FEMALE-1,B51_B601_ARTICULATED_ENGINEERING_ARM-1/B51_REV_DATUM_FEMALE-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\B601_ARM_B51_COPY\parts\B51_REV_DATUM_FEMALE.SLDPRT,True,False,默认,0,290.65,-8.0091,-7.8973,292.65,7.938,8.0498,0.0,0.42261826174069944,-0.9063077870366499,0.0,0.9063077870366499,0.42261826174069944,1.0,0.0,0.0,0.29065,-3.5567552908097264e-05,7.627486335700445e-05,1.0,0.0,0.0,0.0
1,B51_B601_ARTICULATED_ENGINEERING_ARM-1,B51_REV_DATUM_FEMALE-2,B51_B601_ARTICULATED_ENGINEERING_ARM-1/B51_REV_DATUM_FEMALE-2,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\B601_ARM_B51_COPY\parts\B51_REV_DATUM_FEMALE.SLDPRT,True,False,默认,0,342.2,-28.9263,18.8228,354.2,-24.9876,30.9884,0.0,0.16380807283047416,0.9864922276812758,-0.9999999999932538,3.623588285130593e-06,-6.017006490902656e-07,-3.6732051033465744e-06,-0.9864922276746207,0.16380807282936916,0.3482000073464102,-0.025970478463251956,0.024741798921712754,1.0,0.0,0.0,0.0
1,B51_B601_ARTICULATED_ENGINEERING_ARM-1,B51_REF_base_link_LINKLOCAL-1,B51_B601_ARTICULATED_ENGINEERING_ARM-1/B51_REF_base_link_LINKLOCAL-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\B601_ARM_B51_COPY\inputs\vendor_link_parts\B51_REF_base_link_LINKLOCAL.SLDPRT,True,False,默认,0,210.405,-61.1146,-61.2169,290.555,61.1466,61.0443,0.0,0.42261826174069944,-0.9063077870366499,0.0,0.9063077870366499,0.42261826174069944,1.0,0.0,0.0,0.20800000000000002,0.0,0.0,1.0,0.0,0.0,0.0
1,B51_B601_ARTICULATED_ENGINEERING_ARM-1,B51_REF_link1_LINKLOCAL-1,B51_B601_ARTICULATED_ENGINEERING_ARM-1/B51_REF_link1_LINKLOCAL-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\B601_ARM_B51_COPY\inputs\vendor_link_parts\B51_REF_link1_LINKLOCAL.SLDPRT,True,False,默认,0,282.05,-44.2642,-43.9444,380.6,46.2293,54.5405,0.0,0.16380807283047416,0.9864922276812758,0.0,-0.9864922276812758,0.16380807283047416,1.0,0.0,0.0,0.29265,-3.5567552908097264e-05,7.627486335700445e-05,1.0,0.0,0.0,0.0
1,B51_B601_ARTICULATED_ENGINEERING_ARM-1,B51_REF_link3_LINKLOCAL-1,B51_B601_ARTICULATED_ENGINEERING_ARM-1/B51_REF_link3_LINKLOCAL-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\B601_ARM_B51_COPY\inputs\vendor_link_parts\B51_REF_link3_LINKLOCAL.SLDPRT,True,False,默认,0,120.831,-14.1416,150.5054,436.5046,98.5645,365.6427,-0.9335804264909037,-0.05870018026812762,-0.3535277586124631,0.35836794954288265,-0.15292930907466257,-0.9209696190246324,-3.6732051033465735e-06,-0.9864922276746206,0.16380807282936904,0.4030886863755182,0.014356655170266491,0.27981228958526233,1.0,0.0,0.0,0.0
1,B51_B601_ARTICULATED_ENGINEERING_ARM-1,B51_REF_link5_LINKLOCAL-1,B51_B601_ARTICULATED_ENGINEERING_ARM-1/B51_REF_link5_LINKLOCAL-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\B601_ARM_B51_COPY\inputs\vendor_link_parts\B51_REF_link5_LINKLOCAL.SLDPRT,True,False,默认,0,29.0906,-8.76,211.5324,143.7464,97.8151,319.0247,-0.8767505841541867,-0.300105533550096,0.37582586648327543,-0.33574035643575406,0.9414282408568385,-0.031484605406314925,-0.34436438004777054,-0.15378405655272182,-0.9261552989129328,0.09664561077295936,0.049756623315173554,0.2999313701023973,1.0,0.0,0.0,0.0
1,B51_B601_ARTICULATED_ENGINEERING_ARM-1,B51_REF_gripper_detail_LINKLOCAL-1,B51_B601_ARTICULATED_ENGINEERING_ARM-1/B51_REF_gripper_detail_LINKLOCAL-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\B601_ARM_B51_COPY\inputs\vendor_link_parts\B51_REF_gripper_detail_LINKLOCAL.SLDPRT,True,False,默认,0,-100.4526,-87.3193,258.2181,57.5866,111.5659,365.0814,-0.8767506469636018,-0.30010535179511605,0.37582586509291155,-0.31725742827293735,0.9481865395187311,0.017029694099882975,-0.3614637288228898,-0.10430275211816459,-0.9265338140866901,-0.07792657304252026,-0.011434603793720952,0.33181291703701205,1.0,0.0,0.0,0.0
1,B51_B601_ARTICULATED_ENGINEERING_ARM-1,B51_REV_DATUM_MALE-1,B51_B601_ARTICULATED_ENGINEERING_ARM-1/B51_REV_DATUM_MALE-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\B601_ARM_B51_COPY\parts\B51_REV_DATUM_MALE.SLDPRT,True,False,默认,0,292.65,-4.6368,-4.5249,294.65,4.5656,4.6775,0.0,0.16380807283047416,0.9864922276812758,0.0,-0.9864922276812758,0.16380807283047416,1.0,0.0,0.0,0.29265,-3.5567552908097264e-05,7.627486335700445e-05,1.0,0.0,0.0,0.0
1,B51_B601_ARTICULATED_ENGINEERING_ARM-1,B51_REV_DATUM_MALE-6,B51_B601_ARTICULATED_ENGINEERING_ARM-1/B51_REV_DATUM_MALE-6,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\B601_ARM_B51_COPY\parts\B51_REV_DATUM_MALE.SLDPRT,True,False,默认,0,57.6307,31.685,268.015,64.814,40.7051,276.3151,0.3614669493054021,0.10430385446597074,0.926532433594954,-0.31725742827293735,0.9481865395187311,0.017029694099882975,-0.8767493192272737,-0.3001049686676901,0.37582926843911046,0.06209906073126753,0.036495160752195804,0.2717892245746017,1.0,0.0,0.0,0.0
1,B51_B601_ARTICULATED_ENGINEERING_ARM-1,B51_REV_DATUM_FEMALE-3,B51_B601_ARTICULATED_ENGINEERING_ARM-1/B51_REV_DATUM_FEMALE-3,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\B601_ARM_B51_COPY\parts\B51_REV_DATUM_FEMALE.SLDPRT,True,False,默认,0,395.9723,13.1909,272.4644,410.205,17.4954,286.8325,-0.20791169081635666,-0.16022772003358965,-0.9649351307495864,0.978147600727207,-0.0340611577959697,-0.2051026784837458,-3.6732051033465735e-06,-0.9864922276746206,0.16380807282936904,0.4030886937219284,0.016329639625615747,0.2794846734396036,1.0,0.0,0.0,0.0
1,B51_B601_ARTICULATED_ENGINEERING_ARM-1,B51_REV_DATUM_MALE-3,B51_B601_ARTICULATED_ENGINEERING_ARM-1/B51_REV_DATUM_MALE-3,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\B601_ARM_B51_COPY\parts\B51_REV_DATUM_MALE.SLDPRT,True,False,默认,0,397.9209,11.5372,274.7143,408.2565,15.2032,285.2379,-0.9335804264909037,-0.05870018026812762,-0.3535277586124631,0.35836794954288265,-0.15292930907466257,-0.9209696190246324,-3.6732051033465735e-06,-0.9864922276746206,0.16380807282936904,0.4030886863755182,0.014356655170266491,0.27981228958526233,1.0,0.0,0.0,0.0
1,B51_B601_ARTICULATED_ENGINEERING_ARM-1,B51_REV_DATUM_MALE-4,B51_B601_ARTICULATED_ENGINEERING_ARM-1/B51_REV_DATUM_MALE-4,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\B601_ARM_B51_COPY\parts\B51_REV_DATUM_MALE.SLDPRT,True,False,默认,0,152.1174,7.1634,238.4492,162.383,10.818,248.9037,-0.9388360739393911,0.05641306740545679,0.3397122195270254,-0.34436438006358616,-0.15378768014204436,-0.9261546972185317,-3.6732051033465735e-06,-0.9864922276746206,0.16380807282936904,0.1572502116024676,0.00997722399722177,0.24351262665486112,1.0,0.0,0.0,0.0
1,B51_B601_ARTICULATED_ENGINEERING_ARM-1,B51_REV_DATUM_FEMALE-4,B51_B601_ARTICULATED_ENGINEERING_ARM-1/B51_REV_DATUM_FEMALE-4,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\B601_ARM_B51_COPY\parts\B51_REV_DATUM_FEMALE.SLDPRT,True,False,默认,0,149.4985,8.7074,235.538,165.0019,13.22,251.1596,-0.9335804264909037,-0.05870018026812762,-0.3535277586124631,0.35836794954288265,-0.15292930907466257,-0.9209696190246324,-3.6732051033465735e-06,-0.9864922276746206,0.16380807282936904,0.1572502189488778,0.011950208452570998,0.24318501050920244,1.0,0.0,0.0,0.0
1,B51_B601_ARTICULATED_ENGINEERING_ARM-1,B51_REV_DATUM_MALE-5,B51_B601_ARTICULATED_ENGINEERING_ARM-1/B51_REV_DATUM_MALE-5,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\B601_ARM_B51_COPY\parts\B51_REV_DATUM_MALE.SLDPRT,True,False,默认,0,91.1069,44.4829,296.4498,101.4956,54.7228,301.5606,-0.8767505841541867,-0.300105533550096,0.37582586648327543,-0.33574035643575406,0.9414282408568385,-0.031484605406314925,-0.34436438004777054,-0.15378405655272182,-0.9261552989129328,0.09664561077295936,0.049756623315173554,0.2999313701023973,1.0,0.0,0.0,0.0
1,B51_B601_ARTICULATED_ENGINEERING_ARM-1,B51_REV_DATUM_MALE-2,B51_B601_ARTICULATED_ENGINEERING_ARM-1/B51_REV_DATUM_MALE-2,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\B601_ARM_B51_COPY\parts\B51_REV_DATUM_MALE.SLDPRT,True,False,默认,0,343.4558,-30.6936,20.3893,352.9442,-27.1663,30.0772,-0.20791169081635666,-0.16022772003358965,-0.9649351307495864,0.978147600727207,-0.0340611577959697,-0.2051026784837458,-3.6732051033465735e-06,-0.9864922276746206,0.16380807282936904,0.34820000000000007,-0.027943462918601197,0.02506941506737148,1.0,0.0,0.0,0.0
1,B51_B601_ARTICULATED_ENGINEERING_ARM-1,B51_REV_DATUM_FEMALE-6,B51_B601_ARTICULATED_ENGINEERING_ARM-1/B51_REV_DATUM_FEMALE-6,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\B601_ARM_B51_COPY\parts\B51_REV_DATUM_FEMALE.SLDPRT,True,False,默认,0,58.0184,29.9239,265.2917,67.9332,43.6667,277.5351,0.34436760053016746,0.15378515890086164,0.926153918421194,-0.33574035643575406,0.9414282408568385,-0.031484605406314925,-0.8767493192272737,-0.3001049686676901,0.3758292684391104,0.06385255936972212,0.03709537068953121,0.27103756603772355,1.0,0.0,0.0,0.0
1,B51_B601_ARTICULATED_ENGINEERING_ARM-1,B51_REV_DATUM_FEMALE-5,B51_B601_ARTICULATED_ENGINEERING_ARM-1/B51_REV_DATUM_FEMALE-5,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\B601_ARM_B51_COPY\parts\B51_REV_DATUM_FEMALE.SLDPRT,True,False,默认,0,91.0126,43.4992,296.9103,102.9674,56.3216,304.8048,-0.9388360739393911,0.05641306740545679,0.3397122195270254,4.9381261015821386e-06,0.9864927925616572,-0.16380467087210365,-0.3443643800477706,-0.15378405655272176,-0.9261552989129329,0.09733433953305493,0.05006419142827902,0.3017836807002232,1.0,0.0,0.0,0.0
