owner,access,path,bytes,sha256,os_read_only
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\50_Solar_Array_Right\parts\HINGE_PIN_R_2.SLDPRT,84098,31D13C85E8339D7B6CB7F04F4CEAE919666FBA63629A44D4686AB9EF1ECFAF6C,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\50_Solar_Array_Right\parts\ROOT_BRACKET_BASE_R.SLDPRT,85394,7FE059525E13C9D90BB68AFF230EB7D832A5FA91E5F31C74A81EBDB02DCC831A,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\50_Solar_Array_Right\parts\TORSION_SPRING_R_1.SLDPRT,87436,059820B8703089409E452BE5B84C4A62E6FA5C5275C70E6DF7535B50498C08BD,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\50_Solar_Array_Right\parts\TORSION_SPRING_R_2.SLDPRT,87022,B56D67830ED40C487558E8E717398DF74120C1F377012AD4B01FC245ADDBBD4C,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\50_Solar_Array_Right\parts\WING_R_DEPLOYED.SLDPRT,59007,2CFC2127657A719B9FEB9D4C305471D0C8621B49A961B97170A5B99EC1CFE41E,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\50_Solar_Array_Right\parts\WING_R_STOWED.SLDPRT,64945,1AABFDE3CAC245C869C2630166006A5D2A47A00B5DBF009E5CD71052C7E2A357,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\50_Solar_Array_Right\SV22_Solar_Array_R.SLDASM,72364,6DDAD708EDF14523F64A04E09805B0A0652E366971780B20F4A7C72A69B4CDAB,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\60_GNC_Sensor_Module\parts\FOV_CONES_REF.SLDPRT,57802,BCD7E6822436895C5792DA4BF4206982BE0A975FFE088FD7883A3A8A1015B141,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\60_GNC_Sensor_Module\parts\NAV_CAM.SLDPRT,80306,E06B9F3EF4E3762EDF6D8102A1E8BA62072B27EE61A8DC1621065E4C4491E47B,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\60_GNC_Sensor_Module\parts\RANGE_SENSOR.SLDPRT,83518,7B0D9E2D819EA5386BC402986B66930D57B6BB41352E78D487A67C229E4EAFC7,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\60_GNC_Sensor_Module\parts\STAR_TRACKER.SLDPRT,83892,1D4655CDF8D2BBAAE97E6BD70C3D37BAF0606733E2A6533093029F00D3B8A290,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\60_GNC_Sensor_Module\SV22_GNC_Sensors.SLDASM,66014,16EDD4BA478596D8498AAFFBFBC32FB17DEC390592671761E0DDF80349F996B2,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\70_Propulsion_Module\parts\MAIN_THRUSTER.SLDPRT,88659,FD3A4ACC569050742A03E2E0D09A1A5AE35E676AB617674C6583E82261B6F79D,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\70_Propulsion_Module\parts\NOZZLE_1_AX.SLDPRT,86040,92A3D626C2B0AFBDE91D1AB04C3C553F050A959B05B1C3C815D1281844A1B7DC,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\70_Propulsion_Module\parts\NOZZLE_2_AX.SLDPRT,86792,4E1CAC36A6151BCC0C3930AE44DAC48941D7C51248BB26F988013328AC48F14B,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\70_Propulsion_Module\parts\NOZZLE_3_AX.SLDPRT,87134,A47010EA004D4A51CBBC3725D2849721E3A3BF1C2DA550089A268B67F7C6AF22,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\70_Propulsion_Module\parts\NOZZLE_4_AX.SLDPRT,86731,3B28ECB305C7D776C6FD94CEF8F04CA161FB2C57E3FF973D10967C673E836E33,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\70_Propulsion_Module\parts\TANK.SLDPRT,83358,97E73ED55AFE1A00A3D1841A6073ADADDC9D8B2D89023094D18C6651FC9712DB,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\70_Propulsion_Module\parts\THRUSTER_POD_1.SLDPRT,80120,8BB2A15573B907AA4583E190D8BCD29859A8087E267C9FCE29B09C00D73ED4E1,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\70_Propulsion_Module\parts\THRUSTER_POD_2.SLDPRT,80698,540112AFB4FE5545A2B42BCCF7589BEDA812E68F755C11F16738E44F761A04D8,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\70_Propulsion_Module\parts\THRUSTER_POD_3.SLDPRT,80414,73D04CEC3579634432D482B45FACA398D341C484B73072120124C0D392648ADE,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\70_Propulsion_Module\parts\THRUSTER_POD_4.SLDPRT,80069,AFD65868310AFFFFCB827FFD9B9D002DE0B9B67148A75709B01D85E29C1A5666,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\70_Propulsion_Module\parts\VALVE_PLATE.SLDPRT,62458,9833BEF60FF298203828165E1BBB483CACECA280B44DFA7B0F6D21642AEDE4B7,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\70_Propulsion_Module\SV22_Propulsion.SLDASM,82295,F0861B80EE6A0A3D3E56D8B86CCE85960B45BBB2A1E0CAF0539BE3630970CE3B,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\80_Communication_Module\parts\GNSS_PATCH.SLDPRT,68817,E5A6ABBBC476376C5E980CFF8D1A6D94A7C787592DECF911339FEE6AF34C0A03,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\80_Communication_Module\parts\SBAND_PATCH.SLDPRT,74934,6FA891AD032E4A0220970B67CBA9E30DB8929216B19AB9CE007D9D71E6E4F154,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\80_Communication_Module\SV22_Communication.SLDASM,48388,0B4D8D99359EB76D1D8A1375D83F1106D12231439B2AA63D187C7708E966EA2C,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\90_Thermal_Exterior\parts\RADIATOR_PZ.SLDPRT,56766,6EFD17E9F60F93B167B1A207807B65ABBD98C9009B86C78106FB7F6328A84E69,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\90_Thermal_Exterior\SV22_Thermal.SLDASM,47562,67624B610FE6A92CABC29AD70395816151F2916279E4E1E38250EAA0EA55C90B,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\Assembly\Spacecraft_Service_Vehicle_V2_2.SLDASM,237979,3B55EDB85B460ECBC23EEC55B99FF83506C33E0F4CECDB0375BABC7B0D50CFB9,False
V22_VENDOR03_CONTROL,READ_ONLY,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\130_B601_Vendor_CAD_Direct_Integration_03\V22_B601_VENDOR_CAD_DIRECT_INTEGRATION_03_REPORT.md,9274,CDA1B0C216C6C15DBAEEB7C659A5466293740A8D9FE126026C17182A0FBD0030,False
V22_VENDOR03_CONTROL,READ_ONLY,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\130_B601_Vendor_CAD_Direct_Integration_03\validation\s0_input_lock.json,890,CB1E81B7A4C406A33EB6A82EAA6A300800686BB39B4233E29CD0E1C98ABF24D9,False
V22_VENDOR03_CONTROL,READ_ONLY,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\130_B601_Vendor_CAD_Direct_Integration_03\validation\machine_checks.json,9151,EFE137F7AFAA33BACA93D218409E358B269FEB7BCBD3C6EB55D1B7A239B9E256,False
V22_VENDOR03_CONTROL,READ_ONLY,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\130_B601_Vendor_CAD_Direct_Integration_03\validation\machine_verdict.json,4267,D0195B9406D73B755634FEC927D0A61D6B075E4D7C889FB2CA822E4EBA826F85,False
V22_VENDOR03_CONTROL,READ_ONLY,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\130_B601_Vendor_CAD_Direct_Integration_03\design\adapter_clocking.json,1654,71A646543F6E4FF9B86C7BBBAA97A29DA37F5BFD8E1080C1A22977C0F82E2E1A,False
V22_VENDOR03_CONTROL,READ_ONLY,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\130_B601_Vendor_CAD_Direct_Integration_03\design\b601_stow_joint_vector_v2.json,1433,90625CB31D7017AAF195B01902AAD0C783CB000D92BB19DFAA23962C73C08A1B,False
V22_VENDOR03_CONTROL,READ_ONLY,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\130_B601_Vendor_CAD_Direct_Integration_03\design\group_link_transforms.json,5483,856BFEFEEABF27A74BD07D3E513C70812DEDA0841E88FEB91DA3B27B93CCC2F0,False
V22_VENDOR03_CONTROL,READ_ONLY,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\130_B601_Vendor_CAD_Direct_Integration_03\design\group_link_registration.json,6095,587B1EE76CBACAD03AC0EEDA8E67960983BD2B2BC670B2945451580E86B71486,False
V22_VENDOR03_CONTROL,READ_ONLY,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\130_B601_Vendor_CAD_Direct_Integration_03\design\stow_contact_registry.json,1844,EF25C6AA7FF0835210FA9FA99748633997D454290509B16D62801A7325CDF844,False
V22_VENDOR03_CONTROL,READ_ONLY,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\130_B601_Vendor_CAD_Direct_Integration_03\design\state_policy_vendorcad03.json,3178,536C94819B5D38EA60C354A63EF75CAC79CB4D3BC5BDA07E77C7004F4C01174C,False
B5_0_ACCEPTED_EVIDENCE,READ_ONLY,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\B5_0_B601_space_manipulator_candidate\07_VERIFICATION\GATE_STATUS.json,11427,96D22AFFBDB266BF4238974C70029E5CFCB3DFC85F98D7379E00A4A996D6B15B,False
B5_0_ACCEPTED_EVIDENCE,READ_ONLY,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\B5_0_B601_space_manipulator_candidate\07_VERIFICATION\protected_hash_verification.json,351,C3073F063BC290E10EEEB7917ABE521687106965514950C663AAD08F736976DB,False
B5_0_ACCEPTED_EVIDENCE,READ_ONLY,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\B5_0_B601_space_manipulator_candidate\03_CAD\native_runs\B50_NATIVE_20260727T2214Z\evidence\native_q0_cold_verify.json,42038,2AB71A59BE42D69D2BD53A192293E3E69C7DFE04BE120FC9277143AB178B48F9,False
