id,responsibility_owner,representation_role,physical_mass_applicable,mass_kg,mass_identity,COM_local_m,inertia_COM_local_kg_m2,source_step_service,source_step_sha256_service,native_service,native_sha256_service
PV1_S2_C04_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\solar\generated_parts\CIC_BONDLINE_0_10MM.step,68126ff86bab8aa03c2b9e3211250d7cc1be0ebd31d0f090a3a0a045298db80d,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\D009.SLDPRT,6e3a99b2918419ea1511a2ffb9859ae2b0082b6a6343ef03bac11589474f5579
PV1_S2_C04_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,True,0.0036,MANUFACTURER_AVERAGE_WHOLE_CIC_REFERENCE,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\solar\generated_parts\AZUR81442_CIC_GLASS_FOOTPRINT_LAYER.step,daa22285c76ad8a76264e1b74d49c0e08dd9a7688e4dcf950b7ca8b61afc4327,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\D008.SLDPRT,0b9b02f05793bd8fe7a887625158479068c1202571f7c4dcb0679af173336977
PV1_S2_C05_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\solar\generated_parts\CIC_BONDLINE_0_10MM.step,68126ff86bab8aa03c2b9e3211250d7cc1be0ebd31d0f090a3a0a045298db80d,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\D009.SLDPRT,6e3a99b2918419ea1511a2ffb9859ae2b0082b6a6343ef03bac11589474f5579
PV1_S2_C05_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,True,0.0036,MANUFACTURER_AVERAGE_WHOLE_CIC_REFERENCE,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\solar\generated_parts\AZUR81442_CIC_GLASS_FOOTPRINT_LAYER.step,daa22285c76ad8a76264e1b74d49c0e08dd9a7688e4dcf950b7ca8b61afc4327,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\D008.SLDPRT,0b9b02f05793bd8fe7a887625158479068c1202571f7c4dcb0679af173336977
PV1_S2_C06_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\solar\generated_parts\CIC_BONDLINE_0_10MM.step,68126ff86bab8aa03c2b9e3211250d7cc1be0ebd31d0f090a3a0a045298db80d,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\D009.SLDPRT,6e3a99b2918419ea1511a2ffb9859ae2b0082b6a6343ef03bac11589474f5579
PV1_S2_C06_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,True,0.0036,MANUFACTURER_AVERAGE_WHOLE_CIC_REFERENCE,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\solar\generated_parts\AZUR81442_CIC_GLASS_FOOTPRINT_LAYER.step,daa22285c76ad8a76264e1b74d49c0e08dd9a7688e4dcf950b7ca8b61afc4327,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\D008.SLDPRT,0b9b02f05793bd8fe7a887625158479068c1202571f7c4dcb0679af173336977
PV1_S2_C07_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\solar\generated_parts\CIC_BONDLINE_0_10MM.step,68126ff86bab8aa03c2b9e3211250d7cc1be0ebd31d0f090a3a0a045298db80d,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\D009.SLDPRT,6e3a99b2918419ea1511a2ffb9859ae2b0082b6a6343ef03bac11589474f5579
PV1_S2_C07_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,True,0.0036,MANUFACTURER_AVERAGE_WHOLE_CIC_REFERENCE,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\solar\generated_parts\AZUR81442_CIC_GLASS_FOOTPRINT_LAYER.step,daa22285c76ad8a76264e1b74d49c0e08dd9a7688e4dcf950b7ca8b61afc4327,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\D008.SLDPRT,0b9b02f05793bd8fe7a887625158479068c1202571f7c4dcb0679af173336977
PV2_S1_C01_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\solar\generated_parts\CIC_BONDLINE_0_10MM.step,68126ff86bab8aa03c2b9e3211250d7cc1be0ebd31d0f090a3a0a045298db80d,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\D009.SLDPRT,6e3a99b2918419ea1511a2ffb9859ae2b0082b6a6343ef03bac11589474f5579
PV2_S1_C01_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,True,0.0036,MANUFACTURER_AVERAGE_WHOLE_CIC_REFERENCE,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\solar\generated_parts\AZUR81442_CIC_GLASS_FOOTPRINT_LAYER.step,daa22285c76ad8a76264e1b74d49c0e08dd9a7688e4dcf950b7ca8b61afc4327,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\D008.SLDPRT,0b9b02f05793bd8fe7a887625158479068c1202571f7c4dcb0679af173336977
PV2_S1_C02_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\solar\generated_parts\CIC_BONDLINE_0_10MM.step,68126ff86bab8aa03c2b9e3211250d7cc1be0ebd31d0f090a3a0a045298db80d,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\D009.SLDPRT,6e3a99b2918419ea1511a2ffb9859ae2b0082b6a6343ef03bac11589474f5579
PV2_S1_C02_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,True,0.0036,MANUFACTURER_AVERAGE_WHOLE_CIC_REFERENCE,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\solar\generated_parts\AZUR81442_CIC_GLASS_FOOTPRINT_LAYER.step,daa22285c76ad8a76264e1b74d49c0e08dd9a7688e4dcf950b7ca8b61afc4327,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\D008.SLDPRT,0b9b02f05793bd8fe7a887625158479068c1202571f7c4dcb0679af173336977
PV2_S1_C03_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\solar\generated_parts\CIC_BONDLINE_0_10MM.step,68126ff86bab8aa03c2b9e3211250d7cc1be0ebd31d0f090a3a0a045298db80d,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\D009.SLDPRT,6e3a99b2918419ea1511a2ffb9859ae2b0082b6a6343ef03bac11589474f5579
PV2_S1_C03_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,True,0.0036,MANUFACTURER_AVERAGE_WHOLE_CIC_REFERENCE,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\solar\generated_parts\AZUR81442_CIC_GLASS_FOOTPRINT_LAYER.step,daa22285c76ad8a76264e1b74d49c0e08dd9a7688e4dcf950b7ca8b61afc4327,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\D008.SLDPRT,0b9b02f05793bd8fe7a887625158479068c1202571f7c4dcb0679af173336977
PV2_S1_C04_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\solar\generated_parts\CIC_BONDLINE_0_10MM.step,68126ff86bab8aa03c2b9e3211250d7cc1be0ebd31d0f090a3a0a045298db80d,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\D009.SLDPRT,6e3a99b2918419ea1511a2ffb9859ae2b0082b6a6343ef03bac11589474f5579
PV2_S1_C04_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,True,0.0036,MANUFACTURER_AVERAGE_WHOLE_CIC_REFERENCE,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\solar\generated_parts\AZUR81442_CIC_GLASS_FOOTPRINT_LAYER.step,daa22285c76ad8a76264e1b74d49c0e08dd9a7688e4dcf950b7ca8b61afc4327,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\D008.SLDPRT,0b9b02f05793bd8fe7a887625158479068c1202571f7c4dcb0679af173336977
PV2_S1_C05_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\solar\generated_parts\CIC_BONDLINE_0_10MM.step,68126ff86bab8aa03c2b9e3211250d7cc1be0ebd31d0f090a3a0a045298db80d,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\D009.SLDPRT,6e3a99b2918419ea1511a2ffb9859ae2b0082b6a6343ef03bac11589474f5579
PV2_S1_C05_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,True,0.0036,MANUFACTURER_AVERAGE_WHOLE_CIC_REFERENCE,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\solar\generated_parts\AZUR81442_CIC_GLASS_FOOTPRINT_LAYER.step,daa22285c76ad8a76264e1b74d49c0e08dd9a7688e4dcf950b7ca8b61afc4327,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\D008.SLDPRT,0b9b02f05793bd8fe7a887625158479068c1202571f7c4dcb0679af173336977
PV2_S1_C06_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\solar\generated_parts\CIC_BONDLINE_0_10MM.step,68126ff86bab8aa03c2b9e3211250d7cc1be0ebd31d0f090a3a0a045298db80d,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\D009.SLDPRT,6e3a99b2918419ea1511a2ffb9859ae2b0082b6a6343ef03bac11589474f5579
PV2_S1_C06_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,True,0.0036,MANUFACTURER_AVERAGE_WHOLE_CIC_REFERENCE,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\solar\generated_parts\AZUR81442_CIC_GLASS_FOOTPRINT_LAYER.step,daa22285c76ad8a76264e1b74d49c0e08dd9a7688e4dcf950b7ca8b61afc4327,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\D008.SLDPRT,0b9b02f05793bd8fe7a887625158479068c1202571f7c4dcb0679af173336977
PV2_S1_C07_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\solar\generated_parts\CIC_BONDLINE_0_10MM.step,68126ff86bab8aa03c2b9e3211250d7cc1be0ebd31d0f090a3a0a045298db80d,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\D009.SLDPRT,6e3a99b2918419ea1511a2ffb9859ae2b0082b6a6343ef03bac11589474f5579
PV2_S1_C07_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,True,0.0036,MANUFACTURER_AVERAGE_WHOLE_CIC_REFERENCE,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\solar\generated_parts\AZUR81442_CIC_GLASS_FOOTPRINT_LAYER.step,daa22285c76ad8a76264e1b74d49c0e08dd9a7688e4dcf950b7ca8b61afc4327,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\D008.SLDPRT,0b9b02f05793bd8fe7a887625158479068c1202571f7c4dcb0679af173336977
PV2_S2_C01_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\solar\generated_parts\CIC_BONDLINE_0_10MM.step,68126ff86bab8aa03c2b9e3211250d7cc1be0ebd31d0f090a3a0a045298db80d,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\D009.SLDPRT,6e3a99b2918419ea1511a2ffb9859ae2b0082b6a6343ef03bac11589474f5579
PV2_S2_C01_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,True,0.0036,MANUFACTURER_AVERAGE_WHOLE_CIC_REFERENCE,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\solar\generated_parts\AZUR81442_CIC_GLASS_FOOTPRINT_LAYER.step,daa22285c76ad8a76264e1b74d49c0e08dd9a7688e4dcf950b7ca8b61afc4327,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\D008.SLDPRT,0b9b02f05793bd8fe7a887625158479068c1202571f7c4dcb0679af173336977
PV2_S2_C02_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\solar\generated_parts\CIC_BONDLINE_0_10MM.step,68126ff86bab8aa03c2b9e3211250d7cc1be0ebd31d0f090a3a0a045298db80d,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\D009.SLDPRT,6e3a99b2918419ea1511a2ffb9859ae2b0082b6a6343ef03bac11589474f5579
PV2_S2_C02_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,True,0.0036,MANUFACTURER_AVERAGE_WHOLE_CIC_REFERENCE,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\solar\generated_parts\AZUR81442_CIC_GLASS_FOOTPRINT_LAYER.step,daa22285c76ad8a76264e1b74d49c0e08dd9a7688e4dcf950b7ca8b61afc4327,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\D008.SLDPRT,0b9b02f05793bd8fe7a887625158479068c1202571f7c4dcb0679af173336977
PV2_S2_C03_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\solar\generated_parts\CIC_BONDLINE_0_10MM.step,68126ff86bab8aa03c2b9e3211250d7cc1be0ebd31d0f090a3a0a045298db80d,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\D009.SLDPRT,6e3a99b2918419ea1511a2ffb9859ae2b0082b6a6343ef03bac11589474f5579
PV2_S2_C03_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,True,0.0036,MANUFACTURER_AVERAGE_WHOLE_CIC_REFERENCE,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\solar\generated_parts\AZUR81442_CIC_GLASS_FOOTPRINT_LAYER.step,daa22285c76ad8a76264e1b74d49c0e08dd9a7688e4dcf950b7ca8b61afc4327,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\D008.SLDPRT,0b9b02f05793bd8fe7a887625158479068c1202571f7c4dcb0679af173336977
PV2_S2_C04_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\solar\generated_parts\CIC_BONDLINE_0_10MM.step,68126ff86bab8aa03c2b9e3211250d7cc1be0ebd31d0f090a3a0a045298db80d,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\D009.SLDPRT,6e3a99b2918419ea1511a2ffb9859ae2b0082b6a6343ef03bac11589474f5579
PV2_S2_C04_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,True,0.0036,MANUFACTURER_AVERAGE_WHOLE_CIC_REFERENCE,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\solar\generated_parts\AZUR81442_CIC_GLASS_FOOTPRINT_LAYER.step,daa22285c76ad8a76264e1b74d49c0e08dd9a7688e4dcf950b7ca8b61afc4327,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\D008.SLDPRT,0b9b02f05793bd8fe7a887625158479068c1202571f7c4dcb0679af173336977
PV2_S2_C05_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\solar\generated_parts\CIC_BONDLINE_0_10MM.step,68126ff86bab8aa03c2b9e3211250d7cc1be0ebd31d0f090a3a0a045298db80d,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\D009.SLDPRT,6e3a99b2918419ea1511a2ffb9859ae2b0082b6a6343ef03bac11589474f5579
PV2_S2_C05_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,True,0.0036,MANUFACTURER_AVERAGE_WHOLE_CIC_REFERENCE,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\solar\generated_parts\AZUR81442_CIC_GLASS_FOOTPRINT_LAYER.step,daa22285c76ad8a76264e1b74d49c0e08dd9a7688e4dcf950b7ca8b61afc4327,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\D008.SLDPRT,0b9b02f05793bd8fe7a887625158479068c1202571f7c4dcb0679af173336977
PV2_S2_C06_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\solar\generated_parts\CIC_BONDLINE_0_10MM.step,68126ff86bab8aa03c2b9e3211250d7cc1be0ebd31d0f090a3a0a045298db80d,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\D009.SLDPRT,6e3a99b2918419ea1511a2ffb9859ae2b0082b6a6343ef03bac11589474f5579
PV2_S2_C06_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,True,0.0036,MANUFACTURER_AVERAGE_WHOLE_CIC_REFERENCE,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\solar\generated_parts\AZUR81442_CIC_GLASS_FOOTPRINT_LAYER.step,daa22285c76ad8a76264e1b74d49c0e08dd9a7688e4dcf950b7ca8b61afc4327,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\D008.SLDPRT,0b9b02f05793bd8fe7a887625158479068c1202571f7c4dcb0679af173336977
