sample_index,t_s,joint1_q_rad,joint2_q_rad,joint3_q_rad,joint4_q_rad,joint5_q_rad,joint6_q_rad,joint1_dq_rad_s,joint2_dq_rad_s,joint3_dq_rad_s,joint4_dq_rad_s,joint5_dq_rad_s,joint6_dq_rad_s,joint1_ddq_rad_s2,joint2_ddq_rad_s2,joint3_ddq_rad_s2,joint4_ddq_rad_s2,joint5_ddq_rad_s2,joint6_ddq_rad_s2,segment_id,candidate_state,authority_class,released_for_mission_gate
147,1.47,2.470460874629007,-2.917838880011745,-1.013625276077252,-0.7237043664473209,-0.3684136241421815,-0.05146536536495615,-0.1333121162024895,0.02716359034426191,-0.03565220016778781,-0.01067133869605835,-0.00511922194037312,0.001697728449535013,-0.1547943536320712,0.03154079711164221,-0.04139728209063474,-0.0123909440709517,-0.00594414576808268,0.001971304525609527,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
148,1.48,2.469120004825161,-2.917565665250069,-1.013983870329653,-0.7238117000958425,-0.3684651139115631,-0.05144828940158571,-0.1348627343582294,0.02747954329409668,-0.03606688827301806,-0.01079546223410963,-0.005178766104175511,0.00171747555604232,-0.1553282288691912,0.03164957918373869,-0.04154005851156797,-0.01243367959746673,-0.005964646724073321,0.001978103421346687,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
149,1.49,2.4677636022508,-2.917289285541147,-1.014346618573899,-0.7239202771081317,-0.3685172001436059,-0.05143101562854007,-0.136418659831469,0.02779657765950339,-0.03648299573570239,-0.01092001061113446,-0.005238514070430095,0.001737290251184229,-0.1558558195849943,0.03175708072584716,-0.04168115423746514,-0.0124759120620139,-0.005984906352716332,0.001984822283768531,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
150,1.5,2.466391614146729,-2.917009730134799,-1.014713534919596,-0.7240301017074448,-0.3685698848642777,-0.05141354337393143,-0.1379798298505844,0.02811468065017666,-0.03690050576857076,-0.01104497880240379,-0.005298463428689244,0.001757171735564745,-0.156377140497329,0.03186330473686688,-0.04182057320438019,-0.0125176426427243,-0.006004925219181142,0.001991461300306711,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
151,1.51,2.465003988380734,-2.916726988408597,-1.015084633308674,-0.7241411780668494,-0.3686231700754698,-0.0513958719738566,-0.1395461817911302,0.0284338395058001,-0.03731940162371358,-0.01117036179496993,-0.005358611774157022,0.00177711921166219,-0.1568922063240438,0.03196825421569714,-0.04195831934836706,-0.01255887251772898,-0.006024703888637187,0.001998020658392879,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
152,1.52,2.463600673446109,-2.91644104986757,-1.015459927515779,-0.7242535103093433,-0.3686770577550538,-0.05137800077237817,-0.1411176531758394,0.0287540414960463,-0.03773966659258184,-0.01129615458766645,-0.005418956707689189,0.001797131883829202,-0.1574010317829872,0.03207193216123718,-0.04209439660547971,-0.01259960286515903,-0.006044242926253896,0.002004500545458687,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
153,1.53,2.462181618460186,-2.916151904143899,-1.01583943114867,-0.7243671025079707,-0.3687315498569382,-0.05135992912150589,-0.1426941816746235,0.02907527392057687,-0.0381612840059871,-0.01142235219110829,-0.005479495835793199,0.001817208958292735,-0.1579036315920077,0.03217434157238628,-0.04222880891177206,-0.01263983486314551,-0.006063542897200701,0.002010901148935785,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
154,1.54,2.460746773162862,-2.915859540996616,-1.01622315764861,-0.7244819586859412,-0.3687866483111248,-0.05134165638117786,-0.1442757051045726,0.02939752410904239,-0.0385842372341014,-0.01154894962769166,-0.005540226770628202,0.001837349643154061,-0.1584000204689539,0.03227548544804373,-0.04236156020329811,-0.01267956968981951,-0.006082604366647038,0.002017222656255827,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
155,1.55,2.459296087915126,-2.915563950311309,-1.016611120290761,-0.7245980828167475,-0.3688423550237653,-0.05132318191924178,-0.1458621614299552,0.02972077942108244,-0.03900850968645735,-0.01167594193159408,-0.005601147130005037,0.001857553148388767,-0.1588902131316743,0.03237536678710877,-0.04249265441611175,-0.01271880852331208,-0.006101427899762336,0.002023465254850464,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
156,1.56,2.45782951369759,-2.91526512209982,-1.017003332184578,-0.7247154788242828,-0.3688986718772176,-0.05130450511143621,-0.1474534887622181,0.03004502724632559,-0.0394340848119481,-0.0118033241487744,-0.005662254537386243,0.001877818685846757,-0.1593742242980174,0.03247398858848069,-0.04262209548626698,-0.0127575525417543,-0.006120014061716031,0.002029629132151348,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
157,1.57,2.456347002109013,-2.914963046499943,-1.017399806274201,-0.7248341505829584,-0.3689556007301028,-0.05128562534137189,-0.149049625359987,0.0303702550043894,-0.03986094609882733,-0.01193109133697276,-0.005723546621886049,0.001898145469252253,-0.1598520686858316,0.03257135385105873,-0.04274988734981772,-0.01279580292327725,-0.006138363417677549,0.002035714475590129,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
158,1.58,2.454848505364835,-2.914657713775128,-1.017800555338847,-0.7249541019178227,-0.369013143417361,-0.05126654200051289,-0.1506505096290659,0.03069645014488044,-0.04028907707470929,-0.01205923856571065,-0.005785021018270385,0.001918532714203792,-0.1603237610129657,0.03266746557374221,-0.04287603394281792,-0.012833560846012,-0.006156476532816329,0.002041721472598461,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
159,1.59,2.4533339762957,-2.914349114314176,-1.01820559199321,-0.7250753366046775,-0.3690713017503086,-0.05124725448815796,-0.152256080122437,0.03102360014739427,-0.04071846130656872,-0.01218776091629082,-0.005846675366956867,0.001938979638174227,-0.1607893159972679,0.03276232675543035,-0.04300053920132153,-0.01287082748808961,-0.0061743539723018,0.002047650310607995,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
160,1.6,2.451803368345988,-2.914037238630944,-1.018614928687849,-0.7251978583701969,-0.3691300775166941,-0.05122776221142173,-0.1538662755402613,0.03135169252151541,-0.04114908240074092,-0.01231665348179736,-0.005908507314014809,0.001959485460510728,-0.1612487483565869,0.03285594039502245,-0.04312340706138251,-0.01290760402764116,-0.006191996301303395,0.002053501177050383,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
161,1.61,2.450256635572339,-2.913722077364045,-1.019028577709581,-0.7253216708920448,-0.3691894724807552,-0.051208064585216,-0.1554810347298783,0.0316807148068174,-0.04158092400292174,-0.01244591136709566,-0.00597051451116522,0.001980049402434783,-0.1617020728087712,0.03294830949141777,-0.04324464145905482,-0.01294389164279773,-0.006209404084990549,0.002059274259357278,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
162,1.62,2.448693732642186,-2.913403621276542,-1.01944655118188,-0.7254467777989924,-0.369249488383275,-0.05118816103223096,-0.1571002966858057,0.03201065457286276,-0.04201396979816756,-0.01257552968883243,-0.006032694615780801,0.002000670687042194,-0.1621493040716693,0.03303943704351557,-0.04336424633039237,-0.01297969151169039,-0.006226577888532692,0.002064969744960329,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
163,1.63,2.447114614832279,-2.913081861255657,-1.019868861065265,-0.7255731826710363,-0.3693101269416385,-0.05116805098291652,-0.1587240005497402,0.03234149941920304,-0.04244820351089532,-0.01270550357543569,-0.006095045290885955,0.002021348539303082,-0.1625904568631298,0.03312932605021514,-0.04348222561144913,-0.0130150048124502,-0.006243518277099256,0.00207058782129119,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
164,1.64,2.445519238027218,-2.912756788312462,-1.020295519157697,-0.7257008890395167,-0.3693713898498893,-0.05114773387546345,-0.1603520856105564,0.03267323697537874,-0.04288360890488246,-0.01283582816711476,-0.006157564205156769,0.002042082186061883,-0.163025545901001,0.03321797951041572,-0.04359858323827905,-0.01304983272320825,-0.006260225815859672,0.002076128675781511,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
165,1.65,2.443907558717975,-2.912428393581588,-1.020726537094973,-0.7258299003872342,-0.369433278778786,-0.05112720915578477,-0.1619844913043077,0.03300585490091936,-0.04332016978326698,-0.01296649861586028,-0.006220249032921026,0.002062870856037349,-0.1634545859031317,0.03330540042301661,-0.04371332314693608,-0.0130841764220956,-0.006276701069983378,0.002081592495862946,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
166,1.66,2.442279534000428,-2.912096668320917,-1.021161926351114,-0.7259602201485686,-0.3694957953758586,-0.05110647627749688,-0.1636211572142261,0.03333934088534341,-0.04375786998854746,-0.01309751008544421,-0.006283097454158212,0.002083713779822551,-0.1638775915873701,0.03339159178691706,-0.04382644927347416,-0.01311803708724332,-0.006292944604639799,0.002086979468967145,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
167,1.67,2.440635121573885,-2.91176160391129,-1.021601698238768,-0.7260918517095964,-0.3695589412654655,-0.05108553470190093,-0.1652620230707217,0.03367368264815836,-0.04419669340258292,-0.01322885775141979,-0.006346107154499496,0.002104610189884874,-0.164294577671565,0.03347655660101635,-0.04393796555394724,-0.01315141589678249,-0.006308956984998373,0.002092289782525761,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
168,1.68,2.438974279739615,-2.911423191856198,-1.022045863909595,-0.7262247984082082,-0.3696227180488493,-0.051064383897964,-0.1669070287513833,0.03400886793886072,-0.04463662394659301,-0.0133605368011216,-0.006409275825227749,0.002125559320566019,-0.1647055588735647,0.03356029786421374,-0.04404787592440927,-0.01318431402884417,-0.006324738776228528,0.002097523623970444,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
169,1.69,2.437296967399377,-2.911081423781491,-1.022494434354664,-0.726359063534227,-0.3696871273041938,-0.05104302334230037,-0.1685561142809784,0.03434488453693596,-0.04507764558115791,-0.01349254243366552,-0.006472601163277535,0.002146560408082008,-0.1651105499112179,0.0336428185754085,-0.0441561843209142,-0.01321673266155945,-0.0063402905434997,0.002102681180732847,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
170,1.7,2.435603144053943,-2.910736291435073,-1.022947420404849,-0.726494650329526,-0.3697521705866806,-0.05102145251915281,-0.1702092198314528,0.03468172025185856,-0.04551974230621831,-0.01362486985994874,-0.006536080871235114,0.002167612690523175,-0.165509565502373,0.03372412173349991,-0.04426289467951599,-0.0132486729730594,-0.006355612851981321,0.002107762640244623,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
171,1.71,2.433892769801631,-2.910387786686603,-1.023404832731217,-0.726631561988146,-0.3698178494285451,-0.05099967092037382,-0.1718662857219304,0.03501936292309194,-0.0459628981610754,-0.01375751430264976,-0.006599712657338428,0.00218871540785417,-0.1659026203648785,0.03380421033738722,-0.04436801093626857,-0.01328013614147507,-0.006370706266842822,0.002112768189937422,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
172,1.72,2.432165805336833,-2.910035901527195,-1.023866681845428,-0.7267698016564139,-0.3698841653391335,-0.05097767804540684,-0.1735272524187143,0.03535780042008862,-0.04640709722439102,-0.0138904709962284,-0.006663494235477134,0.002209867801913965,-0.1662897292165831,0.03388308738596972,-0.04447153702722589,-0.01331112334493756,-0.006385571353253636,0.002117698017242897,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
173,1.73,2.430422211948541,-2.909680628069121,-1.024332978100122,-0.7269093724330598,-0.3699511198049593,-0.0509554734012676,-0.1751920605352855,0.03569702064228998,-0.04685232361418745,-0.01402373518692577,-0.006727423325192563,0.002231069116415843,-0.1666709067753351,0.03396075587814668,-0.04457347688844191,-0.01334163576157793,-0.006400208676383195,0.002122552309592698,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
174,1.74,2.428661951518875,-2.909321958545504,-1.02480373168932,-0.7270502773693349,-0.3700187142897593,-0.0509330565025253,-0.176860650832304,0.03603701151912652,-0.04729856148784756,-0.01415730213276432,-0.006791497651677757,0.002252318596947406,-0.1670461677589831,0.03403721881281735,-0.04467383445597058,-0.01337167456952725,-0.006414618801400934,0.002127331254418479,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
175,1.75,2.426884986521616,-2.908959885310028,-1.02527895264881,-0.7271925194691302,-0.3700869502345509,-0.05091042687128389,-0.1785329642176077,0.03637776101001765,-0.04774579504211476,-0.01429116710354778,-0.006855714945777442,0.002273615490970572,-0.1674155268853757,0.03411247918888101,-0.04477261366586584,-0.0134012409469166,-0.006428802293476281,0.002132035039151891,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
176,1.76,2.425091280020728,-2.908594400836629,-1.025758650856547,-0.727336101689093,-0.3701558290576879,-0.05088758403716334,-0.1802089417462134,0.03671925710437178,-0.04819400851309294,-0.01442532538086122,-0.006920072943988039,0.002294959047821574,-0.1677789988723614,0.03418654000523694,-0.04486981845418166,-0.01343033607187705,-0.006442759717778673,0.002136663851224585,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
177,1.77,2.42328079566889,-2.908225497719201,-1.026242836033041,-0.7274810269387457,-0.3702253521549175,-0.05086452753728087,-0.1818885246203165,0.03706148782158637,-0.04864318617624664,-0.014559772258071,-0.006984569388457671,0.002316348518710966,-0.1681365984377885,0.03425940426078439,-0.04496545275697194,-0.01345896112253966,-0.006456491639477539,0.002141217878068214,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
178,1.78,2.421453497706022,-2.907853168671293,-1.026731517741757,-0.7276272980806033,-0.3702955208994366,-0.05084125691623225,-0.1835716541892902,0.03740444121104777,-0.0490933123464008,-0.01469450304032479,-0.007049202026986142,0.002337783156723613,-0.1684883402995058,0.03433107495442264,-0.04505952051029067,-0.01348711727703552,-0.006469998623742312,0.002145697307114428,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
179,1.79,2.419609350957816,-2.907477406525811,-1.027224705389502,-0.7277749179302908,-0.3703663366419483,-0.050817771726073,-0.185258271949687,0.03774810535213145,-0.04954437137774106,-0.01482951304455159,-0.007113968613024968,0.002359262216818702,-0.1688342391753616,0.03440155508505095,-0.04515202565019178,-0.01351480571349568,-0.006483281235742423,0.002150102325794881,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
180,1.8,2.417748320834261,-2.907098204234717,-1.027722408226823,-0.727923889256662,-0.3704378007107186,-0.05079407152629969,-0.1869483195452375,0.03809246835420178,-0.04999634766381346,-0.01496479759946169,-0.007178866905677344,0.002380784955829732,-0.1691743097832045,0.0344708476515686,-0.04524297211272923,-0.01354202761005124,-0.006496340040647307,0.002154433121541223,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
181,1.81,2.415870373328174,-2.906715554868729,-1.0282246353484,-0.728074214781916,-0.3705099144116325,-0.0507701558838312,-0.1886417387668505,0.03843751835661211,-0.0504492256375246,-0.0151003520455467,-0.00724389466969816,0.002402350632464518,-0.1695085668408831,0.03453895565287485,-0.04533236383395696,-0.01356878414483326,-0.006509175603626396,0.002158689881785106,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
182,1.82,2.413975475013726,-2.906329451617022,-1.028731395693436,-0.7282258971817164,-0.3705826790282511,-0.05074602437298993,-0.190338471552614,0.03878324352870488,-0.05090298977114172,-0.01523617173507954,-0.007309049675494015,0.002423958507305197,-0.1698370250662458,0.03460588208786899,-0.04542020474992893,-0.0135950764959728,-0.006521788489849124,0.002162872793958184,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
183,1.83,2.412063593044973,-2.905939887786928,-1.029242698046057,-0.728378939085308,-0.3706560958218679,-0.0507216765754831,-0.192038459987794,0.03912963206981146,-0.05135762457629253,-0.01537225203211446,-0.007374329699123189,0.002445607842808219,-0.1701596991771412,0.03467162995545027,-0.04550649879669908,-0.01362090584160095,-0.006534179264484919,0.002166982045492106,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
184,1.84,2.410134695154381,-2.905546856803635,-1.029758551035699,-0.7285333430756352,-0.3707301660315648,-0.05069711208038399,-0.1937416463048348,0.03947667220925218,-0.05181311460396523,-0.01550858831248696,-0.007439732522295656,0.002467297903304348,-0.1704766038914177,0.03473620225451796,-0.04559124991032135,-0.01364627335984877,-0.006546348492703215,0.002171017823818525,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
185,1.85,2.408188749651355,-2.905150352209888,-1.030278963137508,-0.7286891116894596,-0.3708048908742695,-0.05067233048411322,-0.1954479728833597,0.03982435220633643,-0.05226944444450864,-0.01564517596381393,-0.007505255932373093,0.00248902795499867,-0.170787753926924,0.03479960198397133,-0.04567446202684971,-0.01367118022884735,-0.006558296739673447,0.002174980316369093,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
186,1.86,2.406225725420769,-2.904750367665689,-1.030803942672727,-0.7288462474174779,-0.3708802715448113,-0.05064733139041997,-0.1971573822501702,0.04017266035036256,-0.05272659872763208,-0.01578201038549351,-0.007570897722368862,0.002510797265970582,-0.1710931640015085,0.03486183214270966,-0.0457561390823381,-0.01369562762672774,-0.006570024570565044,0.002178869710575461,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
187,1.87,2.404245591921494,-2.904346896947997,-1.031333497809095,-0.72900475270444,-0.3709563092159782,-0.05062211441036325,-0.1988698170792463,0.0405215849606179,-0.05318456212240543,-0.01591908698870519,-0.007636655690948028,0.002532605106173803,-0.1713928488330198,0.03492289572963222,-0.04583628501284048,-0.01371961673162103,-0.006581532550547444,0.002182686193869283,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
188,1.88,2.402248319184922,-2.903939933950428,-1.031867636561238,-0.7291646299492658,-0.3710330050385727,-0.05059667916229317,-0.2005852201917465,0.04087111438637881,-0.05364331933725911,-0.01605640119640975,-0.007702527642427345,0.002554450747436365,-0.1716868231393062,0.03498279574363825,-0.04591490375441076,-0.01374314872165828,-0.006592821244790071,0.002186429953682208,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
189,1.89,2.400233877813502,-2.903529472682957,-1.032406366791062,-0.7293258815051643,-0.371110360141469,-0.05057102527183219,-0.2023035345560078,0.04122123700691061,-0.05410285511998406,-0.01619394844334928,-0.007768511386775263,0.002576333463460617,-0.1719751016382164,0.03504153518362706,-0.04599199924310291,-0.01376622477497056,-0.006603891218462363,0.002190101177445888,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
190,1.9,2.398202238979261,-2.903115507271613,-1.03294969620815,-0.7294885096797507,-0.3711883756316692,-0.05054515237185637,-0.2040247032875457,0.04157194123146762,-0.05456315425773176,-0.01633172417604718,-0.007834604739611922,0.002598252529823224,-0.1722576990475989,0.03509911704849789,-0.04606757541497089,-0.01378884606968896,-0.00661474303673375,0.002193700052591977,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
191,1.91,2.396153374422334,-2.902698031958186,-1.033497632370151,-0.7296525167351641,-0.3712670525943598,-0.05051906010247664,-0.2057486696490542,0.04192321549929317,-0.05502420157701424,-0.01646972385280818,-0.007900805522209165,0.002620207223975169,-0.1725346300853022,0.03515554433715001,-0.04614163620606864,-0.01381101378394453,-0.006625377264773667,0.002197226766552124,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
192,1.92,2.394087256449497,-2.902277041099922,-1.034050182683177,-0.729817904888186,-0.3713463920929684,-0.05049274811102003,-0.2074753770504057,0.04227504827961956,-0.05548598194370407,-0.0166079429437183,-0.007967111561490521,0.002642196825241752,-0.1728059094691749,0.03521082004848271,-0.04621418555245011,-0.01383272909586836,-0.006635794467751544,0.002200681506757984,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
193,1.93,2.392003857932687,-2.901852529169225,-1.034607354402196,-0.7299846763103572,-0.3714263951692198,-0.05046621605201097,-0.2092047690486511,0.04262742807166809,-0.05594848026303437,-0.01674637693064488,-0.00803352069003122,0.002664220614822587,-0.1730715519170653,0.03526494718139524,-0.04628522739016925,-0.01385399318359152,-0.006645995210836814,0.002204064460641206,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
194,1.94,2.389903152307536,-2.901424490753356,-1.035169154631424,-0.7301528331280964,-0.3715070628431933,-0.0504394635871525,-0.2109367893480198,0.04298034340464905,-0.05641168147959875,-0.01688502130723656,-0.00810003074605818,0.002686277875791606,-0.1733315721468222,0.03531792873478689,-0.04635476565528,-0.01387480722524507,-0.00665598005919891,0.002207375815633442,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
195,1.95,2.387785113571901,-2.900992920554135,-1.035735590324721,-0.7303223774228176,-0.3715883961133783,-0.05041249038530755,-0.2126713817999199,0.04333378283776176,-0.05687557057735145,-0.01702387157892332,-0.00816663957345002,0.002708367893097058,-0.1735859848762938,0.03536976770755691,-0.04642280428383632,-0.01389517239896009,-0.006665749578007263,0.002210615759166346,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
196,1.96,2.385649716284384,-2.90055781338764,-1.036306668285982,-0.730493311231048,-0.3716703959567313,-0.05038529612248023,-0.2144084904029376,0.04368773496019445,-0.05734013257960715,-0.0171629232629164,-0.008233345021737044,0.002730489953561508,-0.1738348048233289,0.03542046709860458,-0.04648934721189216,-0.01391508988286766,-0.006675304332431309,0.002213784478671568,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
197,1.97,2.383496935562869,-2.900119164183906,-1.036882395169533,-0.7306656365445456,-0.3717530633287326,-0.05035788048179701,-0.2161480593028378,0.04404218839112443,-0.05780535254904114,-0.01730217188820841,-0.008300144946101262,0.002752643345881836,-0.1740780467057759,0.03547002990682916,-0.04655439837550146,-0.01393456085509884,-0.006684644887640477,0.002216882161580761,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
198,1.98,2.381326747083044,-2.899676967986628,-1.037462777480522,-0.7308393553104178,-0.3718363991634424,-0.05033024315348805,-0.217890032792564,0.04439713177971796,-0.0582712155876892,-0.01744161299557323,-0.008367037207376369,0.002774827360629241,-0.1743157252414834,0.03551845913112994,-0.04661796171071818,-0.01395358649378471,-0.006693771808804201,0.002219908995325575,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
199,1.99,2.379139127076934,-2.899231219952858,-1.038047821575317,-0.7310144694312379,-0.3719204043735576,-0.0503023838348684,-0.2196343553122379,0.0447525538051303,-0.05873770683694772,-0.01758124213756607,-0.008434019672047762,0.002797041290249239,-0.1745478551482997,0.03556575777040616,-0.04668004115359624,-0.01397216797705634,-0.006702685661091911,0.002222865167337663,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
200,2,2.376934052331425,-2.898781915352709,-1.038637533661895,-0.7311909807651643,-0.3720050798504679,-0.0502743022303193,-0.2213809714491598,0.04510844317650566,-0.05920481147757351,-0.01772105487852341,-0.008501090212252519,0.002819284429061658,-0.1747744511440736,0.03561192882355711,-0.04674064064018962,-0.0139903064830448,-0.006711387009673042,0.002225750865048678,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
201,2.01,2.374711500186795,-2.898329049569048,-1.039231919800236,-0.7313688911260573,-0.372090426464313,-0.05024599805126941,-0.2231298259378087,0.04546478863297734,-0.05967251472968406,-0.01786104679456312,-0.00856824670577943,0.002841556073260647,-0.1749955279466534,0.03565697528948204,-0.04679976410655225,-0.01400800318988116,-0.006719876419717025,0.002228566275890268,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
202,2.02,2.372471448535241,-2.897872618097205,-1.03983098590272,-0.7315482022835975,-0.3721764450640387,-0.05021747101617611,-0.2248808636598418,0.04582157894366755,-0.0601408018527573,-0.0180012134735843,-0.008635487036068966,0.002863855520914671,-0.1752111002738876,0.03570090016708024,-0.04685741548873809,-0.0140252592756965,-0.006728154456393292,0.002231311587294089,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
203,2.03,2.370213875819406,-2.897412616544667,-1.040434737734519,-0.7317289159634033,-0.3722631364774533,-0.05018872085050667,-0.2266340296440948,0.04617880290768753,-0.06060965814563175,-0.01814155051526742,-0.008702809092213304,0.002886182071966509,-0.175421182843625,0.03574370645525098,-0.0469135987228011,-0.01404207591862189,-0.006736221684871278,0.002233986986691791,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
204,2.04,2.367938761030914,-2.89694904063078,-1.041043180913989,-0.7319110338471486,-0.3723505015112843,-0.0501597472867196,-0.2283892690665822,0.0465364493541375,-0.06107906894650646,-0.01828205353107422,-0.008770210768956302,0.00290853502823326,-0.1756257903737138,0.03578539715289351,-0.04696831774479519,-0.0140584542967884,-0.006744078670320413,0.002236592661515025,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
205,2.05,2.365646083708887,-2.896481886186449,-1.041656320913064,-0.7320945575726813,-0.3724385409512351,-0.05013055006424586,-0.2301465272504964,0.04689450714210663,-0.06154901963294094,-0.01842271814424776,-0.008837689966693513,0.002930913693406333,-0.1758249375820027,0.03582597525890711,-0.04702157649077434,-0.0140743955883271,-0.006751725977910129,0.002239128799195444,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
