t_s,base_dev_angle_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,wb_x_dps,wb_y_dps,wb_z_dps,tip_L_mm,tip_R_mm,eta_L1,eta_L2,eta_L3,eta_L4,eta_R1,eta_R2,eta_R3,eta_R4,L_base_Nms,L_arm_Nms,L_panels_Nms,L_target_Nms,E_damp_J,abs_dP,abs_dL
0.7300,19.608147,1.687367,19.504373,1.445681,1.598104,0.426894,1.836193,1.977890,-1.385564,6.06130094e-04,2.29120551e-05,3.08130129e-07,-1.97258200e-07,-4.22106030e-04,-1.35063990e-05,-1.96380862e-07,1.17624393e-07,6.32168051e-01,9.32089849e-02,2.02398683e-02,2.99924690e+00,1.01954102e-06,5.690e-16,2.665e-15
0.7400,19.614643,1.709895,19.508094,1.465286,1.598222,0.426576,1.836179,1.945008,-1.370202,6.06351564e-04,2.83763404e-05,-3.33569173e-06,6.20559857e-07,-4.23640783e-04,-1.70007061e-05,1.92082423e-06,-3.39493120e-07,6.32184096e-01,9.32106340e-02,2.01724060e-02,2.99929398e+00,1.02358892e-06,4.528e-16,2.665e-15
0.7500,19.621165,1.732426,19.511805,1.484894,1.598334,0.426255,1.836168,1.937876,-1.368668,6.04223667e-04,2.95079814e-05,-3.28440575e-06,-4.83072601e-07,-4.23448081e-04,-1.78547193e-05,1.93301148e-06,2.66633756e-07,6.32198621e-01,9.32119329e-02,2.01126317e-02,2.99933561e+00,1.02441629e-06,1.041e-15,1.776e-15
0.7600,19.627712,1.754960,19.515505,1.504503,1.598447,0.425935,1.836157,1.945077,-1.374939,5.99756827e-04,2.61513539e-05,3.65615897e-07,-6.82193002e-08,-4.21529417e-04,-1.59480978e-05,-1.49925897e-07,4.66726031e-08,6.32213318e-01,9.32132753e-02,2.00519900e-02,2.99937788e+00,1.02743206e-06,3.556e-16,1.332e-15
0.7700,19.634285,1.777497,19.519195,1.524113,1.598574,0.425621,1.836138,1.955677,-1.382596,5.92969167e-04,1.88365495e-05,3.58988442e-06,5.54929859e-07,-4.17894059e-04,-1.15834257e-05,-2.03124767e-06,-3.04415457e-07,6.32231861e-01,9.32155138e-02,1.99719945e-02,2.99943404e+00,1.03257766e-06,6.106e-16,3.109e-15
0.7800,19.640884,1.800037,19.522874,1.543726,1.598694,0.425305,1.836123,1.960536,-1.386118,5.83888253e-04,8.69658980e-06,2.87292447e-06,-5.37241019e-07,-4.12557881e-04,-5.43761966e-06,-1.65945021e-06,2.97329407e-07,6.32248805e-01,9.32173763e-02,1.99002641e-02,2.99948428e+00,1.03950032e-06,4.441e-16,8.882e-16
0.7900,19.647508,1.822580,19.526543,1.563340,1.598796,0.424981,1.836118,1.945775,-1.377485,5.72552855e-04,-2.70714076e-06,-9.58940391e-07,5.56275913e-08,-4.05542145e-04,1.54369029e-06,5.35152288e-07,-2.14756400e-08,6.32260593e-01,9.32180225e-02,1.98549763e-02,2.99951549e+00,1.05004620e-06,4.580e-16,3.997e-15
0.8000,19.654157,1.845126,19.530202,1.582956,1.598885,0.424652,1.836122,1.926230,-1.364746,5.59010552e-04,-1.36263121e-05,-3.68789297e-06,4.71883829e-07,-3.96874835e-04,8.29086234e-06,2.13696768e-06,-2.59201947e-07,6.32268981e-01,9.32178561e-02,1.98273596e-02,2.99953390e+00,1.05958570e-06,7.876e-16,8.882e-16
0.8100,19.660832,1.867674,19.533850,1.602574,1.598959,0.424316,1.836133,1.910826,-1.352906,5.43317365e-04,-2.23936328e-05,-2.34649628e-06,-5.66456152e-07,-3.86590577e-04,1.37741501e-05,1.40399890e-06,3.14646502e-07,6.32273527e-01,9.32167797e-02,1.98194997e-02,2.99953806e+00,1.06684462e-06,5.881e-16,4.441e-16
0.8200,19.667531,1.890225,19.537487,1.622194,1.599035,0.423982,1.836145,1.879214,-1.330439,5.25537345e-04,-2.76774113e-05,1.55638666e-06,1.69513772e-07,-3.74730584e-04,1.71608489e-05,-8.37822806e-07,-8.44623895e-08,6.32278333e-01,9.32157560e-02,1.98105418e-02,2.99954295e+00,1.07381301e-06,6.141e-16,4.441e-16
0.8300,19.674257,1.912778,19.541113,1.641816,1.599122,0.423655,1.836149,1.822221,-1.291668,5.05740874e-04,-2.86844628e-05,3.73155580e-06,3.75194017e-07,-3.61343391e-04,1.79412206e-05,-2.12476687e-06,-2.06733094e-07,6.32286693e-01,9.32155581e-02,1.97837353e-02,2.99956062e+00,1.07857606e-06,3.331e-16,2.220e-15
0.8400,19.681007,1.935334,19.544729,1.661440,1.599205,0.423325,1.836156,1.733777,-1.232939,4.84006795e-04,-2.52779881e-05,1.82315817e-06,-5.71574188e-07,-3.46483160e-04,1.60060374e-05,-1.06245381e-06,3.18406724e-07,6.32293728e-01,9.32150514e-02,1.97636541e-02,2.99957346e+00,1.08461052e-06,6.106e-16,2.665e-15
0.8500,19.687782,1.957893,19.548335,1.681066,1.599280,0.422992,1.836167,1.613247,-1.153979,4.60423001e-04,-1.79954465e-05,-2.04037333e-06,2.69666346e-07,-3.30208931e-04,1.16620292e-05,1.16379102e-06,-1.40040367e-07,6.32298742e-01,9.32140706e-02,1.97538778e-02,2.99957889e+00,1.09510319e-06,4.441e-16,1.776e-15
0.8600,19.694583,1.980454,19.551930,1.700694,1.599357,0.422660,1.836178,1.488048,-1.070425,4.35083897e-04,-7.96487326e-06,-3.61969783e-06,2.69996938e-07,-3.12585754e-04,5.58254082e-06,2.11081747e-06,-1.49175661e-07,6.32304206e-01,9.32131938e-02,1.97418812e-02,2.99958590e+00,1.10722613e-06,8.639e-16,3.109e-15
0.8700,19.701409,2.003018,19.555514,1.720323,1.599436,0.422329,1.836187,1.369451,-0.989205,4.08090461e-04,3.27004266e-06,-1.21573882e-06,-5.53643882e-07,-2.93684112e-04,-1.29662037e-06,7.58749238e-07,3.09513356e-07,6.32310239e-01,9.32124576e-02,1.97268721e-02,2.99959511e+00,1.12210559e-06,4.996e-16,1.776e-15
0.8800,19.708260,2.025584,19.559087,1.739955,1.599531,0.422006,1.836186,1.245958,-0.904240,3.79549458e-04,1.39873019e-05,2.50317743e-06,3.52761945e-07,-2.73579870e-04,-7.92136488e-06,-1.39129342e-06,-1.86661542e-07,6.32320919e-01,9.32128161e-02,1.96881999e-02,2.99962136e+00,1.13833427e-06,8.448e-16,2.220e-15
0.8900,19.715136,2.048154,19.562651,1.759588,1.599644,0.421691,1.836174,1.119270,-0.816495,3.49572461e-04,2.25501569e-05,3.46211606e-06,1.60553853e-07,-2.52354356e-04,-1.32810925e-05,-1.98374478e-06,-8.94532489e-08,6.32336390e-01,9.32143030e-02,1.96251706e-02,2.99966516e+00,1.15134689e-06,4.441e-16,4.441e-16
0.9000,19.722038,2.070726,19.566203,1.779223,1.599751,0.421372,1.836166,0.988665,-0.725825,3.18278162e-04,2.76582865e-05,6.44326767e-07,-5.14921261e-07,-2.30092335e-04,-1.65619126e-05,-3.89001649e-07,2.89032723e-07,6.32350294e-01,9.32154290e-02,1.95700270e-02,2.99970335e+00,1.16358896e-06,4.996e-16,2.665e-15
0.9100,19.728965,2.093300,19.569746,1.798860,1.599850,0.421051,1.836162,0.860646,-0.636209,2.85791844e-04,2.85451452e-05,-2.83231725e-06,4.17010674e-07,-2.06881755e-04,-1.72702888e-05,1.62813972e-06,-2.22725320e-07,6.32362004e-01,9.32160363e-02,1.95261617e-02,2.99973339e+00,1.17581941e-06,6.106e-16,2.220e-15
0.9200,19.735917,2.115878,19.573277,1.818498,1.599944,0.420727,1.836162,0.758778,-0.561174,2.52242932e-04,2.50920251e-05,-3.16498369e-06,5.20355973e-08,-1.82814603e-04,-1.53079374e-05,1.86099519e-06,-2.96164104e-08,6.32372330e-01,9.32163103e-02,1.94895540e-02,2.99975815e+00,1.18760130e-06,7.303e-16,6.661e-16
0.9300,19.742893,2.138458,19.576799,1.838138,1.600031,0.420401,1.836166,0.678881,-0.498721,2.17765111e-04,1.78439699e-05,-2.48231581e-08,-4.58051108e-07,-1.57986101e-04,-1.09850328e-05,7.50305912e-08,2.58638901e-07,6.32380817e-01,9.32161459e-02,1.94624636e-02,2.99977601e+00,1.20345942e-06,5.551e-16,3.109e-15
0.9400,19.749895,2.161041,19.580309,1.857781,1.600122,0.420078,1.836167,0.600536,-0.437217,1.82495024e-04,7.92348805e-06,3.12192258e-06,4.60730528e-07,-1.32494806e-04,-4.97149634e-06,-1.75787964e-06,-2.47729288e-07,6.32390725e-01,9.32163013e-02,1.94285184e-02,2.99979872e+00,1.22244879e-06,4.996e-16,5.551e-16
0.9500,19.756922,2.183626,19.583809,1.877424,1.600211,0.419756,1.836170,0.517092,-0.372430,1.46571754e-04,-3.14324238e-06,2.83968224e-06,-5.17623842e-08,-1.06442223e-04,1.80679426e-06,-1.63635913e-06,2.76315728e-08,6.32400079e-01,9.32163128e-02,1.93977300e-02,2.99981908e+00,1.24182442e-06,6.748e-16,1.332e-15
0.9600,19.763974,2.206214,19.587299,1.897070,1.600278,0.419424,1.836186,0.419009,-0.298778,1.10138666e-04,-1.36599772e-05,-5.25511177e-07,-3.86483628e-07,-7.99309106e-05,8.31140906e-06,2.85708899e-07,2.20107490e-07,6.32403662e-01,9.32149580e-02,1.93964550e-02,2.99981806e+00,1.26242813e-06,5.551e-16,3.997e-15
0.9700,19.771051,2.228805,19.590778,1.916718,1.600331,0.419087,1.836211,0.310422,-0.218427,7.33416901e-05,-2.20208676e-05,-3.26556219e-06,4.83827544e-07,-5.30648121e-05,1.35500488e-05,1.89057690e-06,-2.61111070e-07,6.32403207e-01,9.32126357e-02,1.94160821e-02,2.99980183e+00,1.28077190e-06,1.162e-15,6.661e-16
0.9800,19.778153,2.251397,19.594246,1.936367,1.600374,0.418747,1.836241,0.206809,-0.140035,3.63271076e-05,-2.69563216e-05,-2.39577502e-06,-1.46723839e-07,-2.59498246e-05,1.67273971e-05,1.42981211e-06,8.04371470e-08,6.32400573e-01,9.32097861e-02,1.94471193e-02,2.99977728e+00,1.29588874e-06,1.287e-15,3.553e-15
0.9900,19.785279,2.273992,19.597704,1.956019,1.600416,0.418406,1.836272,0.096115,-0.056943,-7.58374617e-07,-2.77253619e-05,1.09482462e-06,-3.04121717e-07,1.30708142e-06,1.73661517e-05,-5.70833870e-07,1.75353246e-07,6.32397417e-01,9.32068059e-02,1.94810106e-02,2.99975063e+00,1.31122699e-06,9.472e-16,2.220e-15
1.0000,19.792430,2.296589,19.601151,1.975673,1.600469,0.418073,1.836296,-0.036125,0.039212,-3.77690747e-05,-2.42272205e-05,3.36657400e-06,4.86146376e-07,2.85977293e-05,1.53783773e-05,-1.91051134e-06,-2.63482871e-07,6.32397744e-01,9.32046353e-02,1.94974435e-02,2.99973650e+00,1.32631400e-06,1.015e-15,1.776e-15
