point_id,anchor,geometry_class,mu,m_t_kg,omega_t_dps,omega_hat,lambda_scale,alpha,w_plus_dps,H_c_Nms,dT_J,eps_P,eps_H,lever_m,target_Ibar,w_plus_analytic_dps,H_analytic_Nms,delta_analytic
2622,,G1_slender,1.149658244567e+01,2.759179786961e+02,6.158482110660e+00,3.079241055330e+00,2.000000000000e-01,0.000000000000e+00,6.101201104482e+00,2.083969599280e+01,6.563886568574e-03,0.000000000000e+00,2.131062894012e-17,2.977915796434e-01,1.885358505734e+02,6.130129482365e+00,2.026492479623e+01,4.741423432483e-03
2623,,G1_slender,1.149658244567e+01,2.759179786961e+02,6.158482110660e+00,3.079241055330e+00,2.000000000000e-01,1.000000000000e+00,6.048050033836e+00,2.090904198567e+01,1.147158549474e-02,0.000000000000e+00,3.002770296819e-17,2.977915796434e-01,1.885358505734e+02,6.130129482365e+00,2.026492479623e+01,1.357122511727e-02
2624,,G1_slender,1.149658244567e+01,2.759179786961e+02,6.158482110660e+00,3.079241055330e+00,5.000000000000e-01,0.000000000000e+00,6.175988005253e+00,2.082681816716e+01,1.114610316185e-02,0.000000000000e+00,4.265004849176e-17,7.444789491084e-01,1.885358505734e+02,6.102928506318e+00,2.026492479623e+01,1.182960505631e-02
2625,,G1_slender,1.149658244567e+01,2.759179786961e+02,6.158482110660e+00,3.079241055330e+00,5.000000000000e-01,1.000000000000e+00,6.073195453001e+00,2.141820250775e+01,1.024338975738e-02,2.832913309827e-18,3.329312442153e-16,7.444789491084e-01,1.885358505734e+02,6.102928506318e+00,2.026492479623e+01,4.895784031221e-03
2626,,G1_slender,1.149658244567e+01,2.759179786961e+02,6.158482110660e+00,3.079241055330e+00,1.000000000000e+00,0.000000000000e+00,6.272936505700e+00,2.080621603268e+01,3.860704457455e-02,0.000000000000e+00,2.134799794499e-17,1.488957898217e+00,1.885358505734e+02,5.831818349849e+00,2.026492479623e+01,7.032083864544e-02
2627,,G1_slender,1.149658244567e+01,2.759179786961e+02,6.158482110660e+00,3.079241055330e+00,1.000000000000e+00,1.000000000000e+00,6.104673519766e+00,2.349530506107e+01,8.212887713733e-03,0.000000000000e+00,1.867721739649e-17,1.488957898217e+00,1.885358505734e+02,5.831818349849e+00,2.026492479623e+01,4.469611176307e-02
2628,,G1_slender,1.149658244567e+01,2.759179786961e+02,7.847599703515e+00,3.923799851757e+00,2.000000000000e-01,0.000000000000e+00,7.775128787455e+00,2.655789845527e+01,9.624096932789e-03,0.000000000000e+00,1.348177043206e-16,2.977915796434e-01,1.885358505734e+02,7.811470658500e+00,2.582308675499e+01,4.674118209261e-03
2629,,G1_slender,1.149658244567e+01,2.759179786961e+02,7.847599703515e+00,3.923799851757e+00,2.000000000000e-01,1.000000000000e+00,7.707416990149e+00,2.664631410323e+01,1.789965825898e-02,0.000000000000e+00,5.268661274725e-17,2.977915796434e-01,1.885358505734e+02,7.811470658500e+00,2.582308675499e+01,1.350045916602e-02
2630,,G1_slender,1.149658244567e+01,2.759179786961e+02,7.847599703515e+00,3.923799851757e+00,5.000000000000e-01,0.000000000000e+00,7.870968128266e+00,2.654492348550e+01,1.671728246583e-02,0.000000000000e+00,5.290811190808e-17,7.444789491084e-01,1.885358505734e+02,7.776809135136e+00,2.582308675499e+01,1.196282231047e-02
2631,,G1_slender,1.149658244567e+01,2.759179786961e+02,7.847599703515e+00,3.923799851757e+00,5.000000000000e-01,1.000000000000e+00,7.740111057574e+00,2.729893169973e+01,1.597027993698e-02,0.000000000000e+00,2.600696126705e-16,7.444789491084e-01,1.885358505734e+02,7.776809135136e+00,2.582308675499e+01,4.741285659682e-03
2632,,G1_slender,1.149658244567e+01,2.759179786961e+02,7.847599703515e+00,3.923799851757e+00,1.000000000000e+00,0.000000000000e+00,7.994787254646e+00,2.652397364286e+01,6.095319892103e-02,0.000000000000e+00,1.440495162914e-16,1.488957898217e+00,1.885358505734e+02,7.431340244377e+00,2.582308675499e+01,7.047679848412e-02
2633,,G1_slender,1.149658244567e+01,2.759179786961e+02,7.847599703515e+00,3.923799851757e+00,1.000000000000e+00,1.000000000000e+00,7.780903950619e+00,2.995286570572e+01,1.281516666089e-02,0.000000000000e+00,1.234973562572e-16,1.488957898217e+00,1.885358505734e+02,7.431340244377e+00,2.582308675499e+01,4.492584774981e-02
2634,,G1_slender,1.149658244567e+01,2.759179786961e+02,1.000000000000e+01,5.000000000000e+00,2.000000000000e-01,0.000000000000e+00,9.908174940152e+00,3.384446986452e+01,1.451499106710e-02,0.000000000000e+00,2.624359432667e-17,2.977915796434e-01,1.885358505734e+02,9.953961661680e+00,3.290571350553e+01,4.621105481540e-03
2635,,G1_slender,1.149658244567e+01,2.759179786961e+02,1.000000000000e+01,5.000000000000e+00,2.000000000000e-01,1.000000000000e+00,9.821908788347e+00,3.395718545884e+01,2.834328910414e-02,0.000000000000e+00,2.156190664027e-16,2.977915796434e-01,1.885358505734e+02,9.953961661680e+00,3.290571350553e+01,1.344472608922e-02
2636,,G1_slender,1.149658244567e+01,2.759179786961e+02,1.000000000000e+01,5.000000000000e+00,5.000000000000e-01,0.000000000000e+00,1.003084928965e+01,3.383141869366e+01,2.558362245826e-02,0.000000000000e+00,2.100373493639e-16,7.444789491084e-01,1.885358505734e+02,9.909793349492e+00,3.290571350553e+01,1.206836397072e-02
2637,,G1_slender,1.149658244567e+01,2.759179786961e+02,1.000000000000e+01,5.000000000000e+00,5.000000000000e-01,1.000000000000e+00,9.864230447167e+00,3.479265271083e+01,2.528660917252e-02,0.000000000000e+00,2.133667494750e-16,7.444789491084e-01,1.885358505734e+02,9.909793349492e+00,3.290571350553e+01,4.619002219044e-03
2638,,G1_slender,1.149658244567e+01,2.759179786961e+02,1.000000000000e+01,5.000000000000e+00,1.000000000000e+00,0.000000000000e+00,1.018892626070e+01,3.381019622822e+01,9.694303682100e-02,0.000000000000e+00,4.276877926080e-16,1.488957898217e+00,1.885358505734e+02,9.469570983659e+00,3.290571350553e+01,7.060167662730e-02
2639,,G1_slender,1.149658244567e+01,2.759179786961e+02,1.000000000000e+01,5.000000000000e+00,1.000000000000e+00,1.000000000000e+00,9.916910690160e+00,3.818177314653e+01,2.032623680068e-02,0.000000000000e+00,1.838762357625e-16,1.488957898217e+00,1.885358505734e+02,9.469570983659e+00,3.290571350553e+01,4.510877635962e-02
2640,,G1_slender,1.489449701181e+01,3.574679282834e+02,1.000000000000e-01,5.000000000000e-02,2.000000000000e-01,0.000000000000e+00,9.860189031837e-02,5.156556320698e-01,1.243252562519e-03,0.000000000000e+00,2.186953725343e-17,3.246370684922e-01,2.902835443252e+02,9.971181861237e-02,5.066403612833e-01,1.125666344141e-02
2641,,G1_slender,1.489449701181e+01,3.574679282834e+02,1.000000000000e-01,5.000000000000e-02,2.000000000000e-01,1.000000000000e+00,9.787420188569e-02,5.168996403069e-01,1.229061564115e-03,0.000000000000e+00,2.689966698401e-17,3.246370684922e-01,2.902835443252e+02,9.971181861237e-02,5.066403612833e-01,1.877529207155e-02
2642,,G1_slender,1.489449701181e+01,3.574679282834e+02,1.000000000000e-01,5.000000000000e-02,5.000000000000e-01,0.000000000000e+00,1.006914029438e-01,5.236369920617e-01,1.232874359164e-03,0.000000000000e+00,2.638564704521e-17,8.115926712304e-01,2.902835443252e+02,9.925813946232e-02,5.066403612833e-01,1.423421900580e-02
2643,,G1_slender,1.489449701181e+01,3.574679282834e+02,1.000000000000e-01,5.000000000000e-02,5.000000000000e-01,1.000000000000e+00,9.911229525106e-02,5.333668166156e-01,1.194950966837e-03,0.000000000000e+00,2.086379566239e-16,8.115926712304e-01,2.902835443252e+02,9.925813946232e-02,5.066403612833e-01,1.471504729917e-03
2644,,G1_slender,1.489449701181e+01,3.574679282834e+02,1.000000000000e-01,5.000000000000e-02,1.000000000000e+00,0.000000000000e+00,1.069122506281e-01,5.772876804128e-01,1.174251777788e-03,0.000000000000e+00,2.356462558073e-17,1.623185342461e+00,2.902835443252e+02,9.558547534541e-02,5.066403612833e-01,1.059445967711e-01
2645,,G1_slender,1.489449701181e+01,3.574679282834e+02,1.000000000000e-01,5.000000000000e-02,1.000000000000e+00,1.000000000000e+00,1.037475288678e-01,6.140667685876e-01,1.097946944843e-03,0.000000000000e+00,2.505557599083e-16,1.623185342461e+00,2.902835443252e+02,9.558547534541e-02,5.066403612833e-01,7.867226922363e-02
2646,,G1_slender,1.489449701181e+01,3.574679282834e+02,1.274274985703e-01,6.371374928516e-02,2.000000000000e-01,0.000000000000e+00,1.257340016798e-01,6.576798265715e-01,1.248156240933e-03,0.000000000000e+00,2.638488619278e-17,3.246370684922e-01,2.902835443252e+02,1.270602762367e-01,6.455991391310e-01,1.054825694863e-02
2647,,G1_slender,1.489449701181e+01,3.574679282834e+02,1.274274985703e-01,6.371374928516e-02,2.000000000000e-01,1.000000000000e+00,1.248146931620e-01,6.593123343426e-01,1.230678260527e-03,0.000000000000e+00,1.710274475475e-16,3.246370684922e-01,2.902835443252e+02,1.270602762367e-01,6.455991391310e-01,1.799133593803e-02
2648,,G1_slender,1.489449701181e+01,3.574679282834e+02,1.274274985703e-01,6.371374928516e-02,5.000000000000e-01,0.000000000000e+00,1.274666247017e-01,6.607559759342e-01,1.244349930134e-03,0.000000000000e+00,2.095700392828e-17,8.115926712304e-01,2.902835443252e+02,1.264821642443e-01,6.455991391310e-01,7.723280189731e-03
2649,,G1_slender,1.489449701181e+01,3.574679282834e+02,1.274274985703e-01,6.371374928516e-02,5.000000000000e-01,1.000000000000e+00,1.255082312443e-01,6.737771009354e-01,1.195986005172e-03,0.000000000000e+00,6.243038628039e-17,8.115926712304e-01,2.902835443252e+02,1.264821642443e-01,6.455991391310e-01,7.759913356660e-03
2650,,G1_slender,1.489449701181e+01,3.574679282834e+02,1.274274985703e-01,6.371374928516e-02,1.000000000000e+00,0.000000000000e+00,1.327170344013e-01,6.989981314041e-01,1.198796340505e-03,0.000000000000e+00,8.083007627778e-17,1.623185342461e+00,2.902835443252e+02,1.218021802292e-01,6.455991391310e-01,8.224154662103e-02
2651,,G1_slender,1.489449701181e+01,3.574679282834e+02,1.274274985703e-01,6.371374928516e-02,1.000000000000e+00,1.000000000000e+00,1.288922258918e-01,7.511967150151e-01,1.097864226388e-03,0.000000000000e+00,1.514780468940e-16,1.623185342461e+00,2.902835443252e+02,1.218021802292e-01,6.455991391310e-01,5.500755079341e-02
2652,,G1_slender,1.489449701181e+01,3.574679282834e+02,1.623776739189e-01,8.118883695944e-02,2.000000000000e-01,0.000000000000e+00,1.603762893927e-01,8.391185547341e-01,1.254665816700e-03,0.000000000000e+00,2.982679981799e-17,3.246370684922e-01,2.902835443252e+02,1.619097316850e-01,8.226708337861e-01,9.561527443067e-03
2653,,G1_slender,1.489449701181e+01,3.574679282834e+02,1.623776739189e-01,8.118883695944e-02,2.000000000000e-01,1.000000000000e+00,1.592132944197e-01,8.412448734047e-01,1.233376860646e-03,6.658543861513e-18,1.332838734862e-16,3.246370684922e-01,2.902835443252e+02,1.619097316850e-01,8.226708337861e-01,1.693600572176e-02
2654,,G1_slender,1.489449701181e+01,3.574679282834e+02,1.623776739189e-01,8.118883695944e-02,5.000000000000e-01,0.000000000000e+00,1.619535447699e-01,8.383159711026e-01,1.259580485737e-03,0.000000000000e+00,1.849194661119e-17,8.115926712304e-01,2.902835443252e+02,1.611730580341e-01,8.226708337861e-01,4.819201314576e-03
2655,,G1_slender,1.489449701181e+01,3.574679282834e+02,1.623776739189e-01,8.118883695944e-02,5.000000000000e-01,1.000000000000e+00,1.595180942265e-01,8.554843626058e-01,1.197888064808e-03,0.000000000000e+00,1.618559491091e-17,8.115926712304e-01,2.902835443252e+02,1.611730580341e-01,8.226708337861e-01,1.037477168689e-02
2656,,G1_slender,1.489449701181e+01,3.574679282834e+02,1.623776739189e-01,8.118883695944e-02,1.000000000000e+00,0.000000000000e+00,1.665638536313e-01,8.635799232271e-01,1.232867223414e-03,0.000000000000e+00,7.975429422089e-17,1.623185342461e+00,2.902835443252e+02,1.552094714702e-01,8.226708337861e-01,6.816834453358e-02
2657,,G1_slender,1.489449701181e+01,3.574679282834e+02,1.623776739189e-01,8.118883695944e-02,1.000000000000e+00,1.000000000000e+00,1.619356769600e-01,9.351385261240e-01,1.098245971621e-03,0.000000000000e+00,1.380944129849e-16,1.623185342461e+00,2.902835443252e+02,1.552094714702e-01,8.226708337861e-01,4.153627919505e-02
2658,,G1_slender,1.489449701181e+01,3.574679282834e+02,2.069138081115e-01,1.034569040557e-01,2.000000000000e-01,0.000000000000e+00,2.045737065044e-01,1.070681721937e+00,1.263384516237e-03,0.000000000000e+00,2.090808328101e-16,3.246370684922e-01,2.902835443252e+02,2.063175210281e-01,1.048308864961e+00,8.524138089182e-03
2659,,G1_slender,1.489449701181e+01,3.574679282834e+02,2.069138081115e-01,1.034569040557e-01,2.000000000000e-01,1.000000000000e+00,2.031005617412e-01,1.073436261434e+00,1.237852375261e-03,0.000000000000e+00,2.586189359850e-17,3.246370684922e-01,2.902835443252e+02,2.063175210281e-01,1.048308864961e+00,1.583924366978e-02
2660,,G1_slender,1.489449701181e+01,3.574679282834e+02,2.069138081115e-01,1.034569040557e-01,5.000000000000e-01,0.000000000000e+00,2.061909003733e-01,1.066831500921e+00,1.279974882778e-03,0.000000000000e+00,1.950922815864e-17,8.115926712304e-01,2.902835443252e+02,2.053787962221e-01,1.048308864961e+00,3.938603254442e-03
2661,,G1_slender,1.489449701181e+01,3.574679282834e+02,2.069138081115e-01,1.034569040557e-01,5.000000000000e-01,1.000000000000e+00,2.031522139721e-01,1.089242227425e+00,1.201258694783e-03,0.000000000000e+00,2.548926210389e-17,8.115926712304e-01,2.902835443252e+02,2.053787962221e-01,1.048308864961e+00,1.096016728744e-02
2662,,G1_slender,1.489449701181e+01,3.574679282834e+02,2.069138081115e-01,1.034569040557e-01,1.000000000000e+00,0.000000000000e+00,2.104881109743e-01,1.081505142392e+00,1.280820314998e-03,0.000000000000e+00,8.082902804616e-17,1.623185342461e+00,2.902835443252e+02,1.977795470386e-01,1.048308864961e+00,6.037663541572e-02
2663,,G1_slender,1.489449701181e+01,3.574679282834e+02,2.069138081115e-01,1.034569040557e-01,1.000000000000e+00,1.000000000000e+00,2.048647634549e-01,1.177303149800e+00,1.099523444958e-03,0.000000000000e+00,3.515887537011e-17,1.623185342461e+00,2.902835443252e+02,1.977795470386e-01,1.048308864961e+00,3.458484659218e-02
2664,,G1_slender,1.489449701181e+01,3.574679282834e+02,2.636650898730e-01,1.318325449365e-01,2.000000000000e-01,0.000000000000e+00,2.609353170867e-01,1.366038539947e+00,1.275182547357e-03,0.000000000000e+00,2.032547781890e-17,3.246370684922e-01,2.902835443252e+02,2.629052561583e-01,1.335833763911e+00,7.549530257855e-03
2665,,G1_slender,1.489449701181e+01,3.574679282834e+02,2.636650898730e-01,1.318325449365e-01,2.000000000000e-01,1.000000000000e+00,2.590672420862e-01,1.369592767006e+00,1.245238871839e-03,0.000000000000e+00,3.274530753152e-16,3.246370684922e-01,2.902835443252e+02,2.629052561583e-01,1.335833763911e+00,1.481474091928e-02
2666,,G1_slender,1.489449701181e+01,3.574679282834e+02,2.636650898730e-01,1.318325449365e-01,5.000000000000e-01,0.000000000000e+00,2.627909675051e-01,1.359801372825e+00,1.307564777707e-03,0.000000000000e+00,2.551911062644e-17,8.115926712304e-01,2.902835443252e+02,2.617090626196e-01,1.335833763911e+00,4.116978965297e-03
2667,,G1_slender,1.489449701181e+01,3.574679282834e+02,2.636650898730e-01,1.318325449365e-01,5.000000000000e-01,1.000000000000e+00,2.589870521460e-01,1.388856030908e+00,1.207091330770e-03,2.669865358689e-17,1.609017165153e-16,8.115926712304e-01,2.902835443252e+02,2.617090626196e-01,1.335833763911e+00,1.051021837229e-02
2668,,G1_slender,1.489449701181e+01,3.574679282834e+02,2.636650898730e-01,1.318325449365e-01,1.000000000000e+00,0.000000000000e+00,2.670996578187e-01,1.366003048050e+00,1.349293493490e-03,0.000000000000e+00,8.111634294971e-17,1.623185342461e+00,2.902835443252e+02,2.520255294750e-01,1.335833763911e+00,5.643634464684e-02
2669,,G1_slender,1.489449701181e+01,3.574679282834e+02,2.636650898730e-01,1.318325449365e-01,1.000000000000e+00,1.000000000000e+00,2.602290270236e-01,1.492228275539e+00,1.102435745166e-03,1.159194718257e-16,1.527025054763e-16,1.623185342461e+00,2.902835443252e+02,2.520255294750e-01,1.335833763911e+00,3.152414487517e-02
2670,,G1_slender,1.489449701181e+01,3.574679282834e+02,3.359818286284e-01,1.679909143142e-01,2.000000000000e-01,0.000000000000e+00,3.327883308543e-01,1.742624562143e+00,1.291333658565e-03,0.000000000000e+00,1.284508273200e-16,3.246370684922e-01,2.902835443252e+02,3.350135915324e-01,1.702219550409e+00,6.686714862916e-03
2671,,G1_slender,1.489449701181e+01,3.574679282834e+02,3.359818286284e-01,1.679909143142e-01,2.000000000000e-01,1.000000000000e+00,3.304172255871e-01,1.747197135852e+00,1.257384863266e-03,1.330369425600e-17,0.000000000000e+00,3.246370684922e-01,2.902835443252e+02,3.350135915324e-01,1.702219550409e+00,1.391079395817e-02
2672,,G1_slender,1.489449701181e+01,3.574679282834e+02,3.359818286284e-01,1.679909143142e-01,5.000000000000e-01,0.000000000000e+00,3.350950817911e-01,1.734520506825e+00,1.345322896735e-03,0.000000000000e+00,1.600737625242e-17,8.115926712304e-01,2.902835443252e+02,3.334893120280e-01,1.702219550409e+00,4.791982486107e-03
2673,,G1_slender,1.489449701181e+01,3.574679282834e+02,3.359818286284e-01,1.679909143142e-01,5.000000000000e-01,1.000000000000e+00,3.303186213687e-01,1.772011432604e+00,1.217020312716e-03,0.000000000000e+00,1.749032674757e-17,8.115926712304e-01,2.902835443252e+02,3.334893120280e-01,1.702219550409e+00,9.598885603563e-03
2674,,G1_slender,1.489449701181e+01,3.574679282834e+02,3.359818286284e-01,1.679909143142e-01,1.000000000000e+00,0.000000000000e+00,3.397474053142e-01,1.734023312271e+00,1.448510738626e-03,0.000000000000e+00,7.997171023323e-18,1.623185342461e+00,2.902835443252e+02,3.211498279686e-01,1.702219550409e+00,5.473942421550e-02
2675,,G1_slender,1.489449701181e+01,3.574679282834e+02,3.359818286284e-01,1.679909143142e-01,1.000000000000e+00,1.000000000000e+00,3.313023622647e-01,1.898593991337e+00,1.108232473079e-03,1.001489241258e-16,1.165273001694e-16,1.623185342461e+00,2.902835443252e+02,3.211498279686e-01,1.702219550409e+00,3.064431604609e-02
2676,,G1_slender,1.489449701181e+01,3.574679282834e+02,4.281332398719e-01,2.140666199360e-01,2.000000000000e-01,0.000000000000e+00,4.243745207260e-01,2.222670954330e+00,1.313728658788e-03,0.000000000000e+00,2.014071764218e-16,3.246370684922e-01,2.902835443252e+02,4.268994395604e-01,2.169095793261e+00,5.949741822552e-03
2677,,G1_slender,1.489449701181e+01,3.574679282834e+02,4.281332398719e-01,2.140666199360e-01,2.000000000000e-01,1.000000000000e+00,4.213625856345e-01,2.228540641954e+00,1.277300893316e-03,0.000000000000e+00,4.982148734156e-17,3.246370684922e-01,2.902835443252e+02,4.268994395604e-01,2.169095793261e+00,1.314035492151e-02
2678,,G1_slender,1.489449701181e+01,3.574679282834e+02,4.281332398719e-01,2.140666199360e-01,5.000000000000e-01,0.000000000000e+00,4.273714456834e-01,2.213107327152e+00,1.397660576462e-03,0.000000000000e+00,2.805450193682e-17,8.115926712304e-01,2.902835443252e+02,4.249570883166e-01,2.169095793261e+00,5.649318388336e-03
2679,,G1_slender,1.489449701181e+01,3.574679282834e+02,4.281332398719e-01,2.140666199360e-01,5.000000000000e-01,1.000000000000e+00,4.213576087718e-01,2.261324153923e+00,1.233726486736e-03,1.056274247511e-16,1.225894929725e-17,8.115926712304e-01,2.902835443252e+02,4.249570883166e-01,2.169095793261e+00,8.542576352862e-03
2680,,G1_slender,1.489449701181e+01,3.574679282834e+02,4.281332398719e-01,2.140666199360e-01,1.000000000000e+00,0.000000000000e+00,4.327225060739e-01,2.207347029996e+00,1.594366985877e-03,0.000000000000e+00,3.143209675531e-17,1.623185342461e+00,2.902835443252e+02,4.092331924433e-01,2.169095793261e+00,5.428262524124e-02
2681,,G1_slender,1.489449701181e+01,3.574679282834e+02,4.281332398719e-01,2.140666199360e-01,1.000000000000e+00,1.000000000000e+00,4.222819370570e-01,2.420412227512e+00,1.119005739141e-03,1.180826953260e-17,1.513376978652e-17,1.623185342461e+00,2.902835443252e+02,4.092331924433e-01,2.169095793261e+00,3.090055119257e-02
2682,,G1_slender,1.489449701181e+01,3.574679282834e+02,5.455594781169e-01,2.727797390584e-01,2.000000000000e-01,0.000000000000e+00,5.411006286735e-01,2.834516849475e+00,1.345211648558e-03,0.000000000000e+00,4.380059849088e-17,3.246370684922e-01,2.902835443252e+02,5.439872772425e-01,2.764024510947e+00,5.334772158724e-03
2683,,G1_slender,1.489449701181e+01,3.574679282834e+02,5.455594781169e-01,2.727797390584e-01,2.000000000000e-01,1.000000000000e+00,5.372722308279e-01,2.842038987611e+00,1.309886845162e-03,3.337900725757e-18,1.953246142110e-17,3.246370684922e-01,2.902835443252e+02,5.439872772425e-01,2.764024510947e+00,1.249840589052e-02
2684,,G1_slender,1.489449701181e+01,3.574679282834e+02,5.455594781169e-01,2.727797390584e-01,5.000000000000e-01,0.000000000000e+00,5.450673108645e-01,2.823811952964e+00,1.471211117521e-03,0.000000000000e+00,2.198694316689e-17,8.115926712304e-01,2.902835443252e+02,5.415121876391e-01,2.764024510947e+00,6.522356330205e-03
2685,,G1_slender,1.489449701181e+01,3.574679282834e+02,5.455594781169e-01,2.727797390584e-01,5.000000000000e-01,1.000000000000e+00,5.374781508106e-01,2.885677152332e+00,1.261597408520e-03,1.034976366232e-16,1.548963348028e-16,8.115926712304e-01,2.902835443252e+02,5.415121876391e-01,2.764024510947e+00,7.505489892861e-03
2686,,G1_slender,1.489449701181e+01,3.574679282834e+02,5.455594781169e-01,2.727797390584e-01,1.000000000000e+00,0.000000000000e+00,5.515143036457e-01,2.813929871934e+00,1.811771754595e-03,0.000000000000e+00,1.479867262174e-17,1.623185342461e+00,2.902835443252e+02,5.214756204499e-01,2.764024510947e+00,5.446582798899e-02
2687,,G1_slender,1.489449701181e+01,3.574679282834e+02,5.455594781169e-01,2.727797390584e-01,1.000000000000e+00,1.000000000000e+00,5.385385690583e-01,3.088485922617e+00,1.138232990965e-03,8.704281348269e-17,8.926837856467e-18,1.623185342461e+00,2.902835443252e+02,5.214756204499e-01,2.764024510947e+00,3.168380054609e-02
2688,,G1_slender,1.489449701181e+01,3.574679282834e+02,6.951927961776e-01,3.475963980888e-01,2.000000000000e-01,0.000000000000e+00,6.898575460348e-01,3.614282291184e+00,1.390112633580e-03,0.000000000000e+00,0.000000000000e+00,3.246370684922e-01,2.902835443252e+02,6.931893799308e-01,3.522127294170e+00,4.829741901364e-03
2689,,G1_slender,1.489449701181e+01,3.574679282834e+02,6.951927961776e-01,3.475963980888e-01,2.000000000000e-01,1.000000000000e+00,6.849888513920e-01,3.623909765412e+00,1.363113602914e-03,2.668888305444e-17,1.272378635774e-16,3.246370684922e-01,2.902835443252e+02,6.931893799308e-01,3.522127294170e+00,1.197176935383e-02
2690,,G1_slender,1.489449701181e+01,3.574679282834e+02,6.951927961776e-01,3.475963980888e-01,5.000000000000e-01,0.000000000000e+00,6.951306208257e-01,3.602684687060e+00,1.576070503702e-03,0.000000000000e+00,3.446580350640e-17,8.115926712304e-01,2.902835443252e+02,6.900354351619e-01,3.522127294170e+00,7.329824800012e-03
2691,,G1_slender,1.489449701181e+01,3.574679282834e+02,6.951927961776e-01,3.475963980888e-01,5.000000000000e-01,1.000000000000e+00,6.855351487687e-01,3.681926281159e+00,1.307801400615e-03,0.000000000000e+00,1.223225641636e-16,8.115926712304e-01,2.902835443252e+02,6.900354351619e-01,3.522127294170e+00,6.564632610379e-03
2692,,G1_slender,1.489449701181e+01,3.574679282834e+02,6.951927961776e-01,3.475963980888e-01,1.000000000000e+00,0.000000000000e+00,7.031355664613e-01,3.589579106703e+00,2.140025304023e-03,0.000000000000e+00,3.094005996439e-17,1.623185342461e+00,2.902835443252e+02,6.645033387933e-01,3.522127294170e+00,5.494278701099e-02
2693,,G1_slender,1.489449701181e+01,3.574679282834e+02,6.951927961776e-01,3.475963980888e-01,1.000000000000e+00,1.000000000000e+00,6.869348863290e-01,3.942245348030e+00,1.171663186211e-03,7.620183093684e-17,1.123895895727e-16,1.623185342461e+00,2.902835443252e+02,6.645033387933e-01,3.522127294170e+00,3.265454700600e-02
2694,,G1_slender,1.489449701181e+01,3.574679282834e+02,8.858667904101e-01,4.429333952050e-01,2.000000000000e-01,0.000000000000e+00,8.794271119865e-01,4.608000535731e+00,1.455095357632e-03,0.000000000000e+00,0.000000000000e+00,3.246370684922e-01,2.902835443252e+02,8.833138872009e-01,4.488158707423e+00,4.419667260014e-03
2695,,G1_slender,1.489449701181e+01,3.574679282834e+02,8.858667904101e-01,4.429333952050e-01,2.000000000000e-01,1.000000000000e+00,8.732328718313e-01,4.620310518068e+00,1.449942666154e-03,0.000000000000e+00,1.922218999325e-16,3.246370684922e-01,2.902835443252e+02,8.833138872009e-01,4.488158707423e+00,1.154447535679e-02
2696,,G1_slender,1.489449701181e+01,3.574679282834e+02,8.858667904101e-01,4.429333952050e-01,5.000000000000e-01,0.000000000000e+00,8.864201907654e-01,4.595704337695e+00,1.727772203302e-03,0.000000000000e+00,0.000000000000e+00,8.115926712304e-01,2.902835443252e+02,8.792948942756e-01,4.488158707423e+00,8.038283157403e-03
2697,,G1_slender,1.489449701181e+01,3.574679282834e+02,8.858667904101e-01,4.429333952050e-01,5.000000000000e-01,1.000000000000e+00,8.742689479074e-01,4.697076073640e+00,1.384034173985e-03,0.000000000000e+00,1.917605715827e-16,8.115926712304e-01,2.902835443252e+02,8.792948942756e-01,4.488158707423e+00,5.748741711758e-03
2698,,G1_slender,1.489449701181e+01,3.574679282834e+02,8.858667904101e-01,4.429333952050e-01,1.000000000000e+00,0.000000000000e+00,8.965369717191e-01,4.580078727353e+00,2.641480583174e-03,0.000000000000e+00,0.000000000000e+00,1.623185342461e+00,2.902835443252e+02,8.467599825406e-01,4.488158707423e+00,5.552140151353e-02
2699,,G1_slender,1.489449701181e+01,3.574679282834e+02,8.858667904101e-01,4.429333952050e-01,1.000000000000e+00,1.000000000000e+00,8.762308738416e-01,5.032082620620e+00,1.228761782263e-03,0.000000000000e+00,1.757537569984e-16,1.623185342461e+00,2.902835443252e+02,8.467599825406e-01,4.488158707423e+00,3.363370566002e-02
2700,,G1_slender,1.489449701181e+01,3.574679282834e+02,1.128837891685e+00,5.644189458423e-01,2.000000000000e-01,0.000000000000e+00,1.121000545476e+00,5.874335592630e+00,1.550512315169e-03,0.000000000000e+00,1.890172176250e-17,3.246370684922e-01,2.902835443252e+02,1.125584790984e+00,5.719148372735e+00,4.089423084232e-03
2701,,G1_slender,1.489449701181e+01,3.574679282834e+02,1.128837891685e+00,5.644189458423e-01,2.000000000000e-01,1.000000000000e+00,1.113117257075e+00,5.890063615658e+00,1.591444271249e-03,0.000000000000e+00,1.565582622122e-16,3.246370684922e-01,2.902835443252e+02,1.125584790984e+00,5.719148372735e+00,1.120055756070e-02
2702,,G1_slender,1.489449701181e+01,3.574679282834e+02,1.128837891685e+00,5.644189458423e-01,5.000000000000e-01,0.000000000000e+00,1.130228677542e+00,5.861492459515e+00,1.950443026390e-03,0.000000000000e+00,1.527451730275e-16,8.115926712304e-01,2.902835443252e+02,1.120463488832e+00,5.719148372735e+00,8.640011445488e-03
