rail_gap_candidate_mm,stroke_mm,neutral_overlap_upper_bound_mm3,margin_mm,verdict
0.15,14.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,14.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,15.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,15.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,16.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,16.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,17.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,17.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,18.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,18.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,19.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,19.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,20.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,20.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,21.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,21.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,22.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,22.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,23.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,23.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,24.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,24.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,25.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,25.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,26.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,26.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,27.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,27.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,28.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,28.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,29.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,29.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,30.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,30.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,31.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,31.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,32.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,32.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,33.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,33.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,34.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,34.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,35.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,35.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,36.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,36.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,37.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,37.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,38.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,38.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,39.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,39.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,40.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,40.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,41.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,41.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,42.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,42.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,43.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,43.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,44.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,44.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,45.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,45.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,46.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,46.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,47.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,47.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,48.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,48.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,49.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,49.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,50.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,50.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,51.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,51.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,52.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,52.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,53.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,53.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,54.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,54.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,55.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,55.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,56.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,56.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,57.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,57.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,58.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,58.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,59.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,59.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,60.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,60.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,61.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,61.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,62.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,62.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,63.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,63.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,64.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,64.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,65.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,65.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,66.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,66.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,67.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,67.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,68.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,68.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,69.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,69.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,70.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,70.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,71.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,71.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,0.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,0.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,1.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,1.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,2.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,2.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,3.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,3.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,4.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,4.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,5.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,5.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,6.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,6.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,7.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,7.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,8.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,8.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,9.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,9.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,10.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,10.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,11.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,11.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,12.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,12.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,13.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,13.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,14.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,14.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,15.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,15.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,16.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,16.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,17.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,17.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,18.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,18.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,19.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,19.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,20.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,20.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,21.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,21.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,22.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,22.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,23.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,23.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,24.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,24.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,25.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,25.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,26.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,26.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,27.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,27.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,28.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,28.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,29.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,29.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,30.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,30.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,31.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,31.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,32.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,32.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,33.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,33.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,34.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,34.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,35.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,35.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,36.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,36.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,37.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,37.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,38.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,38.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,39.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,39.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,40.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,40.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,41.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,41.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,42.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,42.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,43.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,43.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,44.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,44.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,45.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,45.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,46.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,46.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,47.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,47.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,48.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,48.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,49.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,49.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,50.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,50.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,51.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,51.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,52.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,52.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,53.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,53.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,54.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,54.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,55.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,55.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,56.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,56.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,57.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,57.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,58.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,58.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,59.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,59.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,60.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,60.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,61.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,61.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,62.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,62.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,63.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,63.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,64.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,64.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,65.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,65.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,66.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,66.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,67.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,67.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,68.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,68.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,69.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,69.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,70.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,70.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,71.000000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
0.20,71.500000,0.000000,0.200000,PASS_NEUTRAL_GEOMETRY_ONLY
