id,owner,legacy_mass_kg,readback_default_mass_kg,readback_default_minus_legacy_kg,primary_mass_kg,primary_minus_legacy_kg,primary_method,comparison_integral_mass_kg,comparison_integral_minus_default_kg,default_vs_comparison_volume_relative_difference,source_index
R01_W_lower_-1_60_washer_head,R01_EQUIPMENT_FASTENER_KIT,7.941003750479095e-05,7.941003750479094e-05,-1.3552527156068805e-20,7.941003750479094e-05,-1.3552527156068805e-20,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478919e-05,-1.7569945498507876e-18,2.212559778409403e-14,92
R01_W_lower_-1_60_washer_nut,R01_EQUIPMENT_FASTENER_KIT,7.941003750479095e-05,7.941003750479094e-05,-1.3552527156068805e-20,7.941003750479094e-05,-1.3552527156068805e-20,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478918e-05,-1.7709389510400796e-18,2.230119776650748e-14,93
R01_W_lower_1_-130_nut,R01_EQUIPMENT_FASTENER_KIT,0.0003603844252850636,0.0003603844252850636,0.0,0.0003603844252850636,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0003603844252850686,5.019984428145108e-18,1.3929526572004982e-14,94
R01_W_lower_1_-130_screw,R01_EQUIPMENT_FASTENER_KIT,0.0010496337556152593,0.0010496337556152593,0.0,0.0010496337556152593,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0010496337556152229,-3.6366998301673447e-17,3.4647321608247653e-14,95
R01_W_lower_1_-130_washer_head,R01_EQUIPMENT_FASTENER_KIT,7.941003750479102e-05,7.941003750479102e-05,0.0,7.941003750479102e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.94100375047892e-05,-1.8127721546079555e-18,2.2827997713747804e-14,96
R01_W_lower_1_-130_washer_nut,R01_EQUIPMENT_FASTENER_KIT,7.941003750479102e-05,7.941003750479102e-05,0.0,7.941003750479102e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478919e-05,-1.8267165557972474e-18,2.3003597696161253e-14,97
R01_W_lower_1_-70_nut,R01_EQUIPMENT_FASTENER_KIT,0.00036038442528506356,0.00036038442528506356,0.0,0.00036038442528506356,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.00036038442528506844,4.908429218630772e-18,1.3619981537071545e-14,98
R01_W_lower_1_-70_screw,R01_EQUIPMENT_FASTENER_KIT,0.001049633755615259,0.001049633755615259,0.0,0.001049633755615259,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0010496337556152233,-3.569766704458743e-17,3.4009640842451666e-14,99
R01_W_lower_1_-70_washer_head,R01_EQUIPMENT_FASTENER_KIT,7.941003750479094e-05,7.941003750479094e-05,0.0,7.941003750479094e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478918e-05,-1.7569945498507876e-18,2.2125597784094034e-14,100
R01_W_lower_1_-70_washer_nut,R01_EQUIPMENT_FASTENER_KIT,7.941003750479094e-05,7.941003750479094e-05,0.0,7.941003750479094e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478916e-05,-1.7709389510400796e-18,2.2301197766507483e-14,101
R01_W_lower_1_130_nut,R01_EQUIPMENT_FASTENER_KIT,0.0003603844252850636,0.0003603844252850636,0.0,0.0003603844252850636,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0003603844252850686,5.019984428145108e-18,1.3929526572004982e-14,102
R01_W_lower_1_130_screw,R01_EQUIPMENT_FASTENER_KIT,0.0010496337556152593,0.0010496337556152593,0.0,0.0010496337556152593,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0010496337556152226,-3.659010872070212e-17,3.485988186351298e-14,103
R01_W_lower_1_130_washer_head,R01_EQUIPMENT_FASTENER_KIT,7.941003750479097e-05,7.941003750479095e-05,-1.3552527156068805e-20,7.941003750479095e-05,-1.3552527156068805e-20,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478922e-05,-1.743050148661496e-18,2.1949997801680578e-14,104
R01_W_lower_1_130_washer_nut,R01_EQUIPMENT_FASTENER_KIT,7.941003750479097e-05,7.941003750479095e-05,-1.3552527156068805e-20,7.941003750479095e-05,-1.3552527156068805e-20,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478919e-05,-1.7709389510400796e-18,2.2301197766507474e-14,105
R01_W_lower_1_60_nut,R01_EQUIPMENT_FASTENER_KIT,0.0003603844252850636,0.0003603844252850636,0.0,0.0003603844252850636,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.00036038442528506844,4.852651613873604e-18,1.3465209019604823e-14,106
R01_W_lower_1_60_screw,R01_EQUIPMENT_FASTENER_KIT,0.0010496337556152595,0.0010496337556152595,0.0,0.0010496337556152595,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0010496337556152235,-3.59207774636161e-17,3.422220109771698e-14,107
R01_W_lower_1_60_washer_head,R01_EQUIPMENT_FASTENER_KIT,7.941003750479095e-05,7.941003750479094e-05,-1.3552527156068805e-20,7.941003750479094e-05,-1.3552527156068805e-20,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478919e-05,-1.7569945498507876e-18,2.212559778409403e-14,108
R01_W_lower_1_60_washer_nut,R01_EQUIPMENT_FASTENER_KIT,7.941003750479095e-05,7.941003750479094e-05,-1.3552527156068805e-20,7.941003750479094e-05,-1.3552527156068805e-20,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478918e-05,-1.7709389510400796e-18,2.230119776650748e-14,109
R01_W_upper_-1_-130_nut,R01_EQUIPMENT_FASTENER_KIT,0.00036038442528506356,0.00036038442528506356,0.0,0.00036038442528506356,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0003603844252850687,5.1315396376594435e-18,1.4239071606938424e-14,110
R01_W_upper_-1_-130_screw,R01_EQUIPMENT_FASTENER_KIT,0.0010496337556152593,0.0010496337556152593,0.0,0.0010496337556152593,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0010496337556152226,-3.659010872070212e-17,3.485988186351298e-14,111
R01_W_upper_-1_-130_washer_head,R01_EQUIPMENT_FASTENER_KIT,7.941003750479102e-05,7.941003750479102e-05,0.0,7.941003750479102e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478915e-05,-1.8685497593651233e-18,2.35303976434016e-14,112
R01_W_upper_-1_-130_washer_nut,R01_EQUIPMENT_FASTENER_KIT,7.941003750479102e-05,7.941003750479102e-05,0.0,7.941003750479102e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478914e-05,-1.8824941605544153e-18,2.370599762581505e-14,113
R01_W_upper_-1_-70_nut,R01_EQUIPMENT_FASTENER_KIT,0.0003603844252850634,0.00036038442528506346,5.421010862427522e-20,0.00036038442528506346,5.421010862427522e-20,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0003603844252850685,5.0757620329022756e-18,1.4084299089471708e-14,114
R01_W_upper_-1_-70_screw,R01_EQUIPMENT_FASTENER_KIT,0.001049633755615259,0.001049633755615259,0.0,0.001049633755615259,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0010496337556152233,-3.569766704458743e-17,3.4009640842451666e-14,115
R01_W_upper_-1_-70_washer_head,R01_EQUIPMENT_FASTENER_KIT,7.941003750479094e-05,7.941003750479094e-05,0.0,7.941003750479094e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478918e-05,-1.7569945498507876e-18,2.2125597784094034e-14,116
R01_W_upper_-1_-70_washer_nut,R01_EQUIPMENT_FASTENER_KIT,7.941003750479094e-05,7.941003750479094e-05,0.0,7.941003750479094e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478915e-05,-1.7848833522293715e-18,2.2476797748920933e-14,117
R01_W_upper_-1_130_nut,R01_EQUIPMENT_FASTENER_KIT,0.00036038442528506346,0.0003603844252850635,5.421010862427522e-20,0.0003603844252850635,5.421010862427522e-20,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0003603844252850687,5.187317242416611e-18,1.4393844124405146e-14,118
R01_W_upper_-1_130_screw,R01_EQUIPMENT_FASTENER_KIT,0.0010496337556152593,0.0010496337556152593,0.0,0.0010496337556152593,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0010496337556152226,-3.659010872070212e-17,3.485988186351298e-14,119
R01_W_upper_-1_130_washer_head,R01_EQUIPMENT_FASTENER_KIT,7.941003750479097e-05,7.941003750479095e-05,-1.3552527156068805e-20,7.941003750479095e-05,-1.3552527156068805e-20,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478918e-05,-1.7848833522293715e-18,2.2476797748920923e-14,120
R01_W_upper_-1_130_washer_nut,R01_EQUIPMENT_FASTENER_KIT,7.941003750479097e-05,7.941003750479095e-05,-1.3552527156068805e-20,7.941003750479095e-05,-1.3552527156068805e-20,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478916e-05,-1.7988277534186635e-18,2.2652397731334373e-14,121
R01_W_upper_-1_60_nut,R01_EQUIPMENT_FASTENER_KIT,0.00036038442528506356,0.00036038442528506356,0.0,0.00036038442528506356,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0003603844252850685,4.96420682338794e-18,1.3774754054538265e-14,122
R01_W_upper_-1_60_screw,R01_EQUIPMENT_FASTENER_KIT,0.0010496337556152593,0.0010496337556152593,0.0,0.0010496337556152593,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0010496337556152235,-3.569766704458743e-17,3.400964084245166e-14,123
R01_W_upper_-1_60_washer_head,R01_EQUIPMENT_FASTENER_KIT,7.941003750479095e-05,7.941003750479094e-05,-1.3552527156068805e-20,7.941003750479094e-05,-1.3552527156068805e-20,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478918e-05,-1.7709389510400796e-18,2.230119776650748e-14,124
R01_W_upper_-1_60_washer_nut,R01_EQUIPMENT_FASTENER_KIT,7.941003750479095e-05,7.941003750479094e-05,-1.3552527156068805e-20,7.941003750479094e-05,-1.3552527156068805e-20,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478916e-05,-1.7848833522293715e-18,2.2476797748920927e-14,125
R01_W_upper_1_-130_nut,R01_EQUIPMENT_FASTENER_KIT,0.00036038442528506356,0.00036038442528506356,0.0,0.00036038442528506356,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0003603844252850687,5.1315396376594435e-18,1.4239071606938424e-14,126
R01_W_upper_1_-130_screw,R01_EQUIPMENT_FASTENER_KIT,0.0010496337556152593,0.0010496337556152593,0.0,0.0010496337556152593,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0010496337556152226,-3.659010872070212e-17,3.485988186351298e-14,127
R01_W_upper_1_-130_washer_head,R01_EQUIPMENT_FASTENER_KIT,7.941003750479101e-05,7.941003750479101e-05,0.0,7.941003750479101e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478916e-05,-1.8406609569865394e-18,2.3179197678574706e-14,128
R01_W_upper_1_-130_washer_nut,R01_EQUIPMENT_FASTENER_KIT,7.941003750479101e-05,7.941003750479101e-05,0.0,7.941003750479101e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478914e-05,-1.8685497593651233e-18,2.3530397643401606e-14,129
R01_W_upper_1_-70_nut,R01_EQUIPMENT_FASTENER_KIT,0.00036038442528506335,0.00036038442528506335,0.0,0.00036038442528506335,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0003603844252850685,5.1315396376594435e-18,1.423907160693843e-14,130
R01_W_upper_1_-70_screw,R01_EQUIPMENT_FASTENER_KIT,0.001049633755615259,0.001049633755615259,0.0,0.001049633755615259,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0010496337556152233,-3.569766704458743e-17,3.4009640842451666e-14,131
R01_W_upper_1_-70_washer_head,R01_EQUIPMENT_FASTENER_KIT,7.941003750479094e-05,7.941003750479094e-05,0.0,7.941003750479094e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478918e-05,-1.7569945498507876e-18,2.2125597784094034e-14,132
R01_W_upper_1_-70_washer_nut,R01_EQUIPMENT_FASTENER_KIT,7.941003750479094e-05,7.941003750479094e-05,0.0,7.941003750479094e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478915e-05,-1.7848833522293715e-18,2.2476797748920933e-14,133
R01_W_upper_1_130_nut,R01_EQUIPMENT_FASTENER_KIT,0.00036038442528506346,0.0003603844252850635,5.421010862427522e-20,0.0003603844252850635,5.421010862427522e-20,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0003603844252850687,5.187317242416611e-18,1.4393844124405146e-14,134
R01_W_upper_1_130_screw,R01_EQUIPMENT_FASTENER_KIT,0.0010496337556152593,0.0010496337556152593,0.0,0.0010496337556152593,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0010496337556152226,-3.659010872070212e-17,3.485988186351298e-14,135
R01_W_upper_1_130_washer_head,R01_EQUIPMENT_FASTENER_KIT,7.941003750479097e-05,7.941003750479095e-05,-1.3552527156068805e-20,7.941003750479095e-05,-1.3552527156068805e-20,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478919e-05,-1.7709389510400796e-18,2.2301197766507474e-14,136
R01_W_upper_1_130_washer_nut,R01_EQUIPMENT_FASTENER_KIT,7.941003750479097e-05,7.941003750479095e-05,-1.3552527156068805e-20,7.941003750479095e-05,-1.3552527156068805e-20,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478916e-05,-1.7988277534186635e-18,2.2652397731334373e-14,137
R01_W_upper_1_60_nut,R01_EQUIPMENT_FASTENER_KIT,0.00036038442528506346,0.0003603844252850635,5.421010862427522e-20,0.0003603844252850635,5.421010862427522e-20,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0003603844252850685,5.019984428145108e-18,1.3929526572004987e-14,138
R01_W_upper_1_60_screw,R01_EQUIPMENT_FASTENER_KIT,0.0010496337556152593,0.0010496337556152593,0.0,0.0010496337556152593,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0010496337556152235,-3.569766704458743e-17,3.400964084245166e-14,139
R01_W_upper_1_60_washer_head,R01_EQUIPMENT_FASTENER_KIT,7.941003750479095e-05,7.941003750479094e-05,-1.3552527156068805e-20,7.941003750479094e-05,-1.3552527156068805e-20,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478919e-05,-1.7569945498507876e-18,2.212559778409403e-14,140
R01_W_upper_1_60_washer_nut,R01_EQUIPMENT_FASTENER_KIT,7.941003750479095e-05,7.941003750479094e-05,-1.3552527156068805e-20,7.941003750479094e-05,-1.3552527156068805e-20,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478916e-05,-1.7848833522293715e-18,2.2476797748920927e-14,141
R07_upper_cap_160_-1,R07_ROOT_METAL_CAPS,0.00256115013249746,0.00256115013249746,0.0,0.00256115013249746,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0025611501324974673,7.059952622512356e-18,2.7565555540580314e-15,142
R07_upper_cap_160_1,R07_ROOT_METAL_CAPS,0.00256115013249746,0.00256115013249746,0.0,0.00256115013249746,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0025611501324974673,7.059952622512356e-18,2.7565555540580314e-15,143
R07_upper_cap_20_-1,R07_ROOT_METAL_CAPS,0.002561150132497458,0.002561150132497458,0.0,0.002561150132497458,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.002561150132497467,8.594724931754173e-18,3.3558067614619515e-15,144
R07_upper_cap_20_1,R07_ROOT_METAL_CAPS,0.0025611501324974578,0.0025611501324974578,0.0,0.0025611501324974578,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.002561150132497467,8.901679393602536e-18,3.4756570029427355e-15,145
RB_end_frame_-1,ROOT_FRAME_METAL,0.16560908052998966,0.16560908052998966,0.0,0.16560908052998966,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.16560908052998974,7.8580342233181e-17,4.74492956435146e-16,146
RB_end_frame_1,ROOT_FRAME_METAL,0.16560908052998966,0.16560908052998966,0.0,0.16560908052998966,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.16560908052998974,7.8580342233181e-17,4.74492956435146e-16,146
RB_end_plug_-1_-1_-1,ROOT_FRAME_METAL,0.002584907503737639,0.0025849075037376393,4.336808689942018e-19,0.0025849075037376393,4.336808689942018e-19,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0025849121671808035,4.663443164406545e-09,1.804101208395278e-06,147
RB_end_plug_-1_-1_1,ROOT_FRAME_METAL,0.002584907503737639,0.0025849075037376393,4.336808689942018e-19,0.0025849075037376393,4.336808689942018e-19,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0025849121671808035,4.663443164406545e-09,1.804101208395278e-06,147
RB_end_plug_-1_1_-1,ROOT_FRAME_METAL,0.002584907503737639,0.0025849075037376393,4.336808689942018e-19,0.0025849075037376393,4.336808689942018e-19,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0025849121671808035,4.663443164406545e-09,1.804101208395278e-06,147
RB_end_plug_-1_1_1,ROOT_FRAME_METAL,0.002584907503737639,0.0025849075037376393,4.336808689942018e-19,0.0025849075037376393,4.336808689942018e-19,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0025849121671808035,4.663443164406545e-09,1.804101208395278e-06,147
RB_end_plug_1_-1_-1,ROOT_FRAME_METAL,0.002584907105323995,0.0025849071053239956,4.336808689942018e-19,0.0025849071053239956,4.336808689942018e-19,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0025849121671764103,5.061852415212798e-09,1.9582299466453575e-06,148
RB_end_plug_1_-1_1,ROOT_FRAME_METAL,0.002584907105323995,0.0025849071053239956,4.336808689942018e-19,0.0025849071053239956,4.336808689942018e-19,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0025849121671764103,5.061852415212798e-09,1.9582299466453575e-06,148
RB_end_plug_1_1_-1,ROOT_FRAME_METAL,0.002584907105323995,0.0025849071053239956,4.336808689942018e-19,0.0025849071053239956,4.336808689942018e-19,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0025849121671764103,5.061852415212798e-09,1.9582299466453575e-06,148
RB_end_plug_1_1_1,ROOT_FRAME_METAL,0.002584907105323995,0.0025849071053239956,4.336808689942018e-19,0.0025849071053239956,4.336808689942018e-19,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0025849121671764103,5.061852415212798e-09,1.9582299466453575e-06,148
RB_longeron_-1_-1,ROOT_FRAME_METAL,0.07516425714576416,0.07516425714576416,0.0,0.07516425714576416,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.07516425714576412,-4.911271389573812e-17,6.534051657092159e-16,149
RB_longeron_-1_1,ROOT_FRAME_METAL,0.07501683476890202,0.07501683476890202,0.0,0.07501683476890202,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.07501683476890175,-2.7503119781613353e-16,3.66625969575229e-15,150
RB_longeron_1_-1,ROOT_FRAME_METAL,0.07516425714576419,0.07516425714576419,0.0,0.07516425714576419,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.07516425714576419,-9.822542779147625e-18,1.306810331418431e-16,151
RB_longeron_1_1,ROOT_FRAME_METAL,0.07501683476890202,0.07501683476890202,0.0,0.07501683476890202,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0750168347689018,-2.35741026699543e-16,3.1425083106448182e-15,152
RB_lower_beam_160,ROOT_FRAME_METAL,0.04536634026499492,0.04536634026499493,6.938893903907228e-18,0.04536634026499493,6.938893903907228e-18,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.04536634026499495,1.964508555829525e-17,4.330321873782172e-16,153
RB_lower_beam_20,ROOT_FRAME_METAL,0.04536634026499492,0.04536634026499493,6.938893903907228e-18,0.04536634026499493,6.938893903907228e-18,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.04536634026499495,1.964508555829525e-17,4.330321873782172e-16,153
RB_lower_spacer_0,ROOT_FRAME_METAL,0.002496350132497458,0.0024963501324974584,4.336808689942018e-19,0.0024963501324974584,4.336808689942018e-19,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0024963501324974666,8.594724931754173e-18,3.4429164482450233e-15,154
RB_lower_spacer_1,ROOT_FRAME_METAL,0.002496350132497458,0.0024963501324974584,4.336808689942018e-19,0.0024963501324974584,4.336808689942018e-19,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.002496350132497467,8.901679393602536e-18,3.56587774996806e-15,155
RB_lower_spacer_2,ROOT_FRAME_METAL,0.0024963501324974597,0.0024963501324974597,0.0,0.0024963501324974597,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.002496350132497467,7.366907084360719e-18,2.951071241352877e-15,156
RB_lower_spacer_3,ROOT_FRAME_METAL,0.0024963501324974597,0.0024963501324974597,0.0,0.0024963501324974597,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.002496350132497467,7.366907084360719e-18,2.951071241352877e-15,157
RB_pillar_0,ROOT_FRAME_METAL,0.05010336,0.050103360000000007,6.938893903907228e-18,0.050103360000000007,6.938893903907228e-18,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.05010336000000001,9.822542779147625e-18,1.960455901390171e-16,158
RB_pillar_1,ROOT_FRAME_METAL,0.05010336,0.050103360000000007,6.938893903907228e-18,0.050103360000000007,6.938893903907228e-18,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.05010336000000001,9.822542779147625e-18,1.960455901390171e-16,158
RB_pillar_2,ROOT_FRAME_METAL,0.05010336,0.050103360000000007,6.938893903907228e-18,0.050103360000000007,6.938893903907228e-18,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.05010336000000001,9.822542779147625e-18,1.960455901390171e-16,158
RB_pillar_3,ROOT_FRAME_METAL,0.05010336,0.050103360000000007,6.938893903907228e-18,0.050103360000000007,6.938893903907228e-18,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.05010336000000001,9.822542779147625e-18,1.960455901390171e-16,158
RB_pillar_plug_0_bottom,ROOT_FRAME_METAL,0.0035469656866598883,0.0035469656866598883,0.0,0.0035469656866598883,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.003546965686659912,2.394244802417234e-17,6.75012112866486e-15,159
RB_pillar_plug_0_top,ROOT_FRAME_METAL,0.0035469656866598883,0.0035469656866598883,0.0,0.0035469656866598883,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.003546965686659912,2.394244802417234e-17,6.75012112866486e-15,159
RB_pillar_plug_1_bottom,ROOT_FRAME_METAL,0.0035469656866598883,0.0035469656866598883,0.0,0.0035469656866598883,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.003546965686659912,2.394244802417234e-17,6.75012112866486e-15,159
RB_pillar_plug_1_top,ROOT_FRAME_METAL,0.0035469656866598883,0.0035469656866598883,0.0,0.0035469656866598883,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.003546965686659912,2.394244802417234e-17,6.75012112866486e-15,159
RB_pillar_plug_2_bottom,ROOT_FRAME_METAL,0.0035469656866598883,0.0035469656866598883,0.0,0.0035469656866598883,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.003546965686659912,2.394244802417234e-17,6.75012112866486e-15,159
RB_pillar_plug_2_top,ROOT_FRAME_METAL,0.0035469656866598883,0.0035469656866598883,0.0,0.0035469656866598883,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.003546965686659912,2.394244802417234e-17,6.75012112866486e-15,159
RB_pillar_plug_3_bottom,ROOT_FRAME_METAL,0.0035469656866598883,0.0035469656866598883,0.0,0.0035469656866598883,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.003546965686659912,2.394244802417234e-17,6.75012112866486e-15,159
RB_pillar_plug_3_top,ROOT_FRAME_METAL,0.0035469656866598883,0.0035469656866598883,0.0,0.0035469656866598883,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.003546965686659912,2.394244802417234e-17,6.75012112866486e-15,159
RB_upper_beam_160,ROOT_FRAME_METAL,0.08851574655894578,0.08851574655894578,0.0,0.08851574655894578,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.08851574655894584,5.893525667488575e-17,6.658166367679973e-16,160
RB_upper_beam_20,ROOT_FRAME_METAL,0.08851574655894578,0.08851574655894578,0.0,0.08851574655894578,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.08851574655894584,5.893525667488575e-17,6.658166367679973e-16,160
WP01-MT-M3RA-REUSED,ROOT_FRAME_METAL,0.3450189608989678,0.34501896089896783,5.551115123125783e-17,0.34501896089896783,5.551115123125783e-17,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.34501896089896733,-4.71482053399086e-16,1.3665395437126459e-15,161
WP01-MT-M3RB-REUSED,ROOT_FRAME_METAL,0.4373082870146954,0.43730828701469543,5.551115123125783e-17,0.43730828701469543,5.551115123125783e-17,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.43730828701460905,-8.635979611426592e-14,1.9748035580076013e-13,162
WP01-RB-BRIDGE-R2,ROOT_FRAME_METAL,0.5145966521960894,0.5145966521960895,1.1102230246251565e-16,0.5145966521960895,1.1102230246251565e-16,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.5145966521960904,9.42964106798172e-16,1.832433426789666e-15,163
WP09F_front_service_cover_GSE,COVERS_AND_GSE_FRONT_PANEL,0.2446301886834112,0.2446301886833368,-7.438494264988549e-14,0.2446301886833368,-7.438494264988549e-14,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.24463018868333833,1.5323166735470297e-15,6.2638085748711e-15,164
access_cover_-1,COVERS_AND_GSE_FRONT_PANEL,0.2505553753727164,0.2505553753727164,0.0,0.2505553753727164,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.2505553753727163,-3.92901711165905e-17,1.5681232565114192e-16,165
access_cover_1,COVERS_AND_GSE_FRONT_PANEL,0.2505553753727164,0.2505553753727164,0.0,0.2505553753727164,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.2505553753727163,-3.92901711165905e-17,1.5681232565114192e-16,165
adapter_adcs_propulsion_allocation,EQUIPMENT_DECKS_AND_ADAPTERS,0.10685348922019235,0.10685348922019235,0.0,0.10685348922019235,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.10685348922019235,0.0,0.0,166
adapter_arm_drive,EQUIPMENT_DECKS_AND_ADAPTERS,0.03897548922019231,0.03897548922019231,0.0,0.03897548922019231,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.03897548922019231,0.0,0.0,167
adapter_battery,EQUIPMENT_DECKS_AND_ADAPTERS,0.09400148922019226,0.09400148922019227,1.3877787807814457e-17,0.09400148922019227,1.3877787807814457e-17,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.09400148922019234,7.8580342233181e-17,8.359478438592785e-16,168
