case_id,target_type,tumble_rate_deg_s,approach_velocity_m_s,arm_speed_scale,pose_error_deg,inertia_scale,reaction_aware,clearance_threshold_m,base_limit_deg
C0322,target_satellite_v0,1.0,0.02,1.5,3.0,1.0,1,0.1,5.0
C0323,target_satellite_v0,1.0,0.02,1.5,3.0,1.2,0,0.1,5.0
C0324,target_satellite_v0,1.0,0.02,1.5,3.0,1.2,1,0.1,5.0
C0325,target_satellite_v0,2.0,0.005,0.5,1.0,0.8,0,0.1,5.0
C0326,target_satellite_v0,2.0,0.005,0.5,1.0,0.8,1,0.1,5.0
C0327,target_satellite_v0,2.0,0.005,0.5,1.0,1.0,0,0.1,5.0
C0328,target_satellite_v0,2.0,0.005,0.5,1.0,1.0,1,0.1,5.0
C0329,target_satellite_v0,2.0,0.005,0.5,1.0,1.2,0,0.1,5.0
C0330,target_satellite_v0,2.0,0.005,0.5,1.0,1.2,1,0.1,5.0
C0331,target_satellite_v0,2.0,0.005,0.5,2.0,0.8,0,0.1,5.0
C0332,target_satellite_v0,2.0,0.005,0.5,2.0,0.8,1,0.1,5.0
C0333,target_satellite_v0,2.0,0.005,0.5,2.0,1.0,0,0.1,5.0
C0334,target_satellite_v0,2.0,0.005,0.5,2.0,1.0,1,0.1,5.0
C0335,target_satellite_v0,2.0,0.005,0.5,2.0,1.2,0,0.1,5.0
C0336,target_satellite_v0,2.0,0.005,0.5,2.0,1.2,1,0.1,5.0
C0337,target_satellite_v0,2.0,0.005,0.5,3.0,0.8,0,0.1,5.0
C0338,target_satellite_v0,2.0,0.005,0.5,3.0,0.8,1,0.1,5.0
C0339,target_satellite_v0,2.0,0.005,0.5,3.0,1.0,0,0.1,5.0
C0340,target_satellite_v0,2.0,0.005,0.5,3.0,1.0,1,0.1,5.0
C0341,target_satellite_v0,2.0,0.005,0.5,3.0,1.2,0,0.1,5.0
C0342,target_satellite_v0,2.0,0.005,0.5,3.0,1.2,1,0.1,5.0
C0343,target_satellite_v0,2.0,0.005,1.0,1.0,0.8,0,0.1,5.0
C0344,target_satellite_v0,2.0,0.005,1.0,1.0,0.8,1,0.1,5.0
C0345,target_satellite_v0,2.0,0.005,1.0,1.0,1.0,0,0.1,5.0
C0346,target_satellite_v0,2.0,0.005,1.0,1.0,1.0,1,0.1,5.0
C0347,target_satellite_v0,2.0,0.005,1.0,1.0,1.2,0,0.1,5.0
C0348,target_satellite_v0,2.0,0.005,1.0,1.0,1.2,1,0.1,5.0
C0349,target_satellite_v0,2.0,0.005,1.0,2.0,0.8,0,0.1,5.0
C0350,target_satellite_v0,2.0,0.005,1.0,2.0,0.8,1,0.1,5.0
C0351,target_satellite_v0,2.0,0.005,1.0,2.0,1.0,0,0.1,5.0
C0352,target_satellite_v0,2.0,0.005,1.0,2.0,1.0,1,0.1,5.0
C0353,target_satellite_v0,2.0,0.005,1.0,2.0,1.2,0,0.1,5.0
C0354,target_satellite_v0,2.0,0.005,1.0,2.0,1.2,1,0.1,5.0
C0355,target_satellite_v0,2.0,0.005,1.0,3.0,0.8,0,0.1,5.0
C0356,target_satellite_v0,2.0,0.005,1.0,3.0,0.8,1,0.1,5.0
C0357,target_satellite_v0,2.0,0.005,1.0,3.0,1.0,0,0.1,5.0
C0358,target_satellite_v0,2.0,0.005,1.0,3.0,1.0,1,0.1,5.0
C0359,target_satellite_v0,2.0,0.005,1.0,3.0,1.2,0,0.1,5.0
C0360,target_satellite_v0,2.0,0.005,1.0,3.0,1.2,1,0.1,5.0
C0361,target_satellite_v0,2.0,0.005,1.5,1.0,0.8,0,0.1,5.0
C0362,target_satellite_v0,2.0,0.005,1.5,1.0,0.8,1,0.1,5.0
C0363,target_satellite_v0,2.0,0.005,1.5,1.0,1.0,0,0.1,5.0
C0364,target_satellite_v0,2.0,0.005,1.5,1.0,1.0,1,0.1,5.0
C0365,target_satellite_v0,2.0,0.005,1.5,1.0,1.2,0,0.1,5.0
C0366,target_satellite_v0,2.0,0.005,1.5,1.0,1.2,1,0.1,5.0
C0367,target_satellite_v0,2.0,0.005,1.5,2.0,0.8,0,0.1,5.0
C0368,target_satellite_v0,2.0,0.005,1.5,2.0,0.8,1,0.1,5.0
C0369,target_satellite_v0,2.0,0.005,1.5,2.0,1.0,0,0.1,5.0
C0370,target_satellite_v0,2.0,0.005,1.5,2.0,1.0,1,0.1,5.0
C0371,target_satellite_v0,2.0,0.005,1.5,2.0,1.2,0,0.1,5.0
C0372,target_satellite_v0,2.0,0.005,1.5,2.0,1.2,1,0.1,5.0
C0373,target_satellite_v0,2.0,0.005,1.5,3.0,0.8,0,0.1,5.0
C0374,target_satellite_v0,2.0,0.005,1.5,3.0,0.8,1,0.1,5.0
C0375,target_satellite_v0,2.0,0.005,1.5,3.0,1.0,0,0.1,5.0
C0376,target_satellite_v0,2.0,0.005,1.5,3.0,1.0,1,0.1,5.0
C0377,target_satellite_v0,2.0,0.005,1.5,3.0,1.2,0,0.1,5.0
C0378,target_satellite_v0,2.0,0.005,1.5,3.0,1.2,1,0.1,5.0
C0379,target_satellite_v0,2.0,0.01,0.5,1.0,0.8,0,0.1,5.0
C0380,target_satellite_v0,2.0,0.01,0.5,1.0,0.8,1,0.1,5.0
C0381,target_satellite_v0,2.0,0.01,0.5,1.0,1.0,0,0.1,5.0
C0382,target_satellite_v0,2.0,0.01,0.5,1.0,1.0,1,0.1,5.0
C0383,target_satellite_v0,2.0,0.01,0.5,1.0,1.2,0,0.1,5.0
C0384,target_satellite_v0,2.0,0.01,0.5,1.0,1.2,1,0.1,5.0
C0385,target_satellite_v0,2.0,0.01,0.5,2.0,0.8,0,0.1,5.0
C0386,target_satellite_v0,2.0,0.01,0.5,2.0,0.8,1,0.1,5.0
C0387,target_satellite_v0,2.0,0.01,0.5,2.0,1.0,0,0.1,5.0
C0388,target_satellite_v0,2.0,0.01,0.5,2.0,1.0,1,0.1,5.0
C0389,target_satellite_v0,2.0,0.01,0.5,2.0,1.2,0,0.1,5.0
C0390,target_satellite_v0,2.0,0.01,0.5,2.0,1.2,1,0.1,5.0
C0391,target_satellite_v0,2.0,0.01,0.5,3.0,0.8,0,0.1,5.0
C0392,target_satellite_v0,2.0,0.01,0.5,3.0,0.8,1,0.1,5.0
C0393,target_satellite_v0,2.0,0.01,0.5,3.0,1.0,0,0.1,5.0
C0394,target_satellite_v0,2.0,0.01,0.5,3.0,1.0,1,0.1,5.0
C0395,target_satellite_v0,2.0,0.01,0.5,3.0,1.2,0,0.1,5.0
C0396,target_satellite_v0,2.0,0.01,0.5,3.0,1.2,1,0.1,5.0
C0397,target_satellite_v0,2.0,0.01,1.0,1.0,0.8,0,0.1,5.0
C0398,target_satellite_v0,2.0,0.01,1.0,1.0,0.8,1,0.1,5.0
C0399,target_satellite_v0,2.0,0.01,1.0,1.0,1.0,0,0.1,5.0
C0400,target_satellite_v0,2.0,0.01,1.0,1.0,1.0,1,0.1,5.0
C0401,target_satellite_v0,2.0,0.01,1.0,1.0,1.2,0,0.1,5.0
C0402,target_satellite_v0,2.0,0.01,1.0,1.0,1.2,1,0.1,5.0
C0403,target_satellite_v0,2.0,0.01,1.0,2.0,0.8,0,0.1,5.0
C0404,target_satellite_v0,2.0,0.01,1.0,2.0,0.8,1,0.1,5.0
C0405,target_satellite_v0,2.0,0.01,1.0,2.0,1.0,0,0.1,5.0
C0406,target_satellite_v0,2.0,0.01,1.0,2.0,1.0,1,0.1,5.0
C0407,target_satellite_v0,2.0,0.01,1.0,2.0,1.2,0,0.1,5.0
C0408,target_satellite_v0,2.0,0.01,1.0,2.0,1.2,1,0.1,5.0
C0409,target_satellite_v0,2.0,0.01,1.0,3.0,0.8,0,0.1,5.0
C0410,target_satellite_v0,2.0,0.01,1.0,3.0,0.8,1,0.1,5.0
C0411,target_satellite_v0,2.0,0.01,1.0,3.0,1.0,0,0.1,5.0
C0412,target_satellite_v0,2.0,0.01,1.0,3.0,1.0,1,0.1,5.0
C0413,target_satellite_v0,2.0,0.01,1.0,3.0,1.2,0,0.1,5.0
C0414,target_satellite_v0,2.0,0.01,1.0,3.0,1.2,1,0.1,5.0
C0415,target_satellite_v0,2.0,0.01,1.5,1.0,0.8,0,0.1,5.0
C0416,target_satellite_v0,2.0,0.01,1.5,1.0,0.8,1,0.1,5.0
C0417,target_satellite_v0,2.0,0.01,1.5,1.0,1.0,0,0.1,5.0
C0418,target_satellite_v0,2.0,0.01,1.5,1.0,1.0,1,0.1,5.0
C0419,target_satellite_v0,2.0,0.01,1.5,1.0,1.2,0,0.1,5.0
C0420,target_satellite_v0,2.0,0.01,1.5,1.0,1.2,1,0.1,5.0
C0421,target_satellite_v0,2.0,0.01,1.5,2.0,0.8,0,0.1,5.0
C0422,target_satellite_v0,2.0,0.01,1.5,2.0,0.8,1,0.1,5.0
C0423,target_satellite_v0,2.0,0.01,1.5,2.0,1.0,0,0.1,5.0
C0424,target_satellite_v0,2.0,0.01,1.5,2.0,1.0,1,0.1,5.0
C0425,target_satellite_v0,2.0,0.01,1.5,2.0,1.2,0,0.1,5.0
C0426,target_satellite_v0,2.0,0.01,1.5,2.0,1.2,1,0.1,5.0
C0427,target_satellite_v0,2.0,0.01,1.5,3.0,0.8,0,0.1,5.0
C0428,target_satellite_v0,2.0,0.01,1.5,3.0,0.8,1,0.1,5.0
C0429,target_satellite_v0,2.0,0.01,1.5,3.0,1.0,0,0.1,5.0
C0430,target_satellite_v0,2.0,0.01,1.5,3.0,1.0,1,0.1,5.0
C0431,target_satellite_v0,2.0,0.01,1.5,3.0,1.2,0,0.1,5.0
C0432,target_satellite_v0,2.0,0.01,1.5,3.0,1.2,1,0.1,5.0
C0433,target_satellite_v0,2.0,0.02,0.5,1.0,0.8,0,0.1,5.0
C0434,target_satellite_v0,2.0,0.02,0.5,1.0,0.8,1,0.1,5.0
C0435,target_satellite_v0,2.0,0.02,0.5,1.0,1.0,0,0.1,5.0
C0436,target_satellite_v0,2.0,0.02,0.5,1.0,1.0,1,0.1,5.0
C0437,target_satellite_v0,2.0,0.02,0.5,1.0,1.2,0,0.1,5.0
C0438,target_satellite_v0,2.0,0.02,0.5,1.0,1.2,1,0.1,5.0
C0439,target_satellite_v0,2.0,0.02,0.5,2.0,0.8,0,0.1,5.0
C0440,target_satellite_v0,2.0,0.02,0.5,2.0,0.8,1,0.1,5.0
C0441,target_satellite_v0,2.0,0.02,0.5,2.0,1.0,0,0.1,5.0
C0442,target_satellite_v0,2.0,0.02,0.5,2.0,1.0,1,0.1,5.0
C0443,target_satellite_v0,2.0,0.02,0.5,2.0,1.2,0,0.1,5.0
C0444,target_satellite_v0,2.0,0.02,0.5,2.0,1.2,1,0.1,5.0
C0445,target_satellite_v0,2.0,0.02,0.5,3.0,0.8,0,0.1,5.0
C0446,target_satellite_v0,2.0,0.02,0.5,3.0,0.8,1,0.1,5.0
C0447,target_satellite_v0,2.0,0.02,0.5,3.0,1.0,0,0.1,5.0
C0448,target_satellite_v0,2.0,0.02,0.5,3.0,1.0,1,0.1,5.0
C0449,target_satellite_v0,2.0,0.02,0.5,3.0,1.2,0,0.1,5.0
C0450,target_satellite_v0,2.0,0.02,0.5,3.0,1.2,1,0.1,5.0
C0451,target_satellite_v0,2.0,0.02,1.0,1.0,0.8,0,0.1,5.0
C0452,target_satellite_v0,2.0,0.02,1.0,1.0,0.8,1,0.1,5.0
C0453,target_satellite_v0,2.0,0.02,1.0,1.0,1.0,0,0.1,5.0
C0454,target_satellite_v0,2.0,0.02,1.0,1.0,1.0,1,0.1,5.0
C0455,target_satellite_v0,2.0,0.02,1.0,1.0,1.2,0,0.1,5.0
C0456,target_satellite_v0,2.0,0.02,1.0,1.0,1.2,1,0.1,5.0
C0457,target_satellite_v0,2.0,0.02,1.0,2.0,0.8,0,0.1,5.0
C0458,target_satellite_v0,2.0,0.02,1.0,2.0,0.8,1,0.1,5.0
C0459,target_satellite_v0,2.0,0.02,1.0,2.0,1.0,0,0.1,5.0
C0460,target_satellite_v0,2.0,0.02,1.0,2.0,1.0,1,0.1,5.0
C0461,target_satellite_v0,2.0,0.02,1.0,2.0,1.2,0,0.1,5.0
C0462,target_satellite_v0,2.0,0.02,1.0,2.0,1.2,1,0.1,5.0
C0463,target_satellite_v0,2.0,0.02,1.0,3.0,0.8,0,0.1,5.0
C0464,target_satellite_v0,2.0,0.02,1.0,3.0,0.8,1,0.1,5.0
C0465,target_satellite_v0,2.0,0.02,1.0,3.0,1.0,0,0.1,5.0
C0466,target_satellite_v0,2.0,0.02,1.0,3.0,1.0,1,0.1,5.0
C0467,target_satellite_v0,2.0,0.02,1.0,3.0,1.2,0,0.1,5.0
C0468,target_satellite_v0,2.0,0.02,1.0,3.0,1.2,1,0.1,5.0
C0469,target_satellite_v0,2.0,0.02,1.5,1.0,0.8,0,0.1,5.0
C0470,target_satellite_v0,2.0,0.02,1.5,1.0,0.8,1,0.1,5.0
C0471,target_satellite_v0,2.0,0.02,1.5,1.0,1.0,0,0.1,5.0
C0472,target_satellite_v0,2.0,0.02,1.5,1.0,1.0,1,0.1,5.0
C0473,target_satellite_v0,2.0,0.02,1.5,1.0,1.2,0,0.1,5.0
C0474,target_satellite_v0,2.0,0.02,1.5,1.0,1.2,1,0.1,5.0
C0475,target_satellite_v0,2.0,0.02,1.5,2.0,0.8,0,0.1,5.0
C0476,target_satellite_v0,2.0,0.02,1.5,2.0,0.8,1,0.1,5.0
C0477,target_satellite_v0,2.0,0.02,1.5,2.0,1.0,0,0.1,5.0
C0478,target_satellite_v0,2.0,0.02,1.5,2.0,1.0,1,0.1,5.0
C0479,target_satellite_v0,2.0,0.02,1.5,2.0,1.2,0,0.1,5.0
C0480,target_satellite_v0,2.0,0.02,1.5,2.0,1.2,1,0.1,5.0
C0481,target_satellite_v0,2.0,0.02,1.5,3.0,0.8,0,0.1,5.0
C0482,target_satellite_v0,2.0,0.02,1.5,3.0,0.8,1,0.1,5.0
C0483,target_satellite_v0,2.0,0.02,1.5,3.0,1.0,0,0.1,5.0
C0484,target_satellite_v0,2.0,0.02,1.5,3.0,1.0,1,0.1,5.0
C0485,target_satellite_v0,2.0,0.02,1.5,3.0,1.2,0,0.1,5.0
C0486,target_satellite_v0,2.0,0.02,1.5,3.0,1.2,1,0.1,5.0
C0487,target_satellite_v0,3.0,0.005,0.5,1.0,0.8,0,0.1,5.0
C0488,target_satellite_v0,3.0,0.005,0.5,1.0,0.8,1,0.1,5.0
C0489,target_satellite_v0,3.0,0.005,0.5,1.0,1.0,0,0.1,5.0
C0490,target_satellite_v0,3.0,0.005,0.5,1.0,1.0,1,0.1,5.0
C0491,target_satellite_v0,3.0,0.005,0.5,1.0,1.2,0,0.1,5.0
C0492,target_satellite_v0,3.0,0.005,0.5,1.0,1.2,1,0.1,5.0
C0493,target_satellite_v0,3.0,0.005,0.5,2.0,0.8,0,0.1,5.0
C0494,target_satellite_v0,3.0,0.005,0.5,2.0,0.8,1,0.1,5.0
C0495,target_satellite_v0,3.0,0.005,0.5,2.0,1.0,0,0.1,5.0
C0496,target_satellite_v0,3.0,0.005,0.5,2.0,1.0,1,0.1,5.0
C0497,target_satellite_v0,3.0,0.005,0.5,2.0,1.2,0,0.1,5.0
C0498,target_satellite_v0,3.0,0.005,0.5,2.0,1.2,1,0.1,5.0
C0499,target_satellite_v0,3.0,0.005,0.5,3.0,0.8,0,0.1,5.0
C0500,target_satellite_v0,3.0,0.005,0.5,3.0,0.8,1,0.1,5.0
C0501,target_satellite_v0,3.0,0.005,0.5,3.0,1.0,0,0.1,5.0
C0502,target_satellite_v0,3.0,0.005,0.5,3.0,1.0,1,0.1,5.0
C0503,target_satellite_v0,3.0,0.005,0.5,3.0,1.2,0,0.1,5.0
C0504,target_satellite_v0,3.0,0.005,0.5,3.0,1.2,1,0.1,5.0
C0505,target_satellite_v0,3.0,0.005,1.0,1.0,0.8,0,0.1,5.0
C0506,target_satellite_v0,3.0,0.005,1.0,1.0,0.8,1,0.1,5.0
C0507,target_satellite_v0,3.0,0.005,1.0,1.0,1.0,0,0.1,5.0
C0508,target_satellite_v0,3.0,0.005,1.0,1.0,1.0,1,0.1,5.0
C0509,target_satellite_v0,3.0,0.005,1.0,1.0,1.2,0,0.1,5.0
C0510,target_satellite_v0,3.0,0.005,1.0,1.0,1.2,1,0.1,5.0
C0511,target_satellite_v0,3.0,0.005,1.0,2.0,0.8,0,0.1,5.0
C0512,target_satellite_v0,3.0,0.005,1.0,2.0,0.8,1,0.1,5.0
C0513,target_satellite_v0,3.0,0.005,1.0,2.0,1.0,0,0.1,5.0
C0514,target_satellite_v0,3.0,0.005,1.0,2.0,1.0,1,0.1,5.0
C0515,target_satellite_v0,3.0,0.005,1.0,2.0,1.2,0,0.1,5.0
C0516,target_satellite_v0,3.0,0.005,1.0,2.0,1.2,1,0.1,5.0
C0517,target_satellite_v0,3.0,0.005,1.0,3.0,0.8,0,0.1,5.0
C0518,target_satellite_v0,3.0,0.005,1.0,3.0,0.8,1,0.1,5.0
C0519,target_satellite_v0,3.0,0.005,1.0,3.0,1.0,0,0.1,5.0
C0520,target_satellite_v0,3.0,0.005,1.0,3.0,1.0,1,0.1,5.0
C0521,target_satellite_v0,3.0,0.005,1.0,3.0,1.2,0,0.1,5.0
C0522,target_satellite_v0,3.0,0.005,1.0,3.0,1.2,1,0.1,5.0
C0523,target_satellite_v0,3.0,0.005,1.5,1.0,0.8,0,0.1,5.0
C0524,target_satellite_v0,3.0,0.005,1.5,1.0,0.8,1,0.1,5.0
C0525,target_satellite_v0,3.0,0.005,1.5,1.0,1.0,0,0.1,5.0
C0526,target_satellite_v0,3.0,0.005,1.5,1.0,1.0,1,0.1,5.0
C0527,target_satellite_v0,3.0,0.005,1.5,1.0,1.2,0,0.1,5.0
C0528,target_satellite_v0,3.0,0.005,1.5,1.0,1.2,1,0.1,5.0
C0529,target_satellite_v0,3.0,0.005,1.5,2.0,0.8,0,0.1,5.0
C0530,target_satellite_v0,3.0,0.005,1.5,2.0,0.8,1,0.1,5.0
C0531,target_satellite_v0,3.0,0.005,1.5,2.0,1.0,0,0.1,5.0
C0532,target_satellite_v0,3.0,0.005,1.5,2.0,1.0,1,0.1,5.0
C0533,target_satellite_v0,3.0,0.005,1.5,2.0,1.2,0,0.1,5.0
C0534,target_satellite_v0,3.0,0.005,1.5,2.0,1.2,1,0.1,5.0
C0535,target_satellite_v0,3.0,0.005,1.5,3.0,0.8,0,0.1,5.0
C0536,target_satellite_v0,3.0,0.005,1.5,3.0,0.8,1,0.1,5.0
C0537,target_satellite_v0,3.0,0.005,1.5,3.0,1.0,0,0.1,5.0
C0538,target_satellite_v0,3.0,0.005,1.5,3.0,1.0,1,0.1,5.0
C0539,target_satellite_v0,3.0,0.005,1.5,3.0,1.2,0,0.1,5.0
C0540,target_satellite_v0,3.0,0.005,1.5,3.0,1.2,1,0.1,5.0
C0541,target_satellite_v0,3.0,0.01,0.5,1.0,0.8,0,0.1,5.0
C0542,target_satellite_v0,3.0,0.01,0.5,1.0,0.8,1,0.1,5.0
C0543,target_satellite_v0,3.0,0.01,0.5,1.0,1.0,0,0.1,5.0
C0544,target_satellite_v0,3.0,0.01,0.5,1.0,1.0,1,0.1,5.0
C0545,target_satellite_v0,3.0,0.01,0.5,1.0,1.2,0,0.1,5.0
C0546,target_satellite_v0,3.0,0.01,0.5,1.0,1.2,1,0.1,5.0
C0547,target_satellite_v0,3.0,0.01,0.5,2.0,0.8,0,0.1,5.0
C0548,target_satellite_v0,3.0,0.01,0.5,2.0,0.8,1,0.1,5.0
C0549,target_satellite_v0,3.0,0.01,0.5,2.0,1.0,0,0.1,5.0
C0550,target_satellite_v0,3.0,0.01,0.5,2.0,1.0,1,0.1,5.0
C0551,target_satellite_v0,3.0,0.01,0.5,2.0,1.2,0,0.1,5.0
C0552,target_satellite_v0,3.0,0.01,0.5,2.0,1.2,1,0.1,5.0
C0553,target_satellite_v0,3.0,0.01,0.5,3.0,0.8,0,0.1,5.0
C0554,target_satellite_v0,3.0,0.01,0.5,3.0,0.8,1,0.1,5.0
C0555,target_satellite_v0,3.0,0.01,0.5,3.0,1.0,0,0.1,5.0
C0556,target_satellite_v0,3.0,0.01,0.5,3.0,1.0,1,0.1,5.0
C0557,target_satellite_v0,3.0,0.01,0.5,3.0,1.2,0,0.1,5.0
C0558,target_satellite_v0,3.0,0.01,0.5,3.0,1.2,1,0.1,5.0
C0559,target_satellite_v0,3.0,0.01,1.0,1.0,0.8,0,0.1,5.0
C0560,target_satellite_v0,3.0,0.01,1.0,1.0,0.8,1,0.1,5.0
C0561,target_satellite_v0,3.0,0.01,1.0,1.0,1.0,0,0.1,5.0
C0562,target_satellite_v0,3.0,0.01,1.0,1.0,1.0,1,0.1,5.0
C0563,target_satellite_v0,3.0,0.01,1.0,1.0,1.2,0,0.1,5.0
C0564,target_satellite_v0,3.0,0.01,1.0,1.0,1.2,1,0.1,5.0
C0565,target_satellite_v0,3.0,0.01,1.0,2.0,0.8,0,0.1,5.0
C0566,target_satellite_v0,3.0,0.01,1.0,2.0,0.8,1,0.1,5.0
C0567,target_satellite_v0,3.0,0.01,1.0,2.0,1.0,0,0.1,5.0
C0568,target_satellite_v0,3.0,0.01,1.0,2.0,1.0,1,0.1,5.0
C0569,target_satellite_v0,3.0,0.01,1.0,2.0,1.2,0,0.1,5.0
C0570,target_satellite_v0,3.0,0.01,1.0,2.0,1.2,1,0.1,5.0
C0571,target_satellite_v0,3.0,0.01,1.0,3.0,0.8,0,0.1,5.0
C0572,target_satellite_v0,3.0,0.01,1.0,3.0,0.8,1,0.1,5.0
C0573,target_satellite_v0,3.0,0.01,1.0,3.0,1.0,0,0.1,5.0
C0574,target_satellite_v0,3.0,0.01,1.0,3.0,1.0,1,0.1,5.0
C0575,target_satellite_v0,3.0,0.01,1.0,3.0,1.2,0,0.1,5.0
C0576,target_satellite_v0,3.0,0.01,1.0,3.0,1.2,1,0.1,5.0
C0577,target_satellite_v0,3.0,0.01,1.5,1.0,0.8,0,0.1,5.0
C0578,target_satellite_v0,3.0,0.01,1.5,1.0,0.8,1,0.1,5.0
C0579,target_satellite_v0,3.0,0.01,1.5,1.0,1.0,0,0.1,5.0
C0580,target_satellite_v0,3.0,0.01,1.5,1.0,1.0,1,0.1,5.0
C0581,target_satellite_v0,3.0,0.01,1.5,1.0,1.2,0,0.1,5.0
C0582,target_satellite_v0,3.0,0.01,1.5,1.0,1.2,1,0.1,5.0
C0583,target_satellite_v0,3.0,0.01,1.5,2.0,0.8,0,0.1,5.0
C0584,target_satellite_v0,3.0,0.01,1.5,2.0,0.8,1,0.1,5.0
C0585,target_satellite_v0,3.0,0.01,1.5,2.0,1.0,0,0.1,5.0
C0586,target_satellite_v0,3.0,0.01,1.5,2.0,1.0,1,0.1,5.0
C0587,target_satellite_v0,3.0,0.01,1.5,2.0,1.2,0,0.1,5.0
C0588,target_satellite_v0,3.0,0.01,1.5,2.0,1.2,1,0.1,5.0
C0589,target_satellite_v0,3.0,0.01,1.5,3.0,0.8,0,0.1,5.0
C0590,target_satellite_v0,3.0,0.01,1.5,3.0,0.8,1,0.1,5.0
C0591,target_satellite_v0,3.0,0.01,1.5,3.0,1.0,0,0.1,5.0
C0592,target_satellite_v0,3.0,0.01,1.5,3.0,1.0,1,0.1,5.0
C0593,target_satellite_v0,3.0,0.01,1.5,3.0,1.2,0,0.1,5.0
C0594,target_satellite_v0,3.0,0.01,1.5,3.0,1.2,1,0.1,5.0
C0595,target_satellite_v0,3.0,0.02,0.5,1.0,0.8,0,0.1,5.0
C0596,target_satellite_v0,3.0,0.02,0.5,1.0,0.8,1,0.1,5.0
C0597,target_satellite_v0,3.0,0.02,0.5,1.0,1.0,0,0.1,5.0
C0598,target_satellite_v0,3.0,0.02,0.5,1.0,1.0,1,0.1,5.0
C0599,target_satellite_v0,3.0,0.02,0.5,1.0,1.2,0,0.1,5.0
C0600,target_satellite_v0,3.0,0.02,0.5,1.0,1.2,1,0.1,5.0
C0601,target_satellite_v0,3.0,0.02,0.5,2.0,0.8,0,0.1,5.0
C0602,target_satellite_v0,3.0,0.02,0.5,2.0,0.8,1,0.1,5.0
C0603,target_satellite_v0,3.0,0.02,0.5,2.0,1.0,0,0.1,5.0
C0604,target_satellite_v0,3.0,0.02,0.5,2.0,1.0,1,0.1,5.0
C0605,target_satellite_v0,3.0,0.02,0.5,2.0,1.2,0,0.1,5.0
C0606,target_satellite_v0,3.0,0.02,0.5,2.0,1.2,1,0.1,5.0
C0607,target_satellite_v0,3.0,0.02,0.5,3.0,0.8,0,0.1,5.0
C0608,target_satellite_v0,3.0,0.02,0.5,3.0,0.8,1,0.1,5.0
C0609,target_satellite_v0,3.0,0.02,0.5,3.0,1.0,0,0.1,5.0
C0610,target_satellite_v0,3.0,0.02,0.5,3.0,1.0,1,0.1,5.0
C0611,target_satellite_v0,3.0,0.02,0.5,3.0,1.2,0,0.1,5.0
C0612,target_satellite_v0,3.0,0.02,0.5,3.0,1.2,1,0.1,5.0
C0613,target_satellite_v0,3.0,0.02,1.0,1.0,0.8,0,0.1,5.0
C0614,target_satellite_v0,3.0,0.02,1.0,1.0,0.8,1,0.1,5.0
C0615,target_satellite_v0,3.0,0.02,1.0,1.0,1.0,0,0.1,5.0
C0616,target_satellite_v0,3.0,0.02,1.0,1.0,1.0,1,0.1,5.0
C0617,target_satellite_v0,3.0,0.02,1.0,1.0,1.2,0,0.1,5.0
C0618,target_satellite_v0,3.0,0.02,1.0,1.0,1.2,1,0.1,5.0
C0619,target_satellite_v0,3.0,0.02,1.0,2.0,0.8,0,0.1,5.0
C0620,target_satellite_v0,3.0,0.02,1.0,2.0,0.8,1,0.1,5.0
C0621,target_satellite_v0,3.0,0.02,1.0,2.0,1.0,0,0.1,5.0
C0622,target_satellite_v0,3.0,0.02,1.0,2.0,1.0,1,0.1,5.0
C0623,target_satellite_v0,3.0,0.02,1.0,2.0,1.2,0,0.1,5.0
C0624,target_satellite_v0,3.0,0.02,1.0,2.0,1.2,1,0.1,5.0
C0625,target_satellite_v0,3.0,0.02,1.0,3.0,0.8,0,0.1,5.0
C0626,target_satellite_v0,3.0,0.02,1.0,3.0,0.8,1,0.1,5.0
C0627,target_satellite_v0,3.0,0.02,1.0,3.0,1.0,0,0.1,5.0
C0628,target_satellite_v0,3.0,0.02,1.0,3.0,1.0,1,0.1,5.0
C0629,target_satellite_v0,3.0,0.02,1.0,3.0,1.2,0,0.1,5.0
C0630,target_satellite_v0,3.0,0.02,1.0,3.0,1.2,1,0.1,5.0
C0631,target_satellite_v0,3.0,0.02,1.5,1.0,0.8,0,0.1,5.0
C0632,target_satellite_v0,3.0,0.02,1.5,1.0,0.8,1,0.1,5.0
C0633,target_satellite_v0,3.0,0.02,1.5,1.0,1.0,0,0.1,5.0
C0634,target_satellite_v0,3.0,0.02,1.5,1.0,1.0,1,0.1,5.0
C0635,target_satellite_v0,3.0,0.02,1.5,1.0,1.2,0,0.1,5.0
C0636,target_satellite_v0,3.0,0.02,1.5,1.0,1.2,1,0.1,5.0
C0637,target_satellite_v0,3.0,0.02,1.5,2.0,0.8,0,0.1,5.0
C0638,target_satellite_v0,3.0,0.02,1.5,2.0,0.8,1,0.1,5.0
C0639,target_satellite_v0,3.0,0.02,1.5,2.0,1.0,0,0.1,5.0
C0640,target_satellite_v0,3.0,0.02,1.5,2.0,1.0,1,0.1,5.0
C0641,target_satellite_v0,3.0,0.02,1.5,2.0,1.2,0,0.1,5.0
C0642,target_satellite_v0,3.0,0.02,1.5,2.0,1.2,1,0.1,5.0
C0643,target_satellite_v0,3.0,0.02,1.5,3.0,0.8,0,0.1,5.0
C0644,target_satellite_v0,3.0,0.02,1.5,3.0,0.8,1,0.1,5.0
