path,depth,owner_domain,primary_role,secondary_roles,responsibility,disposition,physical_move_executed,physical_move_allowed_by_this_plan,classification_scope,nested_mixed_contents,reference_guard,navigation_group,evidence_basis,confidence
20_engineering/_MFINAL_G0_SMOKE_20260811T201200_R1A2,2,20_engineering,IMMUTABLE_EVIDENCE,,旧会话/连接回执，已有历史消费者；27目录按一组索引，原位保留,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/_MFINAL_G0_SMOKE_20260811T214500_R2B3,2,20_engineering,IMMUTABLE_EVIDENCE,,旧会话/连接回执，已有历史消费者；27目录按一组索引，原位保留,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/_MFINAL_G0_SMOKE_20260812T062200_R3C4,2,20_engineering,IMMUTABLE_EVIDENCE,,旧会话/连接回执，已有历史消费者；27目录按一组索引，原位保留,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/_MFINAL_G0_SMOKE_20260812T065500_R4D5,2,20_engineering,IMMUTABLE_EVIDENCE,,旧会话/连接回执，已有历史消费者；27目录按一组索引，原位保留,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/_MFINAL_G0_SMOKE_20260812T142000_R5E6,2,20_engineering,IMMUTABLE_EVIDENCE,,旧会话/连接回执，已有历史消费者；27目录按一组索引，原位保留,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/_MFINAL_G0_SMOKE_20260813T135300_R2BG0,2,20_engineering,IMMUTABLE_EVIDENCE,,旧会话/连接回执，已有历史消费者；27目录按一组索引，原位保留,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/_MFINAL_G0_SMOKE_20260813T143700_R2BG1,2,20_engineering,IMMUTABLE_EVIDENCE,,旧会话/连接回执，已有历史消费者；27目录按一组索引，原位保留,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/_MFINAL_G0_SMOKE_20260813T151800_R2BG2,2,20_engineering,IMMUTABLE_EVIDENCE,,旧会话/连接回执，已有历史消费者；27目录按一组索引，原位保留,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/_MFINAL_G0_SMOKE_20260813T155100_R2BG3,2,20_engineering,IMMUTABLE_EVIDENCE,,旧会话/连接回执，已有历史消费者；27目录按一组索引，原位保留,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/_MFINAL_G0_SMOKE_20260813T163800_R2BG4,2,20_engineering,IMMUTABLE_EVIDENCE,,旧会话/连接回执，已有历史消费者；27目录按一组索引，原位保留,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/_MFINAL_G0_SMOKE_20260813T181900_R2BP,2,20_engineering,IMMUTABLE_EVIDENCE,,旧会话/连接回执，已有历史消费者；27目录按一组索引，原位保留,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/_MFINAL_G0_SMOKE_20260813T190500_R2BQ,2,20_engineering,IMMUTABLE_EVIDENCE,,旧会话/连接回执，已有历史消费者；27目录按一组索引，原位保留,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/_MFINAL_G0_SMOKE_20260813T193900_R2BR,2,20_engineering,IMMUTABLE_EVIDENCE,,旧会话/连接回执，已有历史消费者；27目录按一组索引，原位保留,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/_MFINAL_G0_SMOKE_20260813T203000_R2BS,2,20_engineering,IMMUTABLE_EVIDENCE,,旧会话/连接回执，已有历史消费者；27目录按一组索引，原位保留,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/_MFINAL_G0_SMOKE_20260813T214900_L1E1,2,20_engineering,IMMUTABLE_EVIDENCE,,旧会话/连接回执，已有历史消费者；27目录按一组索引，原位保留,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/_MFINAL_G0_SMOKE_20260813T230800_L1E2,2,20_engineering,IMMUTABLE_EVIDENCE,,旧会话/连接回执，已有历史消费者；27目录按一组索引，原位保留,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/_MFINAL_G0_SMOKE_20260820T090000_V5RA,2,20_engineering,IMMUTABLE_EVIDENCE,,旧会话/连接回执，已有历史消费者；27目录按一组索引，原位保留,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/automation,2,20_engineering,SOURCE_DEPENDENCY,,CAD/工程自动化源码依赖,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,SOURCE_DEPENDENCY,20_engineering/README.md; R6H source locks/native tree,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/cad,2,20_engineering,SOURCE_DEPENDENCY,,原生/accepted/厂家来源与多个哈希绑定分支,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,SOURCE_DEPENDENCY,20_engineering/README.md; R6H source locks/native tree,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/config,2,20_engineering,SOURCE_DEPENDENCY,,跨模型几何、资源、接口参数输入；按所属版本保留,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,SOURCE_DEPENDENCY,20_engineering/README.md; R6H source locks/native tree,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/design_inputs,2,20_engineering,SOURCE_DEPENDENCY,,设计输入及来源合同,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,SOURCE_DEPENDENCY,20_engineering/README.md; R6H source locks/native tree,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/design_review,2,20_engineering,IMMUTABLE_EVIDENCE,,设计审查与复核材料；原始意见/范围留档,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/F3_MECHANICAL_TERMINAL_AUDIT_20260806,2,20_engineering,IMMUTABLE_EVIDENCE,,包含CAD来源、冻结输入、失败与复验链的旧发布/候选树；不可整树物理移动,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md; PROJECT_MAP.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/F3_P5_structural_closure_candidate,2,20_engineering,IMMUTABLE_EVIDENCE,,包含CAD来源、冻结输入、失败与复验链的旧发布/候选树；不可整树物理移动,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md; PROJECT_MAP.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806,2,20_engineering,IMMUTABLE_EVIDENCE,,包含CAD来源、冻结输入、失败与复验链的旧发布/候选树；不可整树物理移动,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md; PROJECT_MAP.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/F3R2_M5_PHYSICAL_GEOMETRY_AND_LOADS_CLOSURE_V1,2,20_engineering,IMMUTABLE_EVIDENCE,,包含CAD来源、冻结输入、失败与复验链的旧发布/候选树；不可整树物理移动,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md; PROJECT_MAP.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/F3R2_M6_CANDIDATE_AUTHORITY_CLOSURE_V1,2,20_engineering,IMMUTABLE_EVIDENCE,,包含CAD来源、冻结输入、失败与复验链的旧发布/候选树；不可整树物理移动,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md; PROJECT_MAP.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1,2,20_engineering,IMMUTABLE_EVIDENCE,,包含CAD来源、冻结输入、失败与复验链的旧发布/候选树；不可整树物理移动,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md; PROJECT_MAP.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/F3R2_MECHANICAL_CDR_QUALIFICATION_CLOSURE_20260821,2,20_engineering,IMMUTABLE_EVIDENCE,,包含CAD来源、冻结输入、失败与复验链的旧发布/候选树；不可整树物理移动,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md; PROJECT_MAP.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/F3R2_MECHANICAL_DETAILED_DESIGN_V1,2,20_engineering,IMMUTABLE_EVIDENCE,,包含CAD来源、冻结输入、失败与复验链的旧发布/候选树；不可整树物理移动,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md; PROJECT_MAP.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/F3R2_MECHANICAL_DIGITAL_PROTOTYPE_RELEASE_V1,2,20_engineering,IMMUTABLE_EVIDENCE,,包含CAD来源、冻结输入、失败与复验链的旧发布/候选树；不可整树物理移动,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md; PROJECT_MAP.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/F3R2_MECHANICAL_TERMINAL_CLOSURE_20260807,2,20_engineering,IMMUTABLE_EVIDENCE,,包含CAD来源、冻结输入、失败与复验链的旧发布/候选树；不可整树物理移动,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md; PROJECT_MAP.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/F3R2_V4_COMPETITION_MECHANICAL_CANDIDATE_20260809,2,20_engineering,IMMUTABLE_EVIDENCE,,包含CAD来源、冻结输入、失败与复验链的旧发布/候选树；不可整树物理移动,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md; PROJECT_MAP.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE,2,20_engineering,IMMUTABLE_EVIDENCE,,包含CAD来源、冻结输入、失败与复验链的旧发布/候选树；不可整树物理移动,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md; PROJECT_MAP.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820,2,20_engineering,IMMUTABLE_EVIDENCE,,包含CAD来源、冻结输入、失败与复验链的旧发布/候选树；不可整树物理移动,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md; PROJECT_MAP.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820,2,20_engineering,IMMUTABLE_EVIDENCE,,包含CAD来源、冻结输入、失败与复验链的旧发布/候选树；不可整树物理移动,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md; PROJECT_MAP.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1,2,20_engineering,IMMUTABLE_EVIDENCE,,包含CAD来源、冻结输入、失败与复验链的旧发布/候选树；不可整树物理移动,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md; PROJECT_MAP.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/F5R2_TERMINAL_CLOSURE_V1,2,20_engineering,IMMUTABLE_EVIDENCE,,包含CAD来源、冻结输入、失败与复验链的旧发布/候选树；不可整树物理移动,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md; PROJECT_MAP.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2,2,20_engineering,IMMUTABLE_EVIDENCE,,包含CAD来源、冻结输入、失败与复验链的旧发布/候选树；不可整树物理移动,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,20_engineering/README.md; PROJECT_MAP.md,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/parameter_registry,2,20_engineering,SOURCE_DEPENDENCY,,参数著录与来源,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,SOURCE_DEPENDENCY,20_engineering/README.md; R6H source locks/native tree,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/service_robot_wp01_20260905,2,20_engineering,SOURCE_DEPENDENCY,,WP03仍读取的机械臂/根部来源,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,SOURCE_DEPENDENCY,20_engineering/README.md; R6H source locks/native tree,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/service_robot_wp02_20260905,2,20_engineering,SOURCE_DEPENDENCY,,WP03仍读取的机械上游源与接口,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,SOURCE_DEPENDENCY,20_engineering/README.md; R6H source locks/native tree,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/service_robot_wp03_spacecraft_body_r1,2,20_engineering,SOURCE_DEPENDENCY,,上游完整机械候选与质量/几何来源；不是当前R6H总装,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,SOURCE_DEPENDENCY,20_engineering/README.md; R6H source locks/native tree,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/SERVICE_STAR_AUX_STOP_INSTALLATION_R7_20260921,2,20_engineering,CURRENT_DESIGN,SOURCE_DEPENDENCY;IMMUTABLE_EVIDENCE,当前AUX/STOP布局草案；未安装入R6H，不能作为已完成总装,KEEP_CURRENT_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,CURRENT_DESIGN,20_engineering/README.md; current pointers; compact README,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/SERVICE_STAR_B601_INTERFACE_R3_20260920,2,20_engineering,SOURCE_DEPENDENCY,,B601舱内接口/线缆定义与后续布局源,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,SOURCE_DEPENDENCY,20_engineering/README.md; R6H source locks/native tree,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/SERVICE_STAR_CORE_INSTALLATION_R6_20260920,2,20_engineering,SOURCE_DEPENDENCY,,倾斜安装已撤下，但R6H几何工具仍导入其来源封装；逻辑标记WITHDRAWN且原位留依赖,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,SOURCE_DEPENDENCY,20_engineering/README.md; R6H source locks/native tree,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/SERVICE_STAR_CORE_INSTALLATION_R6H_20260920,2,20_engineering,CURRENT_DESIGN,SOURCE_DEPENDENCY;IMMUTABLE_EVIDENCE,当前服务态机械源总装，包含后续集成；15组/1153叶/1602实体；不得被WP03替换,KEEP_CURRENT_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,CURRENT_DESIGN,20_engineering/README.md; current pointers; compact README,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919,2,20_engineering,SOURCE_DEPENDENCY,,当前R6H引用677个原生文件的所在源包；历史名字不可删除,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,SOURCE_DEPENDENCY,20_engineering/README.md; R6H source locks/native tree,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/SERVICE_STAR_ELECTRICAL_UPDATE_R5E_20260920,2,20_engineering,CURRENT_DESIGN,SOURCE_DEPENDENCY;IMMUTABLE_EVIDENCE,现行电气候选与BOM/ECO工作入口；候选不等于制造文件,KEEP_CURRENT_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,CURRENT_DESIGN,20_engineering/README.md; current pointers; compact README,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/SERVICE_STAR_HARDWARE_COMPACT_20260921,2,20_engineering,CURRENT_DESIGN,SOURCE_DEPENDENCY;IMMUTABLE_EVIDENCE,精简硬件工作副本：R6H后续总装/电气线束/能源热控/推进；不替代原始证据,KEEP_CURRENT_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,CURRENT_DESIGN,20_engineering/README.md; current pointers; compact README,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/SERVICE_STAR_INTERNAL_HARNESS_ORBIT_R2_20260919,2,20_engineering,SOURCE_DEPENDENCY,,内部线束与接口来源；不能因旧版本名移除,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,SOURCE_DEPENDENCY,20_engineering/README.md; R6H source locks/native tree,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/SERVICE_STAR_INTERNAL_LAYOUT_R4_20260920,2,20_engineering,SOURCE_DEPENDENCY,,当前R6H引用28个原生文件的所在源包及布局来源,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,SOURCE_DEPENDENCY,20_engineering/README.md; R6H source locks/native tree,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/SERVICE_STAR_POWER_THERMAL_LAYOUT_R5_20260920,2,20_engineering,SOURCE_DEPENDENCY,,中断源准备及V30/V36受控几何；后续脚本读取来源,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,SOURCE_DEPENDENCY,20_engineering/README.md; R6H source locks/native tree,ROLE_FROM_README_AND_CURRENT_ENTRY
