lane_id,sample_index,t_s,base_x_m,base_y_m,base_z_m,quat_w,quat_x,quat_y,quat_z,base_wx_rad_s,base_wy_rad_s,base_wz_rad_s,base_dev_deg,tip_L_mm,tip_R_mm,energy_J,joint_work_J,damping_energy_J,momentum_dP_norm,momentum_dL_norm,eta_1,eta_2,eta_3,eta_4,eta_5,eta_6
M3R_B__M01,42,4.200000000000e+00,-6.9065848410261050e-03,-1.6328624622663060e-02,9.5945104505774080e-04,9.5830690292947363e-01,2.7697109820721477e-01,-6.9833275817468857e-02,7.6291640571964359e-03,3.3367911854609311e-01,-7.0994369756206779e-02,5.5216278708444151e-02,3.3206285381961727e+01,-8.2220812772447238e-01,7.4830264408120262e-01,2.9686826402303572e-02,2.9686845348996991e-02,1.8946648681304408e-08,9.8222733189240922e-17,1.8947499298974386e-17,-2.4477828655240921e-04,-2.2788099936867386e-06,-1.5408335211767172e-07,2.2273504535569275e-04,2.0282713683895484e-06,1.3548523425282269e-07
M3R_B__M01,43,4.300000000000e+00,-7.3905648482402529e-03,-1.7105646440455011e-02,1.1562074250279835e-03,9.5321056745396815e-01,2.9294715773148533e-01,-7.3882312213371312e-02,1.0629243300165814e-02,3.4229068671385399e-01,-6.9973680078212835e-02,6.1587635524451650e-02,3.5192457682303733e+01,-8.2282950730841475e-01,7.5473058621595557e-01,3.0978396547920783e-02,3.0978415500537166e-02,1.8952643673539592e-08,3.4444200359391686e-17,5.1036794786703546e-17,-2.4484477425777148e-04,-2.1532205480861441e-06,-1.4539038700180583e-07,2.2451235925986291e-04,1.8997092664313983e-06,1.2665085214182945e-07
M3R_B__M01,44,4.400000000000e+00,-7.8929875505955663e-03,-1.7881906792207358e-02,1.3653010802755375e-03,9.4769325921181913e-01,3.0920540654003859e-01,-7.7935709868819619e-02,1.3983137635471527e-02,3.5041104467139467e-01,-6.8372631608887985e-02,6.8092456923740025e-02,3.7226989758481288e+01,-8.2972277566200525e-01,7.7060088496955526e-01,3.2223276620114268e-02,3.2223295588768679e-02,1.8968649897132646e-08,2.3287491616439876e-16,5.0245372546310361e-17,-2.4677158820329479e-04,-2.0361529603782211e-06,-1.3587953075320445e-07,2.2909635619410582e-04,1.7904814251771653e-06,1.1713614901711082e-07
M3R_B__M01,45,4.500000000000e+00,-8.4133912607786687e-03,-1.8655595088636925e-02,1.5861125089570369e-03,9.4174447175977061e-01,3.2570699858581603e-01,-8.1968964313610240e-02,1.7702821003559840e-02,3.5800237597403878e-01,-6.6161249777627953e-02,7.4675876075689956e-02,3.9306775845308309e+01,-8.1932432665305399e-01,7.6903700571871125e-01,3.3412589875273381e-02,3.3412608858985761e-02,1.8983746859934515e-08,2.2954790256549837e-16,6.6336163683094078e-17,-2.4352948968089152e-04,-1.8530772708691655e-06,-1.2606786239210576e-07,2.2845551633168842e-04,1.6016041743061193e-06,1.0756006410438350e-07
M3R_B__M01,46,4.600000000000e+00,-8.9512038835826112e-03,-1.9424954737892863e-02,1.8178962093418217e-03,9.3535602754955238e-01,3.4241133951105446e-01,-8.5955876679791057e-02,2.1798246837187243e-02,3.6504136676257992e-01,-6.3311811581703306e-02,8.1276593022040405e-02,4.1428520030193575e+01,-7.7316579212593861e-01,7.2839491922481525e-01,3.4535065999115662e-02,3.4535085210645446e-02,1.9211533804245429e-08,1.7779857839081170e-16,1.2003347140705702e-16,-2.2979063023565051e-04,-1.7266597608785854e-06,-1.1600675298117070e-07,2.1635444822306458e-04,1.4853767885577598e-06,9.7935350057111523e-08
M3R_B__M01,47,4.700000000000e+00,-9.5057369449019664e-03,-2.0188286499853839e-02,2.0597648689220610e-03,9.2852214500650898e-01,3.5927673746500438e-01,-8.9868597275428175e-02,2.6277126417492431e-02,3.7151347945659602e-01,-5.9801710743143700e-02,8.7826977536290346e-02,4.3588792083878197e+01,-6.8655124622298958e-01,6.4244123873381198e-01,3.5578071465431127e-02,3.5578091516207846e-02,2.0050777440899453e-08,7.5634739293116564e-17,6.1756901890638337e-17,-2.0408533057711284e-04,-1.5730719667498638e-06,-1.0566541611779269e-07,1.9085334460269547e-04,1.3415136726979956e-06,8.8160064654236718e-08
M3R_B__M01,48,4.800000000000e+00,-1.0076182739118440e-02,-2.0943958826402743e-02,2.3106896369057147e-03,9.2123954654803408e-01,3.7626078354000592e-01,-9.3677799731141723e-02,3.1144670224059721e-02,3.7740310753150008e-01,-5.5617580115532007e-02,9.4254581675181581e-02,4.5784053611508234e+01,-5.6964584792409556e-01,5.2182521276658056e-01,3.6529712833761920e-02,3.6529734449002906e-02,2.1615204655084420e-08,1.3751445248210159e-16,6.1118237280447085e-17,-1.6941471657839404e-04,-1.3935430894858772e-06,-9.5132135270150512e-08,1.5508892807817256e-04,1.1639457124319457e-06,7.8294005998814228e-08
M3R_B__M01,49,4.900000000000e+00,-1.0661617322322207e-02,-2.1690426508957639e-02,2.5695242314235913e-03,9.1350767887367601e-01,3.9332035815346539e-01,-9.7353045904514782e-02,3.6403309656844789e-02,3.8268907721412221e-01,-5.0757786560367751e-02,1.0048424888454323e-01,4.8010642455349668e+01,-4.4350011585529092e-01,3.8978973429897312e-01,3.7380071019588096e-02,3.7380094470654275e-02,2.3451069226979189e-08,1.0766471498490429e-16,1.4002268529066686e-16,-1.3206984693618317e-04,-1.2666428931756775e-06,-8.4436572994213908e-08,1.1602320573810887e-04,1.0551561718605806e-06,6.8354788102761472e-08
M3R_B__M01,50,5.000000000000e+00,-1.1261009524286224e-02,-2.2426252972812387e-02,2.8350467506942059e-03,9.0532904169664286e-01,4.1041139042362645e-01,-1.0086331606401874e-01,4.2052447535832982e-02,3.8733953967897977e-01,-4.5234514114366610e-02,1.0644117392918478e-01,5.0264728072777110e+01,-3.3252289174906546e-01,2.7398458973943352e-01,3.8122651324942393e-02,3.8122676205574559e-02,2.4880796658750974e-08,2.7270493072768274e-16,6.9659462244510638e-17,-9.9142251374337951e-05,-1.0800991238380603e-06,-7.3417946389141923e-08,8.1676796412642671e-05,8.7544445557669870e-07,5.8145558462858714e-08
M3R_B__M01,51,5.100000000000e+00,-1.1873233073240038e-02,-2.3150127060622177e-02,3.1060014634365727e-03,8.9670953542390330e-01,4.2748865991616192e-01,-1.0417759548443975e-01,4.8088286744403484e-02,3.9131351504099415e-01,-3.9073262438465518e-02,1.1205343875514669e-01,5.2542268887882713e+01,-2.5379202590953215e-01,1.9421568803379879e-01,3.8754418529061592e-02,3.8754444121369261e-02,2.5592330425876381e-08,1.2103348561243461e-16,9.8750762302503595e-17,-7.5743189739192114e-05,-9.0481924635421948e-07,-6.1811696274712776e-08,5.7978238147175780e-05,7.0778906429060870e-07,4.7310864784736006e-08
M3R_B__M01,52,5.200000000000e+00,-1.2497080010806294e-02,-2.3860873565135436e-02,3.3811341629867149e-03,8.8765876900109608e-01,4.4450576466960384e-01,-1.0726544498370862e-01,5.4503754947679485e-02,3.9456878163471099e-01,-3.2310145176259533e-02,1.1725294581030486e-01,5.4838985241676994e+01,-2.1116927132778410e-01,1.5561411325424368e-01,3.9274309065144029e-02,3.9274334855057935e-02,2.5789401248117731e-08,2.5329932992003333e-16,7.1130273196686499e-17,-6.3021037648650004e-05,-7.4957240031766185e-07,-4.9708313012113122e-08,4.6459101969073956e-05,5.6952083623966278e-07,3.5917874352146653e-08
M3R_B__M01,53,5.300000000000e+00,-1.3131271663651724e-02,-2.4557453953873230e-02,3.6592084637793345e-03,8.7819021123696650e-01,4.6141545620509705e-01,-1.1009744145720285e-01,6.1288522964680694e-02,3.9706763398495970e-01,-2.4989593865920139e-02,1.2197580090385551e-01,5.7150371182577345e+01,-1.9407322042246281e-01,1.4699991213787347e-01,3.9682034979974447e-02,3.9682060794643620e-02,2.5814768229740609e-08,2.0506456697703787e-16,3.9747508192403134e-18,-5.7774642322750455e-05,-5.3637984485042648e-07,-3.7451822327376024e-08,4.3717465520987523e-05,3.5858576425306604e-07,2.4359576541751809e-08
M3R_B__M01,54,5.400000000000e+00,-1.3774465488403833e-02,-2.5238958321002692e-02,3.9390016749481747e-03,8.6832112770971948e-01,4.7817034966770111e-01,-1.1264544693434206e-01,6.8429081219552351e-02,3.9878534962207551e-01,-1.7161653922126291e-02,1.2616107192940576e-01,5.9471748044778835e+01,-1.8114976983478195e-01,1.4454269979448447e-01,3.9976186757090908e-02,3.9976212583229448e-02,2.5825953553622025e-08,1.3865856454959139e-16,5.5299412689260674e-17,-5.3806553491040109e-05,-3.7006698676965437e-07,-2.5204088709591525e-08,4.2849073097530052e-05,2.0380529556790169e-07,1.2788572796760330e-08
M3R_B__M01,55,5.500000000000e+00,-1.4425259445647471e-02,-2.5904595343897902e-02,4.2192920722631958e-03,8.5807234679455313e-01,4.9472380833187707e-01,-1.1488276685024634e-01,7.5908833589540009e-02,3.9971390574743065e-01,-8.8810923967718326e-03,1.2974979205236922e-01,6.1798339579858329e+01,-1.4999486976979109e-01,1.2267706709975361e-01,4.0153373316848026e-02,4.0153399233262617e-02,2.5916529417168556e-08,9.7961971198098212e-17,7.0603458582926554e-17,-4.4448907887010795e-05,-1.9489731074492282e-07,-1.3113392374200398e-08,3.6243705032946499e-05,4.0050412712715403e-08,1.3232283331542719e-09
M3R_B__M01,56,5.600000000000e+00,-1.5082195193830018e-02,-2.6553681269718653e-02,4.4988435772932529e-03,8.4746788933195127e-01,5.1103087627655797e-01,-1.1678424662635682e-01,8.3708182295251884e-02,3.9985871476842233e-01,-2.0847077222755579e-04,1.3268574942583569e-01,6.4125356209919460e+01,-8.5623961115453256e-02,6.3683908555909385e-02,4.0208999620161598e-02,4.0209025977014159e-02,2.6356806515996136e-08,2.3105058027623234e-16,1.8771081249184875e-16,-2.5265486150264728e-05,2.8309571733782974e-09,-1.3904979026443222e-09,1.8647935143252334e-05,-1.5655027299620439e-07,-9.8194441477713540e-09
M3R_B__M01,57,5.700000000000e+00,-1.5743763934976566e-02,-2.7185632329951658e-02,4.7764018847421324e-03,8.3653459127278962e-01,5.2704899966850649e-01,-1.1832643017790113e-01,9.1804604861890723e-02,3.9923513861765308e-01,8.7888295336523755e-03,1.3491682312402969e-01,6.6448059822218866e+01,1.3648371890158497e-02,-3.5488120844831196e-02,4.0138187000299336e-02,4.0138214454019251e-02,2.7453936114803138e-08,1.0829177162645093e-16,9.7641059000213196e-17,4.1610232648592439e-06,1.4289402509661683e-07,9.8363257198603972e-09,-1.0735576910837903e-05,-2.8264915299524217e-07,-2.0477414369520580e-08
M3R_B__M01,58,5.800000000000e+00,-1.6408417462851457e-02,-2.7799962431360362e-02,5.0507088646500210e-03,8.2530182665870078e-01,5.4273839420537984e-01,-1.1948786171740682e-01,1.0017275713176457e-01,3.9785985819437464e-01,1.8035157510464306e-02,1.3639866365702191e-01,6.8761792283937382e+01,1.3475670541987742e-01,-1.6101824914365390e-01,3.9937879629385747e-02,3.9937908765661459e-02,2.9136288923960634e-08,6.6645899605625120e-17,7.7168694180293579e-17,4.0067940562324790e-05,3.1860042912333893e-07,2.0631957061545604e-08,-4.7942364119950340e-05,-4.5265781233848059e-07,-3.0684269713326244e-08
M3R_B__M01,59,5.900000000000e+00,-1.7074583841717023e-02,-2.8396282341381238e-02,5.3205298499541982e-03,8.1380134287983275e-01,5.5806212174890746e-01,-1.2024951013584879e-01,1.0878464003790680e-01,3.9574396602571937e-01,2.7446713134588546e-02,1.3709862990827879e-01,7.1061973537188891e+01,2.5604191844154939e-01,-2.8886783913397623e-01,3.9608489503649015e-02,3.9608520355209703e-02,3.0851902130057547e-08,6.8362192626313212e-17,8.3360694482153884e-17,7.6017602325614557e-05,4.8473024585480248e-07,3.1307963304690340e-08,-8.5825445169018455e-05,-6.1430524914436085e-07,-4.0765462774331874e-08
M3R_B__M01,60,6.000000000000e+00,-1.7740686883635403e-02,-2.8974300743538010e-02,5.5846903914144310e-03,8.0206722381283435e-01,5.7298591874351634e-01,-1.2059529263417473e-01,1.1760986693853118e-01,3.9289196369791396e-01,3.6933666247175215e-02,1.3699785585623092e-01,7.3344072799826407e+01,3.5543288045147442e-01,-3.9378320774274816e-01,3.9154090971877095e-02,3.9154122985467985e-02,3.2013872891212105e-08,1.1824148041206221e-16,1.0923335542627388e-16,1.0547583065187491e-04,6.2103481880676601e-07,4.2067677160125255e-08,-1.1689992603820618e-04,-7.3586984084657681e-07,-5.0919025931038147e-08
M3R_B__M01,61,6.100000000000e+00,-1.8405165537107037e-02,-2.9533823889944955e-02,5.8421096519127172e-03,7.9013587161885912e-01,5.8747800439774411e-01,-1.2051257055303333e-01,1.2661603006195568e-01,3.8930176166146302e-01,4.6402964050649170e-02,1.3609260577540599e-01,7.5603578560569531e+01,4.1902337581686649e-01,-4.5895136098022449e-01,3.8582246567486066e-02,3.8582279058808851e-02,3.2491494654013258e-08,1.5504439826955282e-16,1.4262101614639010e-16,1.2441819057174656e-04,8.0714045342057098e-07,5.2910865885208772e-08,-1.3630507368796583e-04,-9.1848716364922936e-07,-6.1091274723695053e-08
M3R_B__M01,62,6.200000000000e+00,-1.9066489602043286e-02,-3.0074751186518790e-02,6.0918204405643909e-03,7.7804587443363449e-01,6.0150907222821481e-01,-1.1999249262971763e-01,1.3576912394377758e-01,3.8497154784262977e-01,5.5761838218297305e-02,1.3439223893817501e-01,7.7835991842245065e+01,4.4733610328744772e-01,-4.8356037201580682e-01,3.7902263776654593e-02,3.7902296358326544e-02,3.2581631280444805e-08,5.7769156837870737e-17,4.9577330180187901e-17,1.3291612586334691e-04,9.6026921158686609e-07,6.3876891566779800e-08,-1.4369943350708999e-04,-1.0603374962092939e-06,-7.1297799245167446e-08
M3R_B__M01,63,6.300000000000e+00,-1.9723170580816633e-02,-3.0597068751708527e-02,6.3329752717049877e-03,7.6583769948375868e-01,6.1505250854509652e-01,-1.1903014466564539e-01,1.4503397685605832e-01,3.7990814632746400e-01,6.4920305219986041e-02,1.3191561303673124e-01,8.0036849710146967e+01,4.5420177176038135e-01,-4.8195803122390801e-01,3.7123219187082453e-02,3.7123251773875196e-02,3.2586555837798872e-08,2.1488876118173812e-16,4.3937351564112581e-17,1.3508694486702192e-04,1.1158872635490091e-06,7.4901222661190955e-08,-1.4335701837633199e-04,-1.2009752421917344e-06,-8.1461045934551431e-08
M3R_B__M01,64,6.400000000000e+00,-2.0373767076386832e-02,-3.1100839498292676e-02,6.5648377469887820e-03,7.5355313508944943e-01,6.2808489313010729e-01,-1.1762446784014376e-01,1.5437462286245981e-01,3.7413167728036006e-01,7.3792136364135480e-02,1.2868839292547160e-01,8.2201787988568114e+01,4.6150942561458524e-01,-4.7820249403200477e-01,3.6252916315479215e-02,3.6252948907647957e-02,3.2592096736818399e-08,5.2099496306305696e-17,1.2330215227468324e-16,1.3741653403206958e-04,1.2996784572329314e-06,8.5769139807084432e-08,-1.4241516916240661e-04,-1.3773379451499691e-06,-9.1322852591246463e-08
M3R_B__M01,65,6.500000000000e+00,-2.1016887408619504e-02,-3.1586191636348696e-02,6.7867681433416106e-03,7.4123454827171886e-01,6.4058662618452045e-01,-1.1577803022610890e-01,1.6375459235977630e-01,3.6767994276517468e-01,8.2294774683944971e-02,1.2474024875466404e-01,8.4326626823302249e+01,4.9064589321813296e-01,-4.9672897980101938e-01,3.5297077188414877e-02,3.5297109856794309e-02,3.2668245311096263e-08,1.9562528728681344e-16,1.0071882221673452e-16,1.4613853746337592e-04,1.4332706257582761e-06,9.6236127955937045e-08,-1.4798594906694515e-04,-1.4897469653985581e-06,-1.0056725073667933e-07
M3R_B__M01,66,6.600000000000e+00,-2.1651192744374471e-02,-3.2053308274874036e-02,6.9982128549545726e-03,7.2892409834222582e-01,6.5254246436394225e-01,-1.1349677730950153e-01,1.7313714967667637e-01,3.6060530693146753e-01,9.0348677714349679e-02,1.2010542596367864e-01,8.6407453803904431e+01,5.5314340384696570e-01,-5.5155395517869898e-01,3.4260144060229328e-02,3.4260177125559906e-02,3.3065186892460931e-08,3.2905948536469913e-16,1.3200173694588394e-16,1.6472838217895458e-04,1.5884724695317134e-06,1.0612442567698036e-07,-1.6429335115244591e-04,-1.6253283396400432e-06,-1.0892647060577510e-07
M3R_B__M01,67,6.700000000000e+00,-2.2275402741260619e-02,-3.2502417180265669e-02,7.1987015046030617e-03,7.1666301586108816e-01,6.6394184109527177e-01,-1.1078983841982339e-01,1.8248552009082783e-01,3.5296719245240821e-01,9.7877474140165843e-02,1.1482551448858193e-01,8.8440688713211586e+01,6.4677351241775782e-01,-6.4150825784573351e-01,3.3146816586552871e-02,3.3146850590317037e-02,3.4003892860121184e-08,1.4461343093229847e-16,1.1155128487945207e-16,1.9250046433342768e-04,1.7374197064418126e-06,1.1550540456919289e-07,-1.9096113831563793e-04,-1.7529153314058374e-06,-1.1642272230191503e-07
M3R_B__M01,68,6.800000000000e+00,-2.2888305119854704e-02,-3.2933783129737479e-02,7.3878553456601581e-03,7.0449111205654869e-01,6.7477880385766620e-01,-1.0766948152484551e-01,1.9176319158252303e-01,3.4482529367722331e-01,1.0480930839639606e-01,1.0895196192326481e-01,9.0423107168744878e+01,7.5615183609652425e-01,-7.5034495811143631e-01,3.1963212606084854e-02,3.1963247920648509e-02,3.5314524617983555e-08,1.4313636916905458e-16,1.9292706685283150e-16,2.2488270248726755e-04,1.8484850320969295e-06,1.2452870043309227e-07,-2.2314975079450395e-04,-1.8279370346436643e-06,-1.2318186526740667e-07
M3R_B__M01,69,6.900000000000e+00,-2.3488767570590891e-02,-3.3347702732566709e-02,7.5654021432475013e-03,6.9244655076062811e-01,6.8505160237735385e-01,-1.0415119063575691e-01,2.0093433233044833e-01,3.3623066890712755e-01,1.1107964865451936e-01,1.0254926057963687e-01,9.2351824110329559e+01,8.5857048177758066e-01,-8.5274022022234708e-01,3.0718105357021536e-02,3.0718141832500594e-02,3.6475542526562215e-08,3.3991424025925168e-17,7.6872686538349099e-17,2.5524805466560399e-04,1.9963719736564937e-06,1.3328981407662288e-07,-2.5347918654258686e-04,-1.9441378625259127e-06,-1.2927223680397080e-07
M3R_B__M01,70,7.000000000000e+00,-2.4075749214691671e-02,-3.3744500095364678e-02,7.7311898235436815e-03,6.8056580698020352e-01,6.9476208510224247e-01,-1.0025376904595577e-01,2.0996430474213704e-01,3.2722306319914068e-01,1.1663443977026268e-01,9.5694811697606574e-02,9.4224253933545313e+01,9.3377475154418621e-01,-9.2526054305774164e-01,2.9422782077137395e-02,2.9422819168038707e-02,3.7090850072259517e-08,1.3510481626662555e-16,1.4439981547087070e-16,2.7755607893531519e-04,2.1184680485851645e-06,1.4196559367523949e-07,-2.7495737998712357e-04,-2.0254553508878938e-06,-1.3490242052096707e-07
M3R_B__M01,71,7.100000000000e+00,-2.4648309025752026e-02,-3.4124524450437940e-02,7.8851938178166655e-03,6.6888372504230154e-01,7.0391504194372245e-01,-9.5999384240557067e-02,2.1882023289526054e-01,3.1783394610068522e-01,1.2143226573361636e-01,8.8475737719583350e-02,9.6038062951633293e+01,9.7136012581534714e-01,-9.5486888302982587e-01,2.8089908578227150e-02,2.8089945812453297e-02,3.7234230952157235e-08,1.6972252626187789e-16,9.8659419073821587e-17,2.8875602708512699e-04,2.2347459720314150e-06,1.5065089135378191e-07,-2.8375775009308610e-04,-2.0930148422662792e-06,-1.4023103737516639e-07
M3R_B__M01,72,7.200000000000e+00,-2.5205609042411033e-02,-3.4488147428303313e-02,8.0275127761033644e-03,6.5743347569866262e-01,7.1251773623599801e-01,-9.1413426508913681e-02,2.2747150598218671e-01,3.0809121696250275e-01,1.2544522943690714e-01,8.0984692349895748e-02,9.7791144898311458e+01,9.7501269045058814e-01,-9.4423135364472854e-01,2.6732281336919440e-02,2.6732318586709103e-02,3.7249769669839559e-08,7.3451016407329906e-17,5.1435797243053978e-17,2.8997144811568180e-04,2.3808126234485110e-06,1.5925692352773387e-07,-2.8071632930190359e-04,-2.1959794209872861e-06,-1.4522348848839004e-07
M3R_B__M01,73,7.300000000000e+00,-2.5746912697902562e-02,-3.4835759157360570e-02,8.1583538972383619e-03,6.4624630365772395e-01,7.2057972038306362e-01,-8.6524148114937222e-02,2.3589012987910149e-01,2.9802893608962255e-01,1.2865739653673439e-01,7.3313680693572816e-02,9.9481633052534903e+01,9.6121625786035736e-01,-9.1099270824406275e-01,2.5361109779978182e-02,2.5361147100449542e-02,3.7320522176087814e-08,1.4913235367300167e-16,6.3186579171251646e-17,2.8599586014854884e-04,2.4851880309559401e-06,1.6755842910507512e-07,-2.7095199306488875e-04,-2.2456443599664508e-06,-1.4969425348112685e-07
M3R_B__M01,74,7.400000000000e+00,-2.6271579992423140e-02,-3.5167763988141310e-02,8.2780128701502483e-03,6.3535107126442081e-01,7.2811288804468710e-01,-8.1362133447279578e-02,2.4405089991082776e-01,2.8769340235786839e-01,1.3106236832403503e-01,6.5549970363618759e-02,1.0110794473618463e+02,9.5176810565046044e-01,-8.7970351481222153e-01,2.3985225611912877e-02,2.3985262992056455e-02,3.7380121165011107e-08,1.3968092638367008e-16,1.5232196481442601e-16,2.8331477985762266e-04,2.6001464719292227e-06,1.7521829316726334e-07,-2.6177445860449600e-04,-2.3059138115693980e-06,-1.5329831149598318e-07
M3R_B__M01,75,7.500000000000e+00,-2.6779062054598329e-02,-3.5484574314215152e-02,8.3868532568451403e-03,6.2477364135459246e-01,7.3513168653207439e-01,-7.5959668127504404e-02,2.5193139808882559e-01,2.7714374166522504e-01,1.3266136000999867e-01,5.7774745178645184e-02,1.0266884948173691e+02,9.6539707241621275e-01,-8.7251182849483266e-01,2.2611256273439750e-02,2.2611293675671208e-02,3.7402239039747769e-08,7.1179173158952370e-17,9.4783286127675576e-17,2.8744058366389464e-04,2.7105025142973066e-06,1.8200917189155375e-07,-2.5970672349655467e-04,-2.3631355014623642e-06,-1.5581405355268217e-07
M3R_B__M01,76,7.600000000000e+00,-2.7268897508879765e-02,-3.5786604251939351e-02,8.4852911695810704e-03,6.1453631475757753e-01,7.4165324461659576e-01,-7.0350150859283450e-02,2.5951192432704812e-01,2.6644955036406454e-01,1.3346197709642008e-01,5.0063182586016837e-02,1.0416352836588533e+02,1.0099644664350362e+00,-9.0007681158893127e-01,2.1244201453904758e-02,2.1244239017077001e-02,3.7563200307647298e-08,2.2269755432141677e-16,7.2832264459211559e-17,3.0065168168122929e-04,2.7744868523102449e-06,1.8781438251857070e-07,-2.6783987837790044e-04,-2.3625404443293654e-06,-1.5715917327621202e-07
M3R_B__M01,77,7.700000000000e+00,-2.7740711291708246e-02,-3.6074264423044837e-02,8.5737867762769818e-03,6.0465750753540071e-01,7.4769724309458307e-01,-6.4567637609739326e-02,2.6677547005550217e-01,2.5568080791085979e-01,1.3347969368590934e-01,4.2487244293558005e-02,1.0559159919361512e+02,1.0788194201116690e+00,-9.5675481648717975e-01,1.9888807113629330e-02,1.9888845118151938e-02,3.8004512289547862e-08,1.5167736521284013e-16,1.0979827599642041e-16,3.2104925555055740e-04,2.8560483332974150e-06,1.9256879731230305e-07,-2.8458929260945551e-04,-2.3850467349773574e-06,-1.5730511745646594e-07
M3R_B__M01,78,7.800000000000e+00,-2.8194215392629510e-02,-3.6347957623444171e-02,8.6528408058417980e-03,5.9515176001674785e-01,7.5328547658359113e-01,-5.8646535512831111e-02,2.7370779526630529e-01,2.4489800726031236e-01,1.3274025798677369e-01,3.5117659647969368e-02,1.0695309703523209e+02,1.1540641127305296e+00,-1.0237222843643301e+00,1.8550557750640975e-02,1.8550596312032409e-02,3.8561309243518511e-08,8.8147170229039433e-17,7.7717427529428718e-17,3.4330462788054368e-04,2.9087284480401901e-06,1.9641032054571537e-07,-3.0434535674648438e-04,-2.3765827826393666e-06,-1.5650099367269777e-07
M3R_B__M01,79,7.900000000000e+00,-2.8629209526851114e-02,-3.6608077388333674e-02,8.7229930536655564e-03,5.8603012954305878e-01,7.5844109939437687e-01,-5.2621435758636502e-02,2.8029764629032228e-01,2.3414599059404312e-01,1.3128150496462698e-01,2.8023960605424537e-02,1.0824840535587691e+02,1.2132832711250559e+00,-1.0761088011676057e+00,1.7235991197014390e-02,1.7236030107184851e-02,3.8910012727279799e-08,6.5267169758492196e-17,1.5229773097588838e-16,3.6080958552532567e-04,2.9398230193561921e-06,1.9955716076803036e-07,-3.1977367978756243e-04,-2.3429930797285159e-06,-1.5511991436667750e-07
M3R_B__M01,80,8.000000000000e+00,-2.9045579681855522e-02,-3.6855008566396077e-02,8.7848184369649675e-03,5.7730079697440406e-01,7.6318776454753023e-01,-4.6526979005121483e-02,2.8653702392940178e-01,2.2345045014303885e-01,1.2915440316957694e-01,2.1273279333821764e-02,1.0947816368479593e+02,1.2386498758425100e+00,-1.0931896757221269e+00,1.5952603465459916e-02,1.5952642442249573e-02,3.8976795166070911e-08,1.3211545116826363e-16,8.9281547370500493e-17,3.6834659490161736e-04,2.9931500834599798e-06,2.0217512947929726e-07,-3.2481696319724198e-04,-2.3436545485696089e-06,-1.5347832544473315e-07
M3R_B__M01,81,8.100000000000e+00,-2.9443293635967743e-02,-3.7089128762184981e-02,8.8389185603048991e-03,5.6896966957727857e-01,7.6754887834075158e-01,-4.0397658918045400e-02,2.9242138022538300e-01,2.1282391725291089e-01,1.2642047846596327e-01,1.4926448467619457e-02,1.1064318222037261e+02,1.2245341586654268e+00,-1.0674175663670407e+00,1.4707861085153259e-02,1.4707900124125511e-02,3.9038836786439304e-08,9.3054616145021520e-17,1.8007632002951230e-17,3.6419575422209189e-04,3.0103673280557454e-06,2.0434255919078049e-07,-3.1717627820100250e-04,-2.3072581495129763e-06,-1.5179238825903071e-07
M3R_B__M01,82,8.200000000000e+00,-2.9822393257323897e-02,-3.7310810724514830e-02,8.8859091654868733e-03,5.6104080160906133e-01,7.7154712406035231e-01,-3.4267515948555642e-02,2.9794964613970731e-01,2.0227517127249070e-01,1.2314721427353369e-01,9.0341474038617038e-03,1.1174438658443512e+02,1.1791898526554709e+00,-1.0068349948487805e+00,1.3508184168138759e-02,1.3508223526054040e-02,3.9358093834707970e-08,3.9643270895265008e-17,4.2161526446002538e-17,3.5083273849701395e-04,3.0311579527040299e-06,2.0594444755532516e-07,-2.9927238921590750e-04,-2.2809557608010711e-06,-1.4999279060884645e-07
M3R_B__M01,83,8.300000000000e+00,-3.0182985246643694e-02,-3.7520423414026713e-02,8.9264055071305911e-03,5.5351645665226490e-01,7.7520438723281837e-01,-2.8169694647340437e-02,3.0312399861044909e-01,1.9181804977836137e-01,1.1940305029141957e-01,3.6344718209507468e-03,1.1278281464416645e+02,1.1218043123077235e+00,-9.3233405578105799e-01,1.2358282914222580e-02,1.2358322755972694e-02,3.9842053347005047e-08,1.4130611183104468e-16,5.5719659138954731e-17,3.3391951703375079e-04,3.0546620432278970e-06,2.0680524490153437e-07,-2.7727556403475060e-04,-2.2690670261763612e-06,-1.4789521022677839e-07
M3R_B__M01,84,8.400000000000e+00,-3.0525232204648908e-02,-3.7718331708029053e-02,8.9610091619422121e-03,5.4639687118780000e-01,7.7854198279208697e-01,-2.2135937271531084e-02,3.0794941218885202e-01,1.8147983681332555e-01,1.1525219478489485e-01,-1.2482247203841861e-03,1.1375965460099677e+02,1.0747339023503941e+00,-8.6927679324840545e-01,1.1260781608986635e-02,1.1260821795881209e-02,4.0186894611884234e-08,9.1416182803778636e-17,1.4186655960131064e-16,3.2000878862901126e-04,3.0354911165993236e-06,2.0674312273030406e-07,-2.5861134925597159e-04,-2.2119710191490979e-06,-1.4528644969597612e-07
