id,pn,product_role,representation_role,qualification_status,parent_assembly,mount_interface,mass_source,mass_owner,mass_kg,mass_basis,source_revision,allocated_dynamics_mass_kg,allocated_dynamics_mass_source,allocated_mass_reference
M6_top_washer_-70_-70,WP01-MT-WASHER6-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M6_top_washer_-70_-70,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M6_root_bolt_-70_-70,WP01-MT-M6X40-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M6_root_bolt_-70_-70,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M6_bottom_washer_-70_-70,WP01-MT-WASHER6-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M6_bottom_washer_-70_-70,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M6_root_nut_-70_-70,WP01-MT-NUT6-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M6_root_nut_-70_-70,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M6_top_washer_70_-70,WP01-MT-WASHER6-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M6_top_washer_70_-70,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M6_root_bolt_70_-70,WP01-MT-M6X40-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M6_root_bolt_70_-70,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M6_bottom_washer_70_-70,WP01-MT-WASHER6-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M6_bottom_washer_70_-70,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M6_root_nut_70_-70,WP01-MT-NUT6-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M6_root_nut_70_-70,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M6_top_washer_-70_70,WP01-MT-WASHER6-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M6_top_washer_-70_70,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M6_root_bolt_-70_70,WP01-MT-M6X40-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M6_root_bolt_-70_70,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M6_bottom_washer_-70_70,WP01-MT-WASHER6-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M6_bottom_washer_-70_70,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M6_root_nut_-70_70,WP01-MT-NUT6-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M6_root_nut_-70_70,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M6_top_washer_70_70,WP01-MT-WASHER6-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M6_top_washer_70_70,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M6_root_bolt_70_70,WP01-MT-M6X40-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M6_root_bolt_70_70,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M6_bottom_washer_70_70,WP01-MT-WASHER6-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M6_bottom_washer_70_70,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M6_root_nut_70_70,WP01-MT-NUT6-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M6_root_nut_70_70,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M5_interstage_bolt_0,WP01-MT-M5X25-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M5_interstage_bolt_0,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M5_top_washer_0,WP01-MT-WASHER5-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M5_top_washer_0,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M5_bottom_washer_0,WP01-MT-WASHER5-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M5_bottom_washer_0,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M5_interstage_nut_0,WP01-MT-NUT5-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M5_interstage_nut_0,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M5_interstage_bolt_1,WP01-MT-M5X25-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M5_interstage_bolt_1,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M5_top_washer_1,WP01-MT-WASHER5-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M5_top_washer_1,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M5_bottom_washer_1,WP01-MT-WASHER5-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M5_bottom_washer_1,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M5_interstage_nut_1,WP01-MT-NUT5-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M5_interstage_nut_1,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M5_interstage_bolt_2,WP01-MT-M5X25-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M5_interstage_bolt_2,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M5_top_washer_2,WP01-MT-WASHER5-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M5_top_washer_2,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M5_bottom_washer_2,WP01-MT-WASHER5-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M5_bottom_washer_2,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M5_interstage_nut_2,WP01-MT-NUT5-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M5_interstage_nut_2,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M5_interstage_bolt_3,WP01-MT-M5X25-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M5_interstage_bolt_3,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M5_top_washer_3,WP01-MT-WASHER5-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M5_top_washer_3,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M5_bottom_washer_3,WP01-MT-WASHER5-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M5_bottom_washer_3,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M5_interstage_nut_3,WP01-MT-NUT5-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M5_interstage_nut_3,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M5_interstage_bolt_4,WP01-MT-M5X25-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M5_interstage_bolt_4,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M5_top_washer_4,WP01-MT-WASHER5-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M5_top_washer_4,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M5_bottom_washer_4,WP01-MT-WASHER5-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M5_bottom_washer_4,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M5_interstage_nut_4,WP01-MT-NUT5-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M5_interstage_nut_4,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M5_interstage_bolt_5,WP01-MT-M5X25-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M5_interstage_bolt_5,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M5_top_washer_5,WP01-MT-WASHER5-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M5_top_washer_5,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M5_bottom_washer_5,WP01-MT-WASHER5-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M5_bottom_washer_5,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M5_interstage_nut_5,WP01-MT-NUT5-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M5_interstage_nut_5,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M5_interstage_bolt_6,WP01-MT-M5X25-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M5_interstage_bolt_6,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M5_top_washer_6,WP01-MT-WASHER5-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M5_top_washer_6,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M5_bottom_washer_6,WP01-MT-WASHER5-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M5_bottom_washer_6,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M5_interstage_nut_6,WP01-MT-NUT5-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M5_interstage_nut_6,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M5_interstage_bolt_7,WP01-MT-M5X25-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M5_interstage_bolt_7,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M5_top_washer_7,WP01-MT-WASHER5-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M5_top_washer_7,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M5_bottom_washer_7,WP01-MT-WASHER5-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M5_bottom_washer_7,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
M5_interstage_nut_7,WP01-MT-NUT5-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,M5_interstage_nut_7,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
e1_anchor_bolt_G01_0,WP03_E1_ANCHOR_BOLT_G01_0,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,RB_longeron_1_1,UNKNOWN,e1_anchor_bolt_G01_0,,M3_THREADLESS_ENVELOPE_UNSELECTED; MATERIAL/GRADE/PRELOAD/LOCKING/ENGAGEMENT UNKNOWN; GRIP_12MM_NOMINAL,WP03_PARAMETRIC_DESIGN,,UNKNOWN,results/DYNAMICS_HANDOFF.json
e1_anchor_washer_G01_0,WP03_E1_ANCHOR_WASHER_G01_0,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,RB_longeron_1_1,UNKNOWN,e1_anchor_washer_G01_0,,M3_WASHER_ENVELOPE_UNSELECTED; MATERIAL UNKNOWN,WP03_PARAMETRIC_DESIGN,,UNKNOWN,results/DYNAMICS_HANDOFF.json
e1_anchor_sleeve_G01_0,WP03_E1_ANCHOR_SLEEVE_G01_0,ONBOARD_CANDIDATE,PHYSICAL_GEOMETRY,NOT_EVALUATED,ROOT_STRUCTURE,RB_longeron_1_1,CAD_ESTIMATE,e1_anchor_sleeve_G01_0,7.532282546246881e-05,E1_ANTI_CRUSH_SLEEVE_CANDIDATE_OD4.0MM; AL_DENSITY_CANDIDATE; AS_BUILT/CRUSH_ALLOWABLE UNKNOWN,WP03_PARAMETRIC_DESIGN,7.532282546246881e-05,CAD_ESTIMATE,results/DYNAMICS_HANDOFF.json
e1_anchor_bolt_G01_1,WP03_E1_ANCHOR_BOLT_G01_1,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,RB_longeron_1_1,UNKNOWN,e1_anchor_bolt_G01_1,,M3_THREADLESS_ENVELOPE_UNSELECTED; MATERIAL/GRADE/PRELOAD/LOCKING/ENGAGEMENT UNKNOWN; GRIP_12MM_NOMINAL,WP03_PARAMETRIC_DESIGN,,UNKNOWN,results/DYNAMICS_HANDOFF.json
e1_anchor_washer_G01_1,WP03_E1_ANCHOR_WASHER_G01_1,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,RB_longeron_1_1,UNKNOWN,e1_anchor_washer_G01_1,,M3_WASHER_ENVELOPE_UNSELECTED; MATERIAL UNKNOWN,WP03_PARAMETRIC_DESIGN,,UNKNOWN,results/DYNAMICS_HANDOFF.json
e1_anchor_sleeve_G01_1,WP03_E1_ANCHOR_SLEEVE_G01_1,ONBOARD_CANDIDATE,PHYSICAL_GEOMETRY,NOT_EVALUATED,ROOT_STRUCTURE,RB_longeron_1_1,CAD_ESTIMATE,e1_anchor_sleeve_G01_1,7.532282546246879e-05,E1_ANTI_CRUSH_SLEEVE_CANDIDATE_OD4.0MM; AL_DENSITY_CANDIDATE; AS_BUILT/CRUSH_ALLOWABLE UNKNOWN,WP03_PARAMETRIC_DESIGN,7.532282546246879e-05,CAD_ESTIMATE,results/DYNAMICS_HANDOFF.json
e1_anchor_bolt_G02_0,WP03_E1_ANCHOR_BOLT_G02_0,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,RB_longeron_-1_1,UNKNOWN,e1_anchor_bolt_G02_0,,M3_THREADLESS_ENVELOPE_UNSELECTED; MATERIAL/GRADE/PRELOAD/LOCKING/ENGAGEMENT UNKNOWN; GRIP_12MM_NOMINAL,WP03_PARAMETRIC_DESIGN,,UNKNOWN,results/DYNAMICS_HANDOFF.json
e1_anchor_washer_G02_0,WP03_E1_ANCHOR_WASHER_G02_0,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,RB_longeron_-1_1,UNKNOWN,e1_anchor_washer_G02_0,,M3_WASHER_ENVELOPE_UNSELECTED; MATERIAL UNKNOWN,WP03_PARAMETRIC_DESIGN,,UNKNOWN,results/DYNAMICS_HANDOFF.json
e1_anchor_sleeve_G02_0,WP03_E1_ANCHOR_SLEEVE_G02_0,ONBOARD_CANDIDATE,PHYSICAL_GEOMETRY,NOT_EVALUATED,ROOT_STRUCTURE,RB_longeron_-1_1,CAD_ESTIMATE,e1_anchor_sleeve_G02_0,7.532282546246881e-05,E1_ANTI_CRUSH_SLEEVE_CANDIDATE_OD4.0MM; AL_DENSITY_CANDIDATE; AS_BUILT/CRUSH_ALLOWABLE UNKNOWN,WP03_PARAMETRIC_DESIGN,7.532282546246881e-05,CAD_ESTIMATE,results/DYNAMICS_HANDOFF.json
e1_anchor_bolt_G02_1,WP03_E1_ANCHOR_BOLT_G02_1,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,RB_longeron_-1_1,UNKNOWN,e1_anchor_bolt_G02_1,,M3_THREADLESS_ENVELOPE_UNSELECTED; MATERIAL/GRADE/PRELOAD/LOCKING/ENGAGEMENT UNKNOWN; GRIP_12MM_NOMINAL,WP03_PARAMETRIC_DESIGN,,UNKNOWN,results/DYNAMICS_HANDOFF.json
e1_anchor_washer_G02_1,WP03_E1_ANCHOR_WASHER_G02_1,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,RB_longeron_-1_1,UNKNOWN,e1_anchor_washer_G02_1,,M3_WASHER_ENVELOPE_UNSELECTED; MATERIAL UNKNOWN,WP03_PARAMETRIC_DESIGN,,UNKNOWN,results/DYNAMICS_HANDOFF.json
e1_anchor_sleeve_G02_1,WP03_E1_ANCHOR_SLEEVE_G02_1,ONBOARD_CANDIDATE,PHYSICAL_GEOMETRY,NOT_EVALUATED,ROOT_STRUCTURE,RB_longeron_-1_1,CAD_ESTIMATE,e1_anchor_sleeve_G02_1,7.532282546246879e-05,E1_ANTI_CRUSH_SLEEVE_CANDIDATE_OD4.0MM; AL_DENSITY_CANDIDATE; AS_BUILT/CRUSH_ALLOWABLE UNKNOWN,WP03_PARAMETRIC_DESIGN,7.532282546246879e-05,CAD_ESTIMATE,results/DYNAMICS_HANDOFF.json
e1_anchor_bolt_G03_0,WP03_E1_ANCHOR_BOLT_G03_0,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,RB_longeron_1_1,UNKNOWN,e1_anchor_bolt_G03_0,,M3_THREADLESS_ENVELOPE_UNSELECTED; MATERIAL/GRADE/PRELOAD/LOCKING/ENGAGEMENT UNKNOWN; GRIP_12MM_NOMINAL,WP03_PARAMETRIC_DESIGN,,UNKNOWN,results/DYNAMICS_HANDOFF.json
e1_anchor_washer_G03_0,WP03_E1_ANCHOR_WASHER_G03_0,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,RB_longeron_1_1,UNKNOWN,e1_anchor_washer_G03_0,,M3_WASHER_ENVELOPE_UNSELECTED; MATERIAL UNKNOWN,WP03_PARAMETRIC_DESIGN,,UNKNOWN,results/DYNAMICS_HANDOFF.json
e1_anchor_sleeve_G03_0,WP03_E1_ANCHOR_SLEEVE_G03_0,ONBOARD_CANDIDATE,PHYSICAL_GEOMETRY,NOT_EVALUATED,ROOT_STRUCTURE,RB_longeron_1_1,CAD_ESTIMATE,e1_anchor_sleeve_G03_0,7.532282546246853e-05,E1_ANTI_CRUSH_SLEEVE_CANDIDATE_OD4.0MM; AL_DENSITY_CANDIDATE; AS_BUILT/CRUSH_ALLOWABLE UNKNOWN,WP03_PARAMETRIC_DESIGN,7.532282546246853e-05,CAD_ESTIMATE,results/DYNAMICS_HANDOFF.json
e1_anchor_bolt_G04_0,WP03_E1_ANCHOR_BOLT_G04_0,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,RB_longeron_-1_1,UNKNOWN,e1_anchor_bolt_G04_0,,M3_THREADLESS_ENVELOPE_UNSELECTED; MATERIAL/GRADE/PRELOAD/LOCKING/ENGAGEMENT UNKNOWN; GRIP_12MM_NOMINAL,WP03_PARAMETRIC_DESIGN,,UNKNOWN,results/DYNAMICS_HANDOFF.json
e1_anchor_washer_G04_0,WP03_E1_ANCHOR_WASHER_G04_0,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,RB_longeron_-1_1,UNKNOWN,e1_anchor_washer_G04_0,,M3_WASHER_ENVELOPE_UNSELECTED; MATERIAL UNKNOWN,WP03_PARAMETRIC_DESIGN,,UNKNOWN,results/DYNAMICS_HANDOFF.json
