asset_id,component_name2,native_path,native_sha256,collision_class,authority_level,path,role,urdf_link,triangles,deflection_mm,frame,posed_by,authoritative,authority_note
WING_HARNESS_GROMMET,WING_HARNESS_GROMMET,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/01_native_parts/wing_root/WING_HARNESS_GROMMET.SLDPRT,300A486B9E620A4301E9402577736BF0D71002C3F86499C6285E51A23AEAE4A4,CAMERA_HARNESS_ENVELOPE,L1_NATIVE,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/01_native_parts/wing_root/WING_HARNESS_GROMMET.SLDPRT,CAMERA_HARNESS_ENVELOPE,,,,spacecraft_assembly_frame,V5_native_import,True_for_native_identity,native part identity is L1; native interference/clearance still pending top-assembly Loop2
WING_MECHANICAL_STOP_PAD,WING_MECHANICAL_STOP_PAD,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/01_native_parts/wing_root/WING_MECHANICAL_STOP_PAD.SLDPRT,F968A76B57987450814A02B260E654EA98E7E170449CD83DEAF7E7DDAEE2B445,EXTERNAL_MECHANICAL,L1_NATIVE,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/01_native_parts/wing_root/WING_MECHANICAL_STOP_PAD.SLDPRT,EXTERNAL_MECHANICAL,,,,spacecraft_assembly_frame,V5_native_import,True_for_native_identity,native part identity is L1; native interference/clearance still pending top-assembly Loop2
G07_PRIMARY_SUPPORT_V2,G07_PRIMARY_SUPPORT_V2,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/01_native_parts/supports/G07_PRIMARY_SUPPORT_V2.SLDPRT,BBD45CCFA724453ABE1AC92E30F59545B454D24D6462671EB655D5753D2FD964,STOW_SUPPORT,L1_NATIVE,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/01_native_parts/supports/G07_PRIMARY_SUPPORT_V2.SLDPRT,STOW_SUPPORT,,,,spacecraft_assembly_frame,V5_native_import,True_for_native_identity,native part identity is L1; native interference/clearance still pending top-assembly Loop2
G07_PAD_CARRIER_V2,G07_PAD_CARRIER_V2,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/01_native_parts/supports/G07_PAD_CARRIER_V2.SLDPRT,EF9DE629FCD9DB0148CC21AECC365E75761C6350DA8DBC46C3220EBB9A0BB4E2,STOW_SUPPORT,L1_NATIVE,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/01_native_parts/supports/G07_PAD_CARRIER_V2.SLDPRT,STOW_SUPPORT,,,,spacecraft_assembly_frame,V5_native_import,True_for_native_identity,native part identity is L1; native interference/clearance still pending top-assembly Loop2
G07_PTFE_CONTACT_PAD_V2,G07_PTFE_CONTACT_PAD_V2,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/01_native_parts/supports/G07_PTFE_CONTACT_PAD_V2.SLDPRT,F8C70F2EF3753CE609A12061C75B069D3C487E90D51E5593752DB5C4078BD83C,STOW_SUPPORT,L1_NATIVE,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/01_native_parts/supports/G07_PTFE_CONTACT_PAD_V2.SLDPRT,STOW_SUPPORT,,,,spacecraft_assembly_frame,V5_native_import,True_for_native_identity,native part identity is L1; native interference/clearance still pending top-assembly Loop2
G08_PRIMARY_SUPPORT_V2,G08_PRIMARY_SUPPORT_V2,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/01_native_parts/supports/G08_PRIMARY_SUPPORT_V2.SLDPRT,C52244E9B262E8C8C448AE1DCEFF1A3F9A2FC6AC16253BF8DF844B59AB56E8E8,STOW_SUPPORT,L1_NATIVE,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/01_native_parts/supports/G08_PRIMARY_SUPPORT_V2.SLDPRT,STOW_SUPPORT,,,,spacecraft_assembly_frame,V5_native_import,True_for_native_identity,native part identity is L1; native interference/clearance still pending top-assembly Loop2
G08_PAD_CARRIER_V2,G08_PAD_CARRIER_V2,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/01_native_parts/supports/G08_PAD_CARRIER_V2.SLDPRT,79831ABACEEAE25B796C2D886E818801DDC259DB7EF459D69C2FAE1BA24A47E1,STOW_SUPPORT,L1_NATIVE,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/01_native_parts/supports/G08_PAD_CARRIER_V2.SLDPRT,STOW_SUPPORT,,,,spacecraft_assembly_frame,V5_native_import,True_for_native_identity,native part identity is L1; native interference/clearance still pending top-assembly Loop2
G08_VMQ_CONTACT_PAD_V2,G08_VMQ_CONTACT_PAD_V2,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/01_native_parts/supports/G08_VMQ_CONTACT_PAD_V2.SLDPRT,37D847B73F2D748E1905AB8C482052C0ED3986D4C4644D8BC188F42E5825D821,STOW_SUPPORT,L1_NATIVE,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/01_native_parts/supports/G08_VMQ_CONTACT_PAD_V2.SLDPRT,STOW_SUPPORT,,,,spacecraft_assembly_frame,V5_native_import,True_for_native_identity,native part identity is L1; native interference/clearance still pending top-assembly Loop2
MID_BACKUP_SUPPORT_V2,MID_BACKUP_SUPPORT_V2,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/01_native_parts/supports/MID_BACKUP_SUPPORT_V2.SLDPRT,5CE735DC17CEB0EC89C83FA5760AB095DDC33C18455A5D1F24E298A6081E9A57,STOW_SUPPORT,L1_NATIVE,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/01_native_parts/supports/MID_BACKUP_SUPPORT_V2.SLDPRT,STOW_SUPPORT,,,,spacecraft_assembly_frame,V5_native_import,True_for_native_identity,native part identity is L1; native interference/clearance still pending top-assembly Loop2
MID_PAD_CARRIER_V2,MID_PAD_CARRIER_V2,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/01_native_parts/supports/MID_PAD_CARRIER_V2.SLDPRT,DB7FD70A606E305932FC1682E2BFE85F8C47F1F34AC1C46C6B572B74E98ED277,STOW_SUPPORT,L1_NATIVE,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/01_native_parts/supports/MID_PAD_CARRIER_V2.SLDPRT,STOW_SUPPORT,,,,spacecraft_assembly_frame,V5_native_import,True_for_native_identity,native part identity is L1; native interference/clearance still pending top-assembly Loop2
MID_CONTACT_PAD_V2,MID_CONTACT_PAD_V2,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/01_native_parts/supports/MID_CONTACT_PAD_V2.SLDPRT,71F360AF7ACE2A8B27DB8CA34026FE46C9C9661AA079D2DCB841BD2A75B9B213,STOW_SUPPORT,L1_NATIVE,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/01_native_parts/supports/MID_CONTACT_PAD_V2.SLDPRT,STOW_SUPPORT,,,,spacecraft_assembly_frame,V5_native_import,True_for_native_identity,native part identity is L1; native interference/clearance still pending top-assembly Loop2
ARM_HDRM_RELEASE_SWEEP_ENVELOPE,ARM_HDRM_RELEASE_SWEEP_ENVELOPE,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/01_native_parts/hdrm/ARM_HDRM_RELEASE_SWEEP_ENVELOPE.SLDPRT,AC90D4FB3FAA6888198255922D0128E4C7B8702467FD3DA266B9A433BCEFAE42,ARM_HDRM_ENVELOPE,L1_NATIVE,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/01_native_parts/hdrm/ARM_HDRM_RELEASE_SWEEP_ENVELOPE.SLDPRT,ARM_HDRM_ENVELOPE,,,,spacecraft_assembly_frame,V5_native_import,True_for_native_identity,native part identity is L1; native interference/clearance still pending top-assembly Loop2
ARM_HDRM_60MM_MOUNT_ENVELOPE,ARM_HDRM_60MM_MOUNT_ENVELOPE,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/01_native_parts/hdrm/ARM_HDRM_60MM_MOUNT_ENVELOPE.SLDPRT,ED08F4BD92F41CD42A92C6D3F497C0570A1B842DA8A79F74ED03AF223A3A95D6,ARM_HDRM_ENVELOPE,L1_NATIVE,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/01_native_parts/hdrm/ARM_HDRM_60MM_MOUNT_ENVELOPE.SLDPRT,ARM_HDRM_ENVELOPE,,,,spacecraft_assembly_frame,V5_native_import,True_for_native_identity,native part identity is L1; native interference/clearance still pending top-assembly Loop2
SERVICE_CAMERA_ENVELOPE,SERVICE_CAMERA_ENVELOPE,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/01_native_parts/camera_harness/SERVICE_CAMERA_ENVELOPE.SLDPRT,2C9BFCC330A4EEEAE8F7FF062F090E580D393494007F9BE68BC5BC09523E613C,CAMERA_HARNESS_ENVELOPE,L1_NATIVE,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/01_native_parts/camera_harness/SERVICE_CAMERA_ENVELOPE.SLDPRT,CAMERA_HARNESS_ENVELOPE,,,,spacecraft_assembly_frame,V5_native_import,True_for_native_identity,native part identity is L1; native interference/clearance still pending top-assembly Loop2
B601_OD9_STATIC_HARNESS_ENVELOPE,B601_OD9_STATIC_HARNESS_ENVELOPE,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/01_native_parts/camera_harness/B601_OD9_STATIC_HARNESS_ENVELOPE.SLDPRT,3E08F338C6BC7380C8D34CD8BEE748312EDC1A8687DDB2C735176A912A2CE301,CAMERA_HARNESS_ENVELOPE,L1_NATIVE,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/01_native_parts/camera_harness/B601_OD9_STATIC_HARNESS_ENVELOPE.SLDPRT,CAMERA_HARNESS_ENVELOPE,,,,spacecraft_assembly_frame,V5_native_import,True_for_native_identity,native part identity is L1; native interference/clearance still pending top-assembly Loop2
B601_BASE_ADAPTER_REV_B2,B601_BASE_ADAPTER_REV_B2,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/02_native_subassemblies/B601_BASE_ADAPTER_REV_B2.SLDASM,ED30FB19A040D7D4D389DE1A12DB29C6C2C740B2839104C03642868180158A66,NATIVE_SUBASSEMBLY,L1_NATIVE,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/02_native_subassemblies/B601_BASE_ADAPTER_REV_B2.SLDASM,NATIVE_SUBASSEMBLY,,,,spacecraft_assembly_frame,V5_loop1a,True_for_native_identity,native subassembly identity; top-context interference pending
G07_PRIMARY_SUPPORT_V2,G07_PRIMARY_SUPPORT_V2,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/02_native_subassemblies/G07_PRIMARY_SUPPORT_V2.SLDASM,7DC90F293DE9D63AD5939DBEDC019D11CA257A73188D3D704BB7CAA9E20747AB,NATIVE_SUBASSEMBLY,L1_NATIVE,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/02_native_subassemblies/G07_PRIMARY_SUPPORT_V2.SLDASM,NATIVE_SUBASSEMBLY,,,,spacecraft_assembly_frame,V5_loop1a,True_for_native_identity,native subassembly identity; top-context interference pending
G08_PRIMARY_SUPPORT_V2,G08_PRIMARY_SUPPORT_V2,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/02_native_subassemblies/G08_PRIMARY_SUPPORT_V2.SLDASM,346EC541A1E92C15AD6B8B06B16608BD361E494F0B7DB240DE3526273583A2C5,NATIVE_SUBASSEMBLY,L1_NATIVE,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/02_native_subassemblies/G08_PRIMARY_SUPPORT_V2.SLDASM,NATIVE_SUBASSEMBLY,,,,spacecraft_assembly_frame,V5_loop1a,True_for_native_identity,native subassembly identity; top-context interference pending
MID_BACKUP_SUPPORT_V2,MID_BACKUP_SUPPORT_V2,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/02_native_subassemblies/MID_BACKUP_SUPPORT_V2.SLDASM,11E70D9F5C523FAFAB726A4DEF6D021729261DA25E0A878B46CA8EA7D70EBD81,NATIVE_SUBASSEMBLY,L1_NATIVE,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/02_native_subassemblies/MID_BACKUP_SUPPORT_V2.SLDASM,NATIVE_SUBASSEMBLY,,,,spacecraft_assembly_frame,V5_loop1a,True_for_native_identity,native subassembly identity; top-context interference pending
B601_DIAMOND_DOWEL_4MM,B601_DIAMOND_DOWEL_4MM,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/01_native_parts/adapter/B601_DIAMOND_DOWEL_4MM.SLDPRT,6C18D56ED6B09E0042649AF338793BE60E0AC9D80B57F3BB4B2E94960AAA2F45,NATIVE_SUBASSEMBLY,L1_NATIVE,F:/China Graduate Future Flight Vehicle Innovation Competition/20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/01_native_parts/adapter/B601_DIAMOND_DOWEL_4MM.SLDPRT,NATIVE_SUBASSEMBLY,,,,spacecraft_assembly_frame,V5_loop1a,True_for_native_identity,native subassembly identity; top-context interference pending
