path,package,bytes,category,handling,listed_in_package_manifest,directed_source_pinned,exact_duplicate_group
20_engineering/service_robot_wp01_20260905/__cadgen__/models/.frame_root_module.step.generation.lock,WP01,32,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-345.bin,WP01,8416,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-346.bin,WP01,8416,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-347.bin,WP01,8416,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-348.bin,WP01,8416,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-349.bin,WP01,8441014,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-35.bin,WP01,32346,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-350.bin,WP01,7506,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-351.bin,WP01,39628,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-352.bin,WP01,319054,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-353.bin,WP01,9932,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-354.bin,WP01,9932,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-355.bin,WP01,7506,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-356.bin,WP01,16980,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-357.bin,WP01,20122,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-358.bin,WP01,20122,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-359.bin,WP01,16980,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-36.bin,WP01,32346,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-360.bin,WP01,50350,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-361.bin,WP01,114227,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-362.bin,WP01,491561,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-363.bin,WP01,491405,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-364.bin,WP01,508351,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-365.bin,WP01,219001,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-366.bin,WP01,108901,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-367.bin,WP01,8416,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-368.bin,WP01,9932,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-369.bin,WP01,9932,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-37.bin,WP01,31034,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-370.bin,WP01,9932,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-371.bin,WP01,8416,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-372.bin,WP01,8416,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-373.bin,WP01,9932,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-374.bin,WP01,9932,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-375.bin,WP01,9932,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-376.bin,WP01,8416,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-377.bin,WP01,9932,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-378.bin,WP01,9932,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-379.bin,WP01,14025,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-38.bin,WP01,32346,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-380.bin,WP01,14025,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-381.bin,WP01,9932,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-382.bin,WP01,8416,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-383.bin,WP01,221776,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-384.bin,WP01,16552,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-385.bin,WP01,79994,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-386.bin,WP01,491561,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-387.bin,WP01,491405,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-388.bin,WP01,508351,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-389.bin,WP01,219001,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-39.bin,WP01,32346,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-390.bin,WP01,108901,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-391.bin,WP01,9932,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-392.bin,WP01,9932,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-393.bin,WP01,8416,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-394.bin,WP01,9932,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-395.bin,WP01,9932,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-396.bin,WP01,8416,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-397.bin,WP01,14025,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-398.bin,WP01,8416,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-399.bin,WP01,9932,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-4.bin,WP01,5972,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-40.bin,WP01,31034,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-400.bin,WP01,14025,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-401.bin,WP01,8416,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-402.bin,WP01,9932,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-403.bin,WP01,9932,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-404.bin,WP01,9932,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-405.bin,WP01,9932,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-406.bin,WP01,8416,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-407.bin,WP01,16552,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-408.bin,WP01,221776,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-409.bin,WP01,79994,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-41.bin,WP01,32346,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-410.bin,WP01,3207,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-411.bin,WP01,3207,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-412.bin,WP01,3207,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-413.bin,WP01,3207,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-414.bin,WP01,3207,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-415.bin,WP01,3207,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-416.bin,WP01,3207,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-417.bin,WP01,3207,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-418.bin,WP01,3207,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-419.bin,WP01,3207,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-42.bin,WP01,32346,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-420.bin,WP01,3207,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-421.bin,WP01,3207,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-422.bin,WP01,3207,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-423.bin,WP01,3207,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-424.bin,WP01,3207,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-425.bin,WP01,3207,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-426.bin,WP01,3207,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-427.bin,WP01,3207,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-428.bin,WP01,3207,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
20_engineering/service_robot_wp01_20260905/__cadgen__/models/service_robot_initial_deploy.step/scene/v2-5a4615854402078ff2659f7fbaf8a52be285c977ddca51b86e90d20ef55d6f13/prototype-429.bin,WP01,3207,GENERATED_VIEWER_CACHE,Exclude from reading; retain for current viewer/replay,False,False,
