group,path,bytes,sha256,category,disposition
DUP-001,20_engineering/service_robot_wp01_20260905/viewer.log,85,d8e7bff2b2be9771074fab1801ddc8a79b1890bf740008b9390c9a93c68b73bc,EXECUTION_DIAGNOSTIC,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-018,20_engineering/service_robot_wp03_spacecraft_body_r1/parts/WP03_ACCESS_COVER_1.step,37483,d1402d7ea86d416b4f8968361e43682aab116402172aff96581c2c1b56be1f1c,CURRENT_PART_CANDIDATE,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-019,20_engineering/service_robot_wp01_20260905/inputs/m3r_b.step,37779,44bed33aee41cfd170e744bbeeb2bd0b10bbd649c913eca90d16fc4840a1126b,SOURCE_OR_REPRODUCTION_DEPENDENCY,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-019,20_engineering/service_robot_wp02_20260905/inputs/m3r_b.step,37779,44bed33aee41cfd170e744bbeeb2bd0b10bbd649c913eca90d16fc4840a1126b,HISTORICAL_COMPONENT_WORK,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-020,20_engineering/service_robot_wp03_spacecraft_body_r1/parts/WP03_SHEAR_WEB_-1.step,59886,3ea0ec582405fc8899bbc71cac43d2527179d9895283f0616a68be3f01fd3c2f,CURRENT_PART_CANDIDATE,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-020,20_engineering/service_robot_wp03_spacecraft_body_r1/parts/WP03_SHEAR_WEB_1.step,59886,3ea0ec582405fc8899bbc71cac43d2527179d9895283f0616a68be3f01fd3c2f,CURRENT_PART_CANDIDATE,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-021,20_engineering/service_robot_wp03_spacecraft_body_r1/parts/WP03_WING_EDGE_FRAME_-1_3_1.step,77489,3ba91a33e95aa019d4abb37e6e9925d568dfb506000da28b9656a6dab0819b86,CURRENT_PART_CANDIDATE,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-021,20_engineering/service_robot_wp03_spacecraft_body_r1/parts/WP03_WING_EDGE_FRAME_1_3_1.step,77489,3ba91a33e95aa019d4abb37e6e9925d568dfb506000da28b9656a6dab0819b86,CURRENT_PART_CANDIDATE,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-022,20_engineering/service_robot_wp03_spacecraft_body_r1/parts/WP03_WING_EDGE_FRAME_-1_3_-1.step,77599,3635365ccfcc1b1a34979bc70f812fbaa80484afd415f014966060093c9c7da4,CURRENT_PART_CANDIDATE,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-022,20_engineering/service_robot_wp03_spacecraft_body_r1/parts/WP03_WING_EDGE_FRAME_1_3_-1.step,77599,3635365ccfcc1b1a34979bc70f812fbaa80484afd415f014966060093c9c7da4,CURRENT_PART_CANDIDATE,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-023,20_engineering/service_robot_wp03_spacecraft_body_r1/parts/WP03_LOWER_EQUIPMENT_DECK.step,114197,81a24fdc86c0c03fd231640073a76055f9a26eb7c227c5705e78e9821ab5150c,CURRENT_PART_CANDIDATE,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-023,20_engineering/service_robot_wp03_spacecraft_body_r1/parts/WP03_UPPER_EQUIPMENT_DECK.step,114197,81a24fdc86c0c03fd231640073a76055f9a26eb7c227c5705e78e9821ab5150c,CURRENT_PART_CANDIDATE,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
