job_name,case_id,mesh_level,series,element_type,material,load_variant,n_xy,kz,grid_pitch_mm,nodes_structural,elements_total,stage_a_layers,applied_Fy_N,applied_Mz_N_mm,peak_von_mises_ip_MPa,peak_von_mises_element_averaged_MPa,peak_von_mises_nodal_averaged_MPa,surface_nodal_collar_12_25_max_MPa,surface_nodal_far_field_max_MPa,surface_nodal_far_field_node_count,peak_mises_element,peak_mises_zone,peak_mises_centroid_x_mm,peak_mises_centroid_y_mm,peak_mises_centroid_z_mm,peak_at_point_constraint,peak_at_stepped_boundary,far_field_peak_element_averaged_MPa,spider_patch_max_MPa,spider_collar_12_25_max_MPa,spider_collar_12_25_vol_mean_MPa,model_volume_weighted_mean_mises_MPa,peak_disp_magnitude_mm,peak_disp_node,rp_U2_mm,rp_UR3_rad,sum_RF1_N,sum_RF2_N,sum_RF3_N,residual_force_norm_N,residual_moment_about_RP_norm_N_mm,reaction_force_rel_residual,reaction_moment_rel_residual,ALLIE,ALLSE,ALLAE,ALLWK,artificial_energy_fraction,utilization_pct_of_candidate_typical_yield_element_averaged,solve_status,dat_bytes,dat_nonzero,odb_bytes,analysis_warnings,numerical_problem_warnings,negative_eigenvalue_warnings,error_messages,total_cpu_time_s,deck_sha256,deck_sha_matches_sidecar,solved_deck_identical_to_decks_dir
fea1b_capture_150kg_qs_l3_mm_fine_c3d8i_7075,CAPTURE_150KG_QS,L3_MM_FINE,MESH_MATCHED,C3D8I,AL7075_T651_CAND,ENVELOPE_COMPONENTWISE_MAX,20,1,8.0,3550,2056,2,13.55266,19073.267958599998,0.8998388648033142,0.5996464945061591,0.8911963489226407,0.5757559889091779,0.10575073344132141,36,1937,ESTAGEA,44.0,-12.0,28.75,True,True,0.22560250275747679,0.5996464945061591,0.455596668506076,0.13602890518837227,0.07120398446305144,0.00032398960264600174,10008017,2.0630874132621102e-05,5.921057436353294e-06,9.628917041482055e-08,-13.55265986343511,-3.30070179188624e-07,3.6995661432678707e-07,7.769365036617236e-05,2.729771235512343e-08,4.073431492432888e-09,0.05660676211118698,0.05660676211118698,0.0,0.05660676211118698,0.0,0.11921401481235769,COMPLETED_SUCCESSFULLY,51456,True,2549952,0,0,0,0,0.1,0D6ADDD804E8BD10D6E31A736D35686D2C490FBFBFBE906705170015907D288C,True,True
fea1b_capture_150kg_qs_l3_mm_fine_c3d8i_row030,CAPTURE_150KG_QS,L3_MM_FINE,MESH_MATCHED,C3D8I,AL6061_T6_CAND,row030,20,1,8.0,3550,2056,2,13.55266,18743.427958599998,0.8848883509635925,0.5897170674317634,0.8764068829692153,0.5662426952061014,0.1039673034378864,36,1937,ESTAGEA,44.0,-12.0,28.75,True,True,0.22193213474389142,0.5897170674317634,0.4480559302228598,0.1336784763088508,0.06997468538178411,0.0003313287137964744,10008017,2.1446441678563133e-05,6.048683189874282e-06,9.437273291723614e-07,-13.552660195582575,-9.785107977222651e-07,1.3734471948664272e-06,6.770188648498887e-05,1.0134152224481594e-07,3.612033328936791e-09,0.056831859052181244,0.056831859052181244,0.0,0.056831859052181244,0.0,0.21366560414194327,COMPLETED_SUCCESSFULLY,51446,True,2549948,0,0,0,0,0.1,0BB77EFB57496C80E2C2E6CF2D92FADE1146F1C277CB55D566802FCBBF765E9F,True,True
fea1b_capture_150kg_qs_t2_tt_medium_c3d8i,CAPTURE_150KG_QS,T2_TT_MEDIUM,THROUGH_THICKNESS,C3D8I,AL6061_T6_CAND,ENVELOPE_COMPONENTWISE_MAX,16,2,10.0,3987,2672,4,13.55266,19073.267958599998,0.8875072598457336,0.7086346453913658,0.9640685315867539,0.4471434047211391,0.11412660568948255,16,2594,ESTAGEA,45.0,-15.0,29.75,True,True,0.30478219004898394,0.7086346453913658,0.5589943054089349,0.1406229874645593,0.07009442286323894,0.0003466728441642211,17006014,2.1742673197877593e-05,5.854981282027438e-06,-1.3779208529740572e-07,-13.552660073722564,-1.0270741768181324e-07,1.8700398088835381e-07,0.00012043490236647156,1.3798323051589416e-08,6.314329701018453e-09,0.055984146893024445,0.055984146893024445,0.0,0.055984146893024445,0.0,0.25675168311281366,COMPLETED_SUCCESSFULLY,42742,True,3120180,0,0,0,0,0.1,BA4F3CC3EF23ADCDA8B450C56EF04ABF5AAC37D388636AAA05BB08E69E6C100E,True,True
fea1b_capture_150kg_qs_t3_tt_fine_c3d8i,CAPTURE_150KG_QS,T3_TT_FINE,THROUGH_THICKNESS,C3D8I,AL6061_T6_CAND,ENVELOPE_COMPONENTWISE_MAX,20,3,8.0,8416,6168,6,13.55266,19073.267958599998,1.2168281078338623,0.9097527783592417,1.2339420637404361,0.5843003828182406,0.13650627826673536,36,6049,ESTAGEA,44.0,-12.0,30.08333396911621,True,True,0.2389272784496138,0.9097527783592417,0.5991809559892027,0.14109933015572246,0.0731864083118696,0.00035620679707203394,24008017,2.271164339617826e-05,6.5145763983309735e-06,4.862140485784039e-07,-13.552659352229966,2.393462636973709e-07,8.445689734131708e-07,0.00011696305266950459,6.231757997420218e-08,6.13230270362593e-09,0.06228103116154671,0.06228103116154671,0.0,0.06228103116154671,0.0,0.3296205718692905,COMPLETED_SUCCESSFULLY,51430,True,6703364,0,0,0,0,0.5,E93473004A2B07512D4D2A08BC57661B678FD33BB756AA6E72E0DBA7097F4C17,True,True
fea1b_capture_150kg_qs_t4_tt_ultra_c3d8i,CAPTURE_150KG_QS,T4_TT_ULTRA,THROUGH_THICKNESS,C3D8I,AL6061_T6_CAND,ENVELOPE_COMPONENTWISE_MAX,32,4,5.0,27089,21952,8,13.55266,19073.267958599998,1.2909287214279175,0.8940069439442868,1.3605718367967368,0.8058013184534051,0.23320500152619467,84,21614,ESTAGEA,47.5,-12.5,30.25,True,True,0.24868516161177284,0.8940069439442868,0.7322797130517384,0.13468088770701997,0.06597341303344607,0.000288791295199814,31012027,1.7775348169379868e-05,5.002393208997091e-06,-4.497947259096691e-08,-13.552660032070207,3.014658886968391e-07,3.064854535408289e-07,4.034873544730622e-05,2.261441322521401e-08,2.1154600006085097e-09,0.04782644286751747,0.04782644286751747,0.0,0.04782644286751747,0.0,0.3239155594001039,COMPLETED_SUCCESSFULLY,90118,True,22659948,0,0,0,0,2.9,C09C7A5F6054DEB2B159F74A5BF6A41712D0CB63222544832E14F95F81CB17DB,True,True
fea1b_capture_150kg_qs_t4_tt_ultra_c3d8i_7075,CAPTURE_150KG_QS,T4_TT_ULTRA,THROUGH_THICKNESS,C3D8I,AL7075_T651_CAND,ENVELOPE_COMPONENTWISE_MAX,32,4,5.0,27089,21952,8,13.55266,19073.267958599998,1.2909287214279175,0.8940069439442868,1.3605718367967368,0.8058013184534051,0.23320500152619467,84,21614,ESTAGEA,47.5,-12.5,30.25,True,True,0.24868516161177284,0.8940069439442868,0.7322797130517384,0.13468088770710493,0.0659734130334832,0.00027780908538920456,31012027,1.7099384422181174e-05,4.812161023437511e-06,-4.497947259096691e-08,-13.552660032070207,3.023972112714546e-07,3.07401568911262e-07,4.0286236977957514e-05,2.2682009945742167e-08,2.112183243343611e-09,0.04600768908858299,0.04600768908858299,0.0,0.04600768908858299,0.0,0.1777349789153652,COMPLETED_SUCCESSFULLY,90132,True,22659956,0,0,0,0,3.1,20344FB26DD8830C9DF37B1ECB5FF5CBA8FC8BD8B422086C2AE8D2FD16D1497F,True,True
fea1b_capture_150kg_qs_t4_tt_ultra_c3d8i_row030,CAPTURE_150KG_QS,T4_TT_ULTRA,THROUGH_THICKNESS,C3D8I,AL6061_T6_CAND,row030,32,4,5.0,27089,21952,8,13.55266,18743.427958599998,1.2695039510726929,0.8791952434158906,1.3378476000294048,0.7922500457241002,0.22928279872609078,84,21614,ESTAGEA,47.5,-12.5,30.25,True,True,0.2446494854829055,0.8791952434158906,0.7199044768208301,0.1323515523490323,0.06483443520873446,0.00028408552881707336,31012027,1.7775348169379868e-05,4.9158852561959065e-06,-3.48438788932981e-08,-13.55266008787811,8.227152648032643e-08,1.2532063758363666e-07,5.803917371100876e-05,9.246940274723682e-09,3.0965079514379222e-09,0.04619072005152702,0.04619072005152702,0.0,0.04619072005152702,0.0,0.31854900123764157,COMPLETED_SUCCESSFULLY,90118,True,22659948,0,0,0,0,3.1,C2E8B82310B4361C465FD6F5B971DA2103EB4E90D719592CE5DA49060A7C2059,True,True
fea1b_capture_150kg_qs_z12_zr_n20k12_c3d8i,CAPTURE_150KG_QS,Z12_ZR_N20K12,Z_REFINEMENT_FIXED_INPLANE,C3D8I,AL6061_T6_CAND,ENVELOPE_COMPONENTWISE_MAX,20,12,8.0,30313,24672,24,13.55266,19073.267958599998,1.4319943189620972,1.1246634964319442,1.464740235621062,0.5968741377407294,0.15973224517346665,36,24553,ESTAGEA,44.0,-12.0,30.58333396911621,True,True,0.2517242271398686,1.1246634964319442,0.6872155355286765,0.14204829639652902,0.07377953053453766,0.0003622899346136927,87008017,2.3139986296882853e-05,6.626057256653439e-06,-7.252936029544799e-08,-13.552660171146272,-7.878770702518523e-08,2.018887252757632e-07,5.5882728217998765e-05,1.4896612567257144e-08,2.9298979251639804e-09,0.06334708631038666,0.06334708631038666,0.0,0.06334708631038666,0.0,0.407486774069545,COMPLETED_SUCCESSFULLY,51415,True,25393680,0,0,0,0,4.4,1326758657921477943E82267CA4CE826D3BF67A9FFFB85833BF7A0E1EF07674,True,True
fea1b_capture_150kg_qs_z2_zr_n20k2_c3d8i,CAPTURE_150KG_QS,Z2_ZR_N20K2,Z_REFINEMENT_FIXED_INPLANE,C3D8I,AL6061_T6_CAND,ENVELOPE_COMPONENTWISE_MAX,20,2,8.0,5983,4112,4,13.55266,19073.267958599998,1.1141798496246338,0.8104153495660763,1.1315092153851147,0.5793396805639046,0.12484163461026983,36,3993,ESTAGEA,44.0,-12.0,29.75,True,True,0.23709955191462867,0.8104153495660763,0.5551928970428504,0.1401340719079471,0.07271589041065898,0.00035190239962462047,17008017,2.2425552742788568e-05,6.435080194933107e-06,-7.389325560325233e-07,-13.55266055253378,5.141773726791143e-07,1.0562638266745116e-06,0.00012467366775809362,7.793774998225527e-08,6.536565628329002e-09,0.06152096763253212,0.06152096763253212,0.0,0.06152096763253212,0.0,0.2936287498427813,COMPLETED_SUCCESSFULLY,51430,True,4626596,0,0,0,0,0.3,522AC40DBB503BAA2B9A3115B21AA05298A6B5DEBEDBE7194FC22642E7B37DCF,True,True
fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8,CAPTURE_150KG_QS,Z4_ZR_N20K4,Z_REFINEMENT_FIXED_INPLANE,C3D8,AL6061_T6_CAND,ENVELOPE_COMPONENTWISE_MAX,20,4,8.0,10849,8224,8,13.55266,19073.267958599998,1.1867033243179321,0.8497638403560976,1.3586644404511685,0.5600387630360919,0.12698109885265327,36,8105,ESTAGEA,44.0,-12.0,30.25,True,True,0.24699023697590575,0.8497638403560976,0.6081296507360674,0.13937736453162508,0.07171738920279666,0.0003433216435908386,31008017,2.189417864428833e-05,6.293285423453199e-06,-6.226757705007913e-07,-13.552660256949821,5.030033207731321e-07,8.406905891023874e-07,9.053578936561492e-05,6.203140852809614e-08,4.746737138183653e-09,0.06016512215137482,0.06016512215137482,0.0,0.06016512215137482,0.0,0.3078854494043832,COMPLETED_SUCCESSFULLY,51349,True,8780008,0,0,0,0,0.9,6544752BFDF126A77F773EF0938276E0A43C4FF5185E0DFAA7D0D71A1AD54E36,True,True
fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8i,CAPTURE_150KG_QS,Z4_ZR_N20K4,Z_REFINEMENT_FIXED_INPLANE,C3D8I,AL6061_T6_CAND,ENVELOPE_COMPONENTWISE_MAX,20,4,8.0,10849,8224,8,13.55266,19073.267958599998,1.2785396575927734,0.9686501011081475,1.2918302205907526,0.588343770090352,0.14305419602414965,36,8105,ESTAGEA,44.0,-12.0,30.25,True,True,0.24619742073092757,0.9686501011081475,0.6247905917653412,0.141501449254693,0.07340750874308052,0.0003581937805002138,31008017,2.2846197680337355e-05,6.5512326727912296e-06,-4.7495490207438706e-07,-13.55265981519915,-2.8009526431560516e-07,5.815383653062632e-07,0.00012255604597219232,4.290953696958849e-08,6.4255399881242e-09,0.0626315176486969,0.0626315176486969,0.0,0.0626315176486969,0.0,0.350960181560923,COMPLETED_SUCCESSFULLY,51422,True,8780012,0,0,0,0,0.8,FF623ED82DD2088E27DBE4167EB2A1FE82094778E76304413F728E3D02BBEEF9,True,True
fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8i_7075,CAPTURE_150KG_QS,Z4_ZR_N20K4,Z_REFINEMENT_FIXED_INPLANE,C3D8I,AL7075_T651_CAND,ENVELOPE_COMPONENTWISE_MAX,20,4,8.0,10849,8224,8,13.55266,19073.267958599998,1.2785396575927734,0.9686501011081475,1.2918302205907526,0.588343770090352,0.14305419602414965,36,8105,ESTAGEA,44.0,-12.0,30.25,True,True,0.24619742073092757,0.9686501011081475,0.6247905917653412,0.14150144925479888,0.07340750874324802,0.00034457232543404177,31008017,2.1977399228489958e-05,6.302101155597484e-06,-4.7495490207438706e-07,-13.55265981519915,-2.8009526431560516e-07,5.815383653062632e-07,0.00012255604597219232,4.290953696958849e-08,6.4255399881242e-09,0.06024975702166557,0.06024975702166557,0.0,0.06024975702166557,0.0,0.19257457278492,COMPLETED_SUCCESSFULLY,51436,True,8780020,0,0,0,0,0.8,E68A16B96754DD574A4E4A3342F4B0D8BC28395E51B5060D4991CFD2C91872FD,True,True
fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8i_row030,CAPTURE_150KG_QS,Z4_ZR_N20K4,Z_REFINEMENT_FIXED_INPLANE,C3D8I,AL6061_T6_CAND,row030,20,4,8.0,10849,8224,8,13.55266,18743.427958599998,1.2572976350784302,0.952604384350071,1.2703812651847806,0.5786163661308333,0.14067929979212795,36,8105,ESTAGEA,44.0,-12.0,30.25,True,True,0.24219832505252592,0.952604384350071,0.61443973481342,0.13905619669510058,0.07214022490643432,0.0003523780095586591,31008017,2.2846197680337355e-05,6.437940101022832e-06,1.1736347005353309e-07,-13.552660135897895,-7.23684934200719e-07,7.456287991497805e-07,8.965431384555954e-06,5.5017155241095146e-08,4.783239973156761e-10,0.06048934534192085,0.06048934534192085,0.0,0.06048934534192085,0.0,0.3451465160688663,COMPLETED_SUCCESSFULLY,51422,True,8780012,0,0,0,0,0.8,918A5F33FC66B581679083BE9B9E04A30C0233A7221B8FB7829736855D2D2677,True,True
fea1b_capture_150kg_qs_z6_zr_n20k6_c3d8i,CAPTURE_150KG_QS,Z6_ZR_N20K6,Z_REFINEMENT_FIXED_INPLANE,C3D8I,AL6061_T6_CAND,ENVELOPE_COMPONENTWISE_MAX,20,6,8.0,15715,12336,12,13.55266,19073.267958599998,1.3497538566589355,1.037540719825066,1.3585397430725112,0.5932498191719755,0.15016241296390334,36,12217,ESTAGEA,44.0,-12.0,30.41666603088379,True,True,0.2514280407233378,1.037540719825066,0.6536128096734004,0.14181518645255786,0.07360531713190996,0.00036014536413816903,45008017,2.2980657377047464e-05,6.587123152712593e-06,4.2531962662906153e-07,-13.552660113469756,-7.462331268470734e-07,8.663925495899804e-07,0.00010333406852288104,6.392785988802053e-08,5.417743238713765e-09,0.0629747062921524,0.0629747062921524,0.0,0.0629747062921524,0.0,0.37592055066125574,COMPLETED_SUCCESSFULLY,51423,True,12933428,0,0,0,0,1.7,EE2CFB037FA5FDA08A80694D9BB1D34E86A9026A9CE63635AA4558A7D4B34318,True,True
fea1b_capture_150kg_qs_z8_zr_n20k8_c3d8i,CAPTURE_150KG_QS,Z8_ZR_N20K8,Z_REFINEMENT_FIXED_INPLANE,C3D8I,AL6061_T6_CAND,ENVELOPE_COMPONENTWISE_MAX,20,8,8.0,20581,16448,16,13.55266,19073.267958599998,1.389542579650879,1.0779225313342513,1.408219246708947,0.5954860661685171,0.1542661929263771,36,16329,ESTAGEA,44.0,-12.0,30.5,True,True,0.25253286567419225,1.0779225313342513,0.6695658306247134,0.1419386750746615,0.07369442788615313,0.00036116854151706674,59008017,2.305356065335218e-05,6.6058091761078686e-06,-1.321670879406156e-07,-13.552659977944131,1.1518568499013782e-06,1.1596244233041042e-06,8.58949044899968e-05,8.556434111857777e-08,4.5034183274957566e-09,0.06315340101718903,0.06315340101718903,0.0,0.06315340101718903,0.0,0.39055164178777224,COMPLETED_SUCCESSFULLY,51423,True,17086844,0,0,0,0,2.5,CD167E9BE77549914B46EAB47FD5CCF5019E0C9DCBE095F0B8871B7A94DC8ADE,True,True
fea1b_capture_22kg_qs_l1_mm_coarse_c3d8i,CAPTURE_22KG_QS,L1_MM_COARSE,MESH_MATCHED,C3D8I,AL6061_T6_CAND,ENVELOPE_COMPONENTWISE_MAX,10,1,16.0,966,468,2,7.21244,1846.1363212,0.12294761091470718,0.0648246443981647,0.12856904366036473,0.11780876011592159,0.05434229726696553,12,448,ESTAGEA,56.0,-8.0,28.75,False,True,0.010224206317459607,0.055387321107657046,0.0648246443981647,0.02066252207736156,0.00773445775462495,6.712832199386468e-05,10004009,1.80224215000635e-05,9.838383903115755e-07,1.5357159099949058e-08,-7.21244017117715,-1.067837729351595e-07,2.0233692966797765e-07,1.4002321474397696e-05,2.8053880471515553e-08,7.584662797434211e-09,0.000973142683506012,0.000973142683506012,0.0,0.000973142683506012,0.0,0.023487189999335033,COMPLETED_SUCCESSFULLY,32752,True,825636,8,8,0,0,0.0,F8E3F8B84BD6E042AEE0D1E410BAE7910192C013F85434A5C126128960E90AB4,True,True
fea1b_capture_22kg_qs_l2_mm_medium_c3d8i,CAPTURE_22KG_QS,L2_MM_MEDIUM,MESH_MATCHED,C3D8I,AL6061_T6_CAND,ENVELOPE_COMPONENTWISE_MAX,16,1,10.0,2362,1336,2,7.21244,1846.1363212,0.0838676318526268,0.061966528333658046,0.09242189639669908,0.051313893825167635,0.013020638103981635,16,1258,ESTAGEA,45.0,-15.0,28.75,True,True,0.03231263831616306,0.061966528333658046,0.051716606311867766,0.013440495430779766,0.006820486557190096,4.102852735360934e-05,10006014,1.1083945537393447e-05,5.461579917209747e-07,1.2104877100682643e-08,-7.21244000540446,-9.397751910000807e-09,1.624973779403899e-08,8.970781195082887e-06,2.253015317151892e-09,4.859219274366383e-09,0.0005441122339107096,0.0005441122339107096,0.0,0.0005441122339107096,0.0,0.02245164070060074,COMPLETED_SUCCESSFULLY,42766,True,1763564,0,0,0,0,0.0,608FBDCB582FC09AEA751740BF0B77B79952AC39B4207F3F0F57E151FD4805FD,True,True
fea1b_capture_22kg_qs_l3_mm_fine_c3d8i,CAPTURE_22KG_QS,L3_MM_FINE,MESH_MATCHED,C3D8I,AL6061_T6_CAND,ENVELOPE_COMPONENTWISE_MAX,20,1,8.0,3550,2056,2,7.21244,1846.1363212,0.10247901827096939,0.06917776662237025,0.10193189733820096,0.06689888935725108,0.012261117736512343,36,1937,ESTAGEA,44.0,-12.0,28.75,True,True,0.027673334320368195,0.06917776662237025,0.052610915862651195,0.013316809350525791,0.007054923299811031,4.164953822283512e-05,10008017,1.1413344509492163e-05,5.957658117949904e-07,-3.901756429058878e-08,-7.212440018371126,4.683386123360833e-08,6.366536852976056e-08,4.4484747759029e-06,8.827160923315904e-09,2.4096133773108173e-09,0.0005910915206186473,0.0005910915206186473,0.0,0.0005910915206186473,0.0,0.02506440819651096,COMPLETED_SUCCESSFULLY,51446,True,2549948,0,0,0,0,0.1,6457DDDC023056AEB09C58F09BF173CB2E68A4F902EF2EC50205D404F6DE9BC3,True,True
fea1b_capture_22kg_qs_t2_tt_medium_c3d8i,CAPTURE_22KG_QS,T2_TT_MEDIUM,THROUGH_THICKNESS,C3D8I,AL6061_T6_CAND,ENVELOPE_COMPONENTWISE_MAX,16,2,10.0,3987,2672,4,7.21244,1846.1363212,0.10112837702035904,0.08147165634657777,0.1104716134782009,0.05196621528119346,0.012304225009101579,16,2594,ESTAGEA,45.0,-15.0,29.75,True,True,0.03701155903311307,0.08147165634657777,0.06359657348222242,0.013720702110876185,0.006944117476194753,4.2604498675590493e-05,17006014,1.1570991773623973e-05,5.667142772836087e-07,1.1160530277720682e-08,-7.212440047906966,-5.3318217396736145e-08,7.254286437349575e-08,2.181149102761442e-06,1.0058019806541996e-08,1.1814669792876842e-09,0.0005648434744216502,0.0005648434744216502,0.0,0.0005648434744216502,0.0,0.029518716067600637,COMPLETED_SUCCESSFULLY,42766,True,3120180,0,0,0,0,0.1,93DF6758E7C05FE130A23F8E89927F00699D1AFA8845465F8E8263907ACA3D5B,True,True
fea1b_capture_22kg_qs_t3_tt_fine_c3d8i,CAPTURE_22KG_QS,T3_TT_FINE,THROUGH_THICKNESS,C3D8I,AL6061_T6_CAND,ENVELOPE_COMPONENTWISE_MAX,20,3,8.0,8416,6168,6,7.21244,1846.1363212,0.13855168223381042,0.1047879443147844,0.14090284118463614,0.06775211425319616,0.015627794684371688,36,6049,ESTAGEA,44.0,-12.0,30.08333396911621,True,True,0.029428313891509985,0.1047879443147844,0.06897943024373225,0.013801028187296428,0.007255756476437258,4.405563756654743e-05,24008017,1.208665798912989e-05,6.305576789600309e-07,-8.17052949741992e-08,-7.212440017440031,-2.8748445402015932e-08,8.835373796571931e-08,3.987363096952338e-06,1.2250186894548766e-08,2.1598421802137162e-09,0.0006256348569877446,0.0006256348569877446,0.0,0.0006256348569877446,0.0,0.03796664649086391,COMPLETED_SUCCESSFULLY,51446,True,6703364,0,0,0,0,0.6,A6E4B1D38B53E0F86FA2DDBBC67C9B5195541E7F4D20EE6C9F42C26A308E4CAF,True,True
fea1b_capture_22kg_qs_t4_tt_ultra_c3d8i,CAPTURE_22KG_QS,T4_TT_ULTRA,THROUGH_THICKNESS,C3D8I,AL6061_T6_CAND,ENVELOPE_COMPONENTWISE_MAX,32,4,5.0,27089,21952,8,7.21244,1846.1363212,0.14760170876979828,0.10287708967251638,0.15509537561984674,0.08772737469333451,0.025376809650716783,84,21614,ESTAGEA,47.5,-12.5,30.25,True,True,0.030792723051379554,0.10287708967251638,0.07831850533152578,0.01311242938073161,0.006541683022871098,3.5319140574838376e-05,31012027,9.45966621657135e-06,4.841907070840534e-07,-1.9928815930825294e-08,-7.212439984015077,-2.8768312176907784e-08,3.847455320389328e-08,2.801477719687431e-06,5.3344711642513885e-09,1.5174815031353986e-09,0.00048105468158610165,0.00048105468158610165,0.0,0.00048105468158610165,0.0,0.03727430785236101,COMPLETED_SUCCESSFULLY,90134,True,22659948,0,0,0,0,3.1,156CF6DA07DCBDF3F7F12F239DB4678AAF1357ED48CB83652E034BDBC74C5FA3,True,True
fea1b_capture_22kg_qs_z2_zr_n20k2_c3d8i,CAPTURE_22KG_QS,Z2_ZR_N20K2,Z_REFINEMENT_FIXED_INPLANE,C3D8I,AL6061_T6_CAND,ENVELOPE_COMPONENTWISE_MAX,20,2,8.0,5983,4112,4,7.21244,1846.1363212,0.12683723866939545,0.09335365321952493,0.1292793544369543,0.06720395566339821,0.014317304725578274,36,3993,ESTAGEA,44.0,-12.0,29.75,True,True,0.029084674799075207,0.09335365321952493,0.06396127037702011,0.01370758911107907,0.007208614587308042,4.3519754502978e-05,17008017,1.1934406757063698e-05,6.228631264093565e-07,-3.7316212342375366e-08,-7.212440075350855,1.7228205706487643e-07,1.917064377883793e-07,3.017985582414753e-06,2.6579969856023663e-08,1.6347577087119133e-09,0.0006179832271300256,0.0006179832271300256,0.0,0.0006179832271300256,0.0,0.0338237873983786,COMPLETED_SUCCESSFULLY,51446,True,4626596,0,0,0,0,0.2,9516A4EEB30C57EA254F5578E130F4AB0FE8AFDCC4F8E66429A1D83486E337A5,True,True
fea1b_capture_22kg_qs_z4_zr_n20k4_c3d8i,CAPTURE_22KG_QS,Z4_ZR_N20K4,Z_REFINEMENT_FIXED_INPLANE,C3D8I,AL6061_T6_CAND,ENVELOPE_COMPONENTWISE_MAX,20,4,8.0,10849,8224,8,7.21244,1846.1363212,0.14561305940151215,0.11157233451081248,0.14747648869820715,0.06820793869462462,0.016365005590667423,36,8105,ESTAGEA,44.0,-12.0,30.25,True,True,0.03035657851299428,0.11157233451081248,0.07190225482524558,0.01383973813595065,0.007277985277293111,4.430403388262246e-05,31008017,1.2158264325989876e-05,6.341057314784848e-07,3.1947394063536194e-08,-7.21244001388277,-7.988774086697958e-09,3.5737764208770675e-08,9.709581406153658e-06,4.955017193733421e-09,5.259406520880522e-09,0.0006291681784205139,0.0006291681784205139,0.0,0.0006291681784205139,0.0,0.04042475888072916,COMPLETED_SUCCESSFULLY,51446,True,8780012,0,0,0,0,0.7,9B6F43DFA977D848B0CCF1E0EBF3B2198EA5663DE2C3C2562FC4FB9D6285C8A1,True,True
fea1b_capture_22kg_qs_z6_zr_n20k6_c3d8i,CAPTURE_22KG_QS,Z6_ZR_N20K6,Z_REFINEMENT_FIXED_INPLANE,C3D8I,AL6061_T6_CAND,ENVELOPE_COMPONENTWISE_MAX,20,6,8.0,15715,12336,12,7.21244,1846.1363212,0.15377609431743622,0.11951160145720448,0.15456128800832084,0.0687607029409261,0.017170707903514507,36,12217,ESTAGEA,44.0,-12.0,30.41666603088379,True,True,0.031029880403981292,0.11951160145720448,0.07519008848346108,0.013870585165346075,0.007297922909733614,4.454898094634411e-05,45008017,1.2229821550135966e-05,6.375796033353254e-07,-2.646372365688876e-08,-7.212439950701082,3.9646522509428905e-08,6.857520482483121e-08,5.39091000267368e-06,9.507906453964429e-09,2.920103971070541e-09,0.0006326328730210662,0.0006326328730210662,0.0,0.0006326328730210662,0.0,0.043301304875798724,COMPLETED_SUCCESSFULLY,51447,True,12933428,0,0,0,0,1.6,E0C7E8533051A68CEC62488DFC8B38CC1EB7C4D764A0AA88617666D30FFCFD00,True,True
