wire_id,active,from_endpoint,from_ref_pin,from_MPN,from_housing,from_contact,to_endpoint,to_ref_pin,to_MPN,to_housing,to_contact,net,identity,voltage_V,current_A,wire_MPN,AWG,cut_length_mm,cut_tolerance_mm,strip_start_mm,strip_end_mm,shield,shield_termination,protection,missing_fields,source,manufacturing_release
BP04,True,BPX.PBAT2.4,U2.PBAT2.4,,,,DOCK.P4.8,U5.P4.8,,,,WP10_LEGACY_069,ORBIT_EPS_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,RAW battery outputs lack short-circuit protection in cited BPX contract; harness protection remains open,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""BP04""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
BP05,True,BPX.PBAT2.5,U2.PBAT2.5,,,,DOCK.P4.1,U5.P4.1,,,,WP10_LEGACY_070,ORBIT_EPS_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,RAW battery outputs lack short-circuit protection in cited BPX contract; harness protection remains open,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""BP05""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
BP06,True,BPX.PBAT2.6,U2.PBAT2.6,,,,DOCK.P4.2,U5.P4.2,,,,WP10_LEGACY_071,ORBIT_EPS_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,RAW battery outputs lack short-circuit protection in cited BPX contract; harness protection remains open,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""BP06""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
BP07,True,BPX.PBAT2.7,U2.PBAT2.7,,,,DOCK.P4.3,U5.P4.3,,,,WP10_LEGACY_072,ORBIT_EPS_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,RAW battery outputs lack short-circuit protection in cited BPX contract; harness protection remains open,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""BP07""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
BP08,True,BPX.PBAT2.8,U2.PBAT2.8,,,,DOCK.P4.4,U5.P4.4,,,,WP10_LEGACY_073,ORBIT_EPS_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,RAW battery outputs lack short-circuit protection in cited BPX contract; harness protection remains open,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""BP08""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
BP09,True,BPX.PBAT2.9,U2.PBAT2.9,,,,DOCK.P5.2,U5.P5.2,,,,WP10_LEGACY_074,ORBIT_EPS_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,RAW battery outputs lack short-circuit protection in cited BPX contract; harness protection remains open,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""BP09""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
BP10,True,BPX.PBAT2.10,U2.PBAT2.10,,,,DOCK.P5.4,U5.P5.4,,,,WP10_LEGACY_064,ORBIT_EPS_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,RAW battery outputs lack short-circuit protection in cited BPX contract; harness protection remains open,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""BP10""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
BP11,True,BPX.PBAT2.11,U2.PBAT2.11,,,,DOCK.P5.3,U5.P5.3,,,,WP10_LEGACY_065,ORBIT_EPS_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,RAW battery outputs lack short-circuit protection in cited BPX contract; harness protection remains open,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""BP11""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
BP12,True,BPX.PBAT2.12,U2.PBAT2.12,,,,DOCK.P5.1,U5.P5.1,,,,WP10_LEGACY_066,ORBIT_EPS_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,RAW battery outputs lack short-circuit protection in cited BPX contract; harness protection remains open,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""BP12""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
PV0_1,True,PV_BRANCH_0.BLOCKED_POS,U11.BLOCKED_POS,,,,ACU.X1.TFM.1,U1.X1.TFM.1,,,,WP10_LEGACY_051,ORBIT_ARRAY_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,Per-string blocking diode required; selected diode/array topology not bound,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""PV0_1""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
PV0_3,True,PV_BRANCH_0.BLOCKED_POS,U11.BLOCKED_POS,,,,ACU.X1.TFM.3,U1.X1.TFM.3,,,,WP10_LEGACY_051,ORBIT_ARRAY_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,Per-string blocking diode required; selected diode/array topology not bound,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""PV0_3""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
PV0_RET2,True,PV_BRANCH_0.RET,U11.RET,,,,ACU.X1.TFM.2,U1.X1.TFM.2,,,,WP10_LEGACY_058,ORBIT_ARRAY_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,Per-string blocking diode required; selected diode/array topology not bound,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""PV0_RET2""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
PV0_RET4,True,PV_BRANCH_0.RET,U11.RET,,,,ACU.X1.TFM.4,U1.X1.TFM.4,,,,WP10_LEGACY_058,ORBIT_ARRAY_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,Per-string blocking diode required; selected diode/array topology not bound,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""PV0_RET4""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
PV1_5,True,PV_BRANCH_1.BLOCKED_POS,U12.BLOCKED_POS,,,,ACU.X1.TFM.5,U1.X1.TFM.5,,,,WP10_LEGACY_061,ORBIT_ARRAY_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,Per-string blocking diode required; selected diode/array topology not bound,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""PV1_5""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
PV1_7,True,PV_BRANCH_1.BLOCKED_POS,U12.BLOCKED_POS,,,,ACU.X1.TFM.7,U1.X1.TFM.7,,,,WP10_LEGACY_061,ORBIT_ARRAY_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,Per-string blocking diode required; selected diode/array topology not bound,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""PV1_7""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
PV1_RET6,True,PV_BRANCH_1.RET,U12.RET,,,,ACU.X1.TFM.6,U1.X1.TFM.6,,,,WP10_LEGACY_062,ORBIT_ARRAY_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,Per-string blocking diode required; selected diode/array topology not bound,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""PV1_RET6""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
PV1_RET8,True,PV_BRANCH_1.RET,U12.RET,,,,ACU.X1.TFM.8,U1.X1.TFM.8,,,,WP10_LEGACY_062,ORBIT_ARRAY_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,Per-string blocking diode required; selected diode/array topology not bound,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""PV1_RET8""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
PV2_9,True,PV_BRANCH_2.BLOCKED_POS,U13.BLOCKED_POS,,,,ACU.X1.TFM.9,U1.X1.TFM.9,,,,WP10_LEGACY_053,ORBIT_ARRAY_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,Per-string blocking diode required; selected diode/array topology not bound,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""PV2_9""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
PV2_11,True,PV_BRANCH_2.BLOCKED_POS,U13.BLOCKED_POS,,,,ACU.X1.TFM.11,U1.X1.TFM.11,,,,WP10_LEGACY_053,ORBIT_ARRAY_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,Per-string blocking diode required; selected diode/array topology not bound,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""PV2_11""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
PV2_RET10,True,PV_BRANCH_2.RET,U13.RET,,,,ACU.X1.TFM.10,U1.X1.TFM.10,,,,WP10_LEGACY_052,ORBIT_ARRAY_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,Per-string blocking diode required; selected diode/array topology not bound,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""PV2_RET10""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
PV2_RET12,True,PV_BRANCH_2.RET,U13.RET,,,,ACU.X1.TFM.12,U1.X1.TFM.12,,,,WP10_LEGACY_052,ORBIT_ARRAY_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,Per-string blocking diode required; selected diode/array topology not bound,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""PV2_RET12""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
PV3_13,True,PV_BRANCH_3.BLOCKED_POS,U14.BLOCKED_POS,,,,ACU.X1.TFM.13,U1.X1.TFM.13,,,,WP10_LEGACY_054,ORBIT_ARRAY_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,Per-string blocking diode required; selected diode/array topology not bound,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""PV3_13""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
