id,domain,description,verdict_or_status,authority_path,locator,sha256,retained_as,notes
NEG-MECH-02,mech,11个强制关键态探针全部UNSAFE,states_safe=0 states_unsafe=11 states_unknown=0,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_b601_harness_rated_envelope/03_envelope/B601_HARNESS_RATED_ENVELOPE_V1.yaml,mandatory_key_state_probe,a63a93de5b6b3bee37819379757abe5b9f7fc457641f852e06676b686bc416c6,HARD_NEGATIVE_CURRENT,"AGENTS.md所述11/11 UNSAFE""经核实属实(探针态口径)"""
NEG-MECH-03,mech,Route-B时代任务覆盖：10/10强制关键态UNSAFE(间隙约-10.41 mm/弯折0.100 mm/夹挤负)、0/8轨迹段获权,FAIL_AT_MANDATORY_KEY_STATES; mission_coverage FAIL,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_b601_harness_rated_envelope/04_mission/B601_HARNESS_MISSION_COVERAGE_GATE.json,key_state_checks[10] pass全false; trajectory_segments_with_released_authority=0,f3b444222e87509b66f712e623a4903748c7309c6396708ec02a0c1a54cdaa5c,HARD_NEGATIVE_CURRENT,150kg锚点正确要求ABORT/RECOVERY；外部任务门UNKNOWN fail-closed
NEG-MECH-04,mech,机械→具身handoff V2为11/12，唯一失败G12线束额定运行包络,MECHANICAL_TO_EMBODIED_HANDOFF_FAIL,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_b601_harness_rated_envelope/07_release/MECHANICAL_TO_EMBODIED_HANDOFF_GATE_V2.json,"checks_failed=[G12]; G12 evidence terms (mission_coverage_pass=false, map_contains_safe_sample=false)",13722965d5c558d3439a7cb1e77abbf3c2094b88e9d62f80d664d0c4c90d4e21,CURRENT_BLOCKER,统一接口重跑仍失败(17号终端gate: rerun ... still fails G12)
NEG-MECH-05,mech,"Sim13父Gate冻结于15/20(NC15/16/18/19/20 dependency_hold),最大运行态ABORT_ONLY","15/20 (parent gate, historical snapshot)",20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/18_SIM13_PREEXECUTION_GATE.json,nc_state; maximum_current_operational_state,af24635327dc96d0daaaba6a074c9440c0bd0f984e1418af6c6677c3d4cf77de,FROZEN_PARENT_TRUTH,后续后端20/20为append-only子域证据，父Gate未重发(CHILD_RESULT_NEWER__PARENT_GATE_NOT_REISSUED)
NEG-MECH-08,mech,"Route-B固定外置线束终局否决并冻结,禁止重开/继承其种子尺寸与0.684 kg诊断质量",REJECTED (route_b),20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/12_HARNESS_MISSION_ENVELOPE.yaml,route_b: REJECTED (full-range negative result frozen; reopening prohibited),6d5405e40c317e5b96734554d41a2d5169396ba0bcf7cc158dec2908b9d71a22,FROZEN_HARD_NEGATIVE,ODR-42 acknowledgements逐项确认
NEG-MECH-09,mech,"e15 legacy ANCF线认证未过(交叉求解最大差5.64%>5%),保留为硬负结果",REPEAT_ANCF_CERTIFICATION (preserved),20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/19_OPEN_QUALIFICATION_HOLDS.csv,HOLD-14,29ee63d5e723db33ecb61f2d1cebdcbfa06966328a6f4843aed4eacd1285132c,PRESERVED_HARD_NEGATIVE,现行线交叉求解重认证由E23 G07/G11交付；legacy线不改写
NEG-MECH-10,mech,E22全柔耦合16/18 HOLD(G11/G17 fail)为不可变历史,HOLD_16_OF_18 (historical),20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/15_UNIFIED_R2_SYSTEM_INTERFACE.yaml,bindings.e22_coupled_gate.status,19822080e540de1e46a383b49c60cd0fb4f40db9dd4fd5edddd4f9c31ddd1e3a,HISTORICAL_IMMUTABLE,由E23重认证取代(13_R2_FLEX_MODEL.yaml)
NEG-MECH-11,mech,TMC-F01:gen_urdf在有效授权下8次执行均被fail-closed终检拒绝(CPython 3.13/3.14 marshal运行码指纹不稳),documented defect; Red Team adjudicated; owner review pending,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/unified_r2_digital_prototype_prebind/generated_v2/UNIFIED_R2_URDF_EXECUTION_RECEIPT_V2.json,"authority_execution_history (gen_urdf_attempts=8, all DENIED); documented_defect.id=TMC-F01",957ca67d7bcc2cb591df2442f24532ca3dae24f358fc69bf390ac1a20f6f021e,DOCUMENTED_DEFECT,URDF XML输出确定不受影响；source-only路径发射并完整披露
NEG-MECH-13,mech,"Checkpoint-B C2准入2/8(RFI-E/F/G响应0;注册表13/13 null),Route-C CAD当时禁止",CHECKPOINT_B_REACHED__...HOLD_13_OF_13_PHYSICAL_FIELDS_NULL__CAD_PROHIBITED__NO_RELEASE_CREDIT,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_b601_harness_rated_envelope/checkpoint_b/ROUTE_C_CHECKPOINT_B_GATE_V1.json,"admission.summary (pass 2: C2-ADM-01/07; fail 6); physical_registry (value_non_null 0, HOLD 13); rfi_state.responses_received=0",c9e7526d790e1fb7f5522a113edf41f5913207c15a68e12468fd9eba157349d1,HISTORICAL_HOLD_SUPERSEDED_BY_OWNER_DIRECTIVE,后续经ODR-42/53 Owner指令放行RC-2/3;准入Gate从未重跑为PASS
NEG-MECH-16,mech,B601线束终端Gate(Route-B时代):TMG-4 FAIL_ROUTE_B_MANDATORY_STATES、TMG-6 FAIL_11_OF_12、终端放行条件all_met=false,terminal_release_condition.all_met=false; mechanical_design NOT_RELEASED,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_b601_harness_rated_envelope/07_release/B601_HARNESS_TERMINAL_GATE_V1.json,terminal_release_condition; route_b REJECTED; route_c TRIGGERED,d65bd945b3f0c93041bfd10cfabcd9e423596b3fc19400c45fa58cb08de96af4,HISTORICAL_LINEAGE,后续R2终端Gate继承其否定语义
NEG-MECH-17,mech,"01_BASELINE_MANIFEST.json自引用条目与实际文件不符:清单内记bytes=4497/sha256=C7206FAD...,实测4488字节/sha256=7e87ee69...",SELF_REFERENCE_INCONSISTENCY (manifest self-entry stale),20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/01_BASELINE_MANIFEST.json,"files[1] (file 01_BASELINE_MANIFEST.json, bytes 4497) vs sha256sum实测",7e87ee69a582ffefb3400a67e84a562729585745fe59e8ed1dec7a12c1ea5bbe,INTEGRITY_OBSERVATION,"其self_reference_policy声明CSV排除自身与本manifest,但manifest仍含自身条目且为陈旧值;22_RELEASE_SHA256.csv本身不含01条目,不影响上游pin校验(00 gate hash_mismatch=0)"
NEG-MECH-18,mech,20_RED_TEAM.json与21_FALSIFIER.json逐字节相同(同一TMC_RED_TEAM_AND_FALSIFIER_V2内容),IDENTICAL_CONTENT (sha256 both F3981655...),20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/20_RED_TEAM.json,whole file vs 21_FALSIFIER.json,f3981655c383ebdc22aec3b936c28b86d41647363a50361a4bb31d14dfe85e2f,INTEGRITY_OBSERVATION,红队与证伪为同一份合并文件的两个文件名;引用时应注明二者同hash
NEG-MEM-01,memory,e15 ANCF 交叉求解认证失败（最大差 5.637%>5% 门槛）,REPEAT_ANCF_CERTIFICATION,30_simulation/e15_ancf_certification/results/gate_summary.json,"key ""overall""=REPEAT_ANCF_CERTIFICATION；cross_solver_diagnostic.max_relative_difference=0.05637349419858036",aab4d609e219279c2563c8a38743ac1784bbf16de399d5b8798439b0ac2dca80,IMMUTABLE_NEGATIVE_RESULT,硬负结果；全耦合新模型须重过该 Gate；删除 REPEAT/HOLD/负结果是审计红线
NEG-MEM-02,memory,CTRL-01 末端跟踪控制未通过（严格 6D 零空间真零、冻结增益超差等 7 项真实负结果）,REPEAT,30_simulation/control_01_end_effector_tracking/results/control_01_gate_check.json,"key ""verdict""=REPEAT；""next_stage_authorized""=false",ab1fd26978f4250e32e3090a3cd6dc7d41dc1f1b0182861c41ba9af44d0d8f96,IMMUTABLE_NEGATIVE_RESULT_CLOSED_BY_CP6,"引用必须携带""冻结增益与预注册轨迹下""限定；CP6 终裁不改写机器 verdict"
NEG-MEM-03,memory,Wave1 控制闭环集成未授权进入下一波,WAVE1_REPEAT,10_research/partner_requirement_closure/wave1_results/wave1_gate_check.json,"key ""verdict""=WAVE1_REPEAT；verdict_character=ALL_IMPLEMENTATION_DEFECTS_RESOLVED_REMAINDER_IS_PRESERVED_GENUINE_NEGATIVES",ef49240d90471f85a6ee9479855077b0b24b90272c38415cfe71aefc3bd80daf,IMMUTABLE_NEGATIVE_RESULT_ARCHIVED,原样入档；PI 终裁（wave1_cp6_ruling.md）采纳方案 B 以文档化负结果收口，合并主干=证据存档非 PASS 声明
NEG-MEM-04,memory,sim_12 B/D 锚点工况四策略全不可行→ABORT（REPEAT_CORE 在策略空间复现）,ABORT_AS_NEGATIVE,30_simulation/sim_12_strategy_feasibility/results/sim_12_gate_check.json,gates.GS2_differentiation.best_per_case.B_anchor=ABORT、D_extreme=ABORT；GS3.allowed[2]=REPEAT_CORE reproduced in strategy space,a416c13481119bbdc61764d518a1abebc159a78bbd78fac132803069713dacd8,IMMUTABLE_NEGATIVE_RESULT,B 150kg@3°/s 与 D 150kg@5°/s 瓶颈为速率门（2°/s registry），任何本策略集成员都救不了（strategy_comparison_report.md L14-21）
NEG-MEM-05,memory,S3b 臂摆预整形为预注册断言、未入 Phase1 策略集,PREREGISTERED_ASSERTION_NOT_IN_SET,30_simulation/sim_12_strategy_feasibility/docs/strategy_comparison_report.md,"L32：S3b 不在集合（预注册断言待 sim_11 多体固化）；tests/run_all.py L33-38 参数卡防呆断言""S3b not in strategies""",5bb7c6a7167710b207980d4b63b6854c18e79c2e0ffba7886251eaf637971b4c,PREREGISTERED_PENDING,机器防呆在位；不得把 S3b 写入已验证策略结论
NEG-MEM-06,memory,sim_11 v1.0 G4 模态能收敛 FAIL（理想冲量对模态能指标不适定）,SIM11_GATES_FAIL: G4_convergence,30_simulation/sim_11_coupled_dynamics/README_sim_11.md,L27：SIM11_GATES_FAIL: G4_convergence（git 6c0035b）；AGENTS.md L31 同记,d1e7db0e15cee2ca06921e21b25696ed610c412ba6926b685f65bca20cc1ab02,IMMUTABLE_HISTORICAL_FAIL,v1.1 以有限接触带宽解除 G4 后该 FAIL 仍为不可变历史；叙事中用作验证体系有效性的正向证据
NEG-MEM-07,memory,E22 R2 全柔性耦合诊断 16/18 HOLD（G11 HF→五模态 ROM 3.51%>1%、G17 三通道比较 PARTIAL_FAIL_CLOSED）,HOLD_R2_HF_TO_ROM_DYNAMIC_VALIDATION_FAILED,30_simulation/e22_r2_full_flex_coupled_diagnostics/results/E22_R2_FULL_FLEX_COUPLED_GATE_V1.json,"technical_verdict；summary.passed=16/total=18/failed=[G11,G17]；authority_dispositions.review_status=PENDING_OWNER_REVIEW、next_stage_authorized=false",472ada4a7abf98bbd5f72b0459400704a86faf2b13daccd562025c0cc356aa5e,IMMUTABLE_HISTORICAL_HOLD,不可变历史；E23（18/18）为现行重认证线但 E22 不删除不覆盖；authority_dispositions 同时保留 e15_current=REPEAT_ANCF_CERTIFICATION 与 harness=UNSAFE_INDEPENDENT_FACT
NEG-MEM-08,memory,e15 core 覆盖 PASS 但零安全候选 / e16 同步捕获 216 例 formal_safe=0,REPEAT_CORE_NO_SAFE_CANDIDATE / formal_safe=0,10_research/framework_convergence/claim_evidence_matrix.csv,C10 行（coverage 通过但 safe_candidate_count=0）与 C12 行（18 动态均 CORE_UNSAFE；formal safe=0）,7d296e7a243700895916fbccb00ffa7d7c26f22a3a64f073eb20dd154ad5a0f1,IMMUTABLE_NEGATIVE_RESULT,覆盖 PASS≠存在安全候选；UNKNOWN/缺证据不等于 UNSAFE 的 fail-closed 语义依据
NEG-MEM-09,memory,Route-C V9F 在 M01 直线关节空间路径上原始实体穿透（-10.729mm，门控后 -17.313mm）,TERMINAL_NEGATIVE_EVIDENCE,01_project/competition/Route_C终局Owner系统边界决策包_20260826.md,§1 终局负证据表（s=0.5，q 六值，SEG04 vs vendor:link3）,9e9a4156c80f558513828597b00d03a9c23fc9f98b0a0322309728da317adabb,IMMUTABLE_TERMINAL_NEGATIVE,只证 V9F 在当前 M01 直线路径失败；不证所有六自由度绕行/内走线不可能；禁止绑定到 TMG-2/Unified R2/handoff/Sim13
NEG-MECH-06,route_c,"Route-C RC-4任务覆盖V1:1/10关键态UNSAFE(ARM_STOWED_ONORBIT_C05 gated -13.687 mm),M01段最差gated -13.846 mm,弯曲半径R50零裕度FAIL",FAIL_DOCUMENTED,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_MISSION_COVERAGE_GATE_V1.json,verdict; documented_failures; predicates.clearance/bend_radius pass=false,14cd127a2c6a10cf7995af9180b8f84fc565624476db3fb0ef9fc775ebdf766a,HARD_NEGATIVE_CURRENT,外部任务门UNKNOWN逐字携带不消费；轨迹时间权威为minimum-jerk种子
NEG-MECH-07,route_c,"V9F在当前M01直线q路径中点(s=0.5)发生原始实体穿透:SEG04_SECTION6_LINK4_DOWNSTREAM_CONDUIT vs vendor:link3,raw -10.729480331980062 mm,gated -17.313396996697108 mm",V9F_REJECTED_BY_EXACT_EQUIVALENT_RAW_PENETRATION_WITNESS_ON_CURRENT_M01_PATH__GEOMETRY_BUDGET_EXHAUSTED__NO_RELEASE_CREDIT,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_V9F_MANDATORY_M01_FALSIFIER_GATE.json,witness (fraction 0.5; q_bytes_sha256 CBAA4849...; result_fingerprint 607BEF54...; strict_equivalence 43 nodes/19 binary64 mismatch 0),09c3199bd9824dfdbb9782c20be200f31760f44a89ef68d16f32d0e213f191a0,HARD_NEGATIVE_CURRENT,"穿透为raw物理穿透非仅降额；不在65 mm注册导向接口窗内(距接口起点292.03 mm,registered_interface_contact=false)"
NEG-MECH-12,route_c,RC-5九构型绑定权威Gate FAIL:C05 FAIL、C06-C09 HOLD;V9F增量+3.040266861665941 kg,COMPLETE_NON_AUTHORIZING__NINE_CONFIGURATION_BINDING_GATE_FAIL,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_TERMINAL_CURRENT_FRONTIER_V3.json,verified_positive_evidence.mass_inertia_numerical_propagation.binding_states,5c73438c86a6f217e9b5eac30f875759f265acf3c33944203151a6906db3a86a,CURRENT_BLOCKER,"ODR-59数值规则缺失,TMG-2重开未评估"
NEG-MECH-14,route_c,"V9F终局穷举扫掠在falsifier后有依据终止:全量权威扫掠未完成,部分输出0,未推断任何正向Gate",full_sweep_completed=false; partial_output_count=0; positive_gate_inferred=false,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_V9F_TERMINAL_RULING.json,terminal_evidence.exhaustive_abort_record,09611ddb8adc96d82c7446b5edd7877c075dccebe9166550014282ddd25054d5,TERMINATION_RECORD,单一精确等价负见证足以否决当前候选;完整通过样本集是任何未来PASS的必要条件
NEG-MECH-15,route_c,"全硬件域抽查最差门控间隙-43.456 mm(joint3,SEG-07B腕尾电源 vs bus),不构成全域PASS依据",PASS_FULL_HARDWARE_RANGE not claimed (spot check negative),20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_MISSION_COVERAGE_GATE_V1.json,full_range_spot_check.worst_clearance_mm_gated=-43.456249185885824,14cd127a2c6a10cf7995af9180b8f84fc565624476db3fb0ef9fc775ebdf766a,HARD_NEGATIVE_CURRENT,全域Route-C为DEFERRED_HOLD(ODR-42)
NEG-MECH-19,route_c,"RC4/RC6收口检查点报告为未完成草稿(§1/§6/§7/§8待填),所指VF别名终版Gate从未生成",DRAFT_UNFINISHED,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_RC4_RC6_CHECKPOINT_REPORT_V1.md,§1/§6/§7/§8 (待填); 产物路径ROUTE_C_*_VF.*不存在于route_c/,ad28a9045aca740a2bbfc76af97af811e033fee1fe4960a60275dc7653dafbac,INCOMPLETE_DOC,实际终版为ROUTE_C_MISSION_COVERAGE_GATE_V1.json(FAIL_DOCUMENTED)与后续V9F falsifier;报告根因表(A腕部降段/B J1 pinch/C J1导向壁)仍有参考价值
NEG-SIM13-01,sim13,机械→具身移交门 FAIL:G12 HARNESS_RATED_OPERATIONAL_ENVELOPE 未过(11/12);unified interface 提供单一消费点但 G12 仍 FAIL,FAIL(HOLD),20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/17_MECH_TO_EMBODIED_HANDOFF_GATE.json,$.verdict=MECHANICAL_TO_EMBODIED_HANDOFF_FAIL; $.current_handoff_gate_v2.failed,42792057bd9fe08fdeabadec23b5f2cfa06095a33d5a8f363633ce90bc6be982,CURRENT_HOLD,PENDING_OWNER_REVIEW;依赖机械 Route-C 线束任务包络(0/75 SAFE、11/11 强制 UNSAFE)
NEG-SIM13-02,sim13,"B4G 合成夹爪回撤执行 campaign 被作废:3 例 MIDPOINT_COARSE(A1,ALPHA_16,TCMD 5/10/20ms)触发 B4F-G06 能量-功恒等式失败;failure_type=B4GExecutionError",EXECUTION_INVALIDATED(active=true),30_simulation/sim_13_physics_gated_embodied_grasping/v4_synthetic_contact_capture_diagnostic/phase_b4g_post_freeze_synthetic_jaw_retraction_execution/results/SIM13_V4B4G_EXECUTION_INVALIDATED_V1.json,$.failure; $.raw_case_and_diagnostic_evidence_preserved=true,2743fbd314cca3eaa6fb5f4985df8f65697e5bd968de6deb2ad58f0521fab1d9,REGISTERED_FAILURE_RAW_PRESERVED,原始 case 与诊断证据保留;仅 allowlist 内 stale final 清理
NEG-SIM13-03,sim13,"B4G 先前 final credit 被取代:preflight_complete 前产物移除,替代 campaign 摘要登记",PRIOR_FINAL_CREDIT_SUPERSEDED,30_simulation/sim_13_physics_gated_embodied_grasping/v4_synthetic_contact_capture_diagnostic/phase_b4g_post_freeze_synthetic_jaw_retraction_execution/results/SIM13_V4B4G_PRIOR_FINAL_CREDIT_SUPERSEDED_V1.json,$.schema; $.raw_case_and_diagnostic_evidence_preserved=true,e8ab12c4b11706b3be1eaf5af44d79ce353754333e4b57059017046dd4e7e720,SUPERSEDED_RECORD,与 NEG-SIM13-02 同一失败链
NEG-SIM13-04,sim13,"B4G_R1 仅闭环已注册失败合同:original_b4g_final_credit=false、b4g_scientific_gate_pass=false、new_physics_campaign_executed=false;机理=冻结离散第一定律中显式中点二阶截断缺陷(经验阶 2.011-2.080,仅 slots 82/84/88 失败,G06 阈值 1e-7 J)",PASS_PHASE_B4G_R1_REGISTERED_FAILURE_CLOSURE_CONTRACT_ONLY,30_simulation/sim_13_physics_gated_embodied_grasping/v4_synthetic_contact_capture_diagnostic/phase_b4g_r1_registered_failure_closure_contract/results/SIM13_V4B4G_R1_FAILURE_CLOSURE_GATE_V1.json,$.status; $.failure_closure.mechanism; $.open_items(g04_runner_validator_contract_divergence=true; g12_paired_finite_predicates_false=9/9; a2_executed=false); $.claim_boundary,ae7e81f66cf6a5ec218cbb8e3fc4a1ec923a49e2cf0cafc6681eec449d855c68,FAILURE_CLOSURE_CONTRACT_ONLY,claim_boundary 明文:不授予原 final credit/科学 PASS/物理/当前系统/NC19/Owner/生产/下一阶段权威
NEG-SIM13-05,sim13,e15 legacy ANCF 交叉求解最大相对差 5.637349419858036% > 5% 门槛,REPEAT_ANCF_CERTIFICATION(保留硬负结果),30_simulation/sim_13_physics_gated_embodied_grasping/v2_system_rebind/current_system_handoff_intake_v1/evidence/CURRENT_SYSTEM_HANDOFF_INTAKE_V1.json,$.preserved_hard_negatives.e15.max_cross_solver_relative_difference=0.05637349419858036; $.checks.e15_repeat_5p637349pct_gt_5pct=true,8e1419808aedcd3332a3a6509df69824ef763a05d993af6d3920e7486d4e5fe0,HARD_NEGATIVE_PRESERVED,现行线由 E23 G07/G11 重认证交付;legacy 线不复写
NEG-SIM13-06,sim13,E22 R2 HF→ROM 动态验证 16/18(G11/G17 FAIL),HOLD_R2_HF_TO_ROM_DYNAMIC_VALIDATION_FAILED,30_simulation/sim_13_physics_gated_embodied_grasping/v2_system_rebind/current_system_handoff_intake_v1/evidence/CURRENT_SYSTEM_HANDOFF_INTAKE_V1.json,"$.preserved_hard_negatives.e22(failed=[G11,G17],passed=16,total=18); $.checks.e22_16_of_18_g11_g17_fail=true",8e1419808aedcd3332a3a6509df69824ef763a05d993af6d3920e7486d4e5fe0,HARD_NEGATIVE_PRESERVED,不可变历史;E23 18/18 为现行重认证线
NEG-SIM13-07,sim13,Sim13 V1 现行绑定被更新 M7 证据失效;V1 包最大用途降为历史 bootstrap/回归,INVALIDATED_BY_NEWER_M7_EVIDENCE,30_simulation/sim_13_physics_gated_embodied_grasping/v2_system_rebind/current_system_handoff_intake_v1/evidence/CURRENT_SYSTEM_HANDOFF_INTAKE_V1.json,$.preserved_hard_negatives.current_binding; 模块 README L5-8,8e1419808aedcd3332a3a6509df69824ef763a05d993af6d3920e7486d4e5fe0,SUPERSEDED,V1 不得释放非 ABORT 生产动作
NEG-SIM13-08,sim13,"TMC-F01:gen_urdf 运行时代码指纹在 CPython 3.13.9/3.14.4 下冷热态不稳(marshal FLAG_REF 字节差);8 次授权执行尝试全被 fail-closed 终检拒绝,写 11 个 run consumption 标记",DOCUMENTED_DEFECT(全披露),20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/unified_r2_digital_prototype_prebind/generated_v2/UNIFIED_R2_URDF_EXECUTION_RECEIPT_V2.json,$.documented_defect.id=TMC-F01; $.authority_execution_history(all_attempts_result=DENIED_BY_FAIL_CLOSED_FINAL_CHECK),957ca67d7bcc2cb591df2442f24532ca3dae24f358fc69bf390ac1a20f6f021e,DOCUMENTED_DEFECT_PENDING_ADJUDICATION,URDF XML 数据输出确定性不受影响;处置需 Red Team+Falsifier+Owner
NEG-SIM13-09,sim13,"sim05/sim06/sim10 当前重执行 HOLD:REORG04 后旧默认输入路径不存在,sim10 冻结阈值注册表哈希与现行文件哈希不一致",HOLD_INPUT_PATH_OR_HASH_DRIFT,30_simulation/sim_13_physics_gated_embodied_grasping/v2_system_rebind/results/SIM13_V2_PREBIND_SOURCE_GATE_V1.json,$.current_regression_reexecution_status,dbfff803a656f4ad74934f0c886bc258e219cdc6904647d2855f15d2c3916906,CURRENT_HOLD,历史产物仅作哈希锚点;修复需显式版本化重跑输入
NEG-SIM13-10,sim13,"后端包探索期事故(FAIL_DOCUMENTED):按上游 README 运行再生成式 validate_prebind_v2.py,因 unified URDF 已发射(P25 true→false)重写 4 个 prebind 文件;已按记录哈希逐字节恢复,15/20 负控证据本体未被触碰",FAIL_DOCUMENTED_RESTORED,30_simulation/sim_13_physics_gated_embodied_grasping/v2_system_rebind/runtime_fail_closed_backends_v2/README.md,L69-75(披露段);SIM13_V2_BACKENDS_PACKAGE_VALIDATION_V1.json $.checks.V02 pin_match=true 五项,66a82bc1379762bd725c9322956992e8579ab9febfafaca125223bb190b5be84,DOCUMENTED_INCIDENT_RESTORED,此后未再运行该再生成式脚本;V02 钉死历史五文件
NEG-SIM13-11,sim13,"B4E 求解器 campaign 主分支 horizon 耗尽,结论不确定;不作主分支移除",PRIMARY_BRANCH_HORIZON_EXHAUSTED_INCONCLUSIVE,30_simulation/sim_13_physics_gated_embodied_grasping/v4_synthetic_contact_capture_diagnostic/phase_b4_post_freeze_synthetic_6d_solver/results/SIM13_V4B4E_AUDITED_GATE_V1.json,$.status,8f644e69f626793989488c8d8ff3803f9f1354c6d637e1e237044a55421c896e,INCONCLUSIVE_RETAINED,NO_MAIN_REMOVAL;所有物理/当前/正式 HOLD 保持
NEG-SIM13-12,sim13,v4 运行时守卫诊断期 NC19 正式未执行:权威窄相接触与释放几何缺席,HOLD_AUTHORITATIVE_NARROW_PHASE_CONTACT_AND_RELEASED_GEOMETRY_ABSENT,30_simulation/sim_13_physics_gated_embodied_grasping/v4_runtime_guard_diagnostic/results/SIM13_V4_RUNTIME_GUARD_DIAGNOSTIC_GATE_V1.json,$.nc19_status; $.diagnostic_claim_boundaries.NC19=NOT_EXECUTED__FORMAL_HOLD,104d6d25d1c4f05b5447639d1d1ccbe464e622241ec23098e14ff44003d885e0,HISTORICAL_HOLD_SUPERSEDED_AT_BACKEND_SUBSCOPE,08-25 晚由 NC19 后端子域闭合(BOUNDED_PROVISIONAL);父级未重发
