id,responsibility_owner,representation_role,accounting_basis,candidate_material_mass_kg,vendor_reference_mass_kg,retained_legacy_planning_budget_kg,source_bound_volume_mm3,density_kg_mm3,as_built_mass_kg,note
PV0_S1_C07_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV0_S2_C01_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV0_S2_C01_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV0_S2_C02_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV0_S2_C02_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV0_S2_C03_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV0_S2_C03_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV0_S2_C04_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV0_S2_C04_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV0_S2_C05_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV0_S2_C05_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV0_S2_C06_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV0_S2_C06_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV0_S2_C07_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV0_S2_C07_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV1_S1_C01_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV1_S1_C01_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV1_S1_C02_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV1_S1_C02_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV1_S1_C03_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV1_S1_C03_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV1_S1_C04_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV1_S1_C04_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV1_S1_C05_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV1_S1_C05_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV1_S1_C06_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV1_S1_C06_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV1_S1_C07_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV1_S1_C07_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV1_S2_C01_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV1_S2_C01_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV1_S2_C02_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV1_S2_C02_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV1_S2_C03_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV1_S2_C03_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV1_S2_C04_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV1_S2_C04_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV1_S2_C05_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV1_S2_C05_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV1_S2_C06_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV1_S2_C06_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV1_S2_C07_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV1_S2_C07_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV2_S1_C01_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV2_S1_C01_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV2_S1_C02_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV2_S1_C02_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV2_S1_C03_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV2_S1_C03_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV2_S1_C04_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV2_S1_C04_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV2_S1_C05_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV2_S1_C05_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV2_S1_C06_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV2_S1_C06_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV2_S1_C07_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV2_S1_C07_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV2_S2_C01_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV2_S2_C01_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV2_S2_C02_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV2_S2_C02_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV2_S2_C03_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV2_S2_C03_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV2_S2_C04_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV2_S2_C04_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV2_S2_C05_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV2_S2_C05_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV2_S2_C06_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
