check,relative_path,bytes,sha256,status
A4_B2_PACKET,10_research/space_embodied_robotics/comp_prot_03_a4_b2_v2_mechanical_architecture/README.md,2119,0e016721e248ed08cad6abd9c0e99d7ad200f720e11711834f4a649a5d8b9d9b,MATCH
A4_B2_PACKET,10_research/space_embodied_robotics/comp_prot_03_a4_b2_v2_mechanical_architecture/v1_to_v2_correction_matrix.md,4038,a312b2519333f9aa4328627673196c2a89c7c8eb1a5a098591ad3ecd14dd83f2,MATCH
A4_B2_PACKET,10_research/space_embodied_robotics/comp_prot_03_a4_b2_v2_mechanical_architecture/v2_assembly_tree.yaml,5464,c957aaf48e2eab0bf9e5aabe039eeb0f432409813cd82eec0082a11d671ff605,MATCH
A4_B2_PACKET,10_research/space_embodied_robotics/comp_prot_03_a4_b2_v2_mechanical_architecture/v2_entry_gate.yaml,2257,b68b93da14756936d99197f8e56b6600aa431909be85beb93c5fdc900cc02e55,MATCH
A4_B2_PACKET,10_research/space_embodied_robotics/comp_prot_03_a4_b2_v2_mechanical_architecture/v2_review_and_acceptance_matrix.md,4095,0c16a1d38a09c16d50bd01d03b3f637a9da69f633230ed61e4d0bfd5f5cf56a9,MATCH
A4_B2_PACKET,10_research/space_embodied_robotics/comp_prot_03_a4_b2_v2_mechanical_architecture/verification_report.md,4072,8ee0b99c57b884224fb2c5de7ed4bac4606349c94a444ecfa4953f294070ae5b,MATCH
A4_B2_PACKET,10_research/space_embodied_robotics/README.md,2507,8449889b55f8146527d03313a850c1869a0f4139f5f00013b46b30682985b01d,MATCH
A4_B2_PACKET,CLAUDE.md,9977,cb851e2f9596852113da9e5d4dc5fe58718dbc89080718323390428fa6ed3587,MATCH
B601_ASSET,arm_b601_v1.urdf,11321,1bc2b7483cd8025d08ba6eadfd9e1f3b0477121714e7cf4ddc1794d9e471c164,RECORDED
B601_ASSET,meshes_b601_gripper/base_link.STL,3898684,22641c079014fe968702393f61e7f7f1a8f80c6c1df45a61e31545f6eaff3b65,RECORDED
B601_ASSET,meshes_b601_gripper/gripper_left.STL,2119684,c4e0de70f776b3573d975a6eaaa746cccbe57c2d5bb12501da8889979d3af268,RECORDED
B601_ASSET,meshes_b601_gripper/gripper_link.STL,2676384,a826e164d420a6922e8ad5ee27813f39fa809f6e4fdf39b42fd8a59e7d12e847,RECORDED
B601_ASSET,meshes_b601_gripper/gripper_right.STL,2119684,615b119c0bb97a032badd5882144e4a2a50c905a3e071af1fa28b83bfe9b1b65,RECORDED
B601_ASSET,meshes_b601_gripper/link1.STL,499084,9db637a63d37bc2c6398ea5b8ba32fb54122c637d5d77dc134c8782839b654cd,RECORDED
B601_ASSET,meshes_b601_gripper/link2.STL,5992184,def0d9d82343dccc1eff0d9d5572eca49b3c134db9807ca12302b99d153df65e,RECORDED
B601_ASSET,meshes_b601_gripper/link3.STL,4209984,ca14d73b5d63f352051f440f4cabc3989567f25ee9d19e7dd749f2d6f0d0561d,RECORDED
B601_ASSET,meshes_b601_gripper/link4.STL,2579684,061909364f20bb387f9ff82cb80e506af959142f9fbb4a39dc86fc8244ee768a,RECORDED
B601_ASSET,meshes_b601_gripper/link5.STL,2119384,3a32006227c1f9dbc70e77e07055c61e3f195f1054d4d2eb480262f0873bf001,RECORDED
B601_ASSET,meshes_b601_gripper/link6.STL,1248184,c586a7d0b8345d2cd32eab7dfd2e334aba56e83f582a6298d41bbf718f2ebef1,RECORDED
B601_ASSET,README.md,859,d3db8edbba3203f1aaf5fa579d361ab6fbdd107d3dd1f80ed9b0b860bf5723a8,RECORDED
