target,tumble_dps,H_Nms,t_detumble_s,lever_m,torque_Nm,thruster_force_N,total_impulse_Ns,isp_class,propellant_g
target_debris_v0,2.75,3.34517,3600.0,0.05,0.000929,0.009292,66.9034,cold_gas_60s,113.7041
target_debris_v0,2.75,3.34517,3600.0,0.05,0.000929,0.009292,66.9034,green_mono_220s,31.0102
target_debris_v0,2.75,3.34517,3600.0,0.1,0.000929,0.004646,33.4517,cold_gas_60s,56.852
target_debris_v0,2.75,3.34517,3600.0,0.1,0.000929,0.004646,33.4517,green_mono_220s,15.5051
target_debris_v0,2.75,3.34517,3600.0,0.17,0.000929,0.002733,19.6775,cold_gas_60s,33.4424
target_debris_v0,2.75,3.34517,3600.0,0.17,0.000929,0.002733,19.6775,green_mono_220s,9.1206
target_debris_v0,3.0,3.65099,60.0,0.05,0.06085,0.608499,73.0199,cold_gas_60s,124.0992
target_debris_v0,3.0,3.65099,60.0,0.05,0.06085,0.608499,73.0199,green_mono_220s,33.8452
target_debris_v0,3.0,3.65099,60.0,0.1,0.06085,0.304249,36.5099,cold_gas_60s,62.0496
target_debris_v0,3.0,3.65099,60.0,0.1,0.06085,0.304249,36.5099,green_mono_220s,16.9226
target_debris_v0,3.0,3.65099,60.0,0.17,0.06085,0.17897,21.4764,cold_gas_60s,36.4998
target_debris_v0,3.0,3.65099,60.0,0.17,0.06085,0.17897,21.4764,green_mono_220s,9.9545
target_debris_v0,3.0,3.65099,300.0,0.05,0.01217,0.1217,73.0199,cold_gas_60s,124.0992
target_debris_v0,3.0,3.65099,300.0,0.05,0.01217,0.1217,73.0199,green_mono_220s,33.8452
target_debris_v0,3.0,3.65099,300.0,0.1,0.01217,0.06085,36.5099,cold_gas_60s,62.0496
target_debris_v0,3.0,3.65099,300.0,0.1,0.01217,0.06085,36.5099,green_mono_220s,16.9226
target_debris_v0,3.0,3.65099,300.0,0.17,0.01217,0.035794,21.4764,cold_gas_60s,36.4998
target_debris_v0,3.0,3.65099,300.0,0.17,0.01217,0.035794,21.4764,green_mono_220s,9.9545
target_debris_v0,3.0,3.65099,900.0,0.05,0.004057,0.040567,73.0199,cold_gas_60s,124.0992
target_debris_v0,3.0,3.65099,900.0,0.05,0.004057,0.040567,73.0199,green_mono_220s,33.8452
target_debris_v0,3.0,3.65099,900.0,0.1,0.004057,0.020283,36.5099,cold_gas_60s,62.0496
target_debris_v0,3.0,3.65099,900.0,0.1,0.004057,0.020283,36.5099,green_mono_220s,16.9226
target_debris_v0,3.0,3.65099,900.0,0.17,0.004057,0.011931,21.4764,cold_gas_60s,36.4998
target_debris_v0,3.0,3.65099,900.0,0.17,0.004057,0.011931,21.4764,green_mono_220s,9.9545
target_debris_v0,3.0,3.65099,3600.0,0.05,0.001014,0.010142,73.0199,cold_gas_60s,124.0992
target_debris_v0,3.0,3.65099,3600.0,0.05,0.001014,0.010142,73.0199,green_mono_220s,33.8452
target_debris_v0,3.0,3.65099,3600.0,0.1,0.001014,0.005071,36.5099,cold_gas_60s,62.0496
target_debris_v0,3.0,3.65099,3600.0,0.1,0.001014,0.005071,36.5099,green_mono_220s,16.9226
target_debris_v0,3.0,3.65099,3600.0,0.17,0.001014,0.002983,21.4764,cold_gas_60s,36.4998
target_debris_v0,3.0,3.65099,3600.0,0.17,0.001014,0.002983,21.4764,green_mono_220s,9.9545
target_debris_v0,3.25,3.95692,60.0,0.05,0.065949,0.659486,79.1384,cold_gas_60s,134.4978
target_debris_v0,3.25,3.95692,60.0,0.05,0.065949,0.659486,79.1384,green_mono_220s,36.6812
target_debris_v0,3.25,3.95692,60.0,0.1,0.065949,0.329743,39.5692,cold_gas_60s,67.2489
target_debris_v0,3.25,3.95692,60.0,0.1,0.065949,0.329743,39.5692,green_mono_220s,18.3406
target_debris_v0,3.25,3.95692,60.0,0.17,0.065949,0.193967,23.276,cold_gas_60s,39.5582
target_debris_v0,3.25,3.95692,60.0,0.17,0.065949,0.193967,23.276,green_mono_220s,10.7886
target_debris_v0,3.25,3.95692,300.0,0.05,0.01319,0.131897,79.1384,cold_gas_60s,134.4978
target_debris_v0,3.25,3.95692,300.0,0.05,0.01319,0.131897,79.1384,green_mono_220s,36.6812
target_debris_v0,3.25,3.95692,300.0,0.1,0.01319,0.065949,39.5692,cold_gas_60s,67.2489
target_debris_v0,3.25,3.95692,300.0,0.1,0.01319,0.065949,39.5692,green_mono_220s,18.3406
target_debris_v0,3.25,3.95692,300.0,0.17,0.01319,0.038793,23.276,cold_gas_60s,39.5582
target_debris_v0,3.25,3.95692,300.0,0.17,0.01319,0.038793,23.276,green_mono_220s,10.7886
target_debris_v0,3.25,3.95692,900.0,0.05,0.004397,0.043966,79.1384,cold_gas_60s,134.4978
target_debris_v0,3.25,3.95692,900.0,0.05,0.004397,0.043966,79.1384,green_mono_220s,36.6812
target_debris_v0,3.25,3.95692,900.0,0.1,0.004397,0.021983,39.5692,cold_gas_60s,67.2489
target_debris_v0,3.25,3.95692,900.0,0.1,0.004397,0.021983,39.5692,green_mono_220s,18.3406
target_debris_v0,3.25,3.95692,900.0,0.17,0.004397,0.012931,23.276,cold_gas_60s,39.5582
target_debris_v0,3.25,3.95692,900.0,0.17,0.004397,0.012931,23.276,green_mono_220s,10.7886
target_debris_v0,3.25,3.95692,3600.0,0.05,0.001099,0.010991,79.1384,cold_gas_60s,134.4978
target_debris_v0,3.25,3.95692,3600.0,0.05,0.001099,0.010991,79.1384,green_mono_220s,36.6812
target_debris_v0,3.25,3.95692,3600.0,0.1,0.001099,0.005496,39.5692,cold_gas_60s,67.2489
target_debris_v0,3.25,3.95692,3600.0,0.1,0.001099,0.005496,39.5692,green_mono_220s,18.3406
target_debris_v0,3.25,3.95692,3600.0,0.17,0.001099,0.003233,23.276,cold_gas_60s,39.5582
target_debris_v0,3.25,3.95692,3600.0,0.17,0.001099,0.003233,23.276,green_mono_220s,10.7886
target_debris_v0,3.5,4.26292,60.0,0.05,0.071049,0.710487,85.2584,cold_gas_60s,144.899
target_debris_v0,3.5,4.26292,60.0,0.05,0.071049,0.710487,85.2584,green_mono_220s,39.5179
target_debris_v0,3.5,4.26292,60.0,0.1,0.071049,0.355243,42.6292,cold_gas_60s,72.4495
target_debris_v0,3.5,4.26292,60.0,0.1,0.071049,0.355243,42.6292,green_mono_220s,19.759
target_debris_v0,3.5,4.26292,60.0,0.17,0.071049,0.208967,25.076,cold_gas_60s,42.6174
target_debris_v0,3.5,4.26292,60.0,0.17,0.071049,0.208967,25.076,green_mono_220s,11.6229
target_debris_v0,3.5,4.26292,300.0,0.05,0.01421,0.142097,85.2584,cold_gas_60s,144.899
target_debris_v0,3.5,4.26292,300.0,0.05,0.01421,0.142097,85.2584,green_mono_220s,39.5179
target_debris_v0,3.5,4.26292,300.0,0.1,0.01421,0.071049,42.6292,cold_gas_60s,72.4495
target_debris_v0,3.5,4.26292,300.0,0.1,0.01421,0.071049,42.6292,green_mono_220s,19.759
target_debris_v0,3.5,4.26292,300.0,0.17,0.01421,0.041793,25.076,cold_gas_60s,42.6174
target_debris_v0,3.5,4.26292,300.0,0.17,0.01421,0.041793,25.076,green_mono_220s,11.6229
target_debris_v0,3.5,4.26292,900.0,0.05,0.004737,0.047366,85.2584,cold_gas_60s,144.899
target_debris_v0,3.5,4.26292,900.0,0.05,0.004737,0.047366,85.2584,green_mono_220s,39.5179
target_debris_v0,3.5,4.26292,900.0,0.1,0.004737,0.023683,42.6292,cold_gas_60s,72.4495
target_debris_v0,3.5,4.26292,900.0,0.1,0.004737,0.023683,42.6292,green_mono_220s,19.759
target_debris_v0,3.5,4.26292,900.0,0.17,0.004737,0.013931,25.076,cold_gas_60s,42.6174
target_debris_v0,3.5,4.26292,900.0,0.17,0.004737,0.013931,25.076,green_mono_220s,11.6229
target_debris_v0,3.5,4.26292,3600.0,0.05,0.001184,0.011841,85.2584,cold_gas_60s,144.899
target_debris_v0,3.5,4.26292,3600.0,0.05,0.001184,0.011841,85.2584,green_mono_220s,39.5179
target_debris_v0,3.5,4.26292,3600.0,0.1,0.001184,0.005921,42.6292,cold_gas_60s,72.4495
target_debris_v0,3.5,4.26292,3600.0,0.1,0.001184,0.005921,42.6292,green_mono_220s,19.759
target_debris_v0,3.5,4.26292,3600.0,0.17,0.001184,0.003483,25.076,cold_gas_60s,42.6174
target_debris_v0,3.5,4.26292,3600.0,0.17,0.001184,0.003483,25.076,green_mono_220s,11.6229
target_debris_v0,3.75,4.56899,60.0,0.05,0.07615,0.761498,91.3798,cold_gas_60s,155.3024
target_debris_v0,3.75,4.56899,60.0,0.05,0.07615,0.761498,91.3798,green_mono_220s,42.3552
target_debris_v0,3.75,4.56899,60.0,0.1,0.07615,0.380749,45.6899,cold_gas_60s,77.6512
target_debris_v0,3.75,4.56899,60.0,0.1,0.07615,0.380749,45.6899,green_mono_220s,21.1776
target_debris_v0,3.75,4.56899,60.0,0.17,0.07615,0.22397,26.8764,cold_gas_60s,45.6772
target_debris_v0,3.75,4.56899,60.0,0.17,0.07615,0.22397,26.8764,green_mono_220s,12.4574
target_debris_v0,3.75,4.56899,300.0,0.05,0.01523,0.1523,91.3798,cold_gas_60s,155.3024
target_debris_v0,3.75,4.56899,300.0,0.05,0.01523,0.1523,91.3798,green_mono_220s,42.3552
target_debris_v0,3.75,4.56899,300.0,0.1,0.01523,0.07615,45.6899,cold_gas_60s,77.6512
target_debris_v0,3.75,4.56899,300.0,0.1,0.01523,0.07615,45.6899,green_mono_220s,21.1776
target_debris_v0,3.75,4.56899,300.0,0.17,0.01523,0.044794,26.8764,cold_gas_60s,45.6772
target_debris_v0,3.75,4.56899,300.0,0.17,0.01523,0.044794,26.8764,green_mono_220s,12.4574
target_debris_v0,3.75,4.56899,900.0,0.05,0.005077,0.050767,91.3798,cold_gas_60s,155.3024
target_debris_v0,3.75,4.56899,900.0,0.05,0.005077,0.050767,91.3798,green_mono_220s,42.3552
target_debris_v0,3.75,4.56899,900.0,0.1,0.005077,0.025383,45.6899,cold_gas_60s,77.6512
target_debris_v0,3.75,4.56899,900.0,0.1,0.005077,0.025383,45.6899,green_mono_220s,21.1776
target_debris_v0,3.75,4.56899,900.0,0.17,0.005077,0.014931,26.8764,cold_gas_60s,45.6772
target_debris_v0,3.75,4.56899,900.0,0.17,0.005077,0.014931,26.8764,green_mono_220s,12.4574
target_debris_v0,3.75,4.56899,3600.0,0.05,0.001269,0.012692,91.3798,cold_gas_60s,155.3024
target_debris_v0,3.75,4.56899,3600.0,0.05,0.001269,0.012692,91.3798,green_mono_220s,42.3552
target_debris_v0,3.75,4.56899,3600.0,0.1,0.001269,0.006346,45.6899,cold_gas_60s,77.6512
target_debris_v0,3.75,4.56899,3600.0,0.1,0.001269,0.006346,45.6899,green_mono_220s,21.1776
target_debris_v0,3.75,4.56899,3600.0,0.17,0.001269,0.003733,26.8764,cold_gas_60s,45.6772
target_debris_v0,3.75,4.56899,3600.0,0.17,0.001269,0.003733,26.8764,green_mono_220s,12.4574
target_debris_v0,4.0,4.87511,60.0,0.05,0.081252,0.812518,97.5021,cold_gas_60s,165.7075
target_debris_v0,4.0,4.87511,60.0,0.05,0.081252,0.812518,97.5021,green_mono_220s,45.193
target_debris_v0,4.0,4.87511,60.0,0.1,0.081252,0.406259,48.7511,cold_gas_60s,82.8537
target_debris_v0,4.0,4.87511,60.0,0.1,0.081252,0.406259,48.7511,green_mono_220s,22.5965
target_debris_v0,4.0,4.87511,60.0,0.17,0.081252,0.238976,28.6771,cold_gas_60s,48.7375
target_debris_v0,4.0,4.87511,60.0,0.17,0.081252,0.238976,28.6771,green_mono_220s,13.292
target_debris_v0,4.0,4.87511,300.0,0.05,0.01625,0.162504,97.5021,cold_gas_60s,165.7075
target_debris_v0,4.0,4.87511,300.0,0.05,0.01625,0.162504,97.5021,green_mono_220s,45.193
target_debris_v0,4.0,4.87511,300.0,0.1,0.01625,0.081252,48.7511,cold_gas_60s,82.8537
target_debris_v0,4.0,4.87511,300.0,0.1,0.01625,0.081252,48.7511,green_mono_220s,22.5965
target_debris_v0,4.0,4.87511,300.0,0.17,0.01625,0.047795,28.6771,cold_gas_60s,48.7375
target_debris_v0,4.0,4.87511,300.0,0.17,0.01625,0.047795,28.6771,green_mono_220s,13.292
target_debris_v0,4.0,4.87511,900.0,0.05,0.005417,0.054168,97.5021,cold_gas_60s,165.7075
target_debris_v0,4.0,4.87511,900.0,0.05,0.005417,0.054168,97.5021,green_mono_220s,45.193
target_debris_v0,4.0,4.87511,900.0,0.1,0.005417,0.027084,48.7511,cold_gas_60s,82.8537
target_debris_v0,4.0,4.87511,900.0,0.1,0.005417,0.027084,48.7511,green_mono_220s,22.5965
target_debris_v0,4.0,4.87511,900.0,0.17,0.005417,0.015932,28.6771,cold_gas_60s,48.7375
target_debris_v0,4.0,4.87511,900.0,0.17,0.005417,0.015932,28.6771,green_mono_220s,13.292
target_debris_v0,4.0,4.87511,3600.0,0.05,0.001354,0.013542,97.5021,cold_gas_60s,165.7075
target_debris_v0,4.0,4.87511,3600.0,0.05,0.001354,0.013542,97.5021,green_mono_220s,45.193
target_debris_v0,4.0,4.87511,3600.0,0.1,0.001354,0.006771,48.7511,cold_gas_60s,82.8537
target_debris_v0,4.0,4.87511,3600.0,0.1,0.001354,0.006771,48.7511,green_mono_220s,22.5965
target_debris_v0,4.0,4.87511,3600.0,0.17,0.001354,0.003983,28.6771,cold_gas_60s,48.7375
target_debris_v0,4.0,4.87511,3600.0,0.17,0.001354,0.003983,28.6771,green_mono_220s,13.292
target_debris_v0,4.25,5.18127,60.0,0.05,0.086354,0.863544,103.6253,cold_gas_60s,176.114
target_debris_v0,4.25,5.18127,60.0,0.05,0.086354,0.863544,103.6253,green_mono_220s,48.0311
target_debris_v0,4.25,5.18127,60.0,0.1,0.086354,0.431772,51.8127,cold_gas_60s,88.057
target_debris_v0,4.25,5.18127,60.0,0.1,0.086354,0.431772,51.8127,green_mono_220s,24.0155
target_debris_v0,4.25,5.18127,60.0,0.17,0.086354,0.253984,30.478,cold_gas_60s,51.7982
target_debris_v0,4.25,5.18127,60.0,0.17,0.086354,0.253984,30.478,green_mono_220s,14.1268
target_debris_v0,4.25,5.18127,300.0,0.05,0.017271,0.172709,103.6253,cold_gas_60s,176.114
target_debris_v0,4.25,5.18127,300.0,0.05,0.017271,0.172709,103.6253,green_mono_220s,48.0311
target_debris_v0,4.25,5.18127,300.0,0.1,0.017271,0.086354,51.8127,cold_gas_60s,88.057
target_debris_v0,4.25,5.18127,300.0,0.1,0.017271,0.086354,51.8127,green_mono_220s,24.0155
target_debris_v0,4.25,5.18127,300.0,0.17,0.017271,0.050797,30.478,cold_gas_60s,51.7982
target_debris_v0,4.25,5.18127,300.0,0.17,0.017271,0.050797,30.478,green_mono_220s,14.1268
target_debris_v0,4.25,5.18127,900.0,0.05,0.005757,0.05757,103.6253,cold_gas_60s,176.114
target_debris_v0,4.25,5.18127,900.0,0.05,0.005757,0.05757,103.6253,green_mono_220s,48.0311
target_debris_v0,4.25,5.18127,900.0,0.1,0.005757,0.028785,51.8127,cold_gas_60s,88.057
target_debris_v0,4.25,5.18127,900.0,0.1,0.005757,0.028785,51.8127,green_mono_220s,24.0155
target_debris_v0,4.25,5.18127,900.0,0.17,0.005757,0.016932,30.478,cold_gas_60s,51.7982
target_debris_v0,4.25,5.18127,900.0,0.17,0.005757,0.016932,30.478,green_mono_220s,14.1268
target_debris_v0,4.25,5.18127,3600.0,0.05,0.001439,0.014392,103.6253,cold_gas_60s,176.114
target_debris_v0,4.25,5.18127,3600.0,0.05,0.001439,0.014392,103.6253,green_mono_220s,48.0311
target_debris_v0,4.25,5.18127,3600.0,0.1,0.001439,0.007196,51.8127,cold_gas_60s,88.057
target_debris_v0,4.25,5.18127,3600.0,0.1,0.001439,0.007196,51.8127,green_mono_220s,24.0155
target_debris_v0,4.25,5.18127,3600.0,0.17,0.001439,0.004233,30.478,cold_gas_60s,51.7982
target_debris_v0,4.25,5.18127,3600.0,0.17,0.001439,0.004233,30.478,green_mono_220s,14.1268
target_debris_v0,4.5,5.48746,60.0,0.05,0.091458,0.914577,109.7492,cold_gas_60s,186.5218
target_debris_v0,4.5,5.48746,60.0,0.05,0.091458,0.914577,109.7492,green_mono_220s,50.8696
target_debris_v0,4.5,5.48746,60.0,0.1,0.091458,0.457288,54.8746,cold_gas_60s,93.2609
target_debris_v0,4.5,5.48746,60.0,0.1,0.091458,0.457288,54.8746,green_mono_220s,25.4348
target_debris_v0,4.5,5.48746,60.0,0.17,0.091458,0.268993,32.2792,cold_gas_60s,54.8593
target_debris_v0,4.5,5.48746,60.0,0.17,0.091458,0.268993,32.2792,green_mono_220s,14.9616
target_debris_v0,4.5,5.48746,300.0,0.05,0.018292,0.182915,109.7492,cold_gas_60s,186.5218
target_debris_v0,4.5,5.48746,300.0,0.05,0.018292,0.182915,109.7492,green_mono_220s,50.8696
target_debris_v0,4.5,5.48746,300.0,0.1,0.018292,0.091458,54.8746,cold_gas_60s,93.2609
target_debris_v0,4.5,5.48746,300.0,0.1,0.018292,0.091458,54.8746,green_mono_220s,25.4348
target_debris_v0,4.5,5.48746,300.0,0.17,0.018292,0.053799,32.2792,cold_gas_60s,54.8593
target_debris_v0,4.5,5.48746,300.0,0.17,0.018292,0.053799,32.2792,green_mono_220s,14.9616
target_debris_v0,4.5,5.48746,900.0,0.05,0.006097,0.060972,109.7492,cold_gas_60s,186.5218
target_debris_v0,4.5,5.48746,900.0,0.05,0.006097,0.060972,109.7492,green_mono_220s,50.8696
target_debris_v0,4.5,5.48746,900.0,0.1,0.006097,0.030486,54.8746,cold_gas_60s,93.2609
target_debris_v0,4.5,5.48746,900.0,0.1,0.006097,0.030486,54.8746,green_mono_220s,25.4348
target_debris_v0,4.5,5.48746,900.0,0.17,0.006097,0.017933,32.2792,cold_gas_60s,54.8593
target_debris_v0,4.5,5.48746,900.0,0.17,0.006097,0.017933,32.2792,green_mono_220s,14.9616
target_debris_v0,4.5,5.48746,3600.0,0.05,0.001524,0.015243,109.7492,cold_gas_60s,186.5218
target_debris_v0,4.5,5.48746,3600.0,0.05,0.001524,0.015243,109.7492,green_mono_220s,50.8696
target_debris_v0,4.5,5.48746,3600.0,0.1,0.001524,0.007621,54.8746,cold_gas_60s,93.2609
target_debris_v0,4.5,5.48746,3600.0,0.1,0.001524,0.007621,54.8746,green_mono_220s,25.4348
target_debris_v0,4.5,5.48746,3600.0,0.17,0.001524,0.004483,32.2792,cold_gas_60s,54.8593
target_debris_v0,4.5,5.48746,3600.0,0.17,0.001524,0.004483,32.2792,green_mono_220s,14.9616
target_debris_v0,4.75,5.79369,60.0,0.05,0.096561,0.965614,115.8737,cold_gas_60s,196.9305
target_debris_v0,4.75,5.79369,60.0,0.05,0.096561,0.965614,115.8737,green_mono_220s,53.7083
target_debris_v0,4.75,5.79369,60.0,0.1,0.096561,0.482807,57.9369,cold_gas_60s,98.4652
target_debris_v0,4.75,5.79369,60.0,0.1,0.096561,0.482807,57.9369,green_mono_220s,26.8542
target_debris_v0,4.75,5.79369,60.0,0.17,0.096561,0.284004,34.0805,cold_gas_60s,57.9207
target_debris_v0,4.75,5.79369,60.0,0.17,0.096561,0.284004,34.0805,green_mono_220s,15.7966
target_debris_v0,4.75,5.79369,300.0,0.05,0.019312,0.193123,115.8737,cold_gas_60s,196.9305
target_debris_v0,4.75,5.79369,300.0,0.05,0.019312,0.193123,115.8737,green_mono_220s,53.7083
target_debris_v0,4.75,5.79369,300.0,0.1,0.019312,0.096561,57.9369,cold_gas_60s,98.4652
target_debris_v0,4.75,5.79369,300.0,0.1,0.019312,0.096561,57.9369,green_mono_220s,26.8542
target_debris_v0,4.75,5.79369,300.0,0.17,0.019312,0.056801,34.0805,cold_gas_60s,57.9207
target_debris_v0,4.75,5.79369,300.0,0.17,0.019312,0.056801,34.0805,green_mono_220s,15.7966
target_debris_v0,4.75,5.79369,900.0,0.05,0.006437,0.064374,115.8737,cold_gas_60s,196.9305
target_debris_v0,4.75,5.79369,900.0,0.05,0.006437,0.064374,115.8737,green_mono_220s,53.7083
target_debris_v0,4.75,5.79369,900.0,0.1,0.006437,0.032187,57.9369,cold_gas_60s,98.4652
target_debris_v0,4.75,5.79369,900.0,0.1,0.006437,0.032187,57.9369,green_mono_220s,26.8542
target_debris_v0,4.75,5.79369,900.0,0.17,0.006437,0.018934,34.0805,cold_gas_60s,57.9207
target_debris_v0,4.75,5.79369,900.0,0.17,0.006437,0.018934,34.0805,green_mono_220s,15.7966
target_debris_v0,4.75,5.79369,3600.0,0.05,0.001609,0.016094,115.8737,cold_gas_60s,196.9305
target_debris_v0,4.75,5.79369,3600.0,0.05,0.001609,0.016094,115.8737,green_mono_220s,53.7083
target_debris_v0,4.75,5.79369,3600.0,0.1,0.001609,0.008047,57.9369,cold_gas_60s,98.4652
target_debris_v0,4.75,5.79369,3600.0,0.1,0.001609,0.008047,57.9369,green_mono_220s,26.8542
target_debris_v0,4.75,5.79369,3600.0,0.17,0.001609,0.004733,34.0805,cold_gas_60s,57.9207
target_debris_v0,4.75,5.79369,3600.0,0.17,0.001609,0.004733,34.0805,green_mono_220s,15.7966
target_debris_v0,5.0,6.09993,60.0,0.05,0.101666,1.016656,121.9987,cold_gas_60s,207.3401
target_debris_v0,5.0,6.09993,60.0,0.05,0.101666,1.016656,121.9987,green_mono_220s,56.5473
target_debris_v0,5.0,6.09993,60.0,0.1,0.101666,0.508328,60.9993,cold_gas_60s,103.67
target_debris_v0,5.0,6.09993,60.0,0.1,0.101666,0.508328,60.9993,green_mono_220s,28.2736
target_debris_v0,5.0,6.09993,60.0,0.17,0.101666,0.299016,35.882,cold_gas_60s,60.9824
target_debris_v0,5.0,6.09993,60.0,0.17,0.101666,0.299016,35.882,green_mono_220s,16.6316
target_debris_v0,5.0,6.09993,300.0,0.05,0.020333,0.203331,121.9987,cold_gas_60s,207.3401
target_debris_v0,5.0,6.09993,300.0,0.05,0.020333,0.203331,121.9987,green_mono_220s,56.5473
target_debris_v0,5.0,6.09993,300.0,0.1,0.020333,0.101666,60.9993,cold_gas_60s,103.67
target_debris_v0,5.0,6.09993,300.0,0.1,0.020333,0.101666,60.9993,green_mono_220s,28.2736
target_debris_v0,5.0,6.09993,300.0,0.17,0.020333,0.059803,35.882,cold_gas_60s,60.9824
target_debris_v0,5.0,6.09993,300.0,0.17,0.020333,0.059803,35.882,green_mono_220s,16.6316
target_debris_v0,5.0,6.09993,900.0,0.05,0.006778,0.067777,121.9987,cold_gas_60s,207.3401
target_debris_v0,5.0,6.09993,900.0,0.05,0.006778,0.067777,121.9987,green_mono_220s,56.5473
target_debris_v0,5.0,6.09993,900.0,0.1,0.006778,0.033889,60.9993,cold_gas_60s,103.67
target_debris_v0,5.0,6.09993,900.0,0.1,0.006778,0.033889,60.9993,green_mono_220s,28.2736
target_debris_v0,5.0,6.09993,900.0,0.17,0.006778,0.019934,35.882,cold_gas_60s,60.9824
target_debris_v0,5.0,6.09993,900.0,0.17,0.006778,0.019934,35.882,green_mono_220s,16.6316
target_debris_v0,5.0,6.09993,3600.0,0.05,0.001694,0.016944,121.9987,cold_gas_60s,207.3401
target_debris_v0,5.0,6.09993,3600.0,0.05,0.001694,0.016944,121.9987,green_mono_220s,56.5473
target_debris_v0,5.0,6.09993,3600.0,0.1,0.001694,0.008472,60.9993,cold_gas_60s,103.67
target_debris_v0,5.0,6.09993,3600.0,0.1,0.001694,0.008472,60.9993,green_mono_220s,28.2736
target_debris_v0,5.0,6.09993,3600.0,0.17,0.001694,0.004984,35.882,cold_gas_60s,60.9824
target_debris_v0,5.0,6.09993,3600.0,0.17,0.001694,0.004984,35.882,green_mono_220s,16.6316
target_satellite_v0,0.25,0.00125,60.0,0.05,2.1e-05,0.000208,0.025,cold_gas_60s,0.0425
target_satellite_v0,0.25,0.00125,60.0,0.05,2.1e-05,0.000208,0.025,green_mono_220s,0.0116
target_satellite_v0,0.25,0.00125,60.0,0.1,2.1e-05,0.000104,0.0125,cold_gas_60s,0.0213
target_satellite_v0,0.25,0.00125,60.0,0.1,2.1e-05,0.000104,0.0125,green_mono_220s,0.0058
target_satellite_v0,0.25,0.00125,60.0,0.17,2.1e-05,6.1e-05,0.0074,cold_gas_60s,0.0125
target_satellite_v0,0.25,0.00125,60.0,0.17,2.1e-05,6.1e-05,0.0074,green_mono_220s,0.0034
target_satellite_v0,0.25,0.00125,300.0,0.05,4e-06,4.2e-05,0.025,cold_gas_60s,0.0425
target_satellite_v0,0.25,0.00125,300.0,0.05,4e-06,4.2e-05,0.025,green_mono_220s,0.0116
target_satellite_v0,0.25,0.00125,300.0,0.1,4e-06,2.1e-05,0.0125,cold_gas_60s,0.0213
target_satellite_v0,0.25,0.00125,300.0,0.1,4e-06,2.1e-05,0.0125,green_mono_220s,0.0058
target_satellite_v0,0.25,0.00125,300.0,0.17,4e-06,1.2e-05,0.0074,cold_gas_60s,0.0125
target_satellite_v0,0.25,0.00125,300.0,0.17,4e-06,1.2e-05,0.0074,green_mono_220s,0.0034
target_satellite_v0,0.25,0.00125,900.0,0.05,1e-06,1.4e-05,0.025,cold_gas_60s,0.0425
target_satellite_v0,0.25,0.00125,900.0,0.05,1e-06,1.4e-05,0.025,green_mono_220s,0.0116
target_satellite_v0,0.25,0.00125,900.0,0.1,1e-06,7e-06,0.0125,cold_gas_60s,0.0213
target_satellite_v0,0.25,0.00125,900.0,0.1,1e-06,7e-06,0.0125,green_mono_220s,0.0058
target_satellite_v0,0.25,0.00125,900.0,0.17,1e-06,4e-06,0.0074,cold_gas_60s,0.0125
target_satellite_v0,0.25,0.00125,900.0,0.17,1e-06,4e-06,0.0074,green_mono_220s,0.0034
target_satellite_v0,0.25,0.00125,3600.0,0.05,0.0,3e-06,0.025,cold_gas_60s,0.0425
target_satellite_v0,0.25,0.00125,3600.0,0.05,0.0,3e-06,0.025,green_mono_220s,0.0116
target_satellite_v0,0.25,0.00125,3600.0,0.1,0.0,2e-06,0.0125,cold_gas_60s,0.0213
target_satellite_v0,0.25,0.00125,3600.0,0.1,0.0,2e-06,0.0125,green_mono_220s,0.0058
target_satellite_v0,0.25,0.00125,3600.0,0.17,0.0,1e-06,0.0074,cold_gas_60s,0.0125
target_satellite_v0,0.25,0.00125,3600.0,0.17,0.0,1e-06,0.0074,green_mono_220s,0.0034
target_satellite_v0,0.5,0.0025,60.0,0.05,4.2e-05,0.000416,0.0499,cold_gas_60s,0.0848
target_satellite_v0,0.5,0.0025,60.0,0.05,4.2e-05,0.000416,0.0499,green_mono_220s,0.0231
target_satellite_v0,0.5,0.0025,60.0,0.1,4.2e-05,0.000208,0.025,cold_gas_60s,0.0424
target_satellite_v0,0.5,0.0025,60.0,0.1,4.2e-05,0.000208,0.025,green_mono_220s,0.0116
target_satellite_v0,0.5,0.0025,60.0,0.17,4.2e-05,0.000122,0.0147,cold_gas_60s,0.025
target_satellite_v0,0.5,0.0025,60.0,0.17,4.2e-05,0.000122,0.0147,green_mono_220s,0.0068
target_satellite_v0,0.5,0.0025,300.0,0.05,8e-06,8.3e-05,0.0499,cold_gas_60s,0.0848
target_satellite_v0,0.5,0.0025,300.0,0.05,8e-06,8.3e-05,0.0499,green_mono_220s,0.0231
target_satellite_v0,0.5,0.0025,300.0,0.1,8e-06,4.2e-05,0.025,cold_gas_60s,0.0424
target_satellite_v0,0.5,0.0025,300.0,0.1,8e-06,4.2e-05,0.025,green_mono_220s,0.0116
target_satellite_v0,0.5,0.0025,300.0,0.17,8e-06,2.4e-05,0.0147,cold_gas_60s,0.025
target_satellite_v0,0.5,0.0025,300.0,0.17,8e-06,2.4e-05,0.0147,green_mono_220s,0.0068
