pair_id,object_a,object_b,in_required_universe,exclusion_rule,policy_state,required_clearance_mm,verdict
2507,C::SEG-07A_WRIST_TAIL_DATA,R::RC-PLT-WRIST-SPLIT,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2508,C::SEG-07A_WRIST_TAIL_DATA,R::RC-SR-WRIST,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2509,C::SEG-07A_WRIST_TAIL_DATA,R::RC-SR-WRIST-BOOT,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2510,C::SEG-07A_WRIST_TAIL_DATA,R::RC-TEL-J4-A-STAGE-1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2511,C::SEG-07A_WRIST_TAIL_DATA,R::RC-TEL-J4-A-STAGE-2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2512,C::SEG-07A_WRIST_TAIL_DATA,R::RC-TEL-J4-A-STAGE-3,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2513,C::SEG-07A_WRIST_TAIL_DATA,R::RC-TEL-J4-A-STAGE-4,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2514,C::SEG-07A_WRIST_TAIL_DATA,R::RC-TEL-J4-B-STAGE-1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2515,C::SEG-07A_WRIST_TAIL_DATA,R::RC-TEL-J4-B-STAGE-2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2516,C::SEG-07A_WRIST_TAIL_DATA,R::RC-TEL-J4-B-STAGE-3,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2517,C::SEG-07A_WRIST_TAIL_DATA,R::RC-TEL-J4-B-STAGE-4,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2518,C::SEG-07A_WRIST_TAIL_DATA,R::RC-TRK-J3-RAIL,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2519,C::SEG-07A_WRIST_TAIL_DATA,R::RC-TRK-J3-STOP-A,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2520,C::SEG-07A_WRIST_TAIL_DATA,R::RC-TRK-J3-STOP-B,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2521,C::SEG-07A_WRIST_TAIL_DATA,R::RC-TRK-J4-STOP-NEG,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2522,C::SEG-07A_WRIST_TAIL_DATA,R::RC-TRK-J4-STOP-POS,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2523,C::SEG-07A_WRIST_TAIL_DATA,R::RC-TRK-J4-TROMBONE-RAIL,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2524,C::SEG-07A_WRIST_TAIL_DATA,S::LEFT_LEAF_1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2525,C::SEG-07A_WRIST_TAIL_DATA,S::LEFT_LEAF_2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2526,C::SEG-07A_WRIST_TAIL_DATA,S::LEFT_LEAF_3,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2527,C::SEG-07A_WRIST_TAIL_DATA,S::RIGHT_LEAF_1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2528,C::SEG-07A_WRIST_TAIL_DATA,S::RIGHT_LEAF_2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2529,C::SEG-07A_WRIST_TAIL_DATA,S::RIGHT_LEAF_3,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2530,C::SEG-07B_WRIST_TAIL_POWER,F::BUS,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2531,C::SEG-07B_WRIST_TAIL_POWER,F::LOAD_BRIDGE,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2532,C::SEG-07B_WRIST_TAIL_POWER,F::M3R_STAGE_A,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2533,C::SEG-07B_WRIST_TAIL_POWER,F::M3R_STAGE_B,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2534,C::SEG-07B_WRIST_TAIL_POWER,R::RC-BRK-BASE-COLLAR,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2535,C::SEG-07B_WRIST_TAIL_POWER,R::RC-BRK-BUS-FLANGE,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2536,C::SEG-07B_WRIST_TAIL_POWER,R::RC-BRK-J1-RISER,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2537,C::SEG-07B_WRIST_TAIL_POWER,R::RC-BRK-J4-ANN-MAIN-SPINE,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2538,C::SEG-07B_WRIST_TAIL_POWER,R::RC-BRK-J4-ANN-ROOT-NECK,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2539,C::SEG-07B_WRIST_TAIL_POWER,R::RC-BRK-J4-ANN-SPINE-HUB,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2540,C::SEG-07B_WRIST_TAIL_POWER,R::RC-BRK-J4-ANN-SUPPORT-LOWER-ARM,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2541,C::SEG-07B_WRIST_TAIL_POWER,R::RC-BRK-J4-ANN-SUPPORT-LOWER-POST,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2542,C::SEG-07B_WRIST_TAIL_POWER,R::RC-BRK-J4-ANN-SUPPORT-LOWER-SADDLE,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2543,C::SEG-07B_WRIST_TAIL_POWER,R::RC-BRK-J4-ANN-SUPPORT-MID-ARM,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2544,C::SEG-07B_WRIST_TAIL_POWER,R::RC-BRK-J4-ANN-SUPPORT-MID-POST,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2545,C::SEG-07B_WRIST_TAIL_POWER,R::RC-BRK-J4-ANN-SUPPORT-MID-SADDLE,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2546,C::SEG-07B_WRIST_TAIL_POWER,R::RC-BRK-J4-ANN-SUPPORT-UPPER-ARM,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2547,C::SEG-07B_WRIST_TAIL_POWER,R::RC-BRK-J4-ANN-SUPPORT-UPPER-POST,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2548,C::SEG-07B_WRIST_TAIL_POWER,R::RC-BRK-J4-ANN-SUPPORT-UPPER-SADDLE,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2549,C::SEG-07B_WRIST_TAIL_POWER,R::RC-BRK-J4-RAIL-PAD-1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2550,C::SEG-07B_WRIST_TAIL_POWER,R::RC-BRK-J4-RAIL-PAD-2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2551,C::SEG-07B_WRIST_TAIL_POWER,R::RC-BRK-J4-RAIL-PAD-3,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2552,C::SEG-07B_WRIST_TAIL_POWER,R::RC-BRK-J4-RAIL-SPINE,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2553,C::SEG-07B_WRIST_TAIL_POWER,R::RC-BRK-J6-GUIDE-A,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2554,C::SEG-07B_WRIST_TAIL_POWER,R::RC-BRK-J6-GUIDE-B,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2555,C::SEG-07B_WRIST_TAIL_POWER,R::RC-BRK-L1-01,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2556,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CAR-J3-CARRIAGE,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2557,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CAR-J4-FOLLOWER-TROLLEY,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2558,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CAR-J4-TROMBONE,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2559,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CHN-BUS-FT-BASE,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2560,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CHN-BUS-FT-LINER,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2561,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CHN-BUS-FT-WALL-A,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2562,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CHN-BUS-FT-WALL-B,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2563,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CHN-E210-LINK-00,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2564,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CHN-E210-LINK-01,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2565,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CHN-E210-LINK-02,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2566,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CHN-E210-LINK-03,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2567,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CHN-E210-LINK-04,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2568,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CHN-E210-LINK-05,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2569,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CHN-L2-BASE,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2570,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CHN-L2-LINER,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2571,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CHN-L2-WALL-A,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2572,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CHN-L2-WALL-B,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2573,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CHN-L3-BASE,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2574,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CHN-L3-LINER,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2575,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CHN-L3-WALL-A,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2576,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CHN-L3-WALL-B,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2577,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CLP-BUS-HN01,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2578,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CLP-BUS-HN02,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2579,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CLP-BUS-HN03,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2580,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CLP-BUS-RISER,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2581,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CLP-J1-MOV,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2582,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CLP-J1-RELIEF-A1,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2583,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CLP-J1-RELIEF-A2,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2584,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CLP-J1-RELIEF-B1,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2585,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CLP-J2-FIX,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2586,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CLP-J2-MOV,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2587,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CLP-J3-HOST-BOUNDARY,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2588,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CLP-J3-MOV,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2589,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CLP-J4-ANN-ENTRY,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2590,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CLP-J4-B,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2591,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CLP-J4-FIX,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2592,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CLP-J4-FOLLOWER,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2593,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CLP-J5-FIX,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2594,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CLP-J5-MOV,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2595,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CLP-J6-FIX,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2596,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CLP-J6-MOV,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2597,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CLP-L1-01,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2598,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CLP-L2-01,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2599,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CLP-L2-02,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2600,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CLP-L3-01,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2601,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CLP-L3-02,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2602,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CLP-L4-01,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2603,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CONN-WR-D1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2604,C::SEG-07B_WRIST_TAIL_POWER,R::RC-CONN-WR-P1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2605,C::SEG-07B_WRIST_TAIL_POWER,R::RC-GDE-J1-ANNULUS-LOW,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2606,C::SEG-07B_WRIST_TAIL_POWER,R::RC-GDE-J1-ANNULUS-UP,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2607,C::SEG-07B_WRIST_TAIL_POWER,R::RC-GDE-J1-ANNULUS-WALL,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2608,C::SEG-07B_WRIST_TAIL_POWER,R::RC-GDE-J1-LINER,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2609,C::SEG-07B_WRIST_TAIL_POWER,R::RC-GDE-J2-MANDREL,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2610,C::SEG-07B_WRIST_TAIL_POWER,R::RC-GDE-J2-MANDREL-LINER,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
2611,C::SEG-07B_WRIST_TAIL_POWER,R::RC-GDE-J3-SADDLE,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
