object_id,logical_role,source_candidate_id,source_geometry_path,source_geometry_sha256,geometry_representation,frame_id,frame_transform,unit,scale,operational_geometry_authority,allowed_stage_set,collision_group,adjacency_class,missing_reason,generation_method,owning_link,asset_path,asset_sha256,hausdorff_derate_mm,element_count,bounds_lo,bounds_hi
R::RC-BRK-BASE-COLLAR,R::guide_ring,ROUTE_C_R121_OPERATIONAL_COLLISION_CANDIDATE_V1,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_ROUTE_C_R121_OPERATIONAL_COLLISION_CANDIDATE_V1/01_cad/R_RC_BRK_BASE_COLLAR_S_V1.step,647647911AE9F11BCFF4B71667EFCF4AF7D67BE9E367CA788B2CE96A762D2EE0,CANDIDATE_BREP_SOLID,S,STATIC_S,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,FROZEN_CANDIDATE_STEP_S_FRAME,S_STATIC,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-BRK-BASE-COLLAR_OP_V1.brep,AF62B1ABDBA776754B1EFA35F939ECE0C07C50289E3A78D05E7AE19D0883BBDD,0.0,1,"[207.9999999, -52.000000100009004, -52.000000100009]","[220.00000010000198, 52.000000100009004, 52.000000100009004]"
R::RC-BRK-BUS-FLANGE,R::hardware,ROUTE_C_R121_OPERATIONAL_COLLISION_CANDIDATE_V1,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_ROUTE_C_R121_OPERATIONAL_COLLISION_CANDIDATE_V1/01_cad/R_RC_BRK_BUS_FLANGE_S_V1.step,5953D42CD8C0E407147547349779C504D98F3A013F249820DA89E87597271E92,CANDIDATE_BREP_SOLID,S,STATIC_S,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,FROZEN_CANDIDATE_STEP_S_FRAME,S_STATIC,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-BRK-BUS-FLANGE_OP_V1.brep,6504349AC63FAA96D360BF934EAE7D505012EA0FC5CB338F4D025079AF307B76,0.0,1,"[145.99999989998, -89.93110679581, -19.93622789226]","[150.00000009999, -50.06332158686, 19.931557316685]"
R::RC-BRK-J1-RISER,R::bracket,ROUTE_C_R121_OPERATIONAL_COLLISION_CANDIDATE_V1,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_ROUTE_C_R121_OPERATIONAL_COLLISION_CANDIDATE_V1/01_cad/R_RC_BRK_J1_RISER_S_V1.step,B9FDF3DC7FFBF87C21CB7D40F56151ED85CBA8D13EA4D3817E0915B472465C2A,CANDIDATE_BREP_SOLID,S,STATIC_S,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,FROZEN_CANDIDATE_STEP_S_FRAME,S_STATIC,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-BRK-J1-RISER_OP_V1.brep,AF0229036A69F8773CEC5F6841E4A6E5528976768F29E9856579F23965973DF3,0.0,1,"[261.9999999, -183.7521708347, -133.82055337699998]","[270.00000010001, -115.40036471520001, -5.491286385754]"
R::RC-BRK-J4-ANN-MAIN-SPINE,R::mounting_spine,ROUTE_C_SWEEP_MESH_PACK_V9F,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_ANN_MAIN_SPINE_tris.npy,40F7D397ABF5BE2AA024902FF9FA792D7A88EFF5C7351B6F8CA2D146A52A0FC3,DESIGN_SURFACE_TRIANGLE_MESH_NPZ,A0_Q0_REFERENCE,HOST_FOLLOW_OR_REGISTERED_MOTION,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,V9F_SWEEP_MESH_PASSTHROUGH_HASH_BOUND,link3,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-BRK-J4-ANN-MAIN-SPINE_OP_V1.npz,9E96A7CAF45CBF4F8DA2270083CF7709CE5B6C7063906608296FB5DCA736445E,0.0,12,"[-185.0, 65.0, 188.19934479280997]","[-165.0, 190.0, 200.19934479280997]"
R::RC-BRK-J4-ANN-ROOT-NECK,R::mounting_spine,ROUTE_C_SWEEP_MESH_PACK_V9F,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_ANN_ROOT_NECK_tris.npy,59B444A30CD205729FC9ED706FC7438F085E8D461D767A3DCE434EE6FA7997F3,DESIGN_SURFACE_TRIANGLE_MESH_NPZ,A0_Q0_REFERENCE,HOST_FOLLOW_OR_REGISTERED_MOTION,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,V9F_SWEEP_MESH_PASSTHROUGH_HASH_BOUND,link3,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-BRK-J4-ANN-ROOT-NECK_OP_V1.npz,6B19F951A23824C8DFA622FAA3EDEDF39CD0C4B8B7AC22BB2D201D0D623FD7F4,0.0,12,"[-182.0, 35.0, 187.19934479280997]","[-168.0, 65.0, 201.19934479280997]"
R::RC-BRK-J4-ANN-SPINE-HUB,R::mounting_hub,ROUTE_C_SWEEP_MESH_PACK_V9F,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_ANN_SPINE_HUB_tris.npy,3FA47AEC1B2DA897F650646A7B80179DCAC3EDEDAB0F2A206410F9DEF1FCB0CE,DESIGN_SURFACE_TRIANGLE_MESH_NPZ,A0_Q0_REFERENCE,HOST_FOLLOW_OR_REGISTERED_MOTION,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,V9F_SWEEP_MESH_PASSTHROUGH_HASH_BOUND,link3,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-BRK-J4-ANN-SPINE-HUB_OP_V1.npz,B3F8BFF55E9CCB8B80D2039D0CCD580E8F8EA3D742159E8E217172805277E8C0,0.0,12,"[-187.0, 179.99995592160624, 182.19930806083988]","[-163.0, 200.00004407839378, 206.19938152478002]"
R::RC-BRK-J4-ANN-SUPPORT-LOWER-ARM,R::guide_support_arm,ROUTE_C_SWEEP_MESH_PACK_V9F,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_ANN_SUPPORT_LOWER_ARM_tris.npy,536910A362129F18D8A4B86E4D87A13955A6E63478BBC726E92D858F873DFB96,DESIGN_SURFACE_TRIANGLE_MESH_NPZ,A0_Q0_REFERENCE,HOST_FOLLOW_OR_REGISTERED_MOTION,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,V9F_SWEEP_MESH_PASSTHROUGH_HASH_BOUND,link3,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-BRK-J4-ANN-SUPPORT-LOWER-ARM_OP_V1.npz,26350236A5E72345761A0D99359C44DA78C314FC323A85BB678643B4D71AB04D,0.0,12,"[-177.26876670616022, 185.99997182084599, 186.5277789118513]","[10.41925647784143, 194.00022713633638, 256.0354105531767]"
R::RC-BRK-J4-ANN-SUPPORT-LOWER-POST,R::guide_support_post,ROUTE_C_SWEEP_MESH_PACK_V9F,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_ANN_SUPPORT_LOWER_POST_tris.npy,74FF1201A3F5862793075143BD7E0D2F0C159734247503DB32BF29AA666AB0A7,DESIGN_SURFACE_TRIANGLE_MESH_NPZ,A0_Q0_REFERENCE,HOST_FOLLOW_OR_REGISTERED_MOTION,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,V9F_SWEEP_MESH_PASSTHROUGH_HASH_BOUND,link3,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-BRK-J4-ANN-SUPPORT-LOWER-POST_OP_V1.npz,BA8C15ACA926670ABA2A9684763A233C38ABD78F74658F1E014E7D9468074A1D,0.0,12,"[2.184561940618551, 190.0001740635504, 241.58670951418955]","[14.116417602743795, 203.00022385072677, 255.14093207858025]"
R::RC-BRK-J4-ANN-SUPPORT-LOWER-SADDLE,R::guide_support_saddle,ROUTE_C_SWEEP_MESH_PACK_V9F,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_ANN_SUPPORT_LOWER_SADDLE_tris.npy,51978F25010C4573F18538B5B82471D2C1D9DCD06FD0779B85152DAF1370F7D8,DESIGN_SURFACE_TRIANGLE_MESH_NPZ,A0_Q0_REFERENCE,HOST_FOLLOW_OR_REGISTERED_MOTION,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,V9F_SWEEP_MESH_PASSTHROUGH_HASH_BOUND,link3,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-BRK-J4-ANN-SUPPORT-LOWER-SADDLE_OP_V1.npz,AE126EB5CF8556EEF4B85A7C31639590CC14B8FE17CDE3FEE28C216EA250F090,0.0,12,"[-3.4340695351102113, 199.00015640465932, 236.7792229210181]","[19.735049078472557, 207.00024150953007, 259.9483709200854]"
R::RC-BRK-J4-ANN-SUPPORT-MID-ARM,R::guide_support_arm,ROUTE_C_SWEEP_MESH_PACK_V9F,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_ANN_SUPPORT_MID_ARM_tris.npy,74E64467F9523A1780FBAA16F5CC42E99D360BBCEA4923DEB553EB38D4554D1B,DESIGN_SURFACE_TRIANGLE_MESH_NPZ,A0_Q0_REFERENCE,HOST_FOLLOW_OR_REGISTERED_MOTION,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,V9F_SWEEP_MESH_PASSTHROUGH_HASH_BOUND,link3,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-BRK-J4-ANN-SUPPORT-MID-ARM_OP_V1.npz,0657CFE7C469DA2BF89101814373E7F2785679D4915D629370E50D09A56EEAFF,0.0,12,"[-175.0839740597197, 185.99997061600504, 186.19977083985336]","[53.631466246721885, 194.00003819639238, 204.59805851494593]"
R::RC-BRK-J4-ANN-SUPPORT-MID-POST,R::guide_support_post,ROUTE_C_SWEEP_MESH_PACK_V9F,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_ANN_SUPPORT_MID_POST_tris.npy,817C1F9B3479E695DF2EB0BFE6206EAC504ECBB31F674D6E7077D12994DC9AAC,DESIGN_SURFACE_TRIANGLE_MESH_NPZ,A0_Q0_REFERENCE,HOST_FOLLOW_OR_REGISTERED_MOTION,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,V9F_SWEEP_MESH_PASSTHROUGH_HASH_BOUND,link3,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-BRK-J4-ANN-SUPPORT-MID-POST_OP_V1.npz,541F8A07DC9C81F702E4AEFE0EEF013EF38BD62219F6742CAB3765A177D8BB41,0.0,12,"[47.33510592068435, 189.99998950251464, 191.34147937825713]","[59.75987845332, 203.00002812219267, 201.85544199405516]"
R::RC-BRK-J4-ANN-SUPPORT-MID-SADDLE,R::guide_support_saddle,ROUTE_C_SWEEP_MESH_PACK_V9F,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_ANN_SUPPORT_MID_SADDLE_tris.npy,7960FE67A52B358E07AD34544324AAD6CC8EF0B69F8C22720A7FF1D7C7399549,DESIGN_SURFACE_TRIANGLE_MESH_NPZ,A0_Q0_REFERENCE,HOST_FOLLOW_OR_REGISTERED_MOTION,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,V9F_SWEEP_MESH_PASSTHROUGH_HASH_BOUND,link3,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-BRK-J4-ANN-SUPPORT-MID-SADDLE_OP_V1.npz,939E1A1E5C0C54FB2D541E5DD9822FCC05BC68975F09ADEACDC42B81E65417F0,0.0,12,"[43.12081609753024, 198.999970513017, 186.17174602810098]","[63.97416827647411, 207.00004711160267, 207.025127592545]"
R::RC-BRK-J4-ANN-SUPPORT-UPPER-ARM,R::guide_support_arm,ROUTE_C_SWEEP_MESH_PACK_V9F,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_ANN_SUPPORT_UPPER_ARM_tris.npy,88C8F4C4EE372714CE10E9F7B0F190C5F06415924CCAADF6B541BE50DB7524DA,DESIGN_SURFACE_TRIANGLE_MESH_NPZ,A0_Q0_REFERENCE,HOST_FOLLOW_OR_REGISTERED_MOTION,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,V9F_SWEEP_MESH_PASSTHROUGH_HASH_BOUND,link3,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-BRK-J4-ANN-SUPPORT-UPPER-ARM_OP_V1.npz,C07298DE98877C4707C6A2D72F0381B5C0B67D29E37E50BAD9F77C1864A8BFCE,0.0,12,"[-177.17725279573065, 185.99977658133955, 133.37545932911627]","[15.01214027636928, 194.00002827639327, 201.89738327506535]"
R::RC-BRK-J4-ANN-SUPPORT-UPPER-POST,R::guide_support_post,ROUTE_C_SWEEP_MESH_PACK_V9F,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_ANN_SUPPORT_UPPER_POST_tris.npy,7423EECBDD95CCD53DC53CADC0A611256BDC9B5453EB4CA45CAA56CE1C1B5949,DESIGN_SURFACE_TRIANGLE_MESH_NPZ,A0_Q0_REFERENCE,HOST_FOLLOW_OR_REGISTERED_MOTION,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,V9F_SWEEP_MESH_PASSTHROUGH_HASH_BOUND,link3,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-BRK-J4-ANN-SUPPORT-UPPER-POST_OP_V1.npz,934413F066AC4D3B02E79B91B05FF970772C0574F3CC249D59D28C3BADB853CE,0.0,12,"[6.452344078578177, 189.9997788159936, 133.98379987650614]","[19.21743088269911, 202.99983089938436, 148.16314799457083]"
R::RC-BRK-J4-ANN-SUPPORT-UPPER-SADDLE,R::guide_support_saddle,ROUTE_C_SWEEP_MESH_PACK_V9F,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_ANN_SUPPORT_UPPER_SADDLE_tris.npy,7FED6E4E0806FBE656651316D3A18E8C2FADF2248C055FBC4BD4372911623E37,DESIGN_SURFACE_TRIANGLE_MESH_NPZ,A0_Q0_REFERENCE,HOST_FOLLOW_OR_REGISTERED_MOTION,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,V9F_SWEEP_MESH_PASSTHROUGH_HASH_BOUND,link3,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-BRK-J4-ANN-SUPPORT-UPPER-SADDLE_OP_V1.npz,8B68B3430912903FC7CD45716D0522E5769F4311FB88765596DFFA204E0549D6,0.0,12,"[0.587438766722751, 198.999759870281, 128.82598665305161]","[25.082336194554532, 206.99984984500924, 153.32091346635897]"
R::RC-BRK-J4-RAIL-PAD-1,R::mounting_pad,ROUTE_C_SWEEP_MESH_PACK_V9F,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_RAIL_PAD_1_tris.npy,FB60FF7284AA3CE34135CA44D931F7BAD60B5BB138458DB0AF6FCEFD8B62C507,DESIGN_SURFACE_TRIANGLE_MESH_NPZ,A0_Q0_REFERENCE,HOST_FOLLOW_OR_REGISTERED_MOTION,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,V9F_SWEEP_MESH_PASSTHROUGH_HASH_BOUND,link3,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-BRK-J4-RAIL-PAD-1_OP_V1.npz,D4E8C3D105FD2F182614371DB4D728B089F22FEBAEB44E1E93AB3463EFFE6811,0.0,12,"[-259.0, 218.99979797371932, 152.199344793181]","[-241.0, 246.99979797371932, 158.199344793181]"
R::RC-BRK-J4-RAIL-PAD-2,R::mounting_pad,ROUTE_C_SWEEP_MESH_PACK_V9F,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_RAIL_PAD_2_tris.npy,DB896CCCDA94CCC5C216F91D605FDC68E0CE464528482DCC5A3DE7DA75B09C89,DESIGN_SURFACE_TRIANGLE_MESH_NPZ,A0_Q0_REFERENCE,HOST_FOLLOW_OR_REGISTERED_MOTION,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,V9F_SWEEP_MESH_PASSTHROUGH_HASH_BOUND,link3,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-BRK-J4-RAIL-PAD-2_OP_V1.npz,386CF7051E78811E7DDF0E0A20325041C8D4E1FC503FEBD85E80026557706BF2,0.0,12,"[-214.0, 218.99979797371932, 152.199344793181]","[-196.0, 246.99979797371932, 158.199344793181]"
R::RC-BRK-J4-RAIL-PAD-3,R::mounting_pad,ROUTE_C_SWEEP_MESH_PACK_V9F,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_RAIL_PAD_3_tris.npy,32370145B6B074D113FF28758C090F4E9800E28243B571340548328EA6866E97,DESIGN_SURFACE_TRIANGLE_MESH_NPZ,A0_Q0_REFERENCE,HOST_FOLLOW_OR_REGISTERED_MOTION,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,V9F_SWEEP_MESH_PASSTHROUGH_HASH_BOUND,link3,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-BRK-J4-RAIL-PAD-3_OP_V1.npz,19D21979EC9960DC3456E31FF456631CA167554FEE767E8BA9D425A98D8D0F93,0.0,12,"[-169.0, 218.99979797371932, 152.199344793181]","[-151.0, 246.99979797371932, 158.199344793181]"
R::RC-BRK-J4-RAIL-SPINE,R::mounting_spine,ROUTE_C_SWEEP_MESH_PACK_V9F,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_RAIL_SPINE_tris.npy,658C37649818119F90EF543491861F9C49BB7582CE3BBE3EBB15E92E32745C1D,DESIGN_SURFACE_TRIANGLE_MESH_NPZ,A0_Q0_REFERENCE,HOST_FOLLOW_OR_REGISTERED_MOTION,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,V9F_SWEEP_MESH_PASSTHROUGH_HASH_BOUND,link3,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-BRK-J4-RAIL-SPINE_OP_V1.npz,0AF9071F51A049527A50502CC2DFA40094D9C2B625305F7006216DEE32190375,0.0,12,"[-265.0, 223.99979797371932, 158.199344793181]","[-145.0, 241.99979797371932, 164.199344793181]"
R::RC-BRK-J6-GUIDE-A,R::hardware,ROUTE_C_SWEEP_MESH_PACK_V9F,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J6_GUIDE_A_tris.npy,905C5C02766D5BB1F1A8172076C9A7AF68CF760D6B0960CF628281080D62E696,DESIGN_SURFACE_TRIANGLE_MESH_NPZ,A0_Q0_REFERENCE,HOST_FOLLOW_OR_REGISTERED_MOTION,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,V9F_SWEEP_MESH_PASSTHROUGH_HASH_BOUND,link6,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-BRK-J6-GUIDE-A_OP_V1.npz,E34E435AFB3A8F2E0B3BFC5A189CBA9C2D88210F766BAD9730D9B281A6B7C0E3,0.0,12,"[156.0, -15.0, 247.0]","[164.0, 15.0, 253.0]"
R::RC-BRK-J6-GUIDE-B,R::hardware,ROUTE_C_SWEEP_MESH_PACK_V9F,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J6_GUIDE_B_tris.npy,1D2D5DB9B687ED698477BC56455D247A2DC28BECD8EC68D2D4634DE87BBF0BC0,DESIGN_SURFACE_TRIANGLE_MESH_NPZ,A0_Q0_REFERENCE,HOST_FOLLOW_OR_REGISTERED_MOTION,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,V9F_SWEEP_MESH_PASSTHROUGH_HASH_BOUND,link6,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-BRK-J6-GUIDE-B_OP_V1.npz,093A86B3776F2F2B092A8003C5F7DEE5D03B002CD645E39C3789F44DB4E37767,0.0,12,"[176.0, -15.0, 247.0]","[184.0, 15.0, 253.0]"
R::RC-BRK-L1-01,R::hardware,ROUTE_C_R101_LINK1_B6_OPERATIONAL_COLLISION_CANDIDATE_V1,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_ROUTE_C_R101_LINK1_B6_OPERATIONAL_COLLISION_CANDIDATE_V1/01_cad/R_RC_BRK_L1_01_LINK1_V1.step,F536F15A6C49A1D73421E70879D2E2632F72A9EFED5A7993031D5985E15A7157,CANDIDATE_BREP_SOLID,link1,ARM_FK_LINK1,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,FROZEN_CANDIDATE_STEP_LINK_FRAME,link1,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-BRK-L1-01_OP_V1.brep,DC1602F2A182608AF6287592B82563E4CB98C6D436239C73BAE6B7BD74D31948,0.0,1,"[-53.10791034661, 39.185875859079, 40.3499999]","[-33.107910146609996, 59.185876059079, 46.3500001]"
