git_status,path,size_bytes,sha256,category,recommended_action,reason
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z2_zr_n20k2_c3d8i.prt,9474,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z2_zr_n20k2_c3d8i.runlog,696,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z2_zr_n20k2_c3d8i.sta,443,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8.com,3040,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8.dat,51349,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8.inp,1084705,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8.json,7259,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8.msg,9289,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8.odb,8780008,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8.prt,13712,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8.runlog,694,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8.sta,443,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8i.com,3042,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8i.dat,51422,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8i.inp,1084761,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8i.json,7314,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8i.msg,9289,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8i.odb,8780012,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8i.prt,13712,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8i.runlog,696,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8i.sta,443,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8i_7075.com,3052,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8i_7075.dat,51436,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8i_7075.inp,1084771,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8i_7075.json,7321,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8i_7075.msg,9289,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8i_7075.odb,8780020,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8i_7075.prt,13712,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8i_7075.runlog,706,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8i_7075.sta,443,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8i_row030.com,3056,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8i_row030.dat,51422,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8i_row030.inp,1084836,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8i_row030.json,7375,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8i_row030.msg,9289,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8i_row030.odb,8780012,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8i_row030.prt,13712,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8i_row030.runlog,710,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z4_zr_n20k4_c3d8i_row030.sta,443,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z6_zr_n20k6_c3d8i.com,3042,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z6_zr_n20k6_c3d8i.dat,51423,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z6_zr_n20k6_c3d8i.inp,1616782,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z6_zr_n20k6_c3d8i.json,7375,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z6_zr_n20k6_c3d8i.msg,9289,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z6_zr_n20k6_c3d8i.odb,12933428,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z6_zr_n20k6_c3d8i.prt,17917,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z6_zr_n20k6_c3d8i.runlog,696,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z6_zr_n20k6_c3d8i.sta,443,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z8_zr_n20k8_c3d8i.com,3042,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z8_zr_n20k8_c3d8i.dat,51423,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z8_zr_n20k8_c3d8i.inp,2154213,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z8_zr_n20k8_c3d8i.json,7321,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z8_zr_n20k8_c3d8i.msg,9289,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z8_zr_n20k8_c3d8i.odb,17086844,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z8_zr_n20k8_c3d8i.prt,22056,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z8_zr_n20k8_c3d8i.runlog,696,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_150kg_qs_z8_zr_n20k8_c3d8i.sta,443,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_22kg_qs_l1_mm_coarse_c3d8i.com,3042,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_22kg_qs_l1_mm_coarse_c3d8i.dat,32752,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_22kg_qs_l1_mm_coarse_c3d8i.inp,79909,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_22kg_qs_l1_mm_coarse_c3d8i.json,7250,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_22kg_qs_l1_mm_coarse_c3d8i.msg,10339,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_22kg_qs_l1_mm_coarse_c3d8i.odb,825636,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_22kg_qs_l1_mm_coarse_c3d8i.prt,6541,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_22kg_qs_l1_mm_coarse_c3d8i.runlog,696,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_22kg_qs_l1_mm_coarse_c3d8i.sta,443,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_22kg_qs_l2_mm_medium_c3d8i.com,3042,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_22kg_qs_l2_mm_medium_c3d8i.dat,42766,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_22kg_qs_l2_mm_medium_c3d8i.inp,199306,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_22kg_qs_l2_mm_medium_c3d8i.json,7283,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_22kg_qs_l2_mm_medium_c3d8i.msg,9288,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_22kg_qs_l2_mm_medium_c3d8i.odb,1763564,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_22kg_qs_l2_mm_medium_c3d8i.prt,5789,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_22kg_qs_l2_mm_medium_c3d8i.runlog,696,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_22kg_qs_l2_mm_medium_c3d8i.sta,443,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_22kg_qs_l3_mm_fine_c3d8i.com,3038,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_22kg_qs_l3_mm_fine_c3d8i.dat,51446,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/jobs_b/fea1b_capture_22kg_qs_l3_mm_fine_c3d8i.inp,299851,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
