state,instance_id,T_S_step_m,transform_equation,source_frame,target_frame,translation_unit,source_translation_unit,rotation_valid,same_geometry_as_873,same_transform_as_873,native_whole_plan_current,source_hash_verified
service,WP10_BOTTOM_3_SCREW,"[[1.0,0.0,0.0,-0.06],[0.0,1.0,0.0,0.033],[0.0,0.0,1.0,-0.11415],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP10_BOTTOM_3_SCREW,S,m,mm,True,False,False,False,True
service,WP10_BOTTOM_3_WASHER,"[[1.0,0.0,0.0,-0.06],[0.0,1.0,0.0,0.033],[0.0,0.0,1.0,-0.09815],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP10_BOTTOM_3_WASHER,S,m,mm,True,False,False,False,True
service,WP10_BOTTOM_3_NUT,"[[1.0,0.0,0.0,-0.06],[0.0,1.0,0.0,0.033],[0.0,0.0,1.0,-0.09765000000000001],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP10_BOTTOM_3_NUT,S,m,mm,True,False,False,False,True
service,WP10_BOTTOM_4_SCREW,"[[1.0,0.0,0.0,0.12],[0.0,1.0,0.0,-0.0935],[0.0,0.0,1.0,-0.11415],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP10_BOTTOM_4_SCREW,S,m,mm,True,False,False,False,True
service,WP10_BOTTOM_4_WASHER,"[[1.0,0.0,0.0,0.12],[0.0,1.0,0.0,-0.0935],[0.0,0.0,1.0,-0.09815],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP10_BOTTOM_4_WASHER,S,m,mm,True,False,False,False,True
service,WP10_BOTTOM_4_NUT,"[[1.0,0.0,0.0,0.12],[0.0,1.0,0.0,-0.0935],[0.0,0.0,1.0,-0.09765000000000001],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP10_BOTTOM_4_NUT,S,m,mm,True,False,False,False,True
service,WP10_BOTTOM_5_SCREW,"[[1.0,0.0,0.0,0.12],[0.0,1.0,0.0,0.0935],[0.0,0.0,1.0,-0.11415],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP10_BOTTOM_5_SCREW,S,m,mm,True,False,False,False,True
service,WP10_BOTTOM_5_WASHER,"[[1.0,0.0,0.0,0.12],[0.0,1.0,0.0,0.0935],[0.0,0.0,1.0,-0.09815],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP10_BOTTOM_5_WASHER,S,m,mm,True,False,False,False,True
service,WP10_BOTTOM_5_NUT,"[[1.0,0.0,0.0,0.12],[0.0,1.0,0.0,0.0935],[0.0,0.0,1.0,-0.09765000000000001],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP10_BOTTOM_5_NUT,S,m,mm,True,False,False,False,True
service,WP10_CHB_0_SCREW,"[[1.0,0.0,0.0,-0.04912999999999999],[0.0,1.0,0.0,-0.0254],[0.0,0.0,1.0,-0.11415],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP10_CHB_0_SCREW,S,m,mm,True,False,False,False,True
service,WP10_CHB_1_SCREW,"[[1.0,0.0,0.0,-0.04912999999999999],[0.0,1.0,0.0,0.0254],[0.0,0.0,1.0,-0.11415],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP10_CHB_1_SCREW,S,m,mm,True,False,False,False,True
service,WP10_CHB_2_SCREW,"[[1.0,0.0,0.0,-0.000870000000000001],[0.0,1.0,0.0,-0.0254],[0.0,0.0,1.0,-0.11415],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP10_CHB_2_SCREW,S,m,mm,True,False,False,False,True
service,WP10_CHB_3_SCREW,"[[1.0,0.0,0.0,-0.000870000000000001],[0.0,1.0,0.0,0.0254],[0.0,0.0,1.0,-0.11415],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP10_CHB_3_SCREW,S,m,mm,True,False,False,False,True
service,WP10_COLD_-1_TIM,"[[1.0,0.0,0.0,-0.025],[0.0,0.0,1.0,-0.0965],[0.0,-1.0,0.0,-0.07],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP10_COLD_-1_TIM,S,m,mm,True,False,False,False,True
service,WP10_COLD_-1_0_SCREW,"[[1.0,0.0,0.0,-0.043000000000000003],[0.0,0.0,1.0,-0.11315000000000001],[0.0,-1.0,0.0,-0.07],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP10_COLD_-1_0_SCREW,S,m,mm,True,False,False,False,True
service,WP10_COLD_-1_1_SCREW,"[[1.0,0.0,0.0,-0.007],[0.0,0.0,1.0,-0.11315000000000001],[0.0,-1.0,0.0,-0.07],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP10_COLD_-1_1_SCREW,S,m,mm,True,False,False,False,True
service,WP10_COLD_1_TIM,"[[1.0,0.0,0.0,-0.025],[0.0,0.0,-1.0,0.0965],[0.0,1.0,0.0,-0.07],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP10_COLD_1_TIM,S,m,mm,True,False,False,False,True
service,WP10_COLD_1_0_SCREW,"[[1.0,0.0,0.0,-0.043000000000000003],[0.0,0.0,-1.0,0.11315000000000001],[0.0,1.0,0.0,-0.07],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP10_COLD_1_0_SCREW,S,m,mm,True,False,False,False,True
service,WP10_COLD_1_1_SCREW,"[[1.0,0.0,0.0,-0.007],[0.0,0.0,-1.0,0.11315000000000001],[0.0,1.0,0.0,-0.07],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP10_COLD_1_1_SCREW,S,m,mm,True,False,False,False,True
service,WP10_INTERNAL_BATTERY_BYPASS,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP10_INTERNAL_BATTERY_BYPASS,S,m,mm,True,False,False,False,True
service,WP10_RRC3570_4_D_MAX_ENVELOPE,"[[1.0,0.0,0.0,0.04075],[0.0,1.0,0.0,-0.014100000000000001],[0.0,0.0,1.0,0.04975],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP10_RRC3570_4_D_MAX_ENVELOPE,S,m,mm,True,False,False,False,True
service,TRUNK_0_LINER_LOW,"[[1.0,-0.0,0.0,-0.095],[0.0,1.0,0.0,0.0015],[0.0,0.0,1.0,0.045],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_0_LINER_LOW,S,m,mm,True,False,False,False,True
service,TRUNK_0_LINER_HIGH,"[[1.0,-0.0,0.0,-0.095],[0.0,1.0,0.0,0.0015],[0.0,0.0,1.0,0.045],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_0_LINER_HIGH,S,m,mm,True,False,False,False,True
service,TRUNK_0_SCREW_0,"[[1.0,0.0,0.0,-0.095],[0.0,1.0,0.0,-0.006500000000000001],[0.0,0.0,1.0,0.049],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_0_SCREW_0,S,m,mm,True,False,False,False,True
service,TRUNK_0_WASHER_0,"[[1.0,0.0,0.0,-0.195],[0.0,1.0,0.0,-0.0525],[0.0,0.0,1.0,0.051500000000000004],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_0_WASHER_0,S,m,mm,True,False,False,False,True
service,TRUNK_0_NUT_0,"[[1.0,0.0,0.0,-0.195],[0.0,1.0,0.0,-0.0525],[0.0,0.0,1.0,0.051500000000000004],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_0_NUT_0,S,m,mm,True,False,False,False,True
service,TRUNK_0_SCREW_1,"[[1.0,0.0,0.0,-0.095],[0.0,1.0,0.0,0.0095],[0.0,0.0,1.0,0.049],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_0_SCREW_1,S,m,mm,True,False,False,False,True
service,TRUNK_0_WASHER_1,"[[1.0,0.0,0.0,-0.195],[0.0,1.0,0.0,-0.0365],[0.0,0.0,1.0,0.051500000000000004],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_0_WASHER_1,S,m,mm,True,False,False,False,True
service,TRUNK_0_NUT_1,"[[1.0,0.0,0.0,-0.195],[0.0,1.0,0.0,-0.0365],[0.0,0.0,1.0,0.051500000000000004],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_0_NUT_1,S,m,mm,True,False,False,False,True
service,TRUNK_1_LINER_LOW,"[[1.0,-0.0,0.0,-0.03],[0.0,1.0,0.0,0.0015],[0.0,0.0,1.0,-0.002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_1_LINER_LOW,S,m,mm,True,False,False,False,True
service,TRUNK_1_LINER_HIGH,"[[1.0,-0.0,0.0,-0.03],[0.0,1.0,0.0,0.0015],[0.0,0.0,1.0,-0.002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_1_LINER_HIGH,S,m,mm,True,False,False,False,True
service,TRUNK_1_SCREW_0,"[[1.0,0.0,0.0,-0.03],[0.0,1.0,0.0,-0.006500000000000001],[0.0,0.0,1.0,0.002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_1_SCREW_0,S,m,mm,True,False,False,False,True
service,TRUNK_1_WASHER_0,"[[1.0,0.0,0.0,-0.13],[0.0,1.0,0.0,-0.0525],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_1_WASHER_0,S,m,mm,True,False,False,False,True
service,TRUNK_1_NUT_0,"[[1.0,0.0,0.0,-0.13],[0.0,1.0,0.0,-0.0525],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_1_NUT_0,S,m,mm,True,False,False,False,True
service,TRUNK_1_SCREW_1,"[[1.0,0.0,0.0,-0.03],[0.0,1.0,0.0,0.0095],[0.0,0.0,1.0,0.002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_1_SCREW_1,S,m,mm,True,False,False,False,True
service,TRUNK_1_WASHER_1,"[[1.0,0.0,0.0,-0.13],[0.0,1.0,0.0,-0.0365],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_1_WASHER_1,S,m,mm,True,False,False,False,True
service,TRUNK_1_NUT_1,"[[1.0,0.0,0.0,-0.13],[0.0,1.0,0.0,-0.0365],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_1_NUT_1,S,m,mm,True,False,False,False,True
service,TRUNK_2_LINER_LOW,"[[1.0,-0.0,0.0,0.025],[0.0,1.0,0.0,0.0015],[0.0,0.0,1.0,-0.002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_2_LINER_LOW,S,m,mm,True,False,False,False,True
service,TRUNK_2_LINER_HIGH,"[[1.0,-0.0,0.0,0.025],[0.0,1.0,0.0,0.0015],[0.0,0.0,1.0,-0.002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_2_LINER_HIGH,S,m,mm,True,False,False,False,True
service,TRUNK_2_SCREW_0,"[[1.0,0.0,0.0,0.025],[0.0,1.0,0.0,-0.006500000000000001],[0.0,0.0,1.0,0.002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_2_SCREW_0,S,m,mm,True,False,False,False,True
service,TRUNK_2_WASHER_0,"[[1.0,0.0,0.0,-0.075],[0.0,1.0,0.0,-0.0525],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_2_WASHER_0,S,m,mm,True,False,False,False,True
service,TRUNK_2_NUT_0,"[[1.0,0.0,0.0,-0.075],[0.0,1.0,0.0,-0.0525],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_2_NUT_0,S,m,mm,True,False,False,False,True
service,TRUNK_2_SCREW_1,"[[1.0,0.0,0.0,0.025],[0.0,1.0,0.0,0.0095],[0.0,0.0,1.0,0.002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_2_SCREW_1,S,m,mm,True,False,False,False,True
service,TRUNK_2_WASHER_1,"[[1.0,0.0,0.0,-0.075],[0.0,1.0,0.0,-0.0365],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_2_WASHER_1,S,m,mm,True,False,False,False,True
service,TRUNK_2_NUT_1,"[[1.0,0.0,0.0,-0.075],[0.0,1.0,0.0,-0.0365],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_2_NUT_1,S,m,mm,True,False,False,False,True
service,TRUNK_3_LINER_LOW,"[[6.123233995736766e-17,1.0,0.0,0.065],[-1.0,6.123233995736766e-17,0.0,-0.04],[0.0,0.0,1.0,-0.002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_3_LINER_LOW,S,m,mm,True,False,False,False,True
service,TRUNK_3_LINER_HIGH,"[[6.123233995736766e-17,1.0,0.0,0.065],[-1.0,6.123233995736766e-17,0.0,-0.04],[0.0,0.0,1.0,-0.002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_3_LINER_HIGH,S,m,mm,True,False,False,False,True
service,TRUNK_3_SCREW_0,"[[1.0,0.0,0.0,0.057],[0.0,1.0,0.0,-0.04],[0.0,0.0,1.0,0.002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_3_SCREW_0,S,m,mm,True,False,False,False,True
service,TRUNK_3_WASHER_0,"[[1.0,0.0,0.0,-0.043000000000000003],[0.0,1.0,0.0,-0.08600000000000001],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_3_WASHER_0,S,m,mm,True,False,False,False,True
service,TRUNK_3_NUT_0,"[[1.0,0.0,0.0,-0.043000000000000003],[0.0,1.0,0.0,-0.08600000000000001],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_3_NUT_0,S,m,mm,True,False,False,False,True
service,TRUNK_3_SCREW_1,"[[1.0,0.0,0.0,0.073],[0.0,1.0,0.0,-0.04],[0.0,0.0,1.0,0.002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_3_SCREW_1,S,m,mm,True,False,False,False,True
service,TRUNK_3_WASHER_1,"[[1.0,0.0,0.0,-0.027],[0.0,1.0,0.0,-0.08600000000000001],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_3_WASHER_1,S,m,mm,True,False,False,False,True
service,TRUNK_3_NUT_1,"[[1.0,0.0,0.0,-0.027],[0.0,1.0,0.0,-0.08600000000000001],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_3_NUT_1,S,m,mm,True,False,False,False,True
service,TRUNK_HIGH_FOOT_SCREW_0,"[[1.0,0.0,0.0,-0.105],[0.0,1.0,0.0,-0.011],[0.0,0.0,1.0,-0.0055],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_HIGH_FOOT_SCREW_0,S,m,mm,True,False,False,False,True
service,TRUNK_HIGH_FOOT_WASHER_0,"[[1.0,0.0,0.0,-0.20500000000000002],[0.0,1.0,0.0,-0.057],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_HIGH_FOOT_WASHER_0,S,m,mm,True,False,False,False,True
service,TRUNK_HIGH_FOOT_NUT_0,"[[1.0,0.0,0.0,-0.20500000000000002],[0.0,1.0,0.0,-0.057],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_HIGH_FOOT_NUT_0,S,m,mm,True,False,False,False,True
service,TRUNK_HIGH_FOOT_SCREW_1,"[[1.0,0.0,0.0,-0.085],[0.0,1.0,0.0,-0.011],[0.0,0.0,1.0,-0.0055],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_HIGH_FOOT_SCREW_1,S,m,mm,True,False,False,False,True
service,TRUNK_HIGH_FOOT_WASHER_1,"[[1.0,0.0,0.0,-0.185],[0.0,1.0,0.0,-0.057],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_HIGH_FOOT_WASHER_1,S,m,mm,True,False,False,False,True
service,TRUNK_HIGH_FOOT_NUT_1,"[[1.0,0.0,0.0,-0.185],[0.0,1.0,0.0,-0.057],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:TRUNK_HIGH_FOOT_NUT_1,S,m,mm,True,False,False,False,True
service,ROOT_BUSH_LEFT,"[[1.0,0.0,0.0,0.065],[0.0,1.0,0.0,-0.08],[0.0,0.0,1.0,0.10715000000000001],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:ROOT_BUSH_LEFT,S,m,mm,True,False,False,False,True
service,ROOT_BUSH_RIGHT,"[[1.0,0.0,0.0,0.065],[0.0,1.0,0.0,-0.08],[0.0,0.0,1.0,0.10715000000000001],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:ROOT_BUSH_RIGHT,S,m,mm,True,False,False,False,True
service,ROOT_KEEPER,"[[1.0,0.0,0.0,0.065],[0.0,1.0,0.0,-0.08],[0.0,0.0,1.0,0.10715000000000001],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:ROOT_KEEPER,S,m,mm,True,False,False,False,True
service,ROOT_SCREW_0,"[[1.0,0.0,0.0,0.053],[0.0,1.0,0.0,-0.08],[0.0,0.0,1.0,0.10315],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:ROOT_SCREW_0,S,m,mm,True,False,False,False,True
service,ROOT_SCREW_1,"[[1.0,0.0,0.0,0.053],[0.0,1.0,0.0,-0.07],[0.0,0.0,1.0,0.10315],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:ROOT_SCREW_1,S,m,mm,True,False,False,False,True
service,C203_BODY,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:C203_BODY,S,m,mm,True,False,False,False,True
service,C203_PCB,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:C203_PCB,S,m,mm,True,False,False,False,True
service,C203_CARRIER,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:C203_CARRIER,S,m,mm,True,False,False,False,True
service,C203_LOWER_A,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:C203_LOWER_A,S,m,mm,True,False,False,False,True
service,C203_LOWER_B,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:C203_LOWER_B,S,m,mm,True,False,False,False,True
service,C203_LINER_A_TOP,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:C203_LINER_A_TOP,S,m,mm,True,False,False,False,True
service,C203_LINER_A_BOTTOM,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:C203_LINER_A_BOTTOM,S,m,mm,True,False,False,False,True
service,C203_LINER_B_TOP,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:C203_LINER_B_TOP,S,m,mm,True,False,False,False,True
service,C203_LINER_B_BOTTOM,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:C203_LINER_B_BOTTOM,S,m,mm,True,False,False,False,True
service,C203_DECK_SCREW_0,"[[1.0,0.0,0.0,-0.048],[0.0,1.0,0.0,-0.0325],[0.0,0.0,1.0,-0.0155],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:C203_DECK_SCREW_0,S,m,mm,True,False,False,False,True
service,C203_DECK_WASHER_0,"[[1.0,0.0,0.0,-0.048],[0.0,1.0,0.0,-0.0325],[0.0,0.0,1.0,-0.0085],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:C203_DECK_WASHER_0,S,m,mm,True,False,False,False,True
service,C203_DECK_NUT_0,"[[1.0,0.0,0.0,-0.048],[0.0,1.0,0.0,-0.0325],[0.0,0.0,1.0,-0.008],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:C203_DECK_NUT_0,S,m,mm,True,False,False,False,True
service,C203_DECK_SCREW_1,"[[1.0,0.0,0.0,-0.048],[0.0,1.0,0.0,0.0325],[0.0,0.0,1.0,-0.0155],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:C203_DECK_SCREW_1,S,m,mm,True,False,False,False,True
service,C203_DECK_WASHER_1,"[[1.0,0.0,0.0,-0.048],[0.0,1.0,0.0,0.0325],[0.0,0.0,1.0,-0.0085],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:C203_DECK_WASHER_1,S,m,mm,True,False,False,False,True
service,C203_DECK_NUT_1,"[[1.0,0.0,0.0,-0.048],[0.0,1.0,0.0,0.0325],[0.0,0.0,1.0,-0.008],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:C203_DECK_NUT_1,S,m,mm,True,False,False,False,True
service,C203_DECK_SCREW_2,"[[1.0,0.0,0.0,-0.02],[0.0,1.0,0.0,-0.0325],[0.0,0.0,1.0,-0.0155],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:C203_DECK_SCREW_2,S,m,mm,True,False,False,False,True
service,C203_DECK_WASHER_2,"[[1.0,0.0,0.0,-0.02],[0.0,1.0,0.0,-0.0325],[0.0,0.0,1.0,-0.0085],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:C203_DECK_WASHER_2,S,m,mm,True,False,False,False,True
service,C203_DECK_NUT_2,"[[1.0,0.0,0.0,-0.02],[0.0,1.0,0.0,-0.0325],[0.0,0.0,1.0,-0.008],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:C203_DECK_NUT_2,S,m,mm,True,False,False,False,True
service,C203_DECK_SCREW_3,"[[1.0,0.0,0.0,-0.02],[0.0,1.0,0.0,0.0325],[0.0,0.0,1.0,-0.0155],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:C203_DECK_SCREW_3,S,m,mm,True,False,False,False,True
service,C203_DECK_WASHER_3,"[[1.0,0.0,0.0,-0.02],[0.0,1.0,0.0,0.0325],[0.0,0.0,1.0,-0.0085],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:C203_DECK_WASHER_3,S,m,mm,True,False,False,False,True
service,C203_DECK_NUT_3,"[[1.0,0.0,0.0,-0.02],[0.0,1.0,0.0,0.0325],[0.0,0.0,1.0,-0.008],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:C203_DECK_NUT_3,S,m,mm,True,False,False,False,True
service,C203_CLAMP_SCREW_0,"[[1.0,0.0,0.0,-0.048],[0.0,1.0,0.0,-0.0225],[0.0,0.0,1.0,-0.054],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:C203_CLAMP_SCREW_0,S,m,mm,True,False,False,False,True
