path,sha256,bytes
logs/exit_battery_import_failure.run.json,dc65fe84f3ec678fa98b75b39c56f4915a6e1535a6236f5ee10a3e4335562f4a,4516
logs/exit_battery_import_failure.stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
logs/exit_battery_import_failure.stdout.log,cfc56751984f51543b6a9956b7cefd94d3978c551bf1e921616ab55913c04b7e,67
logs/exit_interrupted_a3200.run.json,b5e1e185dd979929646882731f70175ce60bdd9b1f28cef02669f98dcdf38faa,4378
logs/exit_interrupted_a3200.stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
logs/exit_interrupted_a3200.stdout.log,2af4aa53f3930ff84043b433017a8dd87b4b83d7633b1ead06b99b16638cf70c,135
logs/exit_mips_complete.run.json,d2f928faf3f9cb46c8f99429f0ab0165106f2783ad7de2338f500b5fa89a6025,6747
logs/exit_mips_complete.stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
logs/exit_mips_complete.stdout.log,3472dea1af83c8177cfdb70c3aa934ed5719763190ebd202d92b1044a7cf99f5,66
logs/finalize_wp09.run.json,38e3ec1ca67fd5f57ac09e09560271dad978ca6690520db486e90b1ebd51f27a,2772
logs/finalize_wp09.stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
logs/finalize_wp09.stdout.log,636c4ea6f65dca2958e7773f3e1a124050cf4f83d4f9e4af916b097fa966172d,359
logs/inspect_catalogue.run.json,9c09c9ff7b4767d754e9b62abc6707984256e12890ad23e7f59e9ac9f55c946f,8198
logs/inspect_catalogue.stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
logs/inspect_catalogue.stdout.log,661ddf149fa6d2ac780b04f7e22dfc2cfd35fecff277e70135059a9a0f65765a,4851
logs/mips_emission.run.json,548d7f1c10d5d07e5df4e6f98379fa2640dd5e2fdecac93b2935391899976775,6641
logs/mips_emission.stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
logs/mips_emission.stdout.log,8046888fcbc180af30f20d7a1a433a2d069e3513537de7461781c956ef3eff46,33
logs/mips_native_material.run.json,79dbd33098fdaec5c1eedbdcccd0dc296ce43591e029835bfb27cf2bc808d2cc,8284
logs/mips_native_material.stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
logs/mips_native_material.stdout.log,f68ff20f53ceb817a1f948ff37fae2905321c611c9a8950bed935983d622f183,339
logs/module_a3200_snapshots.run.json,841466b73eacfc52516d5b7ef10069cb55ca301f277759dc3d3a8f0d71b3d141,2982
logs/module_a3200_snapshots.stderr.log,8b44d93382df5e3a164478585c24895f8fd881b4cde0c3c72ab8a1ea51c4361d,259
logs/module_a3200_snapshots.stdout.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
logs/module_a3200_snapshots_v2.run.json,534ff126f20b1d06cf654bcb707d01256c6f2b4165470c50c42d3973b1068ea7,14298
logs/module_a3200_snapshots_v2.stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
logs/module_a3200_snapshots_v2.stdout.log,f8b7436ee790ade5d0a712932f25698a10e2d3741f02ab1d7c43dc9eb502f433,1167
logs/module_mips_snapshots.run.json,f60559a09719db344b4daf8a8b1dea49ca4d4904911465af051fe122dc09d77d,11677
logs/module_mips_snapshots.stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
logs/module_mips_snapshots.stdout.log,006e9ff878c49b4d45bce9775e614cc86d4c9f5a73a0e71fd9e50e72c789f8ff,1162
logs/native_a3200.run.json,45129a29d11697407cc89eb24251efcd9bde3951c213438e8a2580abcaeb08e5,59428
logs/native_a3200.stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
logs/native_a3200.stdout.log,bbeac974311b6ea996789bcb6b69c27f71730a46ebae9350829c092748ee9996,12815
logs/native_a3200_b1.run.json,a87455214b0867186d49e7a107aea3f5970964dbbeadcb9d617dc6c373ff825e,43558
logs/native_a3200_b1.stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
logs/native_a3200_b1.stdout.log,4d0391e09f7b8c19aa6ad896ae1f3a84084f2020b63ef213f2ced5886457959e,6301
logs/native_battery_b1.run.json,9118a2caebca3b1d96e4d77ae69440c4d98684b7de3047e3663d12752253978e,25036
logs/native_battery_b1.stderr.log,18a1ea002821a856642fa82872d2209b2400217f63f29fdc15d168ad77615fdb,1566
logs/native_battery_b1.stdout.log,656a0f6f0bfc390e48a7a2600a4f531ab72d06921fbd2b8e5fdd85cceef4b735,2619
logs/native_battery_b2_raw.run.json,35320577f79fb625350dd9d90a7f1fe71ea12832d6f3e153482545043f6a1142,12443
logs/native_battery_b2_raw.stderr.log,83fa60cb5e98d31c628d622e60a3db3fe9eb19a97b14f8d2b3dc1991d06eced4,1566
logs/native_battery_b2_raw.stdout.log,742e7d12a55dd4219aeee2bc4dc41653ea92f8e606c7c742f48a9a9da92d32be,907
logs/native_battery_b3_norepair.run.json,98e75208c5b892c50d30306d340e7090eb8ce3d32376200628b504b603085192,12642
logs/native_battery_b3_norepair.stderr.log,c36804923e4a71c8d20ec74ed9c6dde93e8034f24e7dca5e19bc256591002a36,1566
logs/native_battery_b3_norepair.stdout.log,b6bece2570cbcfab10a7ec276e848386e3e0b0753015e756b990c206ca019094,913
logs/native_battery_b4_directbrep.run.json,032eb349f0637d19d8148d0d44426bd268ae59f908fb4b6c352c2246b6549375,12719
logs/native_battery_b4_directbrep.stderr.log,99d4ecc70fed209b178a917cf95566fb5730e3bffb39dc2d03851e322db1e79d,1566
logs/native_battery_b4_directbrep.stdout.log,7b332217f50ed6e13a0d0d3704b4cf3ee778dfe8434ff7ddbb883e1c3f82d1a3,915
logs/native_battery_b5_iges.run.json,a186818e5a3d7e87007fb995b43ca18ae2243ab8f3a0f50cb20b91c80dc70a00,6991
logs/native_battery_b5_iges.stderr.log,41fb448e54724edcf0ae279f313d33e826b7baeb2f8b576feddb39631ef4060e,1588
logs/native_battery_b5_iges.stdout.log,d76bfe32be89a4ba6956b81ae10769da21e501e796feb8c41d3a719bfeb3eda3,509
logs/native_battery_b6_iges_solid.run.json,705a80743c6a09551574ce81ae219b93249c121aa8de4acfa4c2d200fae46349,7007
logs/native_battery_b6_iges_solid.stderr.log,18bf3e1a5ff5527d954f10bfb5b8e49b524088319c968fe7b4294b85b06e9f2c,1588
logs/native_battery_b6_iges_solid.stdout.log,2b691d4d90970011413248c35130445e1ff277b37a4ef8cc62fde28fe155f368,509
logs/native_mips_b1.run.json,fdebe8dd427ef5a3f993e1de05c5fe96e35f7c2704b52ab25c11e019843c1caf,59978
logs/native_mips_b1.stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
logs/native_mips_b1.stdout.log,d3208df54db632b5a3fbe7312d32cb9a81f94a104277806279015dc783fe28ef,6353
logs/preserve_failed_iges.run.json,66caecb7ba3eccce99f182b94d144fd0630d33b6f162be11046c2cd32fc34254,4363
logs/preserve_failed_iges.stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
logs/preserve_failed_iges.stdout.log,6e22ed25224f36c94d93ea3e77d24cbd35157a940d24521328baeaaa17078685,486
logs/preserve_failed_iges6_shortpath.run.json,0ead9090ad95a8bfa21a7ec91b4d8a777cabae9b6f133a4c8cfef480be3c501f,4308
logs/preserve_failed_iges6_shortpath.stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
logs/preserve_failed_iges6_shortpath.stdout.log,72c617690ff3dcb542ae24c44a8835f528d6e336df7de01793a80c9816bdf1e4,447
logs/preserve_failed_iges_form_solid.run.json,b85e05863e035533edbffc6026f8ef2e41305fbaae1baebb24052b7a66ea0c7b,2193
logs/preserve_failed_iges_form_solid.stderr.log,c70e0927a27eaea0a00a4d8417a38649c1fda91121141448529fc17a7ec97670,1264
logs/preserve_failed_iges_form_solid.stdout.log,7227c3a20b544982ff6b7610071fda3a274bfcac6295da199b3927d1f9001791,427
native/a3200/native_roundtrip.step,b7e489cfd048faa0c24293f75038927eec877607e6d929f3158ed053d9db0cb4,909666
native/a3200/parts/A3200_BOARD_REFERENCE.SLDPRT,7286d3bf52c982026be22fab54b3b7ef1f12ea6a48bce0dbf72eb8b66368e4ce,63492
native/a3200/parts/A3200_BOTTOM_WASHER_0.SLDPRT,414fef3aabefc8c258e5205381372a21f63572938a02ee492a205107663d1b88,63383
native/a3200/parts/A3200_BOTTOM_WASHER_1.SLDPRT,0066c24e348ebccce9d9ccbd2214c81d5de5d3197eefcc4e2a9d33603bff8f8c,63192
native/a3200/parts/A3200_BOTTOM_WASHER_2.SLDPRT,4ddc7af1890fda9542893e730601aed9bcff74776b7b70ba9d2daeacfa18861c,63135
native/a3200/parts/A3200_BOTTOM_WASHER_3.SLDPRT,9825e71ecb0b383f8121fff0dbd51ceb4497546a8fe7d49e35fab9adecfd6c83,62665
native/a3200/parts/A3200_CARRIER.SLDPRT,40ed90edf98bf74eee6fdf025927d887c86a3fea4f328c3a8047e60b25885929,67979
native/a3200/parts/A3200_NUT_0.SLDPRT,349970eb4cc722b1785cd67b3c61a5ec4f04eea7d3480ae7824b4af285068235,95396
native/a3200/parts/A3200_NUT_1.SLDPRT,7b7375c61374b43e2527e8321b689f63f74bc335d65f2fd6b8174792dc5c6994,94613
native/a3200/parts/A3200_NUT_2.SLDPRT,4989cb09b86e74d04d7baba7cdb40a514679df8c3075e30dc03d0b56d0a78dfd,94333
native/a3200/parts/A3200_NUT_3.SLDPRT,dacaf7766747f225d759d5bf4d62706e3467a1d987429ac039b4c030f2119919,95168
native/a3200/parts/A3200_SCREW_0.SLDPRT,c6373eb42c9209dd354f6ff910e446e186b90fea8fe70138d5b2941990545b64,90634
native/a3200/parts/A3200_SCREW_1.SLDPRT,46eb45608359deb689d36a7bebada04bb302f0d5310c6f8fc9e535a42d7ba4cf,89543
native/a3200/parts/A3200_SCREW_2.SLDPRT,1251979f3eef2a7213dda57928a8df27fdaf9a91920b11e2c54aeedbdb3e8473,90046
native/a3200/parts/A3200_SCREW_3.SLDPRT,3afd1ec08fdb78f97da2bba479d6ae75e6f9a66317c6ba2f143dffcbefa62134,90607
native/a3200/parts/A3200_SPACER_0.SLDPRT,f47b4bd2358df47f1a205e81e02ff6c1591dc55713a5481bea95483228c308eb,71053
native/a3200/parts/A3200_SPACER_1.SLDPRT,ed80af6d574ef088e0377c2dabcee6aa1df7d5cbbaec3ff28188d7ab5df4edd8,69710
native/a3200/parts/A3200_SPACER_2.SLDPRT,1294ddf09038ca1f0e8382afa2f795a91b774b8b47ee5fa55c5817680135ad33,70795
native/a3200/parts/A3200_SPACER_3.SLDPRT,f96c558d1ced1b48f8393c40e34fb26df27b57b7b5ffaf3582b13e2e0f1c9336,70851
native/a3200/parts/A3200_TOP_WASHER_0.SLDPRT,127bfd30b60cf4b0943ba274de03fdd50381dedf175ffd876cb1137d4b41f11e,63288
native/a3200/parts/A3200_TOP_WASHER_1.SLDPRT,6327c8a0444393a77c44e2d2bbffbfa0370cd666e69151af52f13f21c4092082,62294
native/a3200/parts/A3200_TOP_WASHER_2.SLDPRT,9db501754b58c5f1b1abb891d8f571f9ea01a0db07f8f9092df6af96a11c2510,63644
native/a3200/parts/A3200_TOP_WASHER_3.SLDPRT,741044bc6584641cea914620718811c6cdc190b80791322d1cd25bd7ec10c471,62739
native/a3200/WP09_A3200.SLDASM,374f6bad24f0ba6da4604caa60be4e7ccf55b618d290586b7eae6f01a2685b71,283646
native/battery_mount/parts/adapter_battery.SLDPRT,694084a55c582b9f454419235339592bd778bb91b1b570d7a06978242240d069,60335
native/battery_mount/parts/lower_equipment_deck.SLDPRT,f59271c5737a7e65f892c2bc483e1d35a4221bae80b1c2f4b39f449e76c872ab,83113
native/battery_mount/parts/WP09_BAT_-152_-78_screw.SLDPRT,75f39570e47e790998d2d03ca47d289749879539a90a58e4d5bdec4383d76cc1,93585
native/battery_mount_direct_brep/parts/WP09_BAT_-152_-78_screw.SLDPRT,f83d3ae88a882d7aa761813c3931db834fcb4cea0e8aa8b6956492cd156811c5,93208
native/battery_mount_no_repair/parts/WP09_BAT_-152_-78_screw.SLDPRT,89793dc2d2c96d2f023f1b3ca4eae0c3ef8762b864ac5685fbd629d2e6862faa,93104
native/battery_mount_raw/parts/WP09_BAT_-152_-78_screw.SLDPRT,a0e86cbac5e9e7b4207217e5e3c40b871cbf66fa291cfb8a408bda159023a29a,92950
native/failed_iges_sheets/WP09_BAT_FIRST_SCREW_7SHEETS_DIAGNOSTIC.SLDPRT,1e354824982830b96482e980d0c3e8b19bc3081a22e51d54058161c3fbed50e2,114004
native/iges6/failed_sheets.SLDPRT,4c6aa85d098ce56d423e9f9dadd3c4fdcf262de4c85c1c167797e8e2c720e15e,113991
native/mips/native_roundtrip.step,480da62309e3be031912c5eae0898cd2430485bd6ef9b9b526a36ec354da6da2,211698
native/mips/parts/MIPS_EXTERNAL_CRADLE.SLDPRT,4e5ab543fb41c3264a290e445cecb900c345145708b744709be242c16439b8d4,81089
native/mips/parts/MIPS_INTERFACE_SHIM_-1_0.SLDPRT,f0876bf98b909457364354d1071caed7b46295d55d19ba1c4e0b63c9a497d9f7,55584
native/mips/parts/MIPS_INTERFACE_SHIM_-1_1.SLDPRT,0e6d884d7694250214a1f14c9fa08dcc5701c5488050ed011467fca1cafbb186,56821
native/mips/parts/MIPS_INTERFACE_SHIM_1_0.SLDPRT,fb89f1c91b0ee5d288cc200cd12a225b8bbed08c663ee7892da432c6510f6042,55991
native/mips/parts/MIPS_INTERFACE_SHIM_1_1.SLDPRT,28d8b2cfd54b124fc87159275b4025f02aaad87c14a73770818ae41484136af7,55933
native/mips/parts/MIPS_OEM_MAX_ENVELOPE.SLDPRT,fc4e02dec61912a93509c39192ebfc7be8cf9345902546d65a99f11e1f622657,52515
native/mips/WP09_MIPS.SLDASM,4a280fcaa585322626a42f469b336ae11cbbd5223b33e82699eb0868401a6c19,84758
README.md,66b1eedcaec42f9c767df15886e612d4f1a948b35270fdf1b6b0dc9d90dfa266,10606
research/CURRENT_EQUIPMENT_INVENTORY.md,4b2de2e7b54406e4566270251f89e7b0b3b668b51b47cee715662f7ad4360d42,9737
research/ELECTRICAL_HARDWARE_RESEARCH.md,ee46110e0679545a5a5f50ab0e98cb2809080f6bcd4bfe38b0c97ce829645e5f,8905
research/ELECTRICAL_SOURCE_FACTS.json,451793be6fa755412b658fdd94f09ab5d7f38a4911a960864e13cd5692eda9b3,25638
research/MECHANICAL_ALLOCATION_DECISIONS.md,86924752fed74d035ac2937f83be4d1dc66719919c9c239c1b847aee3f955bf2,9048
research/PROPULSION_HARDWARE_RESEARCH.md,50a72283f88f1846f2dabd040f151a5e54eede95134ad79821f512d946f39023,7966
research/PROPULSION_SOURCE_FACTS.json,77af097d13856a658d5449f0901c794373fb7833c88430a8387f665dc4d125a0,7284
results/a3200/A3200_BOARD_REFERENCE.step,f280933eeb3255102156ff772220a6481cb95d3610e31b6cdd224caabfb419c6,29799
results/a3200/A3200_BOTTOM_WASHER_0.step,9485775d695102d3eb77dca2a94df360255cf3a04dc6e994dedf1f9c8e5d1618,13054
results/a3200/A3200_BOTTOM_WASHER_1.step,b1f90ab735e830d7d5a61508eb90ec1af93c82b924833b5c2e8c250ee4f2f1df,13055
results/a3200/A3200_BOTTOM_WASHER_2.step,9f6ed627ca799fea4d82e8eb44f1ca5821218b22bfe0a32264c5f1dbef7c40ea,13056
results/a3200/A3200_BOTTOM_WASHER_3.step,39bbfd3814780f2e7482f276231f3ae9213a2d2a34c9f07ddd0dd8460ce28d14,13057
results/a3200/A3200_CARRIER.step,726754b4853c62dfd97e72e7eb631215a4c7f294fc4b14ade8f22591bdaf3243,44378
results/a3200/A3200_NUT_0.step,e0c45669b3ec04263e994c559c8595f29a9c192addb25ba927535285ee63f7a5,110395
results/a3200/A3200_NUT_1.step,4eb9cfb213373123fd804fef57f883b3eb3cc40bf1206b2b89715319f2ba1bc8,110396
results/a3200/A3200_NUT_2.step,50c12a2906078459e3dc0ac1ed7a132b1a33e939131e58dd3620ca2f1b1a4c45,110397
results/a3200/A3200_NUT_3.step,e75fb2223a976d0ee12a725e82031ad4f8cc52ce0e7634b5b66367cb8b1e4855,110398
results/a3200/A3200_SCREW_0.step,5625293815e486ac988043b2d21aae0ab5a2fbf1f2b91ac40aadead7f1a7aca5,56287
results/a3200/A3200_SCREW_1.step,749db9e5c277b04e77b3d1d2e1768bf38ed45f4f660a9a9b72b61b8ca9cb5fda,56288
results/a3200/A3200_SCREW_2.step,f66d0438a5ec299b01438f3e5a2c927870d90116641d7a12a185244ac582c7d5,56288
results/a3200/A3200_SCREW_3.step,c14cbde3ec9edc53f6fa588dbafdeb6aba6ea4c95f4a237c4e4d239d57474d99,56290
results/a3200/A3200_SPACER_0.step,6131f0f6493d72c7f88d81bb5f4961aedcf530eae170ca12d09bca9d4dd854d8,9149
results/a3200/A3200_SPACER_1.step,48ccf367e1173fd18784324448c54c3c9710e15d2d400cf898e1b9bf565f0565,9163
results/a3200/A3200_SPACER_2.step,65429938ba78e846d9ad6a2d9e669233ed886fc3930e11fd6c70fae3c13e3b66,9163
results/a3200/A3200_SPACER_3.step,2bbf4dcf4a97b4d1ea34be78727666ec225c5dd7decd4116b80dd23a39b010df,9177
results/a3200/A3200_TOP_WASHER_0.step,bc615d34ab82a0baa43920547e204e2fd0b729ffcb7ab88c267a6f3d35496012,13054
results/a3200/A3200_TOP_WASHER_1.step,1826cf68bfdb69b1ebfc734910e1ea3c86823c7e12581673f26f0b0c3aa89eaa,13055
results/a3200/A3200_TOP_WASHER_2.step,c7764b6b7e842c3b5452e01dd9fb3f1db257769f7b068f718a461dfbb7be88fa,13056
results/a3200/A3200_TOP_WASHER_3.step,fa1622cb9a473935f13c52a80cd1141a624dada50831118897b23c96d3e73675,13057
results/a3200/CHECK.json,539fa7bd02fe15af8ac62fe2962fb158c4761a3a94c1cab180b3055e381bffe0,216788
results/a3200/EMISSION.json,84865e4888d04457e0c849cf8ff973907bf4ace66e6a918e80feaf968f7ec3eb,25902
results/A3200_COMPLETED_SESSION_EXIT.json,88d8587ad8198cb6bb270fc66c5d39ebcf202c60d3544fd9b9e4cef3727af48f,9051
results/A3200_INTERRUPTED_SESSION_EXIT.json,47fca6c87d50c0d6e889a2d9662949fcac56fd2f6d96d8276ee4043214399552,2673
results/a3200_NATIVE.json,8fe47b688c54ba255cfc72147e77da2d0c5421517a2916a87b3fe22154f2b38c,98755
results/a3200_NATIVE_BOUNDED_B1.json,6e7c541378e538de9dffc97cfd319cc4dba255fe714d9e33341ca00e1819662d,264803
results/a3200_NATIVE_MATERIAL_CHECK.json,0a36208613990f3792df86250c75ebdae32f0076153f2435fd9c5ae051286a55,149349
results/BATTERY_CONE_DIAGNOSTIC.json,aec90ee8568d023240a6acdaca66f3b80863866fd34dba9fe30fe62280190695,11869
results/battery_diagnostic_source.igs,a6403f2075645a2f86b99c0d1017fbe3a2af30ea5134570aaf2a51c28f69efd3,108378
results/battery_failed_native_roundtrip.step,4c7737b758b0bedb748b7831d3d0becedf605c83652b1f3c308c2c6dede5174a,61838
results/BATTERY_IGES_FAILED_SHEETS_PRESERVED.json,ed2a607dd9493a3a812bb1d743a498c4285dea274386cc68d36976df1ffee439,2939
results/BATTERY_IGES_FORM_SOLID_FAILED_SHEETS_PRESERVED.json,e29b5d229b211ec7142c797974d7f6faadf022291999fcf27dda0db3421337c1,2188
results/BATTERY_IGES_FORM_SOLID_FAILED_SHEETS_PRESERVED_V2.json,44c448a68a1617fc40cd1cb995a789888651c443bc96084287fdce32373e0321,2822
results/battery_iges_transfer/CHECK.json,cd51534e0ca0cb1f587aff517854b8cf9bd1d704d0347b1642107b98ce003de4,38256
results/battery_iges_transfer/WP09_BAT_-152_-78_screw.igs,0dd079c49c209ca77842624538764b655c689164bfa08dfb73383d9712dea8f3,108378
results/battery_iges_transfer/WP09_BAT_-152_78_screw.igs,778e5c6445a4cd4a61d63b420e15c8d14e6feaca9ef54e860581bb3d0b1de986,107730
results/battery_iges_transfer/WP09_BAT_-76_-78_screw.igs,4d646a7c7fcd7aac741f33a7170b8b8a8ea8a9bd30fade109df0c3d83371f442,108297
results/battery_iges_transfer/WP09_BAT_-76_78_screw.igs,af3ff0a9b5dba597fa881d716b70b98b887c36c72edaa905f29882b7fe3dacf7,107649
results/battery_iges_transfer_v2/CHECK.json,64b97a203600bde1218509f4d4473b649438da739c87247e2637d4fe02c32344,43655
results/battery_iges_transfer_v2/WP09_BAT_-152_-78_screw.igs,21af4cb4c5f56a4fb3bad0a5b5602be91a09c1e012534bcbc7d3e826a45ecbd2,108378
results/battery_iges_transfer_v2/WP09_BAT_-152_78_screw.igs,22f113819f307db89057baa0f20734498479595cfa0bfe89d75ea31905580873,107730
results/battery_iges_transfer_v2/WP09_BAT_-76_-78_screw.igs,6c19ce40a32f20f0ca3d28112f710db0f1a769d95b6254deabea0621c332ee05,108297
results/battery_iges_transfer_v3/CHECK.json,0d7d38289b13aa9b57f7b8065b5b1d456a7f8e9ba66172a9e19e1447921c5f1c,47964
results/battery_iges_transfer_v3/WP09_BAT_-152_-78_screw.igs,528c386db0f441d625783cdcc68628d43426151639eb15374fe7daaa928bef5b,108378
results/battery_iges_transfer_v3/WP09_BAT_-152_78_screw.igs,b5d32015d3fe4fda647579be0b29f9273ef386a6fc31c4c5ee77c26e7ae46707,107730
results/battery_iges_transfer_v3/WP09_BAT_-76_-78_screw.igs,fa6ea468ee1ef04714f60177b163368aaf9057c432669687fde78fa367b8df4d,108297
results/battery_iges_transfer_v3/WP09_BAT_-76_78_screw.igs,21ca1c18179ea21dc0db234df50129488d0181a0031a1a6017fff0330fa22e6a,107649
results/BATTERY_IMPORT_BREP_DIAGNOSTIC.json,2fbe51c64921447eb96ed949a1dcecbf476787e4e06dfb62b97a62f495598ebb,2884
results/BATTERY_IMPORT_FAILURE_B2_SESSION_EXIT.json,8126c674c841d4a3e09d54110d331ba9466d56ccca0ecb97ca682ef6f7050fe9,1328
results/BATTERY_IMPORT_FAILURE_B3_SESSION_EXIT.json,10b1795bd7638ba14d857c1a8bb1d79a4eb457ddf399ecb2603862055fc0ac4d,1334
results/BATTERY_IMPORT_FAILURE_B4_SESSION_EXIT.json,c7dde9b5db9827e7f23e5732df22bf165225677b9ff7591a74077c6712be886c,1336
results/BATTERY_IMPORT_FAILURE_SESSION_EXIT.json,fba88fe209cdac2a226535980fc3a756653f978c842fbf15fdf4316f4c159d01,1324
results/battery_mount/adapter_battery.step,89a3c24ca6b4ad709914036bd55c26f8897c10eeff42cc1df0c880924ae419c7,46798
results/battery_mount/CHECK.json,aafbafb9613d7ae40a104fd68bb95503bba23fa2abd4c7c73a585b559178ec1a,5675015
results/battery_mount/CHECK_V2.json,c3dbacc4703685bdacc440b4cb30e4866adeb5a6d07fedc1e088a756e8eb9fe8,5319649
results/battery_mount/CONTEXT_equipment_battery.step,a5622b92b8b18859ce0ec1e9c4e77377c5dfb6ce3c8b9c3b1f3425fbd26a37c1,17039
results/battery_mount/CONTEXT_thermal_interface_battery.step,d6449ab1c399dddc4621f0382706e54e057052a1941cf0bb8ef21009696d831b,17038
results/battery_mount/EMISSION.json,056ac7a1be9105a526550a77db1263b6126161428ce3e5d2923ff2bb398a0111,20699
results/battery_mount/lower_equipment_deck.step,c895a0af6f0a68c0b918fb40b76599294b5ffff3a27ffab76b83c867bea90656,121197
results/battery_mount/WP09_BAT_-152_-78_nut.step,486c172e465ec4a125ce7d3d3515b5b333edcb6352a0d3cd25f248de7c13725c,110403
results/battery_mount/WP09_BAT_-152_-78_screw.step,b8f70e96637ed4e88cc9d7ff9e67a767df4820dd2c64b35c0cb1607fd6237c42,98154
results/battery_mount/WP09_BAT_-152_-78_washer.step,67307e429ffde17efcafafe874cf063d8980e4882d0892a36c2f64d8f0ce30c6,13064
results/battery_mount/WP09_BAT_-152_78_nut.step,389bd989542686c1bc1eac748cb9040df25b60d2e417875e8404be38d0278b53,110402
results/battery_mount/WP09_BAT_-152_78_screw.step,91bc210ae0eb81bd2b9f9182d23c86d32016e67c40e15151aa1188e9df1c9932,98153
results/battery_mount/WP09_BAT_-152_78_washer.step,db2830e5cd3a6c0544837fb124318b6a174784576277b46b707be0fd388e9a74,13063
results/battery_mount/WP09_BAT_-76_-78_nut.step,85544bb039f672c64b098306ed662e6e41f2f5c7b172727060ce0bf277fce861,110402
results/battery_mount/WP09_BAT_-76_-78_screw.step,335721336cadf0724799551538fa9d0c2dcee41487be296f874f609ef5825a43,98153
results/battery_mount/WP09_BAT_-76_-78_washer.step,744c85c0d3eda93918f5a0f9a8058aae7128d541edead14a123527b30d0f118e,13063
results/battery_mount/WP09_BAT_-76_78_nut.step,eacf0d4015e5e83d755a1ffc4573d71710599b53b240f22220710fca73c2d71f,110402
results/battery_mount/WP09_BAT_-76_78_screw.step,f010fd834b09b6bc18254d766c855a3919bf3088edb6f6dbf200a51a276493f5,98153
results/battery_mount/WP09_BAT_-76_78_washer.step,5610432c5bcdad2d67922b9067be4fe8217e8ceb0c9b8c3df2a1f9ee8a0a3534,13063
results/battery_mount_NATIVE_BOUNDED_B1.json,fd148889ac5373d0f26b4eac8f988f7d603b7862b6742e918885793e44813591,151857
results/battery_mount_NATIVE_BOUNDED_B2.json,fb1219ccc8f3d2c07834f037f692c9b848cd8cdca095a6393ad0ddc16a32063d,141587
results/battery_mount_NATIVE_BOUNDED_B3.json,132b5bdb8b77d3d097929ca9b690efc678cc1ee5261869aa5911db96da60577c,142222
results/battery_mount_NATIVE_BOUNDED_B4.json,63f0167395bbd583d716a4011cc513e52a5044f51b26355f8c3fbb7b162f4770,143013
results/battery_mount_NATIVE_BOUNDED_B5.json,b60cd916cbbc365dfc6d460d05797a0d51ce482286c076ae3865c3beec811389,146433
results/battery_mount_NATIVE_BOUNDED_B6.json,d1590634cb2bf2abadf2b1c81f8aa5d54e3d6718c94a2330aed981b3d4e138f1,146832
results/battery_mount_v2/adapter_battery.step,1d89f1538276b1308057d724c7dd3e0b1fd62939e02fd139c95427f738e3a30d,47574
results/battery_mount_v2/CHECK.json,d78c18519d084f85e477d8333774c595b53ce1d9dc12ef77d22913a7ad977662,5694744
results/battery_mount_v2/CONTEXT_equipment_battery.step,1c76a8e250f5a1de0557eddb43bbd3f2bd936b4353af9f73979101546d8e12f4,17039
results/battery_mount_v2/CONTEXT_thermal_interface_battery.step,8d363eb2a450d5c7a6ad7bb81354bd101b39f1ca91cb2051415c412807af2ea7,17038
results/battery_mount_v2/EMISSION.json,6f828e37cbaeb5581204322530659b6748260c5fb5476d335d6c40251f53a4b6,20756
results/battery_mount_v2/lower_equipment_deck.step,d191c249e42c91d164eff1a15755fd2603f626ac92f8202492797c5d346f6629,121197
results/battery_mount_v2/WP09_BAT_-152_-78_nut.step,4320baee81d382587b4c67645df65235b0c7774899e18b9c6f6673fd86bc4e3c,110403
results/battery_mount_v2/WP09_BAT_-152_-78_screw.step,cafbf07f0a8713fac73be982308817da9b416c77c96e5eb20b9c5fc30d512ec3,98154
results/battery_mount_v2/WP09_BAT_-152_-78_washer.step,0d49a03cd6354c4076ddf5d4cd5f737216777161c0d176d1586ac126f774bf4c,13064
results/battery_mount_v2/WP09_BAT_-152_78_nut.step,5594f168039891ba564a0f46747f7361cd1b1b83456e4fec4c23c8d8b9c81afc,110402
