file,property,value
01_Primary_Structure/parts/PNL_TOP.SLDPRT,阶段标记S, 
01_Primary_Structure/parts/PNL_TOP.SLDPRT,阶段标记A, 
01_Primary_Structure/parts/PNL_TOP.SLDPRT,阶段标记B, 
01_Primary_Structure/parts/PNL_TOP.SLDPRT,替代, 
01_Primary_Structure/parts/PNL_TOP.SLDPRT,图幅, 
01_Primary_Structure/parts/PNL_TOP.SLDPRT,版本, 
01_Primary_Structure/parts/PNL_TOP.SLDPRT,备注, 
01_Primary_Structure/parts/PNL_TOP.SLDPRT,名称,“图样名称”
01_Primary_Structure/parts/PNL_TOP.SLDPRT,代号,“图样代号”
01_Primary_Structure/parts/PNL_TOP.SLDPRT,共X张,1
01_Primary_Structure/parts/PNL_TOP.SLDPRT,第X张,1
01_Primary_Structure/parts/PNL_TOP.SLDPRT,OBJECT_ID,V2-STR-011
01_Primary_Structure/parts/PNL_TOP.SLDPRT,SYSTEM_OWNER,secondary_structure
01_Primary_Structure/parts/PNL_TOP.SLDPRT,PARENT_ID,SV2_Primary_Structure
01_Primary_Structure/parts/PNL_TOP.SLDPRT,STRUCTURE_CLASS,SECONDARY_PROPOSAL
01_Primary_Structure/parts/PNL_TOP.SLDPRT,REPRESENTATION_LAYER,SYSTEM_MECHANICAL_DISPLAY
01_Primary_Structure/parts/PNL_TOP.SLDPRT,EVIDENCE_STATE,DESIGN_PROPOSAL
01_Primary_Structure/parts/PNL_TOP.SLDPRT,SOURCE_REFERENCE,b3_build_spec.yaml structure_display_proposal
01_Primary_Structure/parts/PNL_TOP.SLDPRT,FRAME_ID,CS_S
01_Primary_Structure/parts/PNL_TOP.SLDPRT,INTERFACE_IDS,
01_Primary_Structure/parts/PNL_TOP.SLDPRT,MASS_OWNER,NONE_DISPLAY_ONLY
01_Primary_Structure/parts/PNL_TOP.SLDPRT,NO_DYNAMICS_USE,true
01_Primary_Structure/parts/PNL_TOP.SLDPRT,MANUFACTURING_AUTHORITY,NONE
01_Primary_Structure/parts/PNL_TOP.SLDPRT,EXECUTION_AUTHORITY,DISPLAY_ONLY
01_Primary_Structure/parts/PNL_TOP.SLDPRT,CLAIM_LIMIT,display_topology_only;section_material_joints_UNKNOWN_BLOCKED;NO_STRENGTH_CLAIM;removable_panel;may_close_primary_path=false
01_Primary_Structure/parts/PNL_TOP.SLDPRT,BLOCKED_CONSUMERS,FEA;dynamics;mass_properties;manufacturing;strength_claims
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,Description,
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,Weight,"""SW-Mass@PNL_FRONT_MISSION_ACCESS.SLDPRT"""
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,Material,"""SW-Material@PNL_FRONT_MISSION_ACCESS.SLDPRT"""
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,质量,"""SW-Mass@PNL_FRONT_MISSION_ACCESS.SLDPRT"""
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,材料,"""SW-Material@PNL_FRONT_MISSION_ACCESS.SLDPRT"""
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,单重,"""SW-Mass@PNL_FRONT_MISSION_ACCESS.SLDPRT"""
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,零件号,  
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,设计,   
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,审核, 
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,标准审查, 
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,工艺审查, 
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,批准, 
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,日期,"2007,12,3"
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,校核, 
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,主管设计, 
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,校对, 
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,审定, 
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,阶段标记S, 
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,阶段标记A, 
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,阶段标记B, 
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,替代, 
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,图幅, 
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,版本, 
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,备注, 
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,名称,“图样名称”
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,代号,“图样代号”
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,共X张,1
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,第X张,1
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,OBJECT_ID,V2-FM-PNL
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,SYSTEM_OWNER,secondary_structure
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,PARENT_ID,SV2_Front_Mission_Module
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,STRUCTURE_CLASS,SECONDARY_PROPOSAL
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,REPRESENTATION_LAYER,SYSTEM_MECHANICAL_DISPLAY
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,EVIDENCE_STATE,DESIGN_PROPOSAL
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,SOURCE_REFERENCE,b3_build_spec.yaml bay_volume_owners.access_panels
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,FRAME_ID,CS_S
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,INTERFACE_IDS,
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,MASS_OWNER,NONE_DISPLAY_ONLY
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,NO_DYNAMICS_USE,true
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,MANUFACTURING_AUTHORITY,NONE
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,EXECUTION_AUTHORITY,DISPLAY_ONLY
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,CLAIM_LIMIT,removable_panel_display;may_close_primary_path=false;no_fastening_method;NO_STRENGTH_CLAIM
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,BLOCKED_CONSUMERS,FEA;dynamics;mass_properties;manufacturing
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,Description,
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,Weight,"""SW-Mass@VOL_FM_ROBOT.SLDPRT"""
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,Material,"""SW-Material@VOL_FM_ROBOT.SLDPRT"""
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,质量,"""SW-Mass@VOL_FM_ROBOT.SLDPRT"""
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,材料,"""SW-Material@VOL_FM_ROBOT.SLDPRT"""
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,单重,"""SW-Mass@VOL_FM_ROBOT.SLDPRT"""
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,零件号,  
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,设计,   
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,审核, 
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,标准审查, 
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,工艺审查, 
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,批准, 
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,日期,"2007,12,3"
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,校核, 
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,主管设计, 
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,校对, 
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,审定, 
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,阶段标记S, 
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,阶段标记A, 
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,阶段标记B, 
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,替代, 
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,图幅, 
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,版本, 
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,备注, 
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,名称,“图样名称”
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,代号,“图样代号”
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,共X张,1
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,第X张,1
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,OBJECT_ID,VOL-FM-ROBOT
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,SYSTEM_OWNER,ROBOT_SPACECRAFT_INTERFACE
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,PARENT_ID,SV2_Front_Mission_Module
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,STRUCTURE_CLASS,VOLUME_OWNER_REFERENCE
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,REPRESENTATION_LAYER,OWNER_PLACEHOLDER_ZERO_SOLID
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,EVIDENCE_STATE,EVIDENCE_BOUND_INTERFACE
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,SOURCE_REFERENCE,V2_subsystem_volume_owner_register.yaml via b3_build_spec.yaml
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,FRAME_ID,CS_S
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,INTERFACE_IDS,
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,MASS_OWNER,adapter_owner_and_b601_urdf_owner
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,NO_DYNAMICS_USE,true
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,MANUFACTURING_AUTHORITY,NONE
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,EXECUTION_AUTHORITY,DISPLAY_ONLY
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,CLAIM_LIMIT,geometry_NULL_unsourced;no_hardware_selected;no_real_dims;no_mass;no_thermal
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,SERVICE_DIRECTION,TOOL_ACCESS_TBD
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,MOUNT_PLANE,null
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,BLOCKED_CONSUMERS,FEA;dynamics;mass_properties;manufacturing;hardware_selection;thermal
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,Description,
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,Weight,"""SW-Mass@VOL_FM_SENSOR.SLDPRT"""
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,Material,"""SW-Material@VOL_FM_SENSOR.SLDPRT"""
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,质量,"""SW-Mass@VOL_FM_SENSOR.SLDPRT"""
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,材料,"""SW-Material@VOL_FM_SENSOR.SLDPRT"""
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,单重,"""SW-Mass@VOL_FM_SENSOR.SLDPRT"""
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,零件号,  
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,设计,   
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,审核, 
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,标准审查, 
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,工艺审查, 
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,批准, 
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,日期,"2007,12,3"
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,校核, 
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,主管设计, 
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,校对, 
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,审定, 
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,阶段标记S, 
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,阶段标记A, 
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,阶段标记B, 
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,替代, 
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,图幅, 
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,版本, 
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,备注, 
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,名称,“图样名称”
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,代号,“图样代号”
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,共X张,1
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,第X张,1
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,OBJECT_ID,VOL-FM-SENSOR
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,SYSTEM_OWNER,PERCEPTION_HARDWARE_OWNER
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,PARENT_ID,SV2_Front_Mission_Module
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,STRUCTURE_CLASS,VOLUME_OWNER_REFERENCE
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,REPRESENTATION_LAYER,OWNER_PLACEHOLDER_ZERO_SOLID
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,EVIDENCE_STATE,UNKNOWN_BLOCKED
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,SOURCE_REFERENCE,V2_subsystem_volume_owner_register.yaml via b3_build_spec.yaml
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,FRAME_ID,CS_S
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,INTERFACE_IDS,
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,MASS_OWNER,UNASSIGNED
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,NO_DYNAMICS_USE,true
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,MANUFACTURING_AUTHORITY,NONE
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,EXECUTION_AUTHORITY,DISPLAY_ONLY
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,CLAIM_LIMIT,geometry_NULL_unsourced;no_hardware_selected;no_real_dims;no_mass;no_thermal;ZERO_SOLID_REQUIRED
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,SERVICE_DIRECTION,null
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,MOUNT_PLANE,null
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,BLOCKED_CONSUMERS,FEA;dynamics;mass_properties;manufacturing;hardware_selection;thermal
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,Description,
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,Weight,"""SW-Mass@VOL_MID_ADCS.SLDPRT"""
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,Material,"""SW-Material@VOL_MID_ADCS.SLDPRT"""
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,质量,"""SW-Mass@VOL_MID_ADCS.SLDPRT"""
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,材料,"""SW-Material@VOL_MID_ADCS.SLDPRT"""
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,单重,"""SW-Mass@VOL_MID_ADCS.SLDPRT"""
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,零件号,  
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,设计,   
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,审核, 
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,标准审查, 
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,工艺审查, 
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,批准, 
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,日期,"2007,12,3"
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,校核, 
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,主管设计, 
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,校对, 
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,审定, 
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,阶段标记S, 
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,阶段标记A, 
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,阶段标记B, 
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,替代, 
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,图幅, 
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,版本, 
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,备注, 
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,名称,“图样名称”
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,代号,“图样代号”
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,共X张,1
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,第X张,1
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,OBJECT_ID,VOL-MID-ADCS
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,SYSTEM_OWNER,ADCS_OWNER
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,PARENT_ID,SV2_Avionics_EPS_ADCS_Bay
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,STRUCTURE_CLASS,VOLUME_OWNER_REFERENCE
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,REPRESENTATION_LAYER,OWNER_PLACEHOLDER_ZERO_SOLID
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,EVIDENCE_STATE,DESIGN_PROPOSAL
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,SOURCE_REFERENCE,V2_subsystem_volume_owner_register.yaml via b3_build_spec.yaml
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,FRAME_ID,CS_S
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,INTERFACE_IDS,
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,MASS_OWNER,UNASSIGNED
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,NO_DYNAMICS_USE,true
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,MANUFACTURING_AUTHORITY,NONE
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,EXECUTION_AUTHORITY,DISPLAY_ONLY
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,CLAIM_LIMIT,geometry_NULL_unsourced;no_hardware_selected;no_real_dims;no_mass;no_thermal
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,SERVICE_DIRECTION,TRAY_EXTRACTION_TBD
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,MOUNT_PLANE,null
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,BLOCKED_CONSUMERS,FEA;dynamics;mass_properties;manufacturing;hardware_selection;thermal
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,Description,
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,Weight,"""SW-Mass@VOL_MID_BAT.SLDPRT"""
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,Material,"""SW-Material@VOL_MID_BAT.SLDPRT"""
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,质量,"""SW-Mass@VOL_MID_BAT.SLDPRT"""
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,材料,"""SW-Material@VOL_MID_BAT.SLDPRT"""
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,单重,"""SW-Mass@VOL_MID_BAT.SLDPRT"""
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,零件号,  
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,设计,   
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,审核, 
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,标准审查, 
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,工艺审查, 
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,批准, 
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,日期,"2007,12,3"
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,校核, 
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,主管设计, 
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,校对, 
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,审定, 
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,阶段标记S, 
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,阶段标记A, 
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,阶段标记B, 
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,替代, 
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,图幅, 
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,版本, 
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,备注, 
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,名称,“图样名称”
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,代号,“图样代号”
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,共X张,1
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,第X张,1
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,OBJECT_ID,VOL-MID-BAT
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,SYSTEM_OWNER,BATTERY_OWNER
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,PARENT_ID,SV2_Avionics_EPS_ADCS_Bay
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,STRUCTURE_CLASS,VOLUME_OWNER_REFERENCE
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,REPRESENTATION_LAYER,OWNER_PLACEHOLDER_ZERO_SOLID
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,EVIDENCE_STATE,DESIGN_PROPOSAL
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,SOURCE_REFERENCE,V2_subsystem_volume_owner_register.yaml via b3_build_spec.yaml
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,FRAME_ID,CS_S
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,INTERFACE_IDS,
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,MASS_OWNER,UNASSIGNED
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,NO_DYNAMICS_USE,true
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,MANUFACTURING_AUTHORITY,NONE
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,EXECUTION_AUTHORITY,DISPLAY_ONLY
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,CLAIM_LIMIT,geometry_NULL_unsourced;no_hardware_selected;no_real_dims;no_mass;no_thermal
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,SERVICE_DIRECTION,TRAY_EXTRACTION_TBD
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,MOUNT_PLANE,null
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,BLOCKED_CONSUMERS,FEA;dynamics;mass_properties;manufacturing;hardware_selection;thermal
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_EPS.SLDPRT,Description,
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_EPS.SLDPRT,Weight,"""SW-Mass@VOL_MID_EPS.SLDPRT"""
