file,feature,type
01_Primary_Structure/parts/PNL_BOTTOM.SLDPRT,SK_PNL_BOTTOM,ProfileFeature
01_Primary_Structure/parts/PNL_BOTTOM.SLDPRT,EX_PNL_BOTTOM,Extrusion
01_Primary_Structure/parts/PNL_LEFT.SLDPRT,收藏,FavoriteFolder
01_Primary_Structure/parts/PNL_LEFT.SLDPRT,历史记录,HistoryFolder
01_Primary_Structure/parts/PNL_LEFT.SLDPRT,选择集,SelectionSetFolder
01_Primary_Structure/parts/PNL_LEFT.SLDPRT,传感器,SensorFolder
01_Primary_Structure/parts/PNL_LEFT.SLDPRT,设计活页夹,DocsFolder
01_Primary_Structure/parts/PNL_LEFT.SLDPRT,注解,DetailCabinet
01_Primary_Structure/parts/PNL_LEFT.SLDPRT,标注,InkMarkupFolder
01_Primary_Structure/parts/PNL_LEFT.SLDPRT,光源与相机,EnvFolder
01_Primary_Structure/parts/PNL_LEFT.SLDPRT,实体,SolidBodyFolder
01_Primary_Structure/parts/PNL_LEFT.SLDPRT,曲面实体,SurfaceBodyFolder
01_Primary_Structure/parts/PNL_LEFT.SLDPRT,备注,CommentsFolder
01_Primary_Structure/parts/PNL_LEFT.SLDPRT,方程式,EqnFolder
01_Primary_Structure/parts/PNL_LEFT.SLDPRT,材质 <未指定>,MaterialFolder
01_Primary_Structure/parts/PNL_LEFT.SLDPRT,前视基准面,RefPlane
01_Primary_Structure/parts/PNL_LEFT.SLDPRT,上视基准面,RefPlane
01_Primary_Structure/parts/PNL_LEFT.SLDPRT,右视基准面,RefPlane
01_Primary_Structure/parts/PNL_LEFT.SLDPRT,原点,OriginProfileFeature
01_Primary_Structure/parts/PNL_LEFT.SLDPRT,Tables,ConfigTableFolder
01_Primary_Structure/parts/PNL_LEFT.SLDPRT,PLN_PNL_LEFT_BASE,RefPlane
01_Primary_Structure/parts/PNL_LEFT.SLDPRT,SK_PNL_LEFT,ProfileFeature
01_Primary_Structure/parts/PNL_LEFT.SLDPRT,EX_PNL_LEFT,Extrusion
01_Primary_Structure/parts/PNL_RIGHT.SLDPRT,收藏,FavoriteFolder
01_Primary_Structure/parts/PNL_RIGHT.SLDPRT,历史记录,HistoryFolder
01_Primary_Structure/parts/PNL_RIGHT.SLDPRT,选择集,SelectionSetFolder
01_Primary_Structure/parts/PNL_RIGHT.SLDPRT,传感器,SensorFolder
01_Primary_Structure/parts/PNL_RIGHT.SLDPRT,设计活页夹,DocsFolder
01_Primary_Structure/parts/PNL_RIGHT.SLDPRT,注解,DetailCabinet
01_Primary_Structure/parts/PNL_RIGHT.SLDPRT,标注,InkMarkupFolder
01_Primary_Structure/parts/PNL_RIGHT.SLDPRT,光源与相机,EnvFolder
01_Primary_Structure/parts/PNL_RIGHT.SLDPRT,实体,SolidBodyFolder
01_Primary_Structure/parts/PNL_RIGHT.SLDPRT,曲面实体,SurfaceBodyFolder
01_Primary_Structure/parts/PNL_RIGHT.SLDPRT,备注,CommentsFolder
01_Primary_Structure/parts/PNL_RIGHT.SLDPRT,方程式,EqnFolder
01_Primary_Structure/parts/PNL_RIGHT.SLDPRT,材质 <未指定>,MaterialFolder
01_Primary_Structure/parts/PNL_RIGHT.SLDPRT,前视基准面,RefPlane
01_Primary_Structure/parts/PNL_RIGHT.SLDPRT,上视基准面,RefPlane
01_Primary_Structure/parts/PNL_RIGHT.SLDPRT,右视基准面,RefPlane
01_Primary_Structure/parts/PNL_RIGHT.SLDPRT,原点,OriginProfileFeature
01_Primary_Structure/parts/PNL_RIGHT.SLDPRT,Tables,ConfigTableFolder
01_Primary_Structure/parts/PNL_RIGHT.SLDPRT,PLN_PNL_RIGHT_BASE,RefPlane
01_Primary_Structure/parts/PNL_RIGHT.SLDPRT,SK_PNL_RIGHT,ProfileFeature
01_Primary_Structure/parts/PNL_RIGHT.SLDPRT,EX_PNL_RIGHT,Extrusion
01_Primary_Structure/parts/PNL_TOP.SLDPRT,收藏,FavoriteFolder
01_Primary_Structure/parts/PNL_TOP.SLDPRT,历史记录,HistoryFolder
01_Primary_Structure/parts/PNL_TOP.SLDPRT,选择集,SelectionSetFolder
01_Primary_Structure/parts/PNL_TOP.SLDPRT,传感器,SensorFolder
01_Primary_Structure/parts/PNL_TOP.SLDPRT,设计活页夹,DocsFolder
01_Primary_Structure/parts/PNL_TOP.SLDPRT,注解,DetailCabinet
01_Primary_Structure/parts/PNL_TOP.SLDPRT,标注,InkMarkupFolder
01_Primary_Structure/parts/PNL_TOP.SLDPRT,光源与相机,EnvFolder
01_Primary_Structure/parts/PNL_TOP.SLDPRT,实体,SolidBodyFolder
01_Primary_Structure/parts/PNL_TOP.SLDPRT,曲面实体,SurfaceBodyFolder
01_Primary_Structure/parts/PNL_TOP.SLDPRT,备注,CommentsFolder
01_Primary_Structure/parts/PNL_TOP.SLDPRT,方程式,EqnFolder
01_Primary_Structure/parts/PNL_TOP.SLDPRT,材质 <未指定>,MaterialFolder
01_Primary_Structure/parts/PNL_TOP.SLDPRT,前视基准面,RefPlane
01_Primary_Structure/parts/PNL_TOP.SLDPRT,上视基准面,RefPlane
01_Primary_Structure/parts/PNL_TOP.SLDPRT,右视基准面,RefPlane
01_Primary_Structure/parts/PNL_TOP.SLDPRT,原点,OriginProfileFeature
01_Primary_Structure/parts/PNL_TOP.SLDPRT,Tables,ConfigTableFolder
01_Primary_Structure/parts/PNL_TOP.SLDPRT,PLN_PNL_TOP_BASE,RefPlane
01_Primary_Structure/parts/PNL_TOP.SLDPRT,SK_PNL_TOP,ProfileFeature
01_Primary_Structure/parts/PNL_TOP.SLDPRT,EX_PNL_TOP,Extrusion
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,收藏,FavoriteFolder
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,历史记录,HistoryFolder
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,选择集,SelectionSetFolder
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,传感器,SensorFolder
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,设计活页夹,DocsFolder
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,注解,DetailCabinet
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,标注,InkMarkupFolder
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,光源与相机,EnvFolder
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,实体,SolidBodyFolder
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,曲面实体,SurfaceBodyFolder
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,备注,CommentsFolder
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,方程式,EqnFolder
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,材质 <未指定>,MaterialFolder
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,前视基准面,RefPlane
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,上视基准面,RefPlane
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,右视基准面,RefPlane
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,原点,OriginProfileFeature
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,Tables,ConfigTableFolder
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,PLN_PNL_FRONT_MISSION_ACCESS_BASE,RefPlane
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,SK_PNL_FRONT_MISSION_ACCESS_1,ProfileFeature
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,EX_PNL_FRONT_MISSION_ACCESS_1,Extrusion
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,SK_PNL_FRONT_MISSION_ACCESS_2,ProfileFeature
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,EX_PNL_FRONT_MISSION_ACCESS_2,ICE
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,SK_PNL_FRONT_MISSION_ACCESS_3,ProfileFeature
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,EX_PNL_FRONT_MISSION_ACCESS_3,ICE
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,SK_PNL_FRONT_MISSION_ACCESS_4,ProfileFeature
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,EX_PNL_FRONT_MISSION_ACCESS_4,ICE
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,收藏,FavoriteFolder
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,历史记录,HistoryFolder
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,选择集,SelectionSetFolder
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,传感器,SensorFolder
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,设计活页夹,DocsFolder
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,注解,DetailCabinet
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,标注,InkMarkupFolder
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,光源与相机,EnvFolder
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,实体,SolidBodyFolder
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,曲面实体,SurfaceBodyFolder
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,备注,CommentsFolder
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,方程式,EqnFolder
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,材质 <未指定>,MaterialFolder
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,前视基准面,RefPlane
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,上视基准面,RefPlane
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,右视基准面,RefPlane
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,原点,OriginProfileFeature
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,Tables,ConfigTableFolder
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,PLN_VOL_FM_ROBOT_STATION,RefPlane
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,SK_VOL_FM_ROBOT_OWNER_POINT,ProfileFeature
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,收藏,FavoriteFolder
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,历史记录,HistoryFolder
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,选择集,SelectionSetFolder
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,传感器,SensorFolder
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,设计活页夹,DocsFolder
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,注解,DetailCabinet
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,标注,InkMarkupFolder
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,光源与相机,EnvFolder
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,实体,SolidBodyFolder
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,曲面实体,SurfaceBodyFolder
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,备注,CommentsFolder
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,方程式,EqnFolder
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,材质 <未指定>,MaterialFolder
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,前视基准面,RefPlane
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,上视基准面,RefPlane
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,右视基准面,RefPlane
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,原点,OriginProfileFeature
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,Tables,ConfigTableFolder
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,PLN_VOL_FM_SENSOR_STATION,RefPlane
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,SK_VOL_FM_SENSOR_OWNER_POINT,ProfileFeature
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,收藏,FavoriteFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,历史记录,HistoryFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,选择集,SelectionSetFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,传感器,SensorFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,设计活页夹,DocsFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,注解,DetailCabinet
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,标注,InkMarkupFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,光源与相机,EnvFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,实体,SolidBodyFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,曲面实体,SurfaceBodyFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,备注,CommentsFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,方程式,EqnFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,材质 <未指定>,MaterialFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,前视基准面,RefPlane
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,上视基准面,RefPlane
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,右视基准面,RefPlane
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,原点,OriginProfileFeature
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,Tables,ConfigTableFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,PLN_VOL_MID_ADCS_STATION,RefPlane
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,SK_VOL_MID_ADCS_OWNER_POINT,ProfileFeature
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,收藏,FavoriteFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,历史记录,HistoryFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,选择集,SelectionSetFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,传感器,SensorFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,设计活页夹,DocsFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,注解,DetailCabinet
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,标注,InkMarkupFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,光源与相机,EnvFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,实体,SolidBodyFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,曲面实体,SurfaceBodyFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,备注,CommentsFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,方程式,EqnFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,材质 <未指定>,MaterialFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,前视基准面,RefPlane
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,上视基准面,RefPlane
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,右视基准面,RefPlane
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,原点,OriginProfileFeature
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,Tables,ConfigTableFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,PLN_VOL_MID_BAT_STATION,RefPlane
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,SK_VOL_MID_BAT_OWNER_POINT,ProfileFeature
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_EPS.SLDPRT,收藏,FavoriteFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_EPS.SLDPRT,历史记录,HistoryFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_EPS.SLDPRT,选择集,SelectionSetFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_EPS.SLDPRT,传感器,SensorFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_EPS.SLDPRT,设计活页夹,DocsFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_EPS.SLDPRT,注解,DetailCabinet
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_EPS.SLDPRT,标注,InkMarkupFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_EPS.SLDPRT,光源与相机,EnvFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_EPS.SLDPRT,实体,SolidBodyFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_EPS.SLDPRT,曲面实体,SurfaceBodyFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_EPS.SLDPRT,备注,CommentsFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_EPS.SLDPRT,方程式,EqnFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_EPS.SLDPRT,材质 <未指定>,MaterialFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_EPS.SLDPRT,前视基准面,RefPlane
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_EPS.SLDPRT,上视基准面,RefPlane
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_EPS.SLDPRT,右视基准面,RefPlane
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_EPS.SLDPRT,原点,OriginProfileFeature
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_EPS.SLDPRT,Tables,ConfigTableFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_EPS.SLDPRT,PLN_VOL_MID_EPS_STATION,RefPlane
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_EPS.SLDPRT,SK_VOL_MID_EPS_OWNER_POINT,ProfileFeature
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_OBC.SLDPRT,收藏,FavoriteFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_OBC.SLDPRT,历史记录,HistoryFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_OBC.SLDPRT,选择集,SelectionSetFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_OBC.SLDPRT,传感器,SensorFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_OBC.SLDPRT,设计活页夹,DocsFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_OBC.SLDPRT,注解,DetailCabinet
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_OBC.SLDPRT,标注,InkMarkupFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_OBC.SLDPRT,光源与相机,EnvFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_OBC.SLDPRT,实体,SolidBodyFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_OBC.SLDPRT,曲面实体,SurfaceBodyFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_OBC.SLDPRT,备注,CommentsFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_OBC.SLDPRT,方程式,EqnFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_OBC.SLDPRT,材质 <未指定>,MaterialFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_OBC.SLDPRT,前视基准面,RefPlane
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_OBC.SLDPRT,上视基准面,RefPlane
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_OBC.SLDPRT,右视基准面,RefPlane
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_OBC.SLDPRT,原点,OriginProfileFeature
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_OBC.SLDPRT,Tables,ConfigTableFolder
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_OBC.SLDPRT,PLN_VOL_MID_OBC_STATION,RefPlane
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_OBC.SLDPRT,SK_VOL_MID_OBC_OWNER_POINT,ProfileFeature
04_Rear_Service_Module/parts/PNL_REAR_SERVICE_ACCESS.SLDPRT,收藏,FavoriteFolder
04_Rear_Service_Module/parts/PNL_REAR_SERVICE_ACCESS.SLDPRT,历史记录,HistoryFolder
04_Rear_Service_Module/parts/PNL_REAR_SERVICE_ACCESS.SLDPRT,选择集,SelectionSetFolder
04_Rear_Service_Module/parts/PNL_REAR_SERVICE_ACCESS.SLDPRT,传感器,SensorFolder
04_Rear_Service_Module/parts/PNL_REAR_SERVICE_ACCESS.SLDPRT,设计活页夹,DocsFolder
04_Rear_Service_Module/parts/PNL_REAR_SERVICE_ACCESS.SLDPRT,注解,DetailCabinet
04_Rear_Service_Module/parts/PNL_REAR_SERVICE_ACCESS.SLDPRT,标注,InkMarkupFolder
04_Rear_Service_Module/parts/PNL_REAR_SERVICE_ACCESS.SLDPRT,光源与相机,EnvFolder
04_Rear_Service_Module/parts/PNL_REAR_SERVICE_ACCESS.SLDPRT,实体,SolidBodyFolder
04_Rear_Service_Module/parts/PNL_REAR_SERVICE_ACCESS.SLDPRT,曲面实体,SurfaceBodyFolder
04_Rear_Service_Module/parts/PNL_REAR_SERVICE_ACCESS.SLDPRT,备注,CommentsFolder
04_Rear_Service_Module/parts/PNL_REAR_SERVICE_ACCESS.SLDPRT,方程式,EqnFolder
04_Rear_Service_Module/parts/PNL_REAR_SERVICE_ACCESS.SLDPRT,材质 <未指定>,MaterialFolder
04_Rear_Service_Module/parts/PNL_REAR_SERVICE_ACCESS.SLDPRT,前视基准面,RefPlane
04_Rear_Service_Module/parts/PNL_REAR_SERVICE_ACCESS.SLDPRT,上视基准面,RefPlane
04_Rear_Service_Module/parts/PNL_REAR_SERVICE_ACCESS.SLDPRT,右视基准面,RefPlane
04_Rear_Service_Module/parts/PNL_REAR_SERVICE_ACCESS.SLDPRT,原点,OriginProfileFeature
04_Rear_Service_Module/parts/PNL_REAR_SERVICE_ACCESS.SLDPRT,Tables,ConfigTableFolder
04_Rear_Service_Module/parts/PNL_REAR_SERVICE_ACCESS.SLDPRT,PLN_PNL_REAR_SERVICE_ACCESS_BASE,RefPlane
04_Rear_Service_Module/parts/PNL_REAR_SERVICE_ACCESS.SLDPRT,SK_PNL_REAR_SERVICE_ACCESS,ProfileFeature
04_Rear_Service_Module/parts/PNL_REAR_SERVICE_ACCESS.SLDPRT,EX_PNL_REAR_SERVICE_ACCESS,Extrusion
04_Rear_Service_Module/parts/VOL_REAR_COMM.SLDPRT,收藏,FavoriteFolder
04_Rear_Service_Module/parts/VOL_REAR_COMM.SLDPRT,历史记录,HistoryFolder
04_Rear_Service_Module/parts/VOL_REAR_COMM.SLDPRT,选择集,SelectionSetFolder
04_Rear_Service_Module/parts/VOL_REAR_COMM.SLDPRT,传感器,SensorFolder
04_Rear_Service_Module/parts/VOL_REAR_COMM.SLDPRT,设计活页夹,DocsFolder
04_Rear_Service_Module/parts/VOL_REAR_COMM.SLDPRT,注解,DetailCabinet
04_Rear_Service_Module/parts/VOL_REAR_COMM.SLDPRT,标注,InkMarkupFolder
04_Rear_Service_Module/parts/VOL_REAR_COMM.SLDPRT,光源与相机,EnvFolder
04_Rear_Service_Module/parts/VOL_REAR_COMM.SLDPRT,实体,SolidBodyFolder
04_Rear_Service_Module/parts/VOL_REAR_COMM.SLDPRT,曲面实体,SurfaceBodyFolder
04_Rear_Service_Module/parts/VOL_REAR_COMM.SLDPRT,备注,CommentsFolder
04_Rear_Service_Module/parts/VOL_REAR_COMM.SLDPRT,方程式,EqnFolder
04_Rear_Service_Module/parts/VOL_REAR_COMM.SLDPRT,材质 <未指定>,MaterialFolder
04_Rear_Service_Module/parts/VOL_REAR_COMM.SLDPRT,前视基准面,RefPlane
04_Rear_Service_Module/parts/VOL_REAR_COMM.SLDPRT,上视基准面,RefPlane
04_Rear_Service_Module/parts/VOL_REAR_COMM.SLDPRT,右视基准面,RefPlane
04_Rear_Service_Module/parts/VOL_REAR_COMM.SLDPRT,原点,OriginProfileFeature
04_Rear_Service_Module/parts/VOL_REAR_COMM.SLDPRT,Tables,ConfigTableFolder
04_Rear_Service_Module/parts/VOL_REAR_COMM.SLDPRT,PLN_VOL_REAR_COMM_STATION,RefPlane
04_Rear_Service_Module/parts/VOL_REAR_COMM.SLDPRT,SK_VOL_REAR_COMM_OWNER_POINT,ProfileFeature
04_Rear_Service_Module/parts/VOL_REAR_PROP.SLDPRT,收藏,FavoriteFolder
04_Rear_Service_Module/parts/VOL_REAR_PROP.SLDPRT,历史记录,HistoryFolder
04_Rear_Service_Module/parts/VOL_REAR_PROP.SLDPRT,选择集,SelectionSetFolder
04_Rear_Service_Module/parts/VOL_REAR_PROP.SLDPRT,传感器,SensorFolder
04_Rear_Service_Module/parts/VOL_REAR_PROP.SLDPRT,设计活页夹,DocsFolder
04_Rear_Service_Module/parts/VOL_REAR_PROP.SLDPRT,注解,DetailCabinet
04_Rear_Service_Module/parts/VOL_REAR_PROP.SLDPRT,标注,InkMarkupFolder
04_Rear_Service_Module/parts/VOL_REAR_PROP.SLDPRT,光源与相机,EnvFolder
04_Rear_Service_Module/parts/VOL_REAR_PROP.SLDPRT,实体,SolidBodyFolder
04_Rear_Service_Module/parts/VOL_REAR_PROP.SLDPRT,曲面实体,SurfaceBodyFolder
04_Rear_Service_Module/parts/VOL_REAR_PROP.SLDPRT,备注,CommentsFolder
04_Rear_Service_Module/parts/VOL_REAR_PROP.SLDPRT,方程式,EqnFolder
04_Rear_Service_Module/parts/VOL_REAR_PROP.SLDPRT,材质 <未指定>,MaterialFolder
04_Rear_Service_Module/parts/VOL_REAR_PROP.SLDPRT,前视基准面,RefPlane
04_Rear_Service_Module/parts/VOL_REAR_PROP.SLDPRT,上视基准面,RefPlane
04_Rear_Service_Module/parts/VOL_REAR_PROP.SLDPRT,右视基准面,RefPlane
04_Rear_Service_Module/parts/VOL_REAR_PROP.SLDPRT,原点,OriginProfileFeature
04_Rear_Service_Module/parts/VOL_REAR_PROP.SLDPRT,Tables,ConfigTableFolder
